year,aux_ADP une_PRON,aux_ADP dunes_NOUN
1864,1.4384183844029508e-09,1.5439023981489441e-07
1865,3.294791106611683e-09,1.0072646955405773e-07
1866,3.8924903300596725e-09,1.1580158809643137e-07
1867,9.7056229719783e-10,6.89099213246891e-08
1868,4.93987406535723e-10,9.385760746383198e-08
1869,4.395167230164532e-09,1.0060049226989776e-07
1870,2.8670243956696595e-09,1.2901609158788574e-07
1871,1.0621177271019633e-09,5.098165090089424e-08
1872,6.0473391849669156e-09,1.5783555229464952e-07
1873,3.591602570907071e-09,1.7179833039504544e-07
1874,3.584765539965673e-09,1.0276327344627134e-07
1875,2.2886108563824337e-09,8.410644869449868e-08
1876,3.02300739996042e-09,9.61316324321615e-08
1877,6.80329748092845e-09,1.3853987745893193e-07
1878,7.246906574831513e-09,1.2440522567658263e-07
1879,6.10932526790009e-10,1.0691319429767532e-07
1880,2.5671385017744797e-09,1.4375975698754928e-07
1881,4.880755244407453e-09,8.22755917839757e-08
1882,3.3276925659464496e-09,6.522277340437199e-08
1883,3.1596694705093853e-09,1.2891451223184802e-07
1884,3.9610181801208455e-09,1.1024833757034003e-07
1885,2.5782542767416317e-09,1.2891271072845711e-07
1886,1.2906927748801422e-09,8.905780013446218e-08
1887,3.2644623670918804e-09,9.923965216263042e-08
1888,4.438430289965822e-09,9.891359109559517e-08
1889,3.132568371366773e-09,1.1966411062047655e-07
1890,3.932631831293776e-09,1.4550738119956108e-07
1891,1.2748440081367107e-09,8.35022800904639e-08
1892,1.2537024751679837e-09,1.2035543406341276e-07
1893,4.310891699166319e-09,1.3240595464480975e-07
1894,1.8904617871129403e-09,1.0523570481701938e-07
1895,4.814891596538473e-09,1.0051085941320537e-07
1896,1.7691086373616827e-09,9.258335786910266e-08
1897,1.1653427112179315e-09,1.2003029814522392e-07
1898,2.8291774478717002e-09,7.695362769233327e-08
1899,1.1055156790007459e-09,7.517506617205072e-08
1900,5.191053142894475e-10,1.0018732743422021e-07
1901,1.676621730339889e-09,1.5424919697082373e-07
1902,1.9641135939885146e-09,1.1146343936729863e-07
1903,3.2401321625741275e-09,1.1880485017989884e-07
1904,2.6873125946735854e-09,9.728071859171905e-08
1905,2.0643036724443675e-09,1.3366366213851677e-07
1906,5.144184633820714e-09,1.0751345741466523e-07
1907,4.114274698707732e-09,1.0542828537962734e-07
1908,4.911389073214423e-10,1.105062537032353e-07
1909,2.750491723269022e-09,9.626721053646037e-08
1910,2.67207544979442e-09,1.1650248621375425e-07
1911,2.128149656499545e-09,8.140172347292918e-08
1912,5.209421227725386e-10,1.0887690038430264e-07
1913,1.060597942803554e-09,1.1136278232903862e-07
1914,6.696743715117748e-10,9.71027840357408e-08
1915,2.3561523843085297e-09,1.0013647866458086e-07
1916,4.394984820521586e-09,9.888715535311121e-08
1917,0.0,6.031533372752307e-08
1918,8.040463406189247e-09,8.844509835626013e-08
1919,3.6831393490643904e-09,1.0957339657835519e-07
1920,1.514446346106979e-09,1.128262554495052e-07
1921,2.2718242842501013e-09,7.799929768737002e-08
1922,2.951174193910333e-09,6.345024594622828e-08
1923,2.1231896241147297e-09,8.598917933255734e-08
1924,0.0,1.224704320179626e-07
1925,1.0998177923937646e-09,7.038834004546857e-08
1926,6.687682962969177e-09,6.353298742656222e-08
1927,0.0,8.473410895160072e-08
1928,2.2852082448565625e-09,1.428255167468251e-07
1929,0.0,8.689517017046455e-08
1930,4.201441416995522e-09,7.352522612968926e-08
1931,0.0,7.18537451760426e-08
1932,1.0959536611565568e-09,1.1178727477023642e-07
1933,3.4411986593596566e-09,1.0208889200669091e-07
1934,1.1981580172459871e-09,9.225816377522733e-08
1935,4.787313656606784e-09,6.223507931224503e-08
1936,2.424942913137329e-09,8.851041854995856e-08
1937,1.2591118148108649e-09,8.436049181437255e-08
1938,0.0,8.557041242251984e-08
1939,0.0,6.576441613503903e-08
1940,0.0,1.0143131956574791e-07
1941,0.0,1.2691460904434848e-07
1942,3.034211770724937e-09,2.457711534287199e-07
1943,2.9032352077962287e-09,1.2774234847690025e-07
1944,3.2131861615880553e-09,6.105053707017305e-08
1945,2.178504043826024e-09,1.6120929835494735e-07
1946,0.0,4.5939644977011085e-08
1947,1.1920870957027319e-09,6.675687558299614e-08
1948,2.174377566888097e-09,8.697510245347928e-08
1949,1.9634016634739737e-09,6.47922532293066e-08
1950,0.0,7.338399332645906e-08
1951,0.0,9.275419809995356e-08
1952,0.0,1.1177491821001695e-07
1953,1.0773827385790469e-09,7.649417477217924e-08
1954,2.9317608341017376e-09,9.772536113672459e-08
1955,0.0,8.916327409735914e-08
1956,2.616342476002842e-09,9.680466961370371e-08
1957,8.835037701437898e-10,7.156380554818043e-08
1958,1.6544486891589827e-09,9.099467845885556e-08
1959,7.750747821333448e-10,7.285703107484665e-08
1960,2.0762500052562416e-09,1.2803541277195407e-07
1961,0.0,8.476754159714162e-08
1962,6.341956404476434e-10,8.751899477354996e-08
1963,6.466053248388448e-10,1.1574235436739855e-07
1964,2.433587276140514e-09,1.0768624036927577e-07
1965,5.472043373977442e-10,8.043903493293314e-08
1966,2.215629901769489e-09,1.1521275589121416e-07
1967,1.479100675272349e-09,7.050379874362633e-08
1968,1.3474247273492779e-09,6.961694551388398e-08
1969,4.5417578031781147e-10,7.312230054790092e-08
1970,1.839490032518043e-09,4.000890752031694e-08
1971,1.0276794970565106e-09,5.446701445421809e-08
1972,1.0260293725750103e-09,5.5918600583293454e-08
1973,2.756601946707349e-09,9.75837095573695e-08
1974,0.0,8.775891857659701e-08
1975,5.711480177694739e-10,5.768594846244923e-08
1976,1.142705374768127e-09,5.313579942711755e-08
1977,5.876781838942691e-10,5.230335897721261e-08
1978,1.1881182704343018e-09,6.356432813436896e-08
1979,2.3407893401383717e-09,5.676413938893177e-08
1980,2.8425753417771205e-09,5.685150605838629e-08
1981,3.795329717171114e-09,5.6297389194881475e-08
1982,6.207502289967692e-10,4.159026545380584e-08
1983,1.89459470334441e-09,5.431171945513569e-08
1984,5.799008495621649e-10,6.784840095308553e-08
1985,6.015558051686298e-10,5.955402537782817e-08
1986,2.3977941854269602e-09,5.155257420952353e-08
1987,1.8332450557601021e-09,2.50543484847654e-08
1988,1.798966087207532e-09,4.497415306836672e-08
1989,2.1952488715726304e-09,6.201578184317214e-08
1990,1.089730194969718e-09,5.830056676314754e-08
1991,1.1722930404189924e-09,4.806401598944632e-08
1992,2.754972139307199e-09,7.052728634437955e-08
1993,1.661762283333701e-09,6.924009365860684e-08
1994,1.5824779819872958e-09,5.380425238676878e-08
1995,2.1689803286761844e-09,4.229511763043092e-08
1996,0.0,4.3772356406179824e-08
1997,9.58978896292706e-10,6.233362825902589e-08
1998,1.9072516899143466e-09,4.6250853480422904e-08
1999,2.285100608734325e-09,5.347135223487953e-08
2000,8.836062992401139e-10,5.036555905668649e-08
2001,1.3143635069212678e-09,6.133696550669754e-08
2002,2.190610748353805e-09,6.484207809576148e-08
2003,2.0834614589126943e-09,4.625284466541757e-08
2004,8.809582507929292e-10,6.342899352973497e-08
2005,9.007499190971657e-10,4.008337217697999e-08
2006,4.1178899179428186e-10,3.1707752867760064e-08
2007,7.988958938831558e-10,5.712105777266885e-08
2008,1.7029758436759579e-09,6.173287719901666e-08
2009,9.53638501499654e-10,5.531103286493533e-08
2010,1.8895172093635892e-09,7.274641400378812e-08
2011,1.91198598620268e-09,9.254012484083418e-08
2012,1.0212758416727752e-09,8.272333873460269e-08
2013,1.9523875849358774e-09,7.112269045927988e-08
2014,4.330890368553497e-10,6.907770094821686e-08
2015,2.2165753954528356e-10,8.600312925710618e-08
2016,1.0356700219649184e-09,8.03679915117872e-08
2017,1.509366759355757e-08,5.4588766618124396e-08
2018,3.872200060595077e-09,7.099033560997725e-08
2019,2.55098775436835e-09,7.652963324167317e-08
