year,deux_DET hivers_NOUN,deux_DET divers_ADJ
1862,8.26791515251557e-08,1.671654992208005e-08
1863,1.08882732385851e-07,2.5472566278494924e-08
1864,7.815406344313658e-08,3.068625886726295e-08
1865,9.601962402960851e-08,2.58876440284439e-08
1866,9.3419770808012e-08,6.56857708780656e-08
1867,1.1549691159018494e-07,5.580733386523207e-08
1868,1.0917121606723867e-07,4.989272639477349e-08
1869,7.667124979349182e-08,6.8369265804335555e-09
1870,1.164011869114745e-07,2.6376623996071658e-08
1871,8.17830616561821e-08,6.372706140567175e-09
1872,1.015952970639944e-07,1.9956219787786722e-08
1873,1.1074108652309178e-07,2.21482157058972e-08
1874,1.1232265517691076e-07,2.6288279997288555e-08
1875,1.3674449661493782e-07,3.1468399441791917e-08
1876,9.069022288699102e-08,3.4462283693414975e-08
1877,9.833857461671869e-08,3.587193120324628e-08
1878,7.246906530422592e-08,1.6305540029293297e-08
1879,1.1913184128076182e-07,2.932476128592043e-08
1880,9.626769514881062e-08,2.759673911612026e-08
1881,1.2829414203219258e-07,2.091752243638112e-08
1882,9.450646754061154e-08,1.5307385581309063e-08
1883,1.0047748677521895e-07,2.6541224329434954e-08
1884,6.667713758901073e-08,2.178559910248623e-08
1885,7.99258836892136e-08,4.511945134177964e-08
1886,7.16334471739799e-08,2.19417763958063e-08
1887,6.333057062102299e-08,1.566941915109865e-08
1888,6.340614389088728e-08,1.268122939990235e-08
1889,6.265136853755848e-08,2.0674951528576457e-08
1890,8.127439043992268e-08,2.3595791986963377e-08
1891,7.394095291601843e-08,1.2748439970344805e-08
1892,1.0343045508953708e-07,2.6327752422616868e-08
1893,8.437030674102175e-08,2.3401982574000613e-08
1894,1.2035940244459198e-07,3.402831283416674e-08
1895,8.426060427169091e-08,2.1065151400989635e-08
1896,7.960989456545775e-08,7.076434549446731e-09
1897,1.1420358259073282e-07,1.806281169081103e-08
1898,8.317781796662871e-08,1.5277558773618694e-08
1899,9.673262013620842e-08,1.6029977345510815e-08
1900,8.720969013609192e-08,1.2977632302124675e-08
1901,6.147612557905191e-08,1.117747761014698e-08
1902,7.119911860087313e-08,1.178468167495339e-08
1903,4.5361850276037785e-08,8.640352433531007e-09
1904,6.718281397866122e-08,1.4511488011237361e-08
1905,7.018632591782037e-08,1.2385822145688508e-08
1906,7.047532912807242e-08,1.388929860013377e-08
1907,6.479982417317842e-08,2.262851062084792e-08
1908,5.5498697637546e-08,2.0136695866312948e-08
1909,7.59135720396209e-08,1.3752458727367411e-08
1910,7.268045187913685e-08,1.1222716089775986e-08
1911,1.1651619669095226e-07,1.8089272302290738e-08
1912,9.220675778465193e-08,1.719108944087111e-08
1913,9.015082413910136e-08,8.484783542428431e-09
1914,8.370929960310747e-08,6.027069510139427e-09
1915,4.476689596799588e-08,3.534228465440492e-09
1916,8.789969840883316e-08,2.197492410260793e-09
1917,5.702540883945062e-08,1.0966424213165737e-08
1918,1.114178527217291e-07,9.189101035644853e-09
1919,8.563298936614672e-08,1.1970202606903513e-08
1920,8.102288173716943e-08,1.2872794385998532e-08
1921,6.96692734614146e-08,5.300923255902035e-09
1922,7.673052948575787e-08,2.951174193910333e-09
1923,8.492758185596472e-08,8.492758496458919e-09
1924,6.445812406052909e-08,7.734974438733389e-09
1925,8.688560892977648e-08,1.4297631523163545e-08
1926,7.80229711949687e-08,1.0031524944054127e-08
1927,9.588333105270408e-08,8.919379901328739e-09
1928,1.0283437301694676e-07,7.998228745975666e-09
1929,7.798284373805586e-08,1.0026365515614089e-08
1930,7.457558526269281e-08,7.352522590764465e-09
1931,7.41348209487569e-08,6.843213995466613e-09
1932,6.356531345730332e-08,3.287861094491973e-09
1933,6.079450698415201e-08,2.064719240024715e-08
1934,5.870974106869653e-08,4.7926320689839486e-09
1935,1.0173041609107258e-07,1.3165112555668657e-08
1936,9.457277316826662e-08,9.699771652549316e-09
1937,4.280980192561401e-08,0.0
1938,5.186085871855539e-08,9.075650453382877e-09
1939,6.117620277024116e-08,9.176430282309411e-09
1940,4.817987386829259e-08,2.028626333583361e-08
1941,5.60785480274717e-08,5.9030051957620344e-09
1942,7.888950426249153e-08,1.8205270180260413e-08
1943,7.83873517207212e-08,2.9032352077962287e-09
1944,1.4138018755716075e-07,3.2131861615880553e-09
1945,8.49616608178394e-08,1.5249527862692958e-08
1946,7.378185351569755e-08,5.568441707737293e-09
1947,8.46381857932954e-08,4.7683483828109274e-09
1948,7.719040340248284e-08,5.435944139264848e-09
1949,5.497524724340508e-08,5.890204768377316e-09
1950,7.55110649564017e-08,2.2334258664713502e-08
1951,7.249753430915717e-08,1.4925962243950153e-08
1952,7.275914803983596e-08,4.2179215675730575e-09
1953,6.787511352968068e-08,1.0773827163745864e-08
1954,5.863521534976712e-08,4.886268278880834e-09
1955,4.3173796537843145e-08,4.6928039232341234e-09
1956,5.319896456690287e-08,1.9186511046598298e-08
1957,4.9476210517429564e-08,1.8553580005686854e-08
1958,6.452350076457947e-08,6.617794867658233e-09
1959,5.1930008737599564e-08,3.100299128533379e-09
1960,5.052208251754564e-08,6.2287499602575735e-09
1961,5.141637915428987e-08,9.03260710671816e-09
1962,5.2638236436308716e-08,8.24454354786397e-09
1963,5.690127036217518e-08,8.405869333927285e-09
1964,5.3538920630202824e-08,2.007709548612624e-08
1965,5.1984413218519876e-08,1.1491291473930687e-08
1966,5.095948640843062e-08,1.883285383197375e-08
1967,6.015009557103213e-08,2.5144711202074177e-08
1968,5.210042508529966e-08,7.635406917838594e-09
1969,5.631779531611869e-08,8.629339909305145e-09
1970,4.874648662500647e-08,2.0234390163409444e-08
1971,4.7273257974822513e-08,2.928886644326667e-08
1972,5.232749744621401e-08,9.747278872929144e-09
1973,6.505580474325257e-08,3.6938466507763223e-08
1974,5.7943388309666943e-08,8.438357568252286e-09
1975,5.425906035583239e-08,4.569184142155791e-09
1976,5.142174286376644e-08,1.0855701115808358e-08
1977,3.937443660007034e-08,9.990529126202574e-09
1978,5.3465323057722e-08,1.1881182482298414e-08
1979,5.442335160310563e-08,7.022368020415115e-09
1980,5.4577446673143015e-08,2.1035057307106086e-08
1981,5.6929944425299084e-08,7.590659656386833e-09
1982,4.8418519416060235e-08,5.586751949948621e-09
1983,7.262613355152325e-08,3.789189739755727e-09
1984,6.320919254676483e-08,5.799008384599347e-09
1985,3.669490489244254e-08,9.624892882698077e-09
1986,6.114375006305295e-08,9.591176797218992e-09
1987,6.538573948944304e-08,5.49973533381376e-09
1988,7.915450961348824e-08,8.994830658082265e-09
1989,5.5978846225102075e-08,8.780995708335126e-09
1990,6.8653005502739e-08,2.724325431913144e-09
1991,8.030207254705601e-08,8.7921980806982e-09
1992,4.848751045116728e-08,1.1019888113139586e-08
1993,5.982343864729955e-08,7.20096987594232e-09
1994,5.485923515458069e-08,4.7474339459618875e-09
1995,4.663307651142645e-08,8.675921314704738e-09
1996,4.5373782953106456e-08,1.4412848692302305e-08
1997,4.938741371418587e-08,1.0548768192286673e-08
1998,3.4330528864146004e-08,8.582632937681467e-09
1999,5.484241416553459e-08,4.113180906983871e-09
2000,4.550572496597738e-08,1.0161472552283612e-08
2001,4.644084650173852e-08,1.752484787842512e-08
2002,4.337409187371577e-08,9.63868718173444e-09
2003,3.458546093959569e-08,3.7502307925763034e-09
2004,3.2595454169115357e-08,5.285749615779878e-09
2005,3.8281870340384216e-08,1.2610499089404925e-08
2006,4.282605514660531e-08,1.0294725072412803e-08
2007,3.754810729006408e-08,6.391167151065247e-09
2008,4.214865434448711e-08,6.3861596011349775e-09
2009,4.196009384394017e-08,8.582746957586096e-09
2010,4.440365453106665e-08,7.085689368580006e-09
2011,3.5562939926236936e-08,1.1471915639660324e-09
2012,5.208506737020002e-08,3.744677901096338e-09
2013,5.6619239074962024e-08,4.183687618564136e-09
2014,6.106555305862571e-08,2.3819896333154844e-09
2015,6.139913755198734e-08,1.0639562120218216e-08
2016,6.006885966414188e-08,4.349814286541687e-09
2017,5.333096142479121e-08,3.2702947017071438e-09
2018,4.956416121970619e-08,6.711813327342497e-09
2019,5.306054440268326e-08,9.438654302584837e-09
