year,avais_VERB eu_VERB,avais_VERB dû_VERB
1847,1.5424619448367594e-07,4.314578916364553e-09
1848,1.5527277241744741e-07,4.02261068899179e-09
1849,1.1814974953949786e-07,2.513824481908955e-09
1850,2.0570658421092958e-07,7.467895635215882e-09
1851,1.883236109279096e-07,7.094382858952031e-09
1852,1.386746220077839e-07,1.9531636308300904e-09
1853,1.409375869343421e-07,8.360704129017904e-09
1854,1.3093074358039303e-07,2.286092382064453e-08
1855,1.6610712805231742e-07,7.960405667972736e-09
1856,1.7861303547306306e-07,6.73034605824796e-09
1857,1.8403289914203924e-07,1.0739319655783675e-08
1858,1.888958962581455e-07,1.2723557318849998e-08
1859,1.7109702810103045e-07,1.6804172275897145e-08
1860,2.5128738911917026e-07,1.1900677776566226e-08
1861,2.1882071621348587e-07,1.7920662287451705e-08
1862,2.2544750777342415e-07,4.066187830886747e-09
1863,1.8579989102818217e-07,2.2975255475898848e-08
1864,2.2295485280210414e-07,1.2945765348604255e-08
1865,2.0145293433415645e-07,1.3649848362717876e-08
1866,1.761351882123563e-07,1.0217787504984699e-08
1867,2.309938338385109e-07,1.1161466417775046e-08
1868,1.9710097376446356e-07,7.409810987013543e-09
1869,2.2659529008706158e-07,1.2208797528501236e-08
1870,2.1846726383500936e-07,1.6055336615750093e-08
1871,2.2623108009156567e-07,1.4869648623516696e-08
1872,2.648734493959637e-07,1.6327815544059376e-08
1873,2.603912037102418e-07,1.7359413462259e-08
1874,2.945482435734448e-07,1.1351757756017378e-08
1875,2.1913449188559753e-07,1.4303817685856757e-08
1876,2.73884467105745e-07,1.209202959984168e-08
1877,1.94203224168632e-07,1.4225077116236662e-08
1878,2.5424563432352443e-07,1.2078177569208037e-08
1879,2.7614149189503223e-07,2.2604503158163425e-08
1880,2.400274468072894e-07,1.3477476912271413e-08
1881,2.635607927459205e-07,2.1614773970668466e-08
1882,2.715397044994461e-07,1.8635077481121698e-08
1883,2.2244073250021756e-07,1.0742875922176154e-08
1884,2.1587548815205082e-07,1.386356363042296e-08
1885,1.9659188410514616e-07,1.740321664556177e-08
1886,2.458769756685797e-07,1.7424351739236954e-08
1887,2.448346663186385e-07,2.285123557044244e-08
1888,2.2001933075443958e-07,2.0924028731883482e-08
1889,2.518584949484648e-07,8.771191772893872e-09
1890,2.457894936469529e-07,1.2453334363726754e-08
1891,2.1672347827461635e-07,2.103492668936724e-08
1892,2.60143252717171e-07,1.4417578242387208e-08
1893,2.2355051498834655e-07,1.7859408174558666e-08
1894,2.476504903370369e-07,2.079507943619774e-08
1895,2.6301344746570976e-07,1.625025980445116e-08
1896,2.5652076374171884e-07,1.8280790214930676e-08
1897,2.0043894721766264e-07,1.9228155068162778e-08
1898,2.540601258260722e-07,1.3014216371232123e-08
1899,1.9788730298841983e-07,2.1004797901014172e-08
1900,2.211388618889032e-07,9.863001082521805e-09
1901,2.0566558589507622e-07,2.235495522029396e-08
1902,2.170345396734774e-07,1.3748794991386148e-08
1903,1.7172700950141007e-07,1.1340462791054051e-08
1904,2.079979992686276e-07,1.5586412160928376e-08
1905,2.0333391148597002e-07,1.2901897328276846e-08
1906,1.7798878104713367e-07,1.6975809202790515e-08
1907,1.9439947607224894e-07,2.0057088434555226e-08
1908,1.7582772215973819e-07,1.9154416719402434e-08
1909,1.6447940254238347e-07,7.151278680339601e-09
1910,2.062842128225384e-07,6.412980813053082e-09
1911,2.11218846857264e-07,1.5429085564733214e-08
1912,2.0212554829868168e-07,1.5628263128064646e-08
1913,1.8984702876423398e-07,1.856046338843953e-08
1914,1.553644608520699e-07,1.7411533548283842e-08
1915,1.5668413766434242e-07,2.1205371680821372e-08
1916,1.648119365427192e-07,1.8678685265172135e-08
1917,1.7436614996313438e-07,3.3995917192441993e-08
1918,1.7689019671252026e-07,1.378365155346728e-08
1919,1.6113735057388112e-07,1.012863304339362e-08
1920,1.915774561211947e-07,1.665890891899835e-08
1921,1.885614153707138e-07,1.438822039290244e-08
1922,2.257648219483599e-07,2.2871599725249325e-08
1923,2.717682718866854e-07,2.229349149729387e-08
1924,2.552541502609529e-07,1.2891624656674594e-08
1925,2.188637466815635e-07,2.0896537833436923e-08
1926,2.831119161328388e-07,1.114613823460786e-08
1927,2.5197249442499015e-07,1.8953683067479687e-08
1928,2.570859294337424e-07,2.6279895593006586e-08
1929,2.707118653688667e-07,1.3368487650211591e-08
1930,2.4578432089583657e-07,1.2604324695075775e-08
1931,1.9503160331169056e-07,1.4826963656844327e-08
1932,2.564531484949839e-07,9.863582839386709e-09
1933,2.213837859699197e-07,1.605892663292252e-08
1934,1.941016023465636e-07,1.4377896206951846e-08
1935,2.1901959712522512e-07,2.6330225111337313e-08
1936,1.7217094239185826e-07,2.0612015205756506e-08
1937,1.9768054926316836e-07,1.1332006444320086e-08
1938,1.892921375201695e-07,1.9447821131279852e-08
1939,1.4682288451695058e-07,1.3764645423464117e-08
1940,1.0396709626547818e-07,2.5357829169792012e-09
1941,1.9479917057196872e-07,2.3612020783048138e-08
1942,2.0632640485018783e-07,1.517105907566929e-08
1943,1.9741999324196513e-07,0.0
1944,2.249230277584502e-07,9.639558484764166e-09
1945,1.808158316407571e-07,1.742803235060819e-08
1946,2.0464023009481025e-07,2.0881657292193267e-08
1947,3.1709515724287485e-07,3.337843779149807e-08
1948,1.8482209895864798e-07,1.195907639583993e-08
1949,2.1204738231972442e-07,1.47255123650325e-08
1950,1.9356357938704605e-07,1.701657836861159e-08
1951,2.9851923954993254e-07,1.7058242818279723e-08
1952,2.3409464233736799e-07,2.319856839960721e-08
1953,2.0578009696237132e-07,1.8315507332999914e-08
1954,3.303117068753636e-07,1.3681550115052232e-08
1955,1.8771216048207862e-07,2.3464020060259827e-08
1956,2.1977277242513082e-07,1.5698054411927842e-08
1957,1.546131613849866e-07,2.03205861026845e-08
1958,2.547851067902229e-07,2.5643954515430778e-08
1959,2.3329751286382816e-07,1.5501495198577686e-08
1960,2.387687629834545e-07,1.314958364417862e-08
1961,2.244255483674351e-07,1.528595028332802e-08
1962,1.9977161969109147e-07,1.585489073363533e-08
1963,2.0497388675266848e-07,1.6165133231993423e-08
1964,2.2389004072920216e-07,2.068549243006146e-08
1965,2.0082399032617104e-07,1.8057743744748223e-08
1966,2.0605358486136538e-07,1.9386762417639147e-08
1967,2.03129829401405e-07,1.627010703941778e-08
1968,2.0570684000631445e-07,2.2007936806289763e-08
1969,1.6849921280481794e-07,9.083515273289322e-09
1970,1.7107257122006558e-07,5.518470125309705e-09
1971,1.5466576996914227e-07,1.5415192677892264e-08
1972,1.559564708486505e-07,7.182205497002769e-09
1973,1.6043422590428236e-07,9.37244681864513e-09
1974,1.3838906909313664e-07,1.2938814464291681e-08
1975,1.2165452289991663e-07,7.4249242310031605e-09
1976,1.4112411861333385e-07,9.141642998145016e-09
1977,1.3927973441241193e-07,1.1753563455840776e-08
1978,1.5267319497525023e-07,1.1881182260253809e-08
1979,1.5156611254951713e-07,9.948355028654987e-09
1980,1.6998600926854124e-07,1.989802811408481e-08
1981,1.4865041464418027e-07,1.3283654176632353e-08
1982,1.7877606239835586e-07,1.924325765401136e-08
1983,1.572513639302997e-07,9.47297440490047e-09
1984,1.5599333380578173e-07,1.739702604197646e-08
1985,1.1910805142179015e-07,1.6242006850575308e-08
1986,1.6484834475249954e-07,1.498621315931814e-08
1987,1.6254773527180078e-07,1.2221633483022742e-08
1988,2.560528571393661e-07,1.6190695006912392e-08
1989,2.0690220026153838e-07,2.6342986458871565e-08
1990,1.5910060824353423e-07,1.471135746555774e-08
1991,1.600180041805288e-07,1.4067516929117119e-08
1992,1.7356323667172546e-07,2.1488782309120324e-08
1993,1.8500952592148678e-07,1.550978012687665e-08
1994,1.593027860735674e-07,1.8462243289718572e-08
1995,1.8382108635250916e-07,1.843633334885908e-08
1996,1.7615704450690828e-07,1.6014276127407356e-08
1997,1.3425704992187093e-07,1.6302641014931396e-08
1998,1.9597011657879193e-07,1.859570453177639e-08
1999,1.6498425736699573e-07,9.140402212892695e-09
2000,1.8732453099801205e-07,1.678851901942835e-08
2001,1.901445898511156e-07,2.8039755406439326e-08
2002,2.1292736107625387e-07,1.752488643091965e-08
2003,2.0084569030132116e-07,2.083461403401543e-08
2004,2.356563300054404e-07,3.215497557107483e-08
2005,2.211341012525736e-07,2.522099862289906e-08
2006,2.3060184162204678e-07,3.953174143589422e-08
2007,3.1516444209955807e-07,2.995859560428471e-08
2008,3.235654162381252e-07,3.916844448781376e-08
2009,3.285284719822812e-07,4.529782771101054e-08
2010,4.076633501881588e-07,5.432362115698197e-08
2011,4.458751448055409e-07,5.430040062037733e-08
2012,5.225527957009035e-07,6.774462946168569e-08
2013,6.501450684481824e-07,6.972812371941473e-08
2014,6.732369115525216e-07,7.644021593478101e-08
2015,6.6652421537583e-07,7.758013964576094e-08
2016,6.381798698384955e-07,7.394683620987053e-08
2017,6.648760972893797e-07,8.779483806620192e-08
2018,7.749563337711152e-07,8.854431143845432e-08
2019,6.96164534019772e-07,8.11214135865157e-08
