year,avions_VERB écrit_VERB,avions_VERB décrit_VERB
1981,4.617651327976091e-08,1.3283654176632353e-08
1982,4.4694015599588965e-08,8.690503427999374e-09
1983,5.62063142695024e-08,3.220811350956865e-08
1984,6.494889248642721e-08,1.275781880138993e-08
1985,4.812446263713355e-08,1.6242006850575308e-08
1986,4.91547815784088e-08,1.2588419195935785e-08
1987,3.727598141267663e-08,1.9554613928107756e-08
1988,4.737277592425926e-08,1.9788627625416666e-08
1989,3.347754429228189e-08,1.3720305780395847e-08
1990,4.4678937882736136e-08,1.0352437129768077e-08
1991,5.7442360201775955e-08,1.2895223555631219e-08
1992,3.4712648755430564e-08,1.1019888113139586e-08
1993,5.096070765375771e-08,8.862731881720265e-09
1994,5.1694279079583794e-08,6.329911705904578e-09
1995,5.1513282528503623e-08,7.0491861237087505e-09
1996,5.5516160557544936e-08,6.4057106285986265e-09
1997,4.123609187445254e-08,1.054876808126437e-08
1998,4.386678753576234e-08,1.0966696883940585e-08
1999,4.5702012840820316e-08,1.0968483010742602e-08
2000,4.5063920595111995e-08,1.0161472552283612e-08
2001,3.767842216007011e-08,8.324302136486494e-09
2002,4.6002824660718034e-08,7.009954394732176e-09
2003,4.625284333314994e-08,1.1667384391955693e-08
2004,3.611928889313276e-08,1.1011977996133737e-08
2005,4.1434496722558833e-08,1.0358624180639708e-08
2006,4.117890028965121e-08,8.235780057930242e-09
2007,3.5550868915379397e-08,5.592271090648637e-09
2008,4.6831836186811415e-08,5.108927503272298e-09
2009,2.813233557219519e-08,8.582746957586096e-09
2010,3.164941375644048e-08,9.447585824773341e-09
2011,4.3210881983668514e-08,1.1471915861704929e-08
2012,3.676592896795228e-08,8.170206733382201e-09
2013,3.653753921639691e-08,1.0877587719448911e-08
2014,4.027728195410418e-08,7.795602385840539e-09
2015,3.7460125668076216e-08,5.763096222466402e-09
2016,3.8526923873405394e-08,9.32103016992869e-09
2017,3.7482607240235666e-08,5.7859059765519305e-09
2018,3.768941425619232e-08,6.9699601645822895e-09
2019,3.1377147990951926e-08,7.1427654901867754e-09
