year,leurs_DET yeux_NOUN,leurs_DET dieux_NOUN
1850,7.745565369532414e-06,1.4161845207638635e-06
1851,7.294960269632611e-06,1.6220338618921915e-06
1852,7.82242054242488e-06,1.3144791770614006e-06
1853,8.30158214171206e-06,1.528814594919936e-06
1854,8.458021838464447e-06,1.2641052009598752e-06
1855,8.224160481518084e-06,1.8876774952047981e-06
1856,8.066578587317963e-06,1.1855763091261906e-06
1857,7.992007056145667e-06,1.418566551336653e-06
1858,8.165587900066384e-06,1.3951870201367456e-06
1859,8.537028293176263e-06,1.2659142747395435e-06
1860,8.88797563902699e-06,1.1117979461516825e-06
1861,8.756129787457212e-06,1.2082298912474698e-06
1862,7.839158200795282e-06,1.1981699739038731e-06
1863,8.164207002891999e-06,1.4544336330857277e-06
1864,8.509203453854752e-06,1.562122356801865e-06
1865,8.362179642062983e-06,1.100930900221897e-06
1866,8.004906277392365e-06,1.1638545505121556e-06
1867,7.3918024128261095e-06,9.948263439696348e-07
1868,7.550103731546187e-06,1.075410634321372e-06
1869,7.761376906501027e-06,9.410541128573868e-07
1870,7.282815261078213e-06,1.0344224179448247e-06
1871,7.0811388184210955e-06,1.1885097375152753e-06
1872,7.467859489906914e-06,1.0437707747001923e-06
1873,7.043133066986229e-06,9.894865193871283e-07
1874,6.366543686908699e-06,9.744587297078056e-07
1875,6.796029879296839e-06,9.760925188118108e-07
1876,6.749166416852859e-06,9.776405942574229e-07
1877,6.6536250500348615e-06,1.094093928344364e-06
1878,6.413512053882187e-06,1.2066099639440608e-06
1879,6.677492692119813e-06,1.3678779282599862e-06
1880,6.399876184559616e-06,1.051243213368025e-06
1881,6.363110401252925e-06,9.447747917334937e-07
1882,6.184849425494576e-06,1.023598191096653e-06
1883,5.791674183797113e-06,7.880215626698828e-07
1884,6.037912243073151e-06,9.295189515867719e-07
1885,5.879709007672318e-06,9.997180967502572e-07
1886,5.900402200609278e-06,8.97031462443465e-07
1887,5.84534640779566e-06,8.807519460418689e-07
1888,5.872677220963851e-06,6.765435873745673e-07
1889,6.139834027862889e-06,8.163472990929677e-07
1890,5.6479147900745374e-06,6.593712846836297e-07
1891,5.562781623780211e-06,6.030012311697419e-07
1892,5.774553642368119e-06,6.469104771866796e-07
1893,5.517325249115856e-06,6.577188873535533e-07
1894,5.934159446496778e-06,5.658782189499334e-07
1895,5.800740495942591e-06,5.7116648832789e-07
1896,5.898208428334328e-06,6.351100427792744e-07
1897,6.150679041638796e-06,4.7079845932884723e-07
1898,5.574045587763976e-06,5.731913397255539e-07
1899,5.669084544024372e-06,6.633093949659497e-07
1900,5.670706372029599e-06,7.111742661436438e-07
1901,5.618359139702989e-06,5.331656991458544e-07
1902,4.809131809224709e-06,4.920104537120551e-07
1903,5.350538046400288e-06,6.766476152719747e-07
1904,5.377849745968888e-06,5.901338608893525e-07
1905,5.29803500626258e-06,6.05357040939225e-07
1906,5.6514010111641255e-06,5.586584608252565e-07
1907,5.253414613548557e-06,5.975983903283577e-07
1908,5.508122782771352e-06,6.699134686982688e-07
1909,5.658861624624478e-06,5.715521727012174e-07
1910,5.772751791255359e-06,4.6333786762886575e-07
1911,5.445402905479568e-06,5.261849933546614e-07
1912,5.536052142929293e-06,5.673059781940992e-07
1913,5.497078944927125e-06,5.55753310926832e-07
1914,5.846257309372049e-06,6.040463089718173e-07
1915,6.671445305528323e-06,3.7109399730894665e-07
1916,7.447301811680518e-06,4.219185356646449e-07
1917,7.154495364147806e-06,5.89993632615915e-07
1918,7.353578212132561e-06,4.812791782882186e-07
1919,6.3018513287715905e-06,5.09194002518143e-07
1920,5.950259492237819e-06,5.913912737298688e-07
1921,5.568241164155552e-06,4.687530594793543e-07
1922,6.1627897025573475e-06,5.304735886113576e-07
1923,5.984209821008335e-06,5.10627090832827e-07
1924,5.611723992160478e-06,5.324241021398279e-07
1925,5.682758427383305e-06,6.609904810161993e-07
1926,5.678957307964083e-06,5.940891707467699e-07
1927,5.970409915789787e-06,5.518866492693064e-07
1928,5.125721969534425e-06,3.9648362415434235e-07
1929,5.063314688413811e-06,4.667830157956132e-07
1930,4.903082214013921e-06,5.682449248922694e-07
1931,4.790249903408039e-06,5.166626531050156e-07
1932,4.917544231375359e-06,4.646843576594506e-07
1933,4.379498975026763e-06,3.87708370297446e-07
1934,4.3181616291576574e-06,4.720742623476326e-07
1935,4.579065503662605e-06,4.823218482385982e-07
1936,4.846248373269191e-06,4.971133060749366e-07
1937,4.605831122717063e-06,4.432073490434618e-07
1938,4.632471146237549e-06,4.5378250401739706e-07
1939,4.39856890466217e-06,4.649391334154984e-07
1940,4.260115233023498e-06,4.082610505218298e-07
1941,4.6722286128897395e-06,7.467301461616671e-07
1942,4.9275597007181204e-06,5.249186383338156e-07
1943,6.015503146272749e-06,6.270987800149896e-07
1944,5.986165916738173e-06,7.550987408677656e-07
1945,6.271913093769399e-06,5.271979803822546e-07
1946,6.075169750374698e-06,5.470994235423632e-07
1947,5.713673502327765e-06,5.23326248114131e-07
1948,5.45116452599359e-06,5.620766163616508e-07
1949,4.742596530604715e-06,5.104844280623411e-07
1950,5.162404477232485e-06,6.040885112135186e-07
1951,4.812556966271586e-06,4.872260754851254e-07
1952,4.659748796598251e-06,4.038659784377785e-07
1953,4.889162880772346e-06,5.289949509545977e-07
1954,4.985947697377924e-06,4.6321821667305585e-07
1955,4.573606773305983e-06,5.00252909763077e-07
1956,4.873373939062731e-06,4.622205089788167e-07
1957,4.605705186122577e-06,5.663259377008956e-07
1958,4.650655228033429e-06,4.624184173351864e-07
1959,4.606269556006737e-06,6.092087936337975e-07
1960,4.7802194416135535e-06,5.294437412928232e-07
1961,4.99155743227675e-06,6.044898475110472e-07
1962,5.076736243836422e-06,5.530186113489322e-07
1963,5.1547377779570525e-06,5.231036803721167e-07
1964,5.066728732572301e-06,5.055777831941555e-07
1965,5.023335830856013e-06,5.039751975743911e-07
1966,5.069361179721454e-06,5.428293166076514e-07
1967,5.408577976595552e-06,6.320690344452373e-07
1968,5.911152186399704e-06,5.753503939942561e-07
1969,5.074505779134597e-06,5.204854440776785e-07
1970,5.035604004888228e-06,5.283935138322704e-07
1971,5.311047743816744e-06,5.102428630721079e-07
1972,4.816694698206447e-06,7.141164459767424e-07
1973,4.532956154434942e-06,3.9198879830948385e-07
1974,4.439138692191591e-06,4.3935715776655115e-07
1975,4.140252087836416e-06,3.752442552240609e-07
1976,4.138307446055478e-06,4.507972670708682e-07
1977,4.280060238670558e-06,3.731756459401936e-07
1978,4.67227499711953e-06,4.4376217056552036e-07
1979,4.779891838779804e-06,3.803782546718537e-07
1980,4.579957476380514e-06,4.1331044497994185e-07
1981,4.632199789966762e-06,4.503791233290144e-07
1982,4.680456626715568e-06,4.7673616609955616e-07
1983,4.6935427491234805e-06,3.656567852949877e-07
1984,4.9175592380379385e-06,4.140492091408987e-07
1985,4.870797340572608e-06,4.102610531298012e-07
1986,5.07313292530398e-06,4.621748317390484e-07
1987,4.871543183071481e-06,4.0881363627676137e-07
1988,4.831423510154309e-06,4.0596669936832086e-07
1989,5.096819222671911e-06,4.3136640659469094e-07
1990,4.922311106270172e-06,4.037450240801377e-07
1991,5.182121228131109e-06,3.880290107005635e-07
1992,5.308280250915232e-06,4.5897835398989173e-07
1993,5.2051934034125225e-06,4.370434556477676e-07
1994,5.308158563366305e-06,4.773808575109229e-07
1995,5.491858274808692e-06,4.045148234155249e-07
1996,5.3023267696517e-06,4.313178578740917e-07
1997,5.610506050857111e-06,4.909971842437244e-07
1998,5.7556086261456585e-06,4.4629689366360026e-07
1999,5.572903276629404e-06,4.414814265274458e-07
2000,5.7805523425713545e-06,5.407670293777755e-07
2001,5.735882581348051e-06,4.4250240360810267e-07
2002,5.925602266643182e-06,5.384521499784967e-07
2003,5.913696980996974e-06,4.7294576077661077e-07
2004,6.121778795886712e-06,4.889318185874458e-07
2005,6.043131406840985e-06,4.945117169086188e-07
2006,6.222131645472473e-06,4.809695477447917e-07
2007,6.366800676005369e-06,5.624227235045964e-07
2008,6.497704362118384e-06,4.6022923960720163e-07
2009,6.932951862381742e-06,5.302230174919487e-07
2010,7.4834328529505e-06,4.64348863360442e-07
2011,7.442978869676153e-06,4.6270060938269353e-07
2012,8.761184346894879e-06,5.082549368040645e-07
2013,9.546896023948648e-06,5.544780616872913e-07
2014,9.69729649114015e-06,5.333491568393356e-07
2015,9.496695838606684e-06,5.658916970574523e-07
2016,9.80116669779818e-06,6.278231960976655e-07
2017,9.753528217970597e-06,1.1259875787317242e-06
2018,9.9389051797516e-06,4.5278924609704063e-07
2019,9.215188526923157e-06,5.665743856297922e-07
