year,aux_ADP essais_NOUN,aux_ADP décès_NOUN
1846,3.161430743858773e-07,1.4519163471504726e-07
1847,3.198181630637009e-07,1.0462854049819725e-07
1848,3.732982785109584e-07,1.0539240236084879e-07
1849,3.0584865839955455e-07,1.1731180649121598e-07
1850,3.4352319300268164e-07,8.96147440698769e-08
1851,3.585888013191152e-07,7.545843061507185e-08
1852,3.8998168094828145e-07,3.4896524425676034e-07
1853,3.65482240027859e-07,1.0868915722994643e-07
1854,4.333184229210474e-07,8.676759932768618e-08
1855,4.086341540698868e-07,8.438030363322468e-08
1856,3.385881877093766e-07,5.332504926514048e-08
1857,3.192506890514757e-07,1.8256844214192824e-07
1858,4.0177078619585416e-07,1.7617233538658184e-07
1859,4.5727717057353345e-07,6.314294864750991e-08
1860,3.739559249760216e-07,5.767251565202969e-08
1861,4.956477950845972e-07,4.291527133659656e-08
1862,5.087252472613102e-07,2.3403168825097964e-07
1863,5.329260162056926e-07,8.191177869321109e-08
1864,4.2673079470034736e-07,1.0500454550310678e-07
1865,3.845491810539059e-07,1.0449194576267473e-07
1866,5.629514099325661e-07,1.0704348341050718e-07
1867,5.168244001652056e-07,9.462982575314527e-08
1868,6.273640296150518e-07,1.2942470561938535e-07
1869,4.888402598268726e-07,2.3685068128997955e-07
1870,5.865932148907405e-07,8.658413719331293e-08
1871,5.501769644311594e-07,8.709365317827178e-08
1872,4.6987826429756296e-07,9.917636134559871e-08
1873,5.584942126546366e-07,1.2510749058947113e-07
1874,6.476476137606824e-07,1.2307694419178006e-07
1875,5.212311116054025e-07,1.5162046906880278e-07
1876,4.903317885052161e-07,1.8803106627274246e-07
1877,5.696215819028794e-07,1.3792138986445934e-07
1878,5.706938859262323e-07,1.974782009028786e-07
1879,8.015434964647739e-07,1.4173635065617418e-07
1880,4.7620419607596887e-07,1.4311797258415027e-07
1881,6.156724285943938e-07,1.289913882374094e-07
1882,6.469034286027409e-07,1.35104315290846e-07
1883,6.812247210774558e-07,6.5721124542506e-08
1884,7.037409019972074e-07,1.0826782670392276e-07
1885,7.1482099883724e-07,8.701608322780885e-08
1886,8.105550381998228e-07,6.388929563172496e-08
1887,8.539833178389244e-07,8.814048158001242e-08
1888,9.17486973506243e-07,8.87686084638517e-08
1889,8.727335316649487e-07,8.64588898252805e-08
1890,1.0565671075823957e-06,1.0618106216497836e-07
1891,1.0797928204908658e-06,1.0772431835448515e-07
1892,1.0236480711967033e-06,6.958048714977849e-08
1893,1.256932826265711e-06,8.375446469699455e-08
1894,1.317021750324443e-06,1.235101763086277e-07
1895,1.3349286547281736e-06,1.1194622828725187e-07
1896,1.3433432233256326e-06,9.730097616511557e-08
1897,1.248664700526092e-06,9.730611338909512e-08
1898,1.588300211352589e-06,8.204614942997068e-08
1899,1.2602878634027093e-06,9.507434839406415e-08
1900,1.4815265885204099e-06,6.69645885409409e-08
1901,1.4212163605975547e-06,9.668518430316908e-08
1902,1.6636041788586908e-06,7.807351209976332e-08
1903,1.5115216420724664e-06,7.668312917985531e-08
1904,1.3603176753917978e-06,9.029370318103247e-08
1905,1.3263151235065607e-06,8.721682576151579e-08
1906,1.726388280332003e-06,1.0082601420435822e-07
1907,1.6169099055218794e-06,1.1777111552646602e-07
1908,1.4876598086743797e-06,1.2573156027428922e-07
1909,1.8021222132347248e-06,9.076622831116765e-08
1910,1.6695127200705429e-06,9.352263674600181e-08
1911,1.6248422127773665e-06,1.2290064432818326e-07
1912,1.6274232201851646e-06,9.533241041026486e-08
1913,1.8592281989526782e-06,8.325693556798797e-08
1914,1.4953828681996129e-06,9.308473636338022e-08
1915,1.2782126930233062e-06,1.060268601804637e-07
1916,1.3020142599629025e-06,1.0547963569251806e-07
1917,1.4980135958353458e-06,8.882803825827068e-08
1918,1.5541067206470416e-06,5.283732917860107e-08
1919,1.6703037353238415e-06,9.115770183143468e-08
1920,1.678006526617537e-06,6.815008646299248e-08
1921,1.3956573603479683e-06,1.0904756209129118e-07
1922,1.6297859453118235e-06,5.902348476638508e-08
1923,1.467124025822386e-06,9.129715294875496e-08
1924,1.6539954685867997e-06,4.769901096324247e-08
1925,1.205400355530628e-06,7.148815939217457e-08
1926,1.299639784235751e-06,6.687682940764716e-08
1927,1.1840476901170405e-06,7.581473226991875e-08
1928,1.4716740661668837e-06,1.199734356305271e-07
1929,1.1407776021599147e-06,1.4259720160225697e-07
1930,1.3969792824752858e-06,7.772666776872938e-08
1931,1.4541829642666926e-06,1.0378874293337503e-07
1932,1.7107836534080434e-06,9.315606064319581e-08
1933,1.553127628284301e-06,8.02946331646126e-08
1934,1.4509693819775293e-06,1.3299553813794773e-07
1935,1.750959967239396e-06,7.180970840181544e-08
1936,1.573787951514305e-06,1.115473722279603e-07
1937,1.6217359934955766e-06,8.058315614789535e-08
1938,1.501371887258074e-06,9.07565009811151e-08
1939,1.5141109876992687e-06,9.023489866422096e-08
1940,1.4961118779410754e-06,7.353770570261986e-08
1941,1.334079160031365e-06,1.3872062254449702e-07
1942,1.5686874306197751e-06,9.102635090130207e-08
1943,1.4312949225825378e-06,1.451617634984359e-07
1944,1.2563557802991454e-06,1.1567470181716999e-07
1945,1.2874959409714393e-06,1.4378126422798232e-07
1946,1.3517392698503272e-06,1.1693727230976947e-07
1947,1.146787777628333e-06,8.225401160188994e-08
1948,1.4361764044679148e-06,9.132385514476482e-08
1949,1.3400216438697043e-06,9.915178367236877e-08
1950,1.464489262303914e-06,1.0209947021166954e-07
1951,1.5725568047741945e-06,8.848963517493758e-08
1952,1.74727405521935e-06,1.0861148069807314e-07
1953,1.432919049193515e-06,7.757155628951296e-08
1954,1.3974726069676535e-06,1.8372368515429116e-07
1955,1.555195250801944e-06,1.1356585360999816e-07
1956,1.5192228310922928e-06,1.0465370081647052e-07
1957,1.742269454041434e-06,1.1308848257840509e-07
1958,1.5113388940335426e-06,1.414553594258905e-07
1959,1.6726114164811179e-06,9.765942365902447e-08
1960,1.4063133217945278e-06,7.197666462843699e-08
1961,1.3805992598037164e-06,9.657941291152383e-08
1962,1.5087513745015713e-06,9.89345210200554e-08
1963,1.5143496661096378e-06,1.2091518897250353e-07
1964,1.2971020524332744e-06,7.361601461752798e-08
1965,1.2618532565511487e-06,1.0725204901973484e-07
1966,1.1548970419994475e-06,1.0524242100018455e-07
1967,1.1295399264810158e-06,1.1191861659654023e-07
1968,1.0393136067321507e-06,8.084548852593798e-08
1969,1.2253662085015549e-06,1.9029965869776788e-07
1970,1.1239283459474336e-06,8.047769028962648e-08
1971,1.1227398193369709e-06,6.936836882687203e-08
1972,1.3615410132672423e-06,9.285565738537116e-08
1973,1.2233799218108743e-06,9.59297423719363e-08
1974,1.2657536139215608e-06,1.1419910350696227e-07
1975,1.0983176892409574e-06,1.056623801787282e-07
1976,1.1541324784758444e-06,1.0969971242502652e-07
1977,1.0072804119687362e-06,1.7865416168660886e-07
1978,9.071282907058276e-07,9.920787391592967e-08
1979,8.935963258238644e-07,1.357657879452745e-07
1980,8.846094359249435e-07,1.1142895317561852e-07
1981,8.874745782705418e-07,1.2777610436387477e-07
1982,9.075368208044665e-07,1.0056153598725359e-07
1983,9.315091471506776e-07,9.030902248241546e-08
1984,8.211395883250816e-07,1.356967942456322e-07
1985,8.806776703451646e-07,1.0467071120956462e-07
1986,7.828797783382413e-07,1.228869450642378e-07
1987,8.109053890592577e-07,1.1793876808496861e-07
1988,8.023389161948558e-07,1.4991384489349002e-07
1989,7.436405731198192e-07,1.1579938075101381e-07
1990,7.083246149619526e-07,8.935787576547227e-08
1991,7.72541134175242e-07,1.1312627634652017e-07
1992,7.041708576238648e-07,1.135048464107058e-07
1993,6.342392371294636e-07,9.250476296074339e-08
1994,5.459548968467232e-07,1.0971847075325059e-07
1995,9.050070155502965e-07,1.328500474073735e-07
1996,7.884362307475357e-07,1.2651278780140274e-07
1997,6.060746429170649e-07,1.217903218275751e-07
1998,7.266628649915674e-07,1.354148650989373e-07
1999,5.621347343165439e-07,1.037435666262354e-07
2000,6.331038946427725e-07,9.940571032984735e-08
2001,6.742684872662608e-07,1.104065390222786e-07
2002,6.847849087776581e-07,8.149071817342701e-08
2003,5.325327387950551e-07,1.3084138572594384e-07
2004,5.990515987708278e-07,1.277389429787945e-07
2005,4.886568190087814e-07,1.400666178597021e-07
2006,6.036826523114769e-07,1.1530092081102339e-07
2007,4.901226426934358e-07,9.666640465866294e-08
2008,5.049323568151465e-07,1.017528106217469e-07
2009,5.111502439092419e-07,8.725792355335216e-08
2010,3.358616911253165e-07,8.455589295408572e-08
2011,3.215960359126413e-07,7.303786730972206e-08
2012,3.1251040466528934e-07,6.774462946168569e-08
2013,2.7138185210162646e-07,6.052401602119062e-08
2014,3.042450349433068e-07,4.677361431504323e-08
2015,3.0699567776792946e-07,5.253283674733211e-08
2016,2.8335931112621893e-07,4.7847954931512504e-08
2017,2.6011419795857194e-07,5.13184694739266e-08
2018,2.439486033178895e-07,4.440122580717798e-08
2019,2.75761785184514e-07,4.7703469618909367e-08
