year,mais_CONJ eux_PRON,mais_CONJ deux_DET
1891,2.498694300356874e-07,1.2340489945472655e-06
1892,2.946200865494575e-07,1.2468071020066418e-06
1893,2.469525028914177e-07,1.276023880336652e-06
1894,2.5647264578765316e-07,1.239512755546457e-06
1895,2.6903207128725626e-07,1.2229824619680585e-06
1896,2.730324482058677e-07,1.2395555017974402e-06
1897,3.053197872304736e-07,1.2032163283492991e-06
1898,3.010244711276755e-07,1.2171121284154651e-06
1899,3.5100123341180733e-07,1.3244077763374662e-06
1900,2.8343149693910163e-07,1.2167828629117139e-06
1901,2.7217159015435755e-07,1.1987845027761068e-06
1902,2.1801660210485352e-07,1.0056261601221195e-06
1903,2.81891502140752e-07,1.219909762539828e-06
1904,2.6281917087089823e-07,1.2673366427407018e-06
1905,2.539093486575439e-07,1.118852566150963e-06
1906,3.163673483186358e-07,1.1533261670138018e-06
1907,2.926277886672324e-07,1.148396933103868e-06
1908,2.9812132140705216e-07,1.3756800569808547e-06
1909,3.636150154306961e-07,1.2234187067861058e-06
1910,2.9927244327154767e-07,1.3413818180652015e-06
1911,3.3997191906109947e-07,1.2204938002469135e-06
1912,3.063139644154944e-07,1.1992087820544839e-06
1913,3.112854898290607e-07,1.1677183238134603e-06
1914,3.2211337952503527e-07,1.3393487563462259e-06
1915,4.865454741320718e-07,1.1179942873695836e-06
1916,4.241160382889575e-07,1.4426537973122322e-06
1917,4.847159686960367e-07,1.1832772202069464e-06
1918,4.927655368192063e-07,1.3818110460306343e-06
1919,4.99065379244712e-07,1.202545007572553e-06
1920,3.68767686609317e-07,1.1820253860150842e-06
1921,3.309290690367561e-07,1.1412130334065296e-06
1922,4.515296438967198e-07,1.3176992581520608e-06
1923,3.906668979425376e-07,1.2473739161578123e-06
1924,3.9448370614536543e-07,1.3381505823417683e-06
1925,3.486422315290838e-07,1.2218975768973905e-06
1926,3.745102645780207e-07,1.4311641507447348e-06
1927,4.2813023526377947e-07,1.292195179303235e-06
1928,3.3821081046880863e-07,1.4019752825333853e-06
1929,3.6206321851750545e-07,1.2622080305391137e-06
1930,3.15108110271467e-07,1.2320727194037318e-06
1931,3.090851663500871e-07,1.3823292306369694e-06
1932,3.693363908041647e-07,1.3271998966501997e-06
1933,3.257668055312024e-07,1.2927436330301134e-06
1934,3.0792661220857553e-07,1.4174209184147912e-06
1935,2.9920710176156717e-07,1.2255522960913368e-06
1936,3.6131649494564044e-07,1.3519056665245444e-06
1937,3.890655619898098e-07,1.323326500823896e-06
1938,3.37095571012469e-07,1.336713580712967e-06
1939,3.701160267155501e-07,1.4116408522113488e-06
1940,2.865434680643375e-07,1.1968895421432535e-06
1941,3.86646846095573e-07,1.4167212043503241e-06
1942,4.3085806566978135e-07,1.4473189935415576e-06
1943,5.748405840222404e-07,1.3209719895712624e-06
1944,5.07683409978199e-07,1.3752436984759697e-06
1945,4.422363133471663e-07,1.5140602727115038e-06
1946,5.526678421574616e-07,1.5174003920037649e-06
1947,4.875636250289972e-07,1.4138153119347407e-06
1948,4.77275861499038e-07,1.3916016428083822e-06
1949,4.260581647486106e-07,1.443100245523965e-06
1950,4.7008298054151965e-07,1.3485637850862986e-06
1951,4.691016783908708e-07,1.4105034438216535e-06
1952,4.312824870567056e-07,1.5047435795167985e-06
1953,4.2556617074751557e-07,1.4415381315302511e-06
1954,4.3878685573872644e-07,1.4922662785465945e-06
1955,3.8574847849304206e-07,1.5195298601611285e-06
1956,4.125099906104879e-07,1.4730008501828706e-06
1957,4.638394699441051e-07,1.4462956414718064e-06
1958,4.458739226720354e-07,1.581653009452566e-06
1959,4.5806920923041616e-07,1.5307726926039322e-06
1960,4.5123833558591286e-07,1.5198149867501343e-06
1961,4.7525409740956093e-07,1.4347949104376312e-06
1962,4.870622518637902e-07,1.4960675684960734e-06
1963,4.804277580205962e-07,1.462621241898887e-06
1964,5.262632640778975e-07,1.4936142065380409e-06
1965,4.95219936169633e-07,1.5163032003329135e-06
1966,4.7248308021607954e-07,1.44846802641041e-06
1967,4.79721663282362e-07,1.5096687207005743e-06
1968,5.048351425784858e-07,1.5540298932137375e-06
1969,4.6598435687883466e-07,1.3579856386058964e-06
1970,4.396381285687312e-07,1.377318142203876e-06
1971,4.86092389451187e-07,1.4115177577878057e-06
1972,4.2888029838650255e-07,1.4107903894000628e-06
1973,4.195547944618738e-07,1.4477673175861128e-06
1974,4.2866855665124604e-07,1.3107581935400958e-06
1975,4.169380645180354e-07,1.3724687164540228e-06
1976,4.5136862070194184e-07,1.420954163222632e-06
1977,4.4252166730984754e-07,1.4233565366339462e-06
1978,4.508908943989809e-07,1.4019795457897999e-06
1979,4.406535936141154e-07,1.3974512285130913e-06
1980,4.3263997895337525e-07,1.4065062714507803e-06
1981,5.041462998178758e-07,1.4365323295351118e-06
1982,4.6804566977698414e-07,1.5487718769691128e-06
1983,4.7112258982906496e-07,1.4209460914571537e-06
1984,4.2448741055522987e-07,1.4520717286359286e-06
1985,4.427450619459705e-07,1.4226794746718952e-06
1986,5.035367678374314e-07,1.3655437669513049e-06
1987,4.3753449574523984e-07,1.5020387991171447e-06
1988,3.867777280675e-07,1.477550881645584e-06
1989,4.867964378263423e-07,1.4323999266707688e-06
1990,4.9909641575141e-07,1.4084762938182394e-06
1991,4.800540125415864e-07,1.334655593154821e-06
1992,5.212407216959036e-07,1.4832769466011086e-06
1993,4.990825885897721e-07,1.4030812280907412e-06
1994,4.968980817920965e-07,1.3519636752334918e-06
1995,4.842248557679341e-07,1.402245800363744e-06
1996,4.5587306374272885e-07,1.3798968439004966e-06
1997,4.933946371465936e-07,1.3660654190061905e-06
1998,5.330768431122124e-07,1.4118430442522367e-06
1999,5.008940462403189e-07,1.404422846462694e-06
2000,5.076318103647282e-07,1.3373381477777002e-06
2001,5.051537215194912e-07,1.3047248899056285e-06
2002,5.48090824281644e-07,1.2140365015511634e-06
2003,5.262823634666347e-07,1.2896626628844388e-06
2004,5.030271523764895e-07,1.343020841204634e-06
2005,5.399995757215947e-07,1.2885227249626041e-06
2006,5.307960293521319e-07,1.3481971450346464e-06
2007,5.728083607436929e-07,1.3796932023524278e-06
2008,5.445265429671053e-07,1.3572718273735518e-06
2009,6.294014269769832e-07,1.3913586087710428e-06
2010,7.118756002455484e-07,1.380764700797954e-06
2011,6.906093119596335e-07,1.4003385047089978e-06
2012,8.010206613562332e-07,1.5428073822931765e-06
2013,8.180503812127426e-07,1.5552160732568154e-06
2014,9.257278463792318e-07,1.6217018696806917e-06
2015,7.919823872271081e-07,1.60657387482388e-06
2016,8.212863349399413e-07,1.563654649316959e-06
2017,1.0306459614639607e-06,1.5279823628588929e-06
2018,8.955108228292374e-07,1.5878601686836191e-06
2019,8.20142588509043e-07,1.5614596122759394e-06
