year,certains_DET hommages_NOUN,certains_DET dommages_NOUN
1864,9.589456340108882e-09,1.8699438442126848e-08
1865,1.2237795665726026e-08,1.4120533187167439e-08
1866,3.8924903300596725e-09,2.1408697037372804e-08
1867,1.455843445796745e-09,1.552899675516528e-08
1868,3.457911734727759e-09,8.89177353968762e-09
1869,7.813630631403612e-09,8.30198221279943e-09
1870,5.734048791339319e-09,2.981705193860762e-08
1871,9.559059321873065e-09,4.142259157902117e-08
1872,8.4662747923403e-09,1.9956219787786722e-08
1873,1.4366410283628284e-08,1.7359413462259e-08
1874,4.779687312606029e-09,3.644511537004291e-08
1875,7.437985338754061e-09,2.4030413214859436e-08
1876,4.232210137899983e-09,3.627608791134662e-08
1877,8.658742167710898e-09,2.5357746458176678e-08
1878,6.039088784604019e-09,9.058632954861423e-09
1879,6.720258016734704e-09,2.993569481191116e-08
1880,2.5671385017744797e-09,2.759673911612026e-08
1881,1.4642266066289267e-08,2.1614773970668466e-08
1882,1.3310770263785798e-09,3.0614771162618126e-08
1883,1.579834751908038e-08,1.832608226282062e-08
1884,5.941527270181268e-09,1.8484751507230612e-08
1885,9.668453648803421e-09,1.8047780159236027e-08
1886,3.2267319927115068e-09,2.710454793941608e-08
1887,1.1752064210668323e-08,2.3504128421336645e-08
1888,1.9021844099853524e-09,1.9021843655764314e-08
1889,7.51816386923565e-09,2.3807519233809415e-08
1890,5.898947996740844e-09,2.2284913470116408e-08
1891,1.7210394887001712e-08,2.2309769476258623e-08
1892,1.4417578242387208e-08,2.8835156484774416e-08
1893,2.463366621796581e-09,3.079208360512453e-08
1894,6.301539290376468e-09,1.827446460822557e-08
1895,2.467632009839349e-08,4.634333006237057e-08
1896,4.127920338881097e-09,3.184395680477792e-08
1897,6.409385022720926e-09,2.4472196713531957e-08
1898,8.487532454637403e-09,2.998928039232851e-08
1899,1.6029977345510815e-08,2.266307141951529e-08
1900,7.26747462209687e-09,3.426095129821505e-08
1901,2.794369402536745e-09,2.179608138419553e-08
1902,7.365425602756659e-09,1.9641134940684424e-08
1903,1.6200660812870638e-09,3.2401320737562855e-08
1904,8.599400302955473e-09,3.9772225512990644e-08
1905,9.28936660926638e-09,4.1286071117419e-08
1906,2.0576738091193647e-09,2.5206503551089554e-08
1907,5.142843373384665e-10,2.674278576364486e-08
1908,1.2769611590357499e-08,3.683541627275133e-08
1909,5.5009836685826485e-09,1.650294984001377e-08
1910,6.412980813053082e-09,4.0615546481603815e-08
1911,1.1704823554836707e-08,2.5537796655150657e-08
1912,7.293189607793238e-09,2.1879568989913167e-08
1913,1.007568034561146e-08,2.8105845761849935e-08
1914,2.678697486047099e-09,5.491329968521086e-08
1915,1.1780761921542648e-09,1.7553334608066962e-07
1916,5.493730803607377e-09,1.0328214106181122e-07
1917,1.0966424435210342e-09,6.908847471898127e-08
1918,1.033773866510046e-08,5.6283242955146306e-08
1919,6.4454939163738345e-09,1.4548400439906573e-07
1920,5.300562211374427e-09,6.209230241083219e-08
1921,3.7863738810983705e-09,4.8465585322787774e-08
1922,1.1804696775641332e-08,1.918263209388371e-08
1923,0.0,4.352538640617354e-08
1924,5.156649773851996e-09,6.703644550576371e-08
1925,9.898360353588487e-09,3.189471442510694e-08
1926,8.916910765321973e-09,4.0126098888038086e-08
1927,6.689534925996554e-09,3.3447673075670536e-08
1928,1.1426041224282812e-09,5.827280868953011e-08
1929,6.684243603061191e-09,3.787738211968872e-08
1930,2.100720708497761e-09,4.4115133435163045e-08
1931,2.2810713318222042e-09,3.079446386777818e-08
1932,1.4247397928102146e-08,3.7262424257278326e-08
1933,1.0323596200123575e-08,5.276504566609219e-08
1934,5.990790086229936e-09,3.5944740517379614e-08
1935,1.0771455727365264e-08,3.111753699158726e-08
1936,3.6374143697059935e-09,2.7886843056990074e-08
1937,2.5182236296217297e-09,2.895957251780601e-08
1938,1.2965214124527336e-08,6.482607295410503e-08
1939,6.117620188206274e-09,3.6705721129237645e-08
1940,1.0143131667916805e-08,7.60734906180005e-08
1941,0.0,5.60785480274717e-08
1942,1.5171058853624686e-08,3.6410540360520827e-08
1943,0.0,3.774205836748479e-08
1944,0.0,7.069009200222354e-08
1945,4.357008087652048e-09,6.535511953842388e-08
1946,4.1763312808029696e-09,8.352662916877307e-08
1947,4.7683483828109274e-09,1.001353124863158e-07
1948,2.174377566888097e-09,5.7621006410712994e-08
1949,5.890204768377316e-09,8.246286675728243e-08
1950,9.571825110299415e-09,7.338399710121735e-08
1951,6.396841278899501e-09,7.036525317971609e-08
1952,0.0,3.690681538159879e-08
1953,3.232148326759443e-09,2.801195209123364e-08
1954,9.772536335717064e-09,4.886267901405006e-08
1955,7.508486277174597e-09,6.288357079498041e-08
1956,5.232684952005684e-09,2.703553869665143e-08
1957,4.417518795207798e-09,4.152467597551279e-08
1958,3.3088973783179654e-09,3.8052320405768114e-08
1959,4.650448914844674e-09,4.960478661164558e-08
1960,3.460416619915918e-09,2.5607083342649162e-08
1961,2.0844477810477713e-09,4.377340301342514e-08
1962,1.9025869768540815e-09,3.868593556610733e-08
1963,4.526237162849611e-09,4.267595066220764e-08
1964,3.041984220075733e-09,3.772060341855621e-08
1965,3.830430195250756e-09,5.3626025620090445e-08
1966,2.215629901769489e-09,2.9911003784910406e-08
1967,4.930335584241163e-10,3.993571717764155e-08
1968,4.491415683816058e-09,4.177016899031827e-08
1969,4.541757636644661e-09,5.041351047729847e-08
1970,9.657322413980651e-09,3.035158580022568e-08
1971,3.596878239697787e-09,2.517814767788451e-08
1972,3.0780880067027283e-09,2.8215806913145514e-08
1973,4.9618833486420044e-09,3.252790281571549e-08
1974,2.8127858930915295e-09,7.144476321663262e-08
1975,3.998036124386317e-09,7.08223515388795e-08
1976,1.7140580621521906e-09,4.799362463003831e-08
1977,2.938390863960194e-09,4.348818460897519e-08
1978,4.158414057542359e-09,3.980196283670523e-08
1979,2.3407893401383717e-09,5.500855027040785e-08
1980,2.2740602734216964e-09,4.548120646763465e-08
1981,1.8976649140967083e-09,3.479052207433497e-08
1982,5.586751949948621e-09,3.600351172750038e-08
1983,3.78918940668882e-09,4.925946472944531e-08
1984,5.219107812592938e-09,4.001315812018902e-08
1985,1.2031116103372597e-09,6.5569585094849e-08
1986,3.5966912781404403e-09,5.0353677893966164e-08
1987,3.055408481777988e-09,2.9331921447273146e-08
1988,2.9982768490199874e-09,3.5379666973867074e-08
1989,3.841685636274406e-09,3.5672794163055244e-08
1990,3.814055626882862e-09,8.009516921925197e-08
1991,1.7584395606284886e-09,4.3960990403490996e-08
1992,3.30596661157756e-09,3.8569610727456904e-08
1993,6.093128224193833e-09,3.932837433495706e-08
1994,2.1099706426497278e-09,4.536436981616987e-08
1995,1.0844901643380922e-09,2.1147559037260066e-08
1996,3.736664533349199e-09,2.1886178203089912e-08
1997,3.3564261370244708e-09,2.972834511894007e-08
1998,3.814503490850996e-09,2.7655150391936445e-08
1999,4.570201161957499e-10,3.1991408189213644e-08
2000,4.859834423776022e-09,2.8275402019772855e-08
2001,4.381211837767296e-09,2.7163513882655366e-08
2002,3.504977197366088e-09,3.4173527452274755e-08
2003,2.500153695184082e-09,3.500215139951024e-08
2004,4.404791253964646e-09,3.259545611200565e-08
2005,3.15262471684008e-09,7.836524096305197e-08
2006,1.6471559671771274e-09,3.6237430833807593e-08
2007,4.393927360846206e-09,2.4366324069546863e-08
2008,2.9802077194940324e-09,3.78912132781295e-08
2009,5.245011536203492e-09,1.9549588614609092e-08
2010,1.8895172648747405e-09,3.070465448562487e-08
2011,3.0591775501687124e-09,2.6385407414508677e-08
2012,2.382976926895708e-09,2.723402148241405e-08
2013,2.789125042035323e-10,4.9088601628000106e-08
2014,2.598534235009886e-09,4.0060735617686305e-08
2015,3.546520688235688e-09,5.7409304421440766e-08
2016,2.6927420293532123e-09,4.8262224439099555e-08
2017,2.264050197320344e-09,5.484032605806988e-08
2018,2.8396134332808742e-09,3.9238293059185025e-08
2019,2.8060865853163364e-09,3.239754609030143e-08
