year,ses_DET hommages_NOUN,ses_DET dommages_NOUN
1876,7.333815688070899e-07,4.413590914964516e-08
1877,6.011641175973637e-07,8.782438953858218e-08
1878,5.984736617392628e-07,2.0532901601200138e-08
1879,6.59807142255886e-07,4.948553566919145e-08
1880,6.340832214846159e-07,3.144744553651435e-08
1881,6.12186170201312e-07,3.974329487732575e-08
1882,7.813422371327761e-07,4.2594464844114555e-08
1883,6.925995421624975e-07,6.508918914960304e-08
1884,5.967934271211561e-07,4.2250860587955685e-08
1885,5.678605248249369e-07,8.37932674357944e-08
1886,6.763229976058938e-07,5.679048342699389e-08
1887,5.28842917901784e-07,8.944626728180083e-08
1888,6.365976901179238e-07,7.862362139121615e-08
1889,5.795251354356878e-07,7.14225620868092e-08
1890,5.702316343558778e-07,6.751017878059429e-08
1891,5.51370021639741e-07,3.888274235919198e-08
1892,5.265550271360553e-07,5.140180192597654e-08
1893,4.858990791944962e-07,3.079208354961338e-08
1894,5.828923690387455e-07,5.041231432301174e-08
1895,5.019524564886524e-07,4.092657945875544e-08
1896,5.313223141456547e-07,3.3023361822870356e-08
1897,5.413016879174393e-07,5.8267136893164206e-08
1898,5.562162641581381e-07,3.904265000187479e-08
1899,5.721043407902471e-07,4.0351324059884064e-08
1900,5.419459512268077e-07,3.4780054392058446e-08
1901,4.6386531948883203e-07,3.1855812210324075e-08
1902,5.160708269613679e-07,4.812078202576231e-08
1903,5.405620413512224e-07,4.3741785304973746e-08
1904,5.750848686147947e-07,1.7198800605910947e-08
1905,4.851113430959231e-07,3.044847929345451e-08
1906,4.979570462637639e-07,1.9547901075611662e-08
1907,5.178843025532842e-07,3.805704196224724e-08
1908,4.788604428540566e-07,3.437972395659017e-08
1909,4.472299508506694e-07,3.025541062129378e-08
1910,5.440345489660103e-07,2.778958396731923e-08
1911,4.910705229121959e-07,4.575521828087403e-08
1912,4.902065597889305e-07,2.81308754068732e-08
1913,4.390875574245001e-07,5.939348568517744e-08
1914,4.259129013917118e-07,5.893134513712539e-08
1915,3.710939893153409e-07,6.008188790929125e-08
1916,3.7906744410065585e-07,4.0653610255958483e-08
1917,3.5640880469145486e-07,5.483212106582869e-08
1918,4.1580682363928645e-07,4.2499593178035866e-08
1919,3.968582689140021e-07,8.747456092805805e-08
1920,4.513049987053819e-07,1.2948515859534382e-07
1921,3.2865725074771035e-07,1.43124921692106e-07
1922,4.1095100300481135e-07,1.541988581266196e-07
1923,4.0659080013938365e-07,2.0170301695543458e-07
1924,5.233999331721861e-07,1.7145860908840405e-07
1925,4.1903058445313945e-07,1.7157157117253519e-07
1926,3.622494944011123e-07,1.370975013514908e-07
1927,4.270153226570983e-07,6.243566019747959e-08
1928,3.153587329052243e-07,8.912311955100449e-08
1929,4.2890565055131447e-07,1.325708325339292e-07
1930,3.581728833523812e-07,6.827342247106571e-08
1931,3.683930174247507e-07,8.097803316786667e-08
1932,3.3097799700954056e-07,8.219652158913959e-08
1933,3.7738479363724764e-07,4.588265056781893e-08
1934,4.3612951117211196e-07,5.032263672433146e-08
1935,3.4827706940632197e-07,5.146362269670135e-08
1936,3.1887998375168536e-07,7.517323297179246e-08
1937,2.958912830308691e-07,5.414180748175568e-08
1938,2.7875211117134313e-07,5.4453899167583586e-08
1939,3.1352803375739313e-07,3.8235125288110794e-08
1940,1.749690170527174e-07,4.564409294971483e-08
1941,2.302171964174704e-07,3.246652724442356e-08
1942,3.337632961120107e-07,5.76500234217292e-08
1943,3.251623468258913e-07,7.548411673496958e-08
1944,4.916174702884746e-07,5.7837350908584995e-08
1945,3.899522198480554e-07,1.1328221205531008e-07
1946,3.0487217372865416e-07,8.491873870752897e-08
1947,2.6464334723641514e-07,1.3589793468327116e-07
1948,2.9245379096209945e-07,1.1850357850562432e-07
1949,2.4051669811342435e-07,1.325296068444004e-07
1950,2.456768584124802e-07,1.3613262694889272e-07
1951,2.462783754708653e-07,1.151431376911205e-07
1952,2.2354984707817493e-07,7.90860283927941e-08
1953,2.0147057000485802e-07,1.045061281956805e-07
1954,2.3454086317542533e-07,9.870261408195802e-08
1955,2.0836048975070298e-07,9.57331991457977e-08
1956,2.0320260318840155e-07,7.936238688444064e-08
1957,2.376625189981496e-07,5.9194753987412696e-08
1958,2.3824061656796403e-07,4.880623549752272e-08
1959,2.2399660792871146e-07,4.650448559573306e-08
1960,2.193904151681636e-07,5.052208251754564e-08
1961,2.640300635903259e-07,4.168895628708924e-08
1962,2.2006588551448658e-07,3.9320131151043825e-08
1963,2.0044764426074835e-07,4.9142006020019835e-08
1964,2.007709554163739e-07,3.04198408684897e-08
1965,2.0629603625366144e-07,3.009623839034248e-08
1966,2.093770206101908e-07,3.323444985880997e-08
1967,2.4996802494570147e-07,5.2261558636246264e-08
1968,2.7846778039020137e-07,3.638046663922978e-08
1969,2.666011766905285e-07,4.9050985495568966e-08
1970,2.165999433145771e-07,5.426495519600394e-08
1971,2.430462018310209e-07,4.162102129612322e-08
1972,2.1649219661412644e-07,5.950970205503836e-08
1973,2.1887419165977917e-07,5.513203760187935e-08
1974,1.5976623046753957e-07,3.7691329168865195e-08
1975,1.2793715598036215e-07,5.597250662958686e-08
1976,1.6626363219529594e-07,4.9707683302813166e-08
1977,1.292892051196759e-07,4.818961230057539e-08
1978,1.4376230694779224e-07,6.53465050959312e-08
1979,1.6678123415658774e-07,7.49052588844279e-08
1980,1.3530659259686217e-07,3.1268328370970266e-08
1981,1.57506178766198e-07,2.84649726012276e-08
1982,1.191840439673797e-07,3.786576385778062e-08
1983,1.1114956066649029e-07,2.9050454486423405e-08
1984,1.3511689189726894e-07,3.595385322796574e-08
1985,1.3354538452858833e-07,3.789801539255677e-08
1986,1.0969908714741905e-07,4.1961399688261736e-08
1987,1.1916093001218542e-07,6.783006512023348e-08
1988,1.1453418125029202e-07,5.276967485201567e-08
1989,1.2787324976670789e-07,6.256459528231062e-08
1990,1.1333194294138593e-07,4.304434142454738e-08
1991,1.1781545339317745e-07,5.2753186707832356e-08
1992,1.3609562188321433e-07,4.1324582866764104e-08
1993,1.251860908269009e-07,5.096070765375771e-08
1994,1.371480919942769e-07,7.121150957800637e-08
1995,1.0465330291253849e-07,5.856247042856921e-08
1996,1.0195756061648353e-07,5.658377588702024e-08
1997,9.445942339425528e-08,3.979762297490197e-08
1998,1.201568551323362e-07,5.101898281623107e-08
1999,1.4670345649392402e-07,6.306877509132391e-08
2000,1.033819359008703e-07,5.2132772765389745e-08
2001,1.5071368864028045e-07,4.4688359679412315e-08
2002,1.1654049103526631e-07,5.958461102295587e-08
2003,1.1417368739330414e-07,4.4169382817926817e-08
2004,1.3258421915907093e-07,5.726228735625227e-08
2005,1.1664711507819447e-07,4.5037495510769077e-08
2006,1.1447733783143121e-07,3.088417344088157e-08
2007,1.3101892193390086e-07,4.5537067450140967e-08
2008,1.3198062731589744e-07,4.896055472158878e-08
2009,1.4209213361482398e-07,3.147006921722095e-08
2010,1.2754240685808327e-07,3.117703428756613e-08
2011,1.3154463829323504e-07,3.097417433650662e-08
2012,1.7361688264827535e-07,3.199997422598244e-08
2013,1.8352443476032931e-07,2.4544300814000053e-08
2014,2.236904919072913e-07,2.6201886882404324e-08
2015,2.59782638067918e-07,2.992376835209143e-08
2016,3.3742128380254144e-07,2.9620162322885335e-08
2017,1.4414453630706703e-07,3.320607078194371e-08
2018,2.0884066032067494e-07,2.813798793965816e-08
2019,2.433642407595471e-07,2.448948244193616e-08
