year,ton_DET est_NOUN,ton_DET geste_NOUN
1841,4.494383976094696e-09,6.420548537278137e-09
1842,5.366612043644636e-09,3.3541325272778977e-09
1843,1.1813821920725331e-08,1.2404513194397282e-08
1844,4.390849017710252e-09,2.7442805805577564e-09
1845,5.580227835366713e-09,7.812319069433471e-09
1846,1.5221703675294407e-08,5.854501328173001e-09
1847,7.011190739092399e-09,1.1865092020002521e-08
1848,1.045878850192139e-08,5.631655031201888e-09
1849,1.6758829879393033e-09,8.379414939696517e-10
1850,1.3577992064028876e-09,5.431196825611551e-09
1851,9.029214709244116e-09,1.805842941848823e-08
1852,7.161600201754936e-09,5.208436348880241e-09
1853,8.360704129017904e-09,3.5831591027601917e-09
1854,1.246959496770117e-08,7.79349651480743e-09
1855,8.491099379170919e-09,8.491099379170919e-09
1856,8.28350277259915e-09,5.177189121852166e-09
1857,1.3668225662399891e-08,1.2691924067276261e-08
1858,8.808616891453624e-09,1.0276719697444037e-08
1859,1.3239650931140545e-08,7.638260024478427e-09
1860,1.0527522853465143e-08,6.408057279250201e-09
1861,1.0375120318428799e-08,9.90352361229796e-09
1862,1.49093550838586e-08,1.942734162430071e-08
1863,1.6981711370434027e-08,1.2986014319427142e-08
1864,1.1507347186245909e-08,1.3425237921360633e-08
1865,1.97687466396701e-08,8.47231973466478e-09
1866,1.1677471434268227e-08,1.6056522333940393e-08
1867,1.261730986357179e-08,2.91168689159349e-09
1868,7.409810987013543e-09,6.421836395986702e-09
1869,2.930111597798657e-09,6.836926691455858e-09
1870,1.4335122422437507e-08,7.454263428741115e-09
1871,3.18635318130589e-09,4.248470908407853e-09
1872,7.256807155187062e-09,1.0885210954825197e-08
1873,1.4366410283628284e-08,1.1972009161809183e-08
1874,1.553398404352535e-08,1.0754296120296658e-08
1875,1.3159512035620935e-08,1.0298748853720952e-08
1876,1.269663130187837e-08,8.464420275799966e-09
1877,1.669900340228736e-08,6.803297813995357e-09
1878,3.0799353234467475e-08,2.0532901601200138e-08
1879,1.95498414123918e-08,1.221865097988939e-08
1880,1.5402831010646878e-08,1.0910338410496934e-08
1881,9.064259565150223e-09,1.743126842868037e-08
1882,1.7969540522244642e-08,9.983077697839349e-09
1883,1.76941486462745e-08,1.2006744043446815e-08
1884,1.1222884843675729e-08,7.2618666635548834e-09
1885,1.0313017106966527e-08,3.86738152613475e-09
1886,7.744156760303156e-09,1.8069698626277386e-08
1887,2.1545451256432813e-08,9.79338704576449e-09
1888,5.706553452000662e-09,1.9655905347804037e-08
1889,5.01210956072029e-09,1.566284169030041e-08
1890,1.4419650362640368e-08,1.7041404953843653e-08
1891,1.402328420052612e-08,3.4420788441735795e-08
1892,1.191017329205124e-08,2.695460321611165e-08
1893,0.0,1.6011882930655474e-08
1894,3.150769645188234e-09,2.6466465463670374e-08
1895,1.0833505648122355e-08,1.745398225949657e-08
1896,4.1279202278587945e-09,2.299841250774648e-08
1897,9.905413045352418e-09,4.311768098119728e-08
1898,6.7900258748920805e-09,1.7540899843737634e-08
1899,7.185851913504848e-09,2.3215829259015663e-08
1900,1.09012117111007e-08,3.010810789572105e-08
1901,8.383108540677142e-09,3.1296938818314857e-08
1902,8.347482705062248e-09,3.0443759513332225e-08
1903,7.020286352243943e-09,3.9961628672813276e-08
1904,1.2361637935498493e-08,3.6009988768626044e-08
1905,7.2250627702885595e-09,4.3866452692498115e-08
1906,1.646139019539916e-08,6.275904951280609e-08
1907,8.228549397415463e-09,5.7085560056790996e-08
1908,1.0805055739027125e-08,5.893666843448386e-08
1909,1.0451868703853506e-08,8.251475280829368e-08
1910,1.1757131490597317e-08,5.6647996515835075e-08
1911,1.702519725199636e-08,5.958819127016568e-08
1912,7.814131730565776e-09,6.45968238899286e-08
1913,7.424185766158331e-09,7.106006449930646e-08
1914,9.375441145653696e-09,5.424362292671958e-08
1915,1.4136914638918086e-08,7.539687540969453e-08
1916,1.3184954239520152e-08,8.24059682713596e-08
1917,8.773139548168274e-09,7.78616167096402e-08
1918,2.2972752589112133e-08,6.662098517296045e-08
1919,7.366278753639932e-09,8.931612782703269e-08
1920,6.815008557481406e-09,7.19362009959923e-08
1921,6.815472630705699e-09,8.027112219366472e-08
1922,2.4347187377316004e-08,5.5334515636218384e-08
1923,9.554353308516284e-09,1.1996021065385776e-07
1924,1.933743642990038e-08,9.668718403688104e-08
1925,1.2097995938376016e-08,7.588742634290213e-08
1926,3.343841648018042e-09,6.910605510057621e-08
1927,8.919380123373344e-09,3.7907365246780955e-08
1928,1.1426041446327417e-08,5.5987601221829664e-08
1929,3.342121912552898e-09,5.235991018537334e-08
1930,2.6259009078266615e-08,4.621585603103995e-08
1931,1.0264820993199919e-08,5.474571018737606e-08
1932,1.753525868952721e-08,4.274219289612802e-08
1933,2.638252261100149e-08,5.1617979668350245e-08
1934,1.0783422155213884e-08,6.589869272488613e-08
1935,1.3165112555668657e-08,3.4708023122220766e-08
1936,9.699771652549316e-09,5.334874542128887e-08
1937,0.0,3.6514243184626594e-08
1938,1.4261735792331365e-08,6.48260716218374e-08
1939,6.117620188206274e-09,2.294107481759511e-08
1940,2.282204625281281e-08,4.310830958864642e-08
1941,8.854508237732261e-09,1.0330259136992481e-07
1942,6.068423541449874e-09,5.4615812983271894e-08
1943,2.9032351633873077e-08,6.387117412742782e-08
1944,3.213186161588055e-08,7.390327994016843e-08
1945,3.267756110147957e-08,8.496165548876888e-08
1946,2.7842209426864883e-08,7.238973953604955e-08
1947,2.3841741247920822e-08,7.152522396580707e-08
1948,1.3046265179283978e-08,5.7621005966623784e-08
1949,2.748762362170254e-08,5.595694885229818e-08
1950,1.0635361036293034e-08,6.274863295629984e-08
1951,1.7058242818279723e-08,4.157946653648992e-08
1952,1.5817205989421268e-08,5.061505836678748e-08
1953,9.69644453618912e-09,6.248820039189695e-08
1954,1.5636057781875934e-08,4.9839933069506515e-08
1955,1.1262729859851106e-08,5.068228414728537e-08
1956,2.1802853300556535e-08,4.273359488493611e-08
1957,1.0602045297236629e-08,4.329168490357915e-08
1958,1.4890038368964298e-08,6.038737598856869e-08
1959,2.325224424115646e-08,4.960478428017723e-08
1960,1.7994166434665004e-08,4.706166745194196e-08
1961,2.7097821486687934e-08,4.30785886962326e-08
1962,2.7270412872315575e-08,4.8198867119708666e-08
1963,2.3924397241081863e-08,6.660035012373555e-08
1964,1.82519054314767e-08,5.779769995939432e-08
1965,2.2982581615593745e-08,6.621172410348208e-08
1966,3.32344469722301e-08,5.871419261893607e-08
1967,2.810291277466348e-08,5.768492705726658e-08
1968,2.110965433010925e-08,7.680321045810956e-08
1969,1.5896152782968187e-08,4.269252418254155e-08
1970,2.529298837039562e-08,4.8746485958872654e-08
1971,2.1067429134546956e-08,8.067284262835983e-08
1972,2.2572646640739435e-08,4.104117579117883e-08
1973,2.0398853772807257e-08,6.229920401779054e-08
1974,2.0814615919739765e-08,3.094064515707373e-08
1975,3.08419934036408e-08,4.112265594713449e-08
1976,1.7711933253394818e-08,4.170874445819095e-08
1977,1.9981057530760182e-08,4.172515266631649e-08
1978,2.316830638449119e-08,6.415838615936309e-08
1979,2.6919078188747392e-08,3.920822155834003e-08
1980,1.8760997255728995e-08,3.809050896919075e-08
1981,1.7078984171359224e-08,4.7441621298105474e-08
1982,1.9864007771985825e-08,4.8418516751524976e-08
1983,2.841892232652299e-08,5.810090808466839e-08
1984,1.797692661398287e-08,4.871167114117725e-08
1985,2.285912081845254e-08,4.6319797775140614e-08
1986,1.9781802029772422e-08,4.855533175529558e-08
1987,2.444326768769045e-08,3.238733015109574e-08
1988,2.1587593934668803e-08,4.8572085908915597e-08
1989,2.2501301599753276e-08,3.5123982833340506e-08
1990,1.8525413703063265e-08,4.140974851907231e-08
1991,1.9928981409567115e-08,4.4547135757966316e-08
1992,2.5896737698705152e-08,5.84054076213647e-08
1993,1.7725464318552042e-08,4.4313658520422905e-08
1994,2.320967767976967e-08,4.11444278647366e-08
1995,3.578817486804553e-08,4.7175322315240464e-08
1996,2.2419987422139798e-08,2.989331626679359e-08
1997,1.917957748176491e-08,3.931813630231318e-08
1998,1.9072516788121163e-08,4.1005911111113846e-08
1999,2.3765045847889965e-08,3.290544692280406e-08
2000,3.578605367593468e-08,5.2132772765389745e-08
2001,3.110660382055208e-08,4.9945815927543435e-08
2002,2.2344229300141905e-08,4.38122147450315e-08
2003,2.5001536840818517e-08,5.2086535085038577e-08
2004,2.730970619091444e-08,5.021462001764121e-08
2005,3.152624772351231e-08,5.6747245125166046e-08
2006,2.4295550793418386e-08,4.735573244651903e-08
2007,4.433872083375867e-08,8.068848877940127e-08
2008,3.1505054731706394e-08,7.024775428021712e-08
2009,3.385416524892548e-08,8.821156072258418e-08
2010,4.534841435699377e-08,9.116920640650505e-08
2011,5.850677184393582e-08,1.16248750181569e-07
2012,5.9233997262708726e-08,1.2663819770608598e-07
2013,6.666008861566652e-08,1.414086341355869e-07
2014,9.636231368403969e-08,1.604594892512523e-07
2015,1.1348865687488274e-07,1.5715519641190667e-07
2016,1.3256576325559877e-07,1.259374755591125e-07
2017,1.9722392724519366e-07,1.5068512126958922e-07
2018,2.3465532389410626e-07,1.814771106722901e-07
2019,2.5994565050480034e-07,1.6836518845764203e-07
