year,en_ADP ailes_NOUN,en_ADP gel_NOUN
2006,6.218013481884554e-08,5.929761348610896e-08
2007,5.0330442036283785e-08,6.471056734902447e-08
2008,5.704969296971285e-08,1.013270624627971e-07
2009,6.103286409597786e-08,7.48606250322581e-08
2010,7.227403386877995e-08,8.644541354962954e-08
2011,7.533224533062821e-08,1.365157942245787e-07
2012,9.123397148869117e-08,1.3072329776986358e-07
2013,7.80955033974351e-08,6.247639877665634e-08
2014,7.600712592648051e-08,8.077110646986796e-08
2015,7.226035592111657e-08,7.75801403674059e-08
2016,8.078226443331005e-08,5.385484130870921e-08
2017,5.509188838459522e-08,6.691525847313251e-08
2018,5.627597587931632e-08,6.995775087004219e-08
2019,5.255034807305492e-08,6.198900481813041e-08
