year,en_ADP arts_NOUN,en_ADP jarre_NOUN
2002,5.555388691291796e-07,1.4896152755738967e-08
2003,4.6169506306981134e-07,1.583430631058036e-08
2004,3.9731216042171447e-07,3.303593487657963e-08
2005,5.17480829742567e-07,2.567137258324692e-08
2006,5.270899150477959e-07,1.7706927479821388e-08
2007,4.841309169112407e-07,9.18730247434496e-09
2008,4.849223698144556e-07,1.575252639440805e-08
2009,4.0481954499682615e-07,1.907277002999308e-08
2010,3.80265337884822e-07,5.196172381261022e-09
2011,5.74360592808798e-07,8.030340836739924e-09
2012,4.54808154914943e-07,6.127654827992046e-09
2013,3.7932100527271473e-07,4.183687618564136e-09
2014,3.6596023633705954e-07,4.114345752981308e-09
2015,3.6396168223706837e-07,5.098123256885856e-09
2016,3.5005647902597303e-07,4.349814286541687e-09
2017,4.857645619082973e-07,8.049956257139002e-09
2018,4.0451583177558703e-07,9.29327992338358e-09
2019,3.499955180119585e-07,1.2499840273960672e-08
