year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP gilles_NOUN
1987,1.656031322072593e-07,1.4983722338435257e-06,1.2221633483022742e-08
1988,2.2187248949201432e-07,1.536916705457969e-06,4.197587721854745e-09
1989,1.1634818730676955e-07,1.6195448337974483e-06,1.1525056686778612e-08
1990,1.5310708995075473e-07,1.5604936454138851e-06,5.993515905799995e-09
1991,1.8111927269082173e-07,1.4126131624436766e-06,2.9307325455363298e-09
1992,2.0772489084386336e-07,2.062372054467687e-06,4.958949695321735e-09
1993,2.83053504634978e-07,2.0018695345846993e-06,5.539207315052863e-09
1994,3.0330828204583327e-07,1.892643687106954e-06,1.0549853213248639e-09
1995,2.765450015651538e-07,1.755247326151732e-06,5.422450655157007e-09
1996,3.8007217018076744e-07,1.9313217576311104e-06,6.4057106285986265e-09
1997,5.581257198628009e-07,1.989401702928717e-06,3.3564262480467733e-09
1998,5.89817584106811e-07,1.4456968266962633e-06,9.536258005482523e-09
1999,6.75932743554597e-07,1.6466434926698525e-06,3.656160929565999e-09
2000,6.035030999385071e-07,1.1504554500163522e-06,3.976228346580513e-09
2001,6.471050006950918e-07,1.1697835127222334e-06,7.448060113102173e-09
2002,8.289271047345892e-07,9.704405754540346e-07,6.1337101509018055e-09
2003,8.442185635004762e-07,1.1704886357932764e-06,8.333845613606172e-09
2004,1.1056025996936114e-06,1.2029485043640875e-06,3.0833537945085254e-09
2005,1.1016171388433804e-06,9.165130343546934e-07,4.503749373441224e-09
2006,8.099889363677448e-07,8.762869931899786e-07,1.0706513675629026e-08
2007,8.624081306862763e-07,1.1340327352726831e-06,9.187303195989927e-09
2008,9.302505521446847e-07,7.454777062321227e-07,4.257439734089985e-09
2009,8.372945767831652e-07,6.990170497989112e-07,1.0490023738540799e-08
2010,8.852387939350947e-07,5.77247488919852e-07,6.140930874920514e-09
2011,1.3215646887942967e-06,3.6365972932994595e-07,3.441574775164824e-09
2012,8.364248804682006e-07,3.7514863682197586e-07,6.808505564892542e-09
2013,7.737032623467144e-07,3.0289899144442245e-07,5.02042502015243e-09
2014,7.88655142969219e-07,3.1528882615816656e-07,1.061068106988916e-08
2015,7.359030558262702e-07,2.1434283832555412e-07,6.649726283503021e-09
2016,7.104696395643373e-07,2.2619033024362523e-07,5.592618063099408e-09
2017,6.870134285907881e-07,1.7433186716431237e-07,7.798395096347832e-09
2018,7.385576190621634e-07,1.7760490322871192e-07,5.937373259712331e-09
2019,8.186119737629838e-07,1.7091617554587657e-07,6.377469552454329e-09
