year,certain_ADJ arrêt_NOUN
1912,2.6047105805560022e-08
1913,1.378777320093505e-08
1914,1.5402511266415786e-08
1915,1.295883844676382e-08
1916,2.5271162051865304e-08
1917,3.3995914527906734e-08
1918,1.8378202071289707e-08
1919,4.603924314006136e-08
1920,3.33178178379967e-08
1921,1.741731914250977e-08
1922,2.2133805899215986e-08
1923,2.5478275489376756e-08
1924,1.804827398643738e-08
1925,1.4297631523163545e-08
1926,2.8979959765251806e-08
1927,2.1183527820767267e-08
1928,1.4853853258500749e-08
1929,1.6710609784809094e-08
1930,2.4158287814657342e-08
1931,2.3951249872311564e-08
1932,1.4247398039124448e-08
1933,1.4911860191091364e-08
1934,2.036868629318178e-08
1935,1.795242710045386e-08
1936,2.3036958562983045e-08
1937,1.6368453259474336e-08
1938,1.1668692678767911e-08
1939,2.5999884911698246e-08
1940,7.607348528892999e-09
1941,2.066051907334554e-08
1942,3.034211815133858e-08
1943,1.1612940831184915e-08
1944,2.2492303131116387e-08
1945,1.742803190651898e-08
1946,9.744772988540262e-09
1947,2.0265479960812627e-08
1948,1.5220643190261285e-08
1949,2.454252068240237e-08
1950,1.701657836861159e-08
1951,1.0661401539380222e-08
1952,6.326882129314981e-09
1953,7.541679392097933e-09
1954,1.3681550115052232e-08
1955,1.9709776921672528e-08
1956,1.1337483840634377e-08
1957,1.6786571077620493e-08
1958,1.2408365002158916e-08
1959,6.200598257066758e-09
1960,1.868625076895114e-08
1961,7.64297514166401e-09
1962,1.1415521861124489e-08
1963,9.69907976156037e-09
1964,1.4601523545820783e-08
1965,1.094408652591028e-08
1966,7.20079718075084e-09
1967,1.2325838905091757e-08
1968,1.616909670043576e-08
1969,3.6334062425424918e-09
1970,1.3796175230007535e-08
1971,1.0276794526475896e-08
1972,1.128632298730281e-08
1973,7.718485406371656e-09
1974,5.625571564138454e-09
1975,1.4278700888326057e-08
1976,9.712995741040231e-09
1977,9.990529292736028e-09
1978,1.0099005187669263e-08
1979,8.777959692451986e-09
1980,7.390696055153967e-09
1981,6.325549417596221e-09
1982,9.311253101884631e-09
1983,9.47297440490047e-09
1984,5.799008384599347e-09
1985,3.609334831011779e-09
1986,7.792831269171074e-09
1987,5.49973533381376e-09
1988,4.197587610832443e-09
1989,7.134558721588746e-09
1990,5.448650919337439e-09
1991,6.4476117778156095e-09
1992,9.366905473484621e-09
1993,4.985286850001103e-09
1994,3.692448680148175e-09
1995,2.7112254108452305e-09
1996,3.736664311304594e-09
1997,7.671831170341648e-09
1998,6.675381136744818e-09
1999,5.941261704833778e-09
2000,3.5344251969604557e-09
2001,6.133696300869573e-09
2002,4.81934359086722e-09
2003,3.7502307925763034e-09
2004,8.80958239690699e-09
2005,4.053374524914943e-09
2006,4.117890028965121e-09
2007,3.994479413904628e-09
2008,5.5346713878634546e-09
2009,4.291373478793048e-09
2010,1.4171379625338432e-09
2011,1.1471915639660324e-09
2012,3.4042526575461807e-09
2013,3.6258624991347688e-09
2014,1.7323561474213989e-09
2015,1.10828768384863e-09
2016,3.5212781579474495e-09
2017,7.54683426862357e-10
2018,1.5488800242380307e-09
2019,2.806086474294034e-09
