year,un_DET est_NOUN,un_DET geste_NOUN
1844,1.4648969681729795e-06,3.4737104463999913e-06
1845,1.3571113868238172e-06,3.879932442885092e-06
1846,1.4056657846595044e-06,3.5929074364560165e-06
1847,1.2776546327586402e-06,3.1760694554350266e-06
1848,1.243791302840691e-06,3.205216295043556e-06
1849,1.2661296295846114e-06,3.324951737937454e-06
1850,1.2586798447955516e-06,3.1507729758573078e-06
1851,1.2956923001183895e-06,3.3975643987105286e-06
1852,1.2578374253280344e-06,2.9889914117120497e-06
1853,1.288145654143591e-06,3.4720811505906113e-06
1854,1.249557271876256e-06,3.00673113429184e-06
1855,1.4206671039573848e-06,4.757138398758798e-06
1856,1.1798814512076206e-06,3.094923783919512e-06
1857,1.395623485223041e-06,3.6957904576695455e-06
1858,1.4108468349149916e-06,4.255540680730974e-06
1859,1.244527197741263e-06,4.661375527348355e-06
1860,1.3017511264479253e-06,4.200024100953215e-06
1861,1.3473508033712278e-06,4.136843458013573e-06
1862,1.2727167586490395e-06,3.880950014689688e-06
1863,1.247156774297764e-06,4.05713037565647e-06
1864,1.26916449971759e-06,3.93599199099981e-06
1865,1.2360172831904492e-06,3.8723206401414245e-06
1866,1.2212688034196617e-06,3.988343053151766e-06
1867,1.1239111472605146e-06,4.420426073181716e-06
1868,1.1554365073607187e-06,3.705893625749468e-06
1869,1.2955975989825674e-06,5.287874706993989e-06
1870,1.2431418099367875e-06,4.945616886686821e-06
1871,1.2001930826954776e-06,4.198551380341087e-06
1872,1.264498678210657e-06,4.3613411584431105e-06
1873,1.1972008451266447e-06,4.38235368704909e-06
1874,1.1190443274244899e-06,5.407618580477447e-06
1875,1.1219914313187473e-06,5.108751800264599e-06
1876,1.4177904859025148e-06,4.318063801633798e-06
1877,1.1967619002462015e-06,5.228025017345317e-06
1878,1.1806417887783027e-06,3.7780539052789663e-06
1879,1.3061737718089717e-06,5.7678138318806305e-06
1880,1.178958314085321e-06,4.570148092852833e-06
1881,1.1469775245132041e-06,5.00207703879596e-06
1882,1.1254255696258042e-06,5.720303306588903e-06
1883,1.200674432766391e-06,4.8406137551637585e-06
1884,1.2160326150478795e-06,4.9974846021427766e-06
1885,1.0906015859291074e-06,5.462031651859434e-06
1886,1.180983872473007e-06,4.953033656107664e-06
1887,1.1954460887864116e-06,5.605734841651611e-06
1888,1.2300793059694115e-06,5.663436915881448e-06
1889,1.1101822110504145e-06,5.321607027042319e-06
1890,1.230258362738823e-06,5.2467862587946e-06
1891,1.140985432357411e-06,5.172041976919672e-06
1892,1.081945242731308e-06,5.928132075894155e-06
1893,1.1411545983719407e-06,5.59984801640212e-06
1894,1.0958376606140519e-06,6.142110436258008e-06
1895,1.0382110531281796e-06,6.489270127474356e-06
1896,1.0661827900548815e-06,6.211340476625082e-06
1897,1.035989726005937e-06,6.265465003707504e-06
1898,1.2442721981642535e-06,6.251350548325263e-06
1899,1.0546619932938484e-06,6.850327700647085e-06
1900,1.1529328958204133e-06,7.1698825152566315e-06
1901,1.1211010360057116e-06,7.0747848042174155e-06
1902,1.2511403610915295e-06,6.194813913396047e-06
1903,1.0454826906425296e-06,6.936583034189425e-06
1904,1.1141597724417807e-06,6.9827131383704e-06
1905,1.064664616023947e-06,6.76781935027293e-06
1906,1.0725624406404677e-06,8.128325838185901e-06
1907,1.1021113550668815e-06,7.756950623161174e-06
1908,1.0986777851940133e-06,7.922070182075913e-06
1909,1.0567389381321846e-06,8.754815418399176e-06
1910,1.095550942409318e-06,8.549037787020097e-06
1911,1.1231310281800688e-06,7.995458169318681e-06
1912,1.054386871146562e-06,7.972498607955458e-06
1913,1.0128710528078955e-06,9.149248455742054e-06
1914,1.0828634913195856e-06,8.574510943049063e-06
1915,1.016679789245245e-06,8.7778459629817e-06
1916,9.921677701640874e-07,1.0178784449976774e-05
1917,9.913648000292596e-07,1.0374237803034703e-05
1918,8.821536994219059e-07,1.005287626298923e-05
1919,9.207848279402242e-07,1.0082593973947951e-05
1920,9.245695196113957e-07,9.585688246716018e-06
1921,9.375061154059949e-07,1.1139511371993649e-05
1922,9.399489613315382e-07,1.1269796118540398e-05
1923,1.1199824712093687e-06,1.05416362998767e-05
1924,1.0016792657552287e-06,1.0412565288220321e-05
1925,1.049226170835027e-06,1.0882697324632318e-05
1926,9.808601362237823e-07,1.0345845439019286e-05
1927,9.331901082987315e-07,1.3597594758607556e-05
1928,8.912311955100449e-07,1.0843313049235803e-05
1929,9.190835044137202e-07,1.0956590045907433e-05
1930,1.03250420124823e-06,9.943761682507102e-06
1931,1.0538549304328626e-06,9.174469269623842e-06
1932,9.797826123758568e-07,9.653159622757812e-06
1933,9.910652352118632e-07,8.636261497940723e-06
1934,9.129964269050106e-07,8.890332154010139e-06
1935,1.012516804621555e-06,9.969580801794109e-06
1936,9.53002540882153e-07,9.875579976892368e-06
1937,1.021139723889064e-06,1.0169845879204331e-05
1938,1.0242519010716933e-06,9.812074011961158e-06
1939,1.0629364624037407e-06,9.509840310784057e-06
1940,1.1081370985266403e-06,7.148372063170427e-06
1941,1.1127165180369047e-06,9.686831646149585e-06
1942,1.0377003718531341e-06,9.594177214466981e-06
1943,1.1787135463237064e-06,1.0939390108433145e-05
1944,9.639558129492798e-07,1.1615667688147369e-05
1945,1.0478604508534772e-06,1.2983883948436414e-05
1946,1.2027834372929647e-06,1.2506720253213643e-05
1947,1.0037373385785031e-06,1.2104452650874009e-05
1948,1.0404396562080365e-06,1.1877537275495342e-05
1949,9.061098467100237e-07,1.1112853783856735e-05
1950,9.199587793773389e-07,1.2199822975844654e-05
1951,9.723198672872968e-07,1.1700888080667937e-05
1952,8.92090383786126e-07,1.0931798271940352e-05
1953,9.168526844405278e-07,1.1455810465577088e-05
1954,1.0046167062682798e-06,1.1945948187985778e-05
1955,1.0652664741428453e-06,1.145982710681892e-05
1956,9.724072924655047e-07,1.1847670549514078e-05
1957,9.550675486025284e-07,1.1191342508709567e-05
1958,9.595802339390502e-07,1.1645664528714406e-05
1959,9.944209296008921e-07,1.0401503871548812e-05
1960,9.979842161556007e-07,1.1418683016017894e-05
1961,9.776059641808388e-07,1.1624965011947097e-05
1962,1.0895481636907789e-06,1.1400934624816728e-05
1963,1.0015916132033453e-06,1.1373141006743026e-05
1964,1.0409669357613893e-06,1.0622609110555459e-05
1965,9.548715524942963e-07,9.716707182860773e-06
1966,1.0468851314726635e-06,1.223636999725386e-05
1967,9.954347888196935e-07,1.119038236652159e-05
1968,1.0685077995731262e-06,1.0470838219589496e-05
1969,9.478648621552566e-07,9.681664892013941e-06
1970,9.744697990754503e-07,8.609273038473475e-06
1971,9.814339136937633e-07,8.960337865460133e-06
1972,9.280435619984928e-07,8.368296008143261e-06
1973,9.675673027231824e-07,8.651318950114728e-06
1974,8.635252584099362e-07,8.077195460032272e-06
1975,8.784256237959198e-07,7.602551448826489e-06
1976,8.758836429478833e-07,8.038360519435628e-06
1977,8.697637099430722e-07,8.145219553057359e-06
1978,9.392074957759178e-07,8.406530554339042e-06
1979,9.134930678555975e-07,9.09045579078338e-06
1980,9.028019007928378e-07,9.166737342525266e-06
1981,9.355487691209419e-07,1.009494431514213e-05
1982,9.454025757804629e-07,9.564519530158577e-06
1983,9.011956194626691e-07,1.0062824628676026e-05
1984,9.324805887445109e-07,1.015232375323194e-05
1985,9.498565987087204e-07,9.694673252624852e-06
1986,9.039683845912805e-07,9.955042429510286e-06
1987,9.508431162430497e-07,9.544484640855444e-06
1988,9.36062065193255e-07,9.589688630740056e-06
1989,9.093818675864895e-07,9.837459373329693e-06
1990,8.995722851068422e-07,9.648471234413591e-06
1991,8.440509873253177e-07,9.551843248800651e-06
1992,8.799380566415493e-07,1.0077687761622656e-05
1993,8.851653205965704e-07,1.017773956846213e-05
1994,8.893526342035329e-07,9.949039110779268e-06
1995,9.039225687956787e-07,9.814093402837898e-06
1996,8.711766668056953e-07,9.648601405842783e-06
1997,8.832195703689649e-07,1.0123939944151061e-05
1998,9.097590805140499e-07,1.038832314748106e-05
1999,8.825058444017486e-07,9.931961187703564e-06
2000,9.211595397573547e-07,9.96442855694113e-06
2001,8.701086358087196e-07,1.0589827127205353e-05
2002,9.332001695838699e-07,1.073968803666503e-05
2003,9.91727688415267e-07,1.1338197651866722e-05
2004,8.739106078792247e-07,1.1400480701695415e-05
2005,8.304914445034228e-07,1.1572835092010791e-05
2006,8.495206884617801e-07,1.2140363338630777e-05
2007,8.044881383284519e-07,1.6523563147075038e-05
2008,8.455274951302272e-07,1.6989738327310988e-05
2009,8.339568466908531e-07,1.952002565985822e-05
2010,7.55334497171134e-07,2.5243477068670472e-05
2011,7.0590522227576e-07,2.7656876625314908e-05
2012,6.594037245122308e-07,3.2952825620213844e-05
2013,6.459613359766081e-07,3.556999200782229e-05
2014,6.860130383756768e-07,3.8921709915484826e-05
2015,6.940097705410153e-07,3.662425478978548e-05
2016,6.746354301867541e-07,3.5470248747060396e-05
2017,6.81730682572379e-07,3.4984857279596326e-05
2018,6.585321443708381e-07,3.9643842001169105e-05
2019,6.512671575364948e-07,3.6771467307517014e-05
