year,mon_DET est_NOUN,mon_DET geste_NOUN
1848,3.378993074232284e-08,2.091757700384278e-08
1849,5.195237329225222e-08,1.3407063903514427e-08
1850,6.177986300315297e-08,3.869727560612546e-08
1851,4.8370791150276204e-08,2.192809267498319e-08
1852,5.013119941388311e-08,1.4974254725075298e-08
1853,4.598387315368768e-08,1.134667093616315e-08
1854,5.559360954920933e-08,2.3380489322377684e-08
1855,4.2455496895854594e-08,2.4942604426314574e-08
1856,6.264398816346883e-08,1.2942972638096961e-08
1857,5.662550650598064e-08,3.17298098906349e-08
1858,5.823474547028695e-08,2.25109102469645e-08
1859,4.939408171367177e-08,2.953460498389404e-08
1860,5.950339276861172e-08,2.1970482488864462e-08
1861,5.2818792894981925e-08,2.876737825729947e-08
1862,5.240864214828278e-08,1.3553958871925786e-08
1863,7.142307595353614e-08,5.6439216411519055e-08
1864,5.897515276132026e-08,4.123465868755005e-08
1865,4.753912818955541e-08,5.365802624446303e-08
1866,5.254861779047104e-08,1.9949013108089275e-08
1867,4.852811663624834e-08,1.94112459439566e-08
1868,5.977247730104551e-08,3.309715523869272e-08
1869,3.7114745499167157e-08,2.8324411371905e-08
1870,6.536815488900061e-08,1.9495765890553685e-08
1871,4.0360472741696185e-08,1.3807530230280918e-08
1872,5.0797651529599364e-08,1.088521062175829e-08
1873,5.387404006240715e-08,2.5141218884527916e-08
1874,4.182226431836966e-08,4.062734149101743e-08
1875,4.4627910256167524e-08,5.607096564830272e-08
1876,6.831996390843642e-08,2.0556449875641647e-08
1877,3.7727378221497077e-08,2.2265338239790822e-08
1878,4.891661853356766e-08,1.9325084421595307e-08
1879,5.192926566532918e-08,1.832797535961106e-08
1880,5.968596972216744e-08,2.3746031141413937e-08
1881,5.996356627901989e-08,2.2312023784110124e-08
1882,3.8601233320889605e-08,3.6604618669500155e-08
1883,6.066565294560178e-08,1.7062215029728378e-08
1884,5.809493419661749e-08,2.0465261485469455e-08
1885,4.5764013523186264e-08,1.4824961758197475e-08
1886,4.2592860738377425e-08,3.549405080960355e-08
1887,3.1991730153890785e-08,3.590908703721141e-08
1888,4.1848057019677753e-08,2.53624587998047e-08
1889,4.8868066981899716e-08,1.8168895721260014e-08
1890,3.9981757682383545e-08,1.9007720397645755e-08
1891,4.015758547915027e-08,3.314594465564369e-08
1892,4.7013842596754785e-08,2.193979353748432e-08
1893,4.0029707215616384e-08,3.8798024404318454e-08
1894,3.402831194598832e-08,2.898708117982096e-08
1895,3.972285367304096e-08,3.250051894276851e-08
1896,5.3073260231073505e-08,4.2458607296680384e-08
1897,3.90389804927338e-08,3.3212267602777956e-08
1898,2.4896761763315567e-08,3.2818457618155605e-08
1899,3.814029270188257e-08,3.3165472146379216e-08
1900,5.0353214486875686e-08,4.5162162010115026e-08
1901,4.303328993149336e-08,5.085752308175984e-08
1902,4.026432809389746e-08,4.026432609549602e-08
1903,3.2401321625741275e-08,3.9961630449170116e-08
1904,3.6009987880447625e-08,5.5896102857388996e-08
1905,4.2318225146331656e-08,8.05078439469753e-08
1906,3.652370939022376e-08,7.407625801647555e-08
1907,4.114274532174278e-08,9.102832798646432e-08
1908,4.371136319569757e-08,8.054678346525179e-08
1909,4.015717869343405e-08,7.096268950235185e-08
1910,2.778958430038614e-08,5.718241213870101e-08
1911,4.5223181199816054e-08,8.991432087768203e-08
1912,3.490312239229354e-08,8.43926217797275e-08
1913,4.2423917268052946e-08,8.113574034851467e-08
1914,3.549274102399025e-08,8.303961918088021e-08
1915,2.238344753990873e-08,1.0838301256477223e-07
1916,2.5271162051865304e-08,1.1646710085244649e-07
1917,3.728584341278207e-08,1.7546279451607916e-07
1918,3.331049214239101e-08,1.596606296061509e-07
1919,4.143531717737403e-08,1.694244033956238e-07
1920,2.8017256958889902e-08,1.3327128112194941e-07
1921,4.165010963896876e-08,1.5675587405894476e-07
1922,3.5414089771812485e-08,1.2616269895460164e-07
1923,2.9724655625784635e-08,1.6348559483958525e-07
1924,3.222906153066418e-08,1.907960349711857e-07
1925,1.9796719818998554e-08,1.2427941165071843e-07
1926,1.7833821197577038e-08,1.582751654183312e-07
1927,1.4493992228636898e-08,1.8061743745079184e-07
1928,2.285208222652102e-08,1.5996457269906728e-07
1929,2.5622934884950155e-08,1.5262356556355883e-07
1930,4.936693676071968e-08,1.6385621082193325e-07
1931,2.167017765231094e-08,1.1405356570293179e-07
1932,2.411098098953346e-08,9.753987861849112e-08
1933,2.523545683530415e-08,9.635356512660564e-08
1934,2.156684431042777e-08,9.705079762056812e-08
1935,2.99207103537924e-08,1.4601307096739902e-07
1936,2.0612014761667297e-08,1.0306007247606885e-07
1937,2.8959571962694497e-08,8.184226540919326e-08
1938,1.9447821242302155e-08,1.607686588300794e-07
1939,1.3764645423464117e-08,1.2235240376412548e-07
1940,7.607348750937604e-09,6.593035628554844e-08
1941,2.9515025534720962e-08,1.1510859998509204e-07
1942,2.4273693721710288e-08,1.061974117533282e-07
1943,2.032264689866281e-08,2.0322646498982522e-07
1944,7.390328349288211e-08,1.670856821789357e-07
1945,3.267756065739036e-08,2.527064788537814e-07
1946,2.7842209426864883e-08,1.9071913115453754e-07
1947,2.9802177392568296e-08,1.9311811350064545e-07
1948,1.7395020757149382e-08,2.1635056768332106e-07
1949,1.9634016523717435e-08,1.796512476559542e-07
1950,2.4461331626923766e-08,1.8505528665002657e-07
1951,2.7719645356860667e-08,2.1855873555409744e-07
1952,2.4253049568656593e-08,1.550086192736444e-07
1953,1.508335811806205e-08,1.7776814686953912e-07
1954,2.149957945007941e-08,1.9056446021181728e-07
1955,2.2525458831523792e-08,1.6237101974070356e-07
1956,2.5291311045450016e-08,1.8314397465246657e-07
1957,1.0602045241725477e-08,1.413606049993632e-07
1958,2.7298403482145517e-08,2.1011498496648073e-07
1959,2.247716823777779e-08,1.8369272947182935e-07
1960,2.0762500441140475e-08,2.3807666948982842e-07
1961,2.1539294126071695e-08,2.042758833198377e-07
1962,1.9025869102407e-08,2.0928456834212739e-07
1963,2.909723983979262e-08,1.7070380664563345e-07
1964,1.5818317766758128e-08,2.2328164206442125e-07
1965,2.0246560483716536e-08,1.6963335003339353e-07
1966,2.6587558044077753e-08,1.4789329760844794e-07
1967,2.6623812321435736e-08,1.7108264316334498e-07
1968,2.739763593773148e-08,1.8908860788258153e-07
1969,2.2254613013528157e-08,1.580531678868624e-07
1970,1.7475154934221138e-08,1.6647385159274108e-07
1971,3.031654538521167e-08,1.6648407452635183e-07
1972,1.7955514186596133e-08,1.3697491851871746e-07
1973,1.874489308217875e-08,1.433432998965145e-07
1974,1.912694408412463e-08,1.406392957647995e-07
1975,1.599214449754527e-08,1.3193518633158874e-07
1976,2.6853576695629044e-08,1.3141111487868784e-07
1977,1.7630345960917282e-08,1.5808542830342276e-07
1978,1.960395146216598e-08,1.3663360398652458e-07
1979,2.516348518444289e-08,1.480549203236592e-07
1980,2.7857238960038444e-08,1.3303252188734405e-07
1981,2.277197902467165e-08,1.6572939287584632e-07
1982,2.234700813286139e-08,1.6263655489012763e-07
1983,1.894594792162252e-08,1.8819642377820855e-07
1984,1.7397025819931855e-08,1.8962757586393764e-07
1985,1.5038895018193443e-08,1.431702862930706e-07
1986,2.997242681823664e-08,1.624505605590798e-07
1987,1.2221633705067347e-08,1.7782477179650868e-07
1988,2.458587039511073e-08,2.092797313224537e-07
1989,2.4696549916214394e-08,1.7726634560233379e-07
1990,2.2884334760497893e-08,1.5746601000898863e-07
1991,2.3445860197757185e-08,1.7408552110964592e-07
1992,1.597883780846132e-08,1.6144136338880344e-07
1993,2.5480353493811947e-08,1.6839190042361452e-07
1994,2.057221354379024e-08,1.6088526333390973e-07
1995,2.5485519195012074e-08,1.7297617560529943e-07
1996,3.790045388640806e-08,1.414594485993348e-07
1997,3.883864541087689e-08,2.0282402957150225e-07
1998,3.57609694079386e-08,2.0789043375657457e-07
1999,2.650716651730889e-08,1.9743269596972368e-07
2000,3.269343362699573e-08,2.0146223889128123e-07
2001,2.4972906659259664e-08,1.8401089363351275e-07
2002,3.2421039075636315e-08,1.9846933696499036e-07
2003,3.3752075911941404e-08,2.0876283990389766e-07
2004,3.303593426595697e-08,2.0614423057452314e-07
2005,2.567137302733613e-08,2.1257697824239585e-07
2006,2.923701925006128e-08,2.3842582130839673e-07
2007,2.3567429785487093e-08,2.5724448171615677e-07
2008,2.895058937024686e-08,2.6651571971569865e-07
2009,2.6225058347151275e-08,2.827538203575841e-07
2010,2.2201827820644837e-08,4.832440154700635e-07
2011,1.682547645653898e-08,5.162362199939707e-07
2012,1.3276585830723775e-08,6.134463532703194e-07
2013,1.2829975026829032e-08,7.070431777833619e-07
2014,8.878325241656881e-09,8.107426552328434e-07
2015,1.063956189817361e-08,7.61836979279451e-07
2016,1.4085112853834403e-08,7.982944509876688e-07
2017,2.3923463543518153e-07,1.1239751245284424e-06
2018,1.8070266671887936e-08,1.2367806903057499e-06
2019,1.4795728808802977e-08,1.2147804113737948e-06
