year,premier_ADJ air_NOUN,premier_ADJ nerf_NOUN
1948,2.8266908813634473e-08,6.631851334759631e-08
1949,1.47255123650325e-08,5.301184358152966e-08
1950,2.446133051670074e-08,2.5524867552917385e-08
1951,3.518262581270193e-08,1.8230997511636815e-07
1952,6.326882240337284e-09,4.428817490520487e-08
1953,1.508335811806205e-08,3.232148326759443e-09
1954,2.14995790059902e-08,3.127211556375187e-08
1955,2.5341142073642686e-08,2.3464020060259827e-08
1956,2.8779766569897447e-08,2.4419196664737797e-08
1957,3.534015063921814e-08,8.835037590415595e-09
1958,2.316228225884842e-08,2.9780077070995503e-08
1959,3.875374032791257e-08,4.650448914844674e-09
1960,1.9378332827280076e-08,2.076250060767393e-09
1961,2.570818935510033e-08,8.33779090214648e-09
1962,5.5175021440589944e-08,3.805173953708163e-09
1963,2.3277792138287623e-08,1.0345685197421517e-08
1964,2.068549243006146e-08,5.475571551727398e-09
1965,3.0096239556076654e-08,7.660860668057268e-09
1966,2.326411452369115e-08,8.30861190959098e-09
1967,2.5637745704187864e-08,1.0846738618397467e-08
1968,7.904891569099348e-08,1.0779397818794223e-08
1969,3.179230420591317e-08,8.175164073476182e-09
1970,4.736686776141141e-08,1.103694025061941e-08
1971,4.162101996385559e-08,7.707596338946132e-09
1972,8.823852787331887e-08,5.643161493651405e-09
1973,2.811733906815661e-08,5.513203671370093e-09
1974,1.743927158237568e-08,9.00091468025721e-09
1975,1.6563292959403952e-08,9.709516746170266e-09
1976,2.171140239815017e-08,3.4281160132820787e-09
1977,2.762087475405295e-08,1.7630346071939584e-09
1978,4.45544342531079e-08,5.346532105932056e-09
1979,3.160065631391262e-08,1.1703946700691858e-09
1980,5.173487238607777e-08,9.096241093686785e-09
1981,3.415796712147312e-08,1.8344094243616382e-08
1982,2.4830009937026887e-08,1.2415004579935385e-09
1983,5.368018685114606e-08,3.157658134966823e-09
1984,9.046453453009917e-08,4.639206796497319e-09
1985,5.17338007988144e-08,0.0
1986,4.495864214248968e-08,5.994485463567401e-10
1987,7.210763969256462e-08,0.0
1988,1.9188972188999287e-08,1.1993107618124554e-09
1989,3.731922948446709e-08,5.488122178931576e-10
1990,4.03200163812123e-08,2.179460389939436e-09
1991,6.740684721506796e-08,1.1722930626234529e-08
1992,2.810071492165278e-08,2.2039776670368383e-09
1993,2.326467135604915e-08,2.7696036575264316e-09
1994,2.373717028492095e-08,3.6924485691258724e-09
1995,4.880205639601343e-08,5.422450821690461e-10
1996,5.284711224184946e-08,6.4057104065540216e-09
1997,2.7810387548399262e-08,2.876936688878118e-09
1998,3.814503424237614e-08,2.3840646123929332e-09
1999,3.564756798080104e-08,0.0
2000,4.5947528004575133e-08,4.859834756842929e-09
2001,3.8992785694746956e-08,3.943090742808408e-09
2002,3.461165060114624e-08,1.4896152755738967e-08
2003,4.625284466541757e-08,1.2500768864498468e-08
2004,5.15360573938306e-08,3.964312211834908e-09
2005,4.8640496297380764e-08,5.404499625605297e-09
2006,4.941467945940303e-08,4.941467679486777e-09
2007,5.392547294813532e-08,3.595031605740928e-09
2008,1.345351007264739e-07,4.257439734089985e-09
2009,4.2436912872645394e-08,2.050322778224256e-08
2010,4.6293173294742473e-08,7.0856894796023084e-09
2011,1.5678285225639854e-08,6.500752380844688e-09
2012,3.165954887140998e-08,7.148930780687124e-09
2013,2.0081699858565116e-08,2.2313000891394097e-09
2014,3.8328378526575335e-08,9.527958783062118e-09
2015,2.637724778875583e-08,7.314698985405599e-09
2016,2.112766767092822e-08,1.657072062899445e-09
2017,3.3960754791673153e-08,3.270294840485022e-09
2018,2.6330960967158035e-08,2.8396134332808742e-09
2019,2.2193593407493495e-08,4.081580573522814e-09
