year,long_ADJ avant_NOUN
1993,1.717154241021035e-08
1994,1.9517228611043436e-08
1995,1.9520822291951845e-08
1996,2.081855932090093e-08
1997,1.8700088810774673e-08
1998,2.0502954778400806e-08
1999,3.199140929943667e-08
2000,2.7833598870152798e-08
2001,1.796296800193886e-08
2002,2.541108479192644e-08
2003,3.041853702256958e-08
2004,1.761916479381398e-08
2005,2.0266872624574717e-08
2006,2.3060183096390574e-08
2007,2.99585952712178e-08
2008,2.341591825993916e-08
2009,3.1946890910461434e-08
2010,3.920748170571642e-08
2011,3.823971894689748e-08
2012,3.744677812278496e-08
2013,2.872798848807534e-08
2014,4.634052688801127e-08
2015,3.5686863797401713e-08
2016,3.976972751118524e-08
2017,4.7293494148670234e-08
2018,3.872199982879465e-08
2019,4.821366744733879e-08
