year,premier_ADJ an_NOUN,premier_ADJ sang_NOUN
1865,2.9653119071326728e-08,2.3157674888807378e-07
1866,2.8220555337021835e-08,9.487945362707251e-08
1867,6.454239098729886e-08,7.861554252031056e-08
1868,2.321740844024589e-08,1.6696773741387005e-07
1869,6.641585770239544e-08,1.484589802203118e-07
1870,2.6376625328339287e-08,1.1066714478147333e-07
1871,4.885741633486873e-08,1.614418891904279e-07
1872,5.1402382683640724e-08,1.1610891448299299e-07
1873,1.9155214303623325e-08,2.0472135986437934e-07
1874,5.0784177918483664e-08,1.1530995891462226e-07
1875,2.345826111138649e-08,1.9109900506464328e-07
1876,2.2974857127877613e-08,1.571963821334066e-07
1877,3.277952487223956e-08,4.5458398290065816e-07
1878,7.005343150012777e-08,9.179414917070972e-08
1879,3.848874796652524e-08,1.2829582374251913e-07
1880,2.9522093214495726e-08,7.637237331437063e-08
1881,3.834879080955034e-08,7.460582907015123e-08
1882,4.4591080827771634e-08,6.122954232523625e-08
1883,2.0853818505361943e-08,6.003372021723408e-08
1884,2.3766109080725073e-08,1.1486952899986136e-07
1885,4.060750313783501e-08,1.1795513188417317e-07
1886,3.549404986591398e-08,8.002295004416737e-08
1887,1.958677409152898e-08,7.573552807116357e-08
1888,1.1413106459912115e-08,6.78445744028977e-08
1889,2.3181005281980305e-08,8.207329216247672e-08
1890,2.4906668727453507e-08,5.440140782297931e-08
1891,2.677172439291553e-08,7.904032628403002e-08
1892,3.384996816180319e-08,7.835640758457885e-08
1893,2.0938616174248637e-08,1.0530892069482434e-07
1894,2.5836310868498913e-08,8.255016581415475e-08
1895,3.1898657715245804e-08,4.754705429377282e-08
1896,3.125425251937486e-08,1.1086414275496281e-07
1897,3.088158351260972e-08,3.8456310136325556e-08
1898,1.0750873968845553e-08,1.0807458039607809e-07
1899,2.5979618456517528e-08,5.9145087050183065e-08
1900,3.166542283938867e-08,6.436906119233754e-08
1901,1.117747761014698e-08,3.073806453812722e-08
1902,1.178468167495339e-08,3.093478895266344e-08
1903,1.3500550899436803e-08,5.508224631967096e-08
1904,2.8485513503540005e-08,6.71828175313749e-08
1905,2.11591113519205e-08,2.2707340008309984e-08
1906,2.0576738535282857e-08,2.36632491379396e-08
1907,1.6457098794830927e-08,3.857132568896304e-08
1908,1.6698723515062852e-08,4.518478036175111e-08
1909,1.1001967337165297e-08,4.0707277548790444e-08
1910,1.2825961626106164e-08,5.9320072409718705e-08
1911,1.276889793899727e-08,4.203095471666529e-08
1912,1.041884239993962e-08,5.678269232589628e-08
1913,1.590896836489719e-08,3.446943352969356e-08
1914,1.6072185360371805e-08,4.419850796466562e-08
1915,4.712304768617059e-09,6.125996065975414e-08
1916,1.3184954461564757e-08,6.482602543655958e-08
1917,1.3159709433274713e-08,8.005489604556715e-08
1918,5.743188147278033e-09,8.155327435588333e-08
1919,1.1970202606903513e-08,8.01082791213048e-08
1920,1.2872794385998532e-08,3.558949046578164e-08
1921,1.6660043622440668e-08,6.66401760440749e-08
1922,1.1066902949607993e-08,5.3121134158118366e-08
1923,2.5478275489376756e-08,6.263409346729532e-08
1924,1.675911143195208e-08,4.2542360745301266e-08
1925,3.1894715091240755e-08,4.3992713472107425e-08
1926,1.114613823460786e-08,6.35329868714507e-08
1927,1.1149224654616319e-08,3.4562596340492746e-08
1928,9.140832868403947e-09,3.999114284169991e-08
1929,1.4482528065684619e-08,5.570203143179242e-08
1930,9.453243188239924e-09,5.146765857944047e-08
1931,5.1324104077821175e-08,3.5356606531422585e-08
1932,1.8631212128639163e-08,3.835837958376942e-08
1933,2.523545639121494e-08,3.326492148403304e-08
1934,2.3963160344919743e-08,2.2765002327673756e-08
1935,2.752705352548901e-08,6.343190506186147e-08
1936,6.0623572828433225e-09,5.8198629915295896e-08
1937,2.2664012888640173e-08,4.5328025777280345e-08
1938,1.2965214679638848e-08,5.575042294481136e-08
1939,4.282334131744392e-08,1.988226472349197e-08
1940,2.7893612752905028e-08,4.057252667166722e-08
1941,7.969057236323351e-08,3.836953510472085e-08
1942,9.102635090130207e-09,3.3376331032286544e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,9.639558484764166e-09,4.177142187700156e-08
1945,4.357008087652048e-09,3.921307367704685e-08
1946,1.6705325123211878e-08,2.227376683094917e-08
1947,1.9073394197377525e-08,3.337843779149807e-08
1948,2.717971980814582e-08,5.870819563824625e-08
1949,2.0615717910565934e-08,1.47255123650325e-08
1950,9.571825110299415e-09,3.084254984742074e-08
1951,3.1984206394497505e-09,4.051332780363737e-08
1952,1.4762725264461096e-08,3.1634410646574906e-08
1953,8.619061908632375e-09,3.124409886368085e-08
1954,4.886268278880834e-09,3.420387528763058e-08
1955,4.6928039232341234e-09,4.5050917663047585e-08
1956,7.849027428008526e-09,3.314033847345854e-08
1957,1.2369053004057662e-08,3.799066305987253e-08
1958,1.2408365002158916e-08,4.218844296133284e-08
1959,6.975673150222406e-09,3.022791617013354e-08
1960,1.591791637389761e-08,4.6369581951921646e-08
1961,9.72742331128984e-09,3.821487482014163e-08
1962,1.6489087428794846e-08,5.45408234131628e-08
1963,1.2932106940866106e-08,3.9442923593924206e-08
1964,1.2776333768727e-08,2.494427064902993e-08
1965,2.637524995074969e-07,3.8851506900527966e-08
1966,2.1048483844765542e-08,3.7665706997813686e-08
1967,2.4651678420806178e-08,6.45873967641819e-08
1968,1.4372530721118437e-08,5.6591840547071115e-08
1969,1.8893712194767431e-07,3.860494146579185e-08
1970,1.5175792539290356e-08,4.322801672174137e-08
1971,1.849823050292798e-08,3.853797991837382e-08
1972,1.5903454553267693e-08,4.514529194921124e-08
1973,9.372446041489013e-09,3.3630541906859435e-08
1974,1.5751600079827455e-08,3.037808582462276e-08
1975,9.138368284311582e-09,2.9699696924012642e-08
1976,1.2569759400005154e-08,2.9138986334942274e-08
1977,1.704266772151186e-08,4.818961230057539e-08
1978,1.9009891771837317e-08,3.683166482915112e-08
1979,1.6385525825057812e-08,2.925986741786346e-08
1980,1.3644362084619388e-08,6.139962493989515e-08
1981,1.0753433810073432e-08,4.048351698315855e-08
1982,1.6760255960868164e-08,4.159026545380584e-08
1983,6.946847541655643e-09,4.673333720006667e-08
1984,1.3917620222958504e-08,4.5232265932781957e-08
1985,9.02333674446254e-09,4.1507352221969995e-08
1986,7.1933827783254856e-09,5.2152024920815165e-08
1987,7.332980445085013e-09,3.972030881982391e-08
1988,1.3792074093910145e-08,6.236415828198005e-08
1989,7.134558721588746e-09,4.774666351181622e-08
1990,9.262707045820662e-09,4.35892069106103e-08
1991,7.033758464558559e-09,6.740685165596005e-08
1992,1.8733810946969243e-08,4.573253775674857e-08
1993,9.416652346772025e-09,5.594599628011565e-08
1994,1.0549853435293244e-08,4.325439917352014e-08
1995,1.0302656505700725e-08,5.042879180905402e-08
1996,1.0676184380997711e-08,6.298948562744044e-08
1997,2.4933450859521145e-08,4.890792482115103e-08
1998,1.668845261981744e-08,3.9575471788566574e-08
1999,1.2339542720951613e-08,4.20458512451205e-08
2000,1.0161472663305915e-08,5.920162138295382e-08
2001,1.1829271784336015e-08,4.2935877075933604e-08
2002,8.762442660348313e-09,6.002273522653923e-08
2003,2.0417921575699438e-08,1.2042407604440086e-07
2004,7.047666006343434e-09,4.713126600108808e-08
2005,9.007498746882447e-09,3.467887310648621e-08
2006,1.1941880373456115e-08,5.188541152278958e-08
2007,1.2782334302130494e-08,5.152878657099791e-08
2008,4.683183701947868e-09,5.577246042776096e-08
2009,7.15228898329201e-09,5.3403756083980625e-08
2010,6.613310454817167e-09,6.093692661579553e-08
2011,1.1471915639660324e-09,6.233074145711726e-08
2012,5.1063788752969685e-09,9.463822436828195e-08
2013,4.741512571460049e-09,8.72996110956592e-08
2014,6.279790909502481e-09,9.289760072306308e-08
2015,3.103205609145121e-09,1.0528733440651195e-07
2016,3.5212781579474495e-09,1.1102382302397018e-07
2017,1.509366853724714e-09,7.949331859435915e-08
2018,5.421079862788503e-09,7.434623938706864e-08
2019,4.846876733299865e-09,8.979476717740908e-08
