year,dernier_ADJ antre_NOUN,dernier_ADJ centre_NOUN
2008,0.0,2.8950589481269162e-08
2009,0.0,1.8595951001287858e-08
2010,0.0,1.842279218067233e-08
2011,0.0,1.4913490858914358e-08
2012,0.0,1.5659562868641785e-08
2013,0.0,1.6176926076472142e-08
2014,0.0,1.1909948097188483e-08
2015,2.2165753954528356e-10,1.7067630864175953e-08
2016,2.0713400439298368e-10,1.864206047863526e-08
2017,0.0,1.4842107098900215e-08
2018,5.162933414126769e-10,9.809573597863164e-09
2019,0.0,1.4285531590996214e-08
