year,dernier_ADJ salut_NOUN
1893,4.680396537004583e-08
1894,5.797416324782034e-08
1895,7.041778982141977e-08
1896,4.9535042734305534e-08
1897,7.050323347357335e-08
1898,5.205686404163856e-08
1899,4.8089930260175606e-08
1900,5.5025161871391504e-08
1901,6.762373772062347e-08
1902,5.8432377159078897e-08
1903,5.94024243127933e-08
1904,8.653146554848945e-08
1905,5.4187971110231103e-08
1906,6.430230570231288e-08
1907,5.297128780057392e-08
1908,5.6480974564010467e-08
1909,7.206288188399412e-08
1910,6.787071527014632e-08
1911,4.62872549178428e-08
1912,4.428008182344456e-08
1913,6.257528145647839e-08
1914,4.68772043404897e-08
1915,1.2723222653221455e-07
1916,7.801097723358907e-08
1917,3.728584163642523e-08
1918,1.045260242804602e-07
1919,9.207848350456516e-08
1920,5.982062845077962e-08
1921,3.862101038976107e-08
1922,4.426761179843197e-08
1923,4.140219900250486e-08
1924,4.2542360745301266e-08
1925,5.059161689580094e-08
1926,4.681378129589575e-08
1927,5.797597069090443e-08
1928,6.969885102403595e-08
1929,5.458799279267623e-08
1930,4.2014415058133636e-08
1931,5.1324104965999595e-08
1932,4.164623845781534e-08
1933,5.735331143341682e-08
1934,4.193553060360955e-08
1935,4.4282650435434334e-08
1936,2.7886843056990074e-08
1937,7.176937089070634e-08
1938,3.241303758727554e-08
1939,3.976453122334078e-08
1940,3.550096039361961e-08
1941,4.427253941230447e-08
1942,5.158160121254696e-08
1943,3.774205836748479e-08
1944,3.855823393905666e-08
1945,5.8819608739213436e-08
1946,5.707652661612883e-08
1947,4.768348227379704e-08
1948,4.022598387720677e-08
1949,4.0249733768149554e-08
1950,3.1906085995458966e-08
1951,2.4521223385143287e-08
1952,2.1089608281954497e-08
1953,4.525007413214155e-08
1954,3.12721171180641e-08
1955,3.754243138587299e-08
1956,4.273359266449006e-08
1957,4.4175187952077977e-08
1958,3.391619785020339e-08
1959,2.4027318135111386e-08
1960,4.36012490556692e-08
1961,2.36237411854745e-08
1962,3.6783347923119436e-08
1963,3.879632060055371e-08
1964,3.6503811473576064e-08
1965,3.447387442179206e-08
1966,4.098915407091397e-08
1967,4.683818705109033e-08
1968,3.413475968550017e-08
1969,3.587988572917311e-08
1970,3.678980178833946e-08
1971,2.671966659040237e-08
1972,4.258021912839638e-08
1973,2.9771300091852027e-08
1974,2.5315072704756858e-08
1975,2.341706828445922e-08
1976,1.0227213564917292e-07
1977,2.9971587878208084e-08
1978,3.386137159555602e-08
1979,3.2771051650115623e-08
1980,3.06998135801706e-08
1981,3.41579685092519e-08
1982,5.152226967286566e-08
1983,2.5892796129411977e-08
1984,3.711365492709007e-08
1985,2.707001067747683e-08
1986,3.4768015355624016e-08
1987,3.177624918748734e-08
1988,2.4585871005733395e-08
1989,4.061210390204906e-08
1990,3.977515050657132e-08
1991,3.282420335537495e-08
1992,3.636563100650747e-08
1993,4.2097975327948234e-08
1994,4.6419355248517036e-08
1995,4.121062779915974e-08
1996,4.217092741676254e-08
1997,3.116681412951294e-08
1998,3.766821965456302e-08
1999,3.244842838867612e-08
2000,2.5182780416521666e-08
2001,3.9430904319459614e-08
2002,4.0307238213799224e-08
2003,3.291869110633172e-08
2004,3.655976854588516e-08
2005,4.638862227679397e-08
2006,3.500206258166827e-08
2007,5.272712827464332e-08
2008,4.768332440008294e-08
2009,5.3880577333131896e-08
2010,7.085689529562345e-08
2011,6.041875599827051e-08
2012,7.897866538542075e-08
2013,8.618396507564796e-08
2014,9.744503481901035e-08
2015,9.265285499937548e-08
2016,1.02738465845853e-07
2017,8.829795561382525e-08
2018,1.1177750502966433e-07
2019,9.08151611689334e-08
