year,grands_ADJ airs_NOUN,grands_ADJ nerfs_NOUN
1858,4.0519637423130916e-07,1.663849857891364e-08
1859,4.297794191643334e-07,3.8700517901446574e-08
1860,3.80363985641452e-07,3.982150076353719e-08
1861,3.107820134573558e-07,2.169343282787395e-08
1862,3.162590473948512e-07,1.8071945051545413e-09
1863,3.636083931723988e-07,1.0988165932701577e-08
1864,4.2193605054308136e-07,1.4384183844029508e-09
1865,4.0431794445794367e-07,2.3534221238463715e-09
1866,3.7173282407820807e-07,2.4814626131686168e-08
1867,3.891954918344709e-07,8.249779526181555e-09
1868,3.166459237036179e-07,2.9639243948054173e-08
1869,3.3061425597225025e-07,4.688178378842167e-08
1870,2.9587693006760674e-07,4.587239033071455e-09
1871,3.3669132903924037e-07,1.3807530230280918e-08
1872,2.8301548127274145e-07,2.6003558417642125e-08
1873,2.585954064215912e-07,4.908523720814628e-08
1874,3.142644402487349e-07,1.9118749250424116e-08
1875,2.6090162918990245e-07,1.3159512590732447e-08
1876,2.5876943254843354e-07,4.836811839936672e-09
1877,3.3274309885200637e-07,1.36065949618569e-08
1878,3.055778847738111e-07,3.0195443923020093e-09
1879,3.0180066801221983e-07,9.774920428640144e-09
1880,2.194903458985209e-07,2.5671385017744797e-09
1881,3.1376285392070713e-07,1.3247764218959901e-08
1882,3.414212699226482e-07,4.6587693702804245e-09
1883,2.9574505333584966e-07,2.5277355764075082e-09
1884,3.7959756582495174e-07,1.5844072720483382e-08
1885,2.9327642891985306e-07,1.4180398189012067e-08
1886,2.9879538487875834e-07,1.484296707765509e-08
1887,2.337355056170054e-07,2.546280519766242e-08
1888,2.612333389606647e-07,8.876860135842435e-09
1889,2.4935243914114835e-07,3.759081934617825e-09
1890,2.2547089884028537e-07,1.7041404731799048e-08
1891,2.530565268443752e-07,1.9122659011827636e-09
1892,2.2190533854882233e-07,6.268512375839919e-09
1893,2.407940939974651e-07,2.155445777418663e-08
1894,1.8337479446017824e-07,2.520615716150587e-09
1895,2.600041568712186e-07,0.0
1896,2.1347244683056488e-07,5.307326134129653e-09
1897,1.7713209388148243e-07,1.2236098356765979e-08
1898,2.1841249520093697e-07,1.7540900287826844e-08
1899,1.9678179796756012e-07,1.6582735185011188e-08
1900,1.5988443635706062e-07,7.786579381274805e-09
1901,1.4698383665745496e-07,1.956058603980182e-08
1902,1.6645861933284323e-07,7.856454153909453e-09
1903,2.0736845840474416e-07,7.560307935250421e-09
1904,1.4189009789333795e-07,1.0749250378694342e-08
1905,1.6307998862430395e-07,2.0643036169332163e-09
1906,1.6409948955242726e-07,8.745113966313056e-09
1907,1.5428530275585217e-07,2.057137349353866e-09
1908,1.8123026279681653e-07,4.911389073214423e-10
1909,1.9363461944976734e-07,3.850688656825696e-09
1910,2.201790039180196e-07,2.67207544979442e-09
1911,1.8887328678829363e-07,5.3203743632934675e-09
1912,1.7295278098572453e-07,6.251305251225858e-09
1913,1.7022597376126214e-07,5.302989602995467e-09
1914,2.2233189156395383e-07,2.0090231700464756e-09
1915,1.4372530188211385e-07,5.890381071793627e-09
1916,1.6151568615896394e-07,9.888715624128963e-09
1917,2.061687780496868e-07,9.869782324756216e-09
1918,1.918224796781942e-07,8.040463406189247e-09
1919,1.7679069230780442e-07,3.6831393490643904e-09
1920,1.809763432447653e-07,9.086678076641874e-09
1921,2.1279420536757243e-07,3.0290989716519334e-09
1922,1.9920425131658703e-07,7.377935595798135e-09
1923,1.8471749285708938e-07,4.246379248229459e-09
1924,2.3591672970724176e-07,1.0313299436681689e-08
1925,2.2656246301266947e-07,5.499089184013428e-09
1926,2.0397433786456531e-07,1.0031524944054127e-08
1927,2.675813846053643e-07,4.4596899506643695e-09
1928,2.4565989065195026e-07,1.5996457491951332e-08
1929,2.2169407998262614e-07,4.4561625500705304e-09
1930,2.016691951212124e-07,6.302162347537887e-09
1931,1.4712910001435375e-07,3.4216069977333063e-09
1932,1.8412021063340944e-07,1.753525857850491e-08
1933,2.064719240024715e-07,1.605892663292252e-08
1934,1.4377896206951846e-07,3.5944740517379614e-09
1935,1.8311475002974476e-07,5.98414207075848e-09
1936,2.133949692506576e-07,1.091224355320719e-08
1937,1.561298716978854e-07,3.777335333410292e-09
1938,1.8410604241125839e-07,3.8895642262559704e-09
1939,1.3611705185212486e-07,1.5294050470515685e-09
1940,9.128818589942966e-08,5.0715658339584024e-09
1941,2.095566884463551e-07,5.9030051957620344e-09
1942,1.8205270180260413e-07,0.0
1943,1.7129087837020052e-07,1.4516175816936538e-08
1944,2.217098398205053e-07,3.2131861615880553e-09
1945,2.2220741868750338e-07,2.178504043826024e-09
1946,2.0603233963356615e-07,8.352662561605939e-09
1947,2.0980732529096713e-07,2.3841741914054637e-09
1948,2.272224577382076e-07,1.3046265401328583e-08
1949,1.6688913717644027e-07,2.945102384188658e-09
1950,1.744199238373767e-07,5.317680518146517e-09
1951,2.260217115690466e-07,8.529121409139861e-09
1952,1.9191543287888635e-07,4.2179215675730575e-09
1953,2.1978607378514425e-07,3.232148326759443e-09
1954,1.9935973227802606e-07,1.9545072227344917e-09
1955,2.2337746941047953e-07,1.1262729415761896e-08
1956,2.4244772589554486e-07,6.104799332717903e-09
1957,1.8995331174664898e-07,0.0
1958,2.33277262395859e-07,6.617794756635931e-09
1959,1.5734018177226972e-07,7.750747821333448e-10
1960,2.2285082934558886e-07,0.0
1961,2.36237411854745e-07,2.779263708063695e-09
1962,2.2070008753871662e-07,4.43936931660005e-09
1963,2.0368067055187566e-07,2.5864211883330768e-09
1964,2.0989691051909176e-07,1.8251904432275978e-09
1965,2.1122087900948827e-07,2.188817349590977e-09
1966,2.1823954909905297e-07,2.215629901769489e-09
1967,1.7502691207482712e-07,2.9582012395223956e-09
1968,2.2771477858896105e-07,2.6948494546985557e-09
1969,1.7531185392272164e-07,4.995933444718048e-09
1970,1.8164963933031686e-07,1.3796175313274261e-09
1971,1.9268991025001014e-07,5.138397485282553e-10
1972,2.195702819562939e-07,5.130146862875051e-10
1973,1.5492102534153673e-07,3.3079223804577396e-09
1974,1.2995070619581384e-07,6.1881286761433785e-09
1975,1.4164470485411584e-07,0.0
1976,1.3769599149782152e-07,1.542652228181396e-08
1977,1.5749775172935188e-07,8.22749424145286e-09
1978,1.770296194081311e-07,1.1881182704343018e-09
1979,2.0481907370140107e-07,0.0
1980,1.6259531321338727e-07,2.8425752862659692e-09
1981,1.903990352047913e-07,6.325549528618524e-10
1982,1.7877606239835586e-07,1.1173503899897241e-08
1983,2.2419372669446602e-07,1.2630632095778083e-09
1984,1.8208886842785432e-07,1.1598016991243298e-09
1985,1.8467763140961324e-07,6.015558051686298e-10
1986,1.810334566698657e-07,0.0
1987,1.9799045958279748e-07,0.0
1988,2.044824896074715e-07,1.798966087207532e-09
1989,1.5531385599842906e-07,2.1952488715726304e-09
1990,2.010552151432421e-07,1.089730194969718e-09
1991,1.641210189973208e-07,5.861465202094962e-10
1992,2.0552091939407546e-07,5.509944167592096e-10
1993,1.678379817349196e-07,1.661762283333701e-09
1994,1.8989736361163523e-07,5.274926606624319e-10
1995,1.908702671471474e-07,5.422450821690461e-10
1996,1.804275200356642e-07,1.067618438099771e-09
1997,1.7069824309601245e-07,9.58978896292706e-10
1998,1.8166572601785447e-07,4.768129224785866e-10
1999,1.5447280077296455e-07,3.656160929565999e-09
2000,1.7672125807166594e-07,1.3254094488601709e-09
2001,1.6429544302809518e-07,8.762423564512289e-10
2002,2.2431854063142964e-07,3.9430991805033955e-09
2003,1.875115316352094e-07,3.333538334260311e-09
2004,1.9028698261536192e-07,4.404791253964646e-10
2005,1.8600485418573953e-07,1.3511248786457486e-09
2006,1.9848229726449063e-07,1.6471559671771274e-09
2007,2.3407649507589667e-07,3.1955835755326234e-09
2008,2.954663216314657e-07,4.257439678578834e-10
2009,2.8418426722964796e-07,4.76819250749827e-10
2010,3.40113103902695e-07,9.447586046817946e-10
2011,3.793380187744333e-07,1.911985902935953e-09
2012,4.6263795638878946e-07,3.063827413996023e-09
2013,4.805662570106506e-07,2.789125042035323e-10
2014,5.755753136327257e-07,2.3819897165822113e-09
2015,5.06930803112482e-07,2.438232948875907e-09
2016,5.350271408133267e-07,2.6927420293532123e-09
2017,4.311757777486491e-07,1.2578056374223934e-09
2018,5.137118819220632e-07,2.323319980845895e-09
2019,4.859631417275523e-07,7.65296326310505e-10
