year,deux_DET airs_NOUN,deux_DET nerfs_NOUN
1871,2.1242353653860846e-08,1.4975859485844012e-07
1872,5.019291648977742e-08,7.438227589418034e-08
1873,6.105724315030869e-08,1.0116347493038802e-07
1874,4.779687134970345e-08,1.475728508282259e-07
1875,5.893172794202428e-08,4.8632981530793984e-08
1876,6.287855258690911e-08,9.069022355312484e-08
1877,7.050690165044671e-08,1.107082070461729e-07
1878,1.316521327510145e-07,1.3587948899385083e-07
1879,3.6655949942066e-08,6.781351180595863e-08
1880,5.005920211686998e-08,6.738738389522325e-08
1881,9.41288524902717e-08,9.064260098057275e-08
1882,7.587138917131142e-08,1.7503662741447101e-07
1883,7.140853064413477e-08,1.0553296014848002e-07
1884,4.291103117282091e-08,1.6966361560122323e-07
1885,4.318576085626802e-08,2.784514561149365e-07
1886,4.9046325889534614e-08,2.3297004325684156e-07
1887,5.35371814103236e-08,7.325453168505192e-07
1888,4.755461202599065e-08,1.3505509355304923e-07
1889,5.889228527067303e-08,1.1653154396995546e-07
1890,2.9494738484903138e-08,1.6844772599000635e-07
1891,4.653180718516836e-08,1.1664822352486226e-07
1892,2.820830502514582e-08,9.152028379588728e-08
1893,5.4194064402768305e-08,1.3117427521969205e-07
1894,4.2850465620247746e-08,1.4241479284748948e-07
1895,6.43991759918805e-08,7.16215131646436e-08
1896,4.0099797649073565e-08,1.2619641531763648e-07
1897,4.3700353113962365e-08,1.2585701947287475e-07
1898,4.413516951906615e-08,1.5503892880630588e-07
1899,4.5878900678530954e-08,1.2160672646643889e-07
1900,4.412395127051383e-08,9.914911291986073e-08
1901,3.5767929285057676e-08,1.1792239051899855e-07
1902,2.995273185035785e-08,5.548620940487581e-08
1903,4.6981915247101824e-08,7.344299568501356e-08
1904,4.568431410945095e-08,6.127072804673617e-08
1905,4.4898605056076235e-08,7.431492932141737e-08
1906,3.9610220603503166e-08,6.481672309988085e-08
1907,7.611407992769159e-08,5.7599844893729824e-08
1908,6.041008471235898e-08,6.630375026794866e-08
1909,3.960708294670212e-08,4.2907673414305236e-08
1910,5.0235016701982715e-08,5.451033846526343e-08
1911,3.724261854465283e-08,5.1607629947270084e-08
1912,6.668059038261731e-08,7.084812914115446e-08
1913,7.848425115364321e-08,4.2954215795365513e-08
1914,8.906668824693043e-08,5.022557614253742e-08
1915,2.8273827723523937e-08,3.062998021885477e-08
1916,1.0987461607214755e-08,4.5048592633989415e-08
1917,3.947912752266802e-08,7.457168327285046e-08
1918,1.8378202071289707e-08,5.398596858441351e-08
1919,5.5247090680055067e-08,1.749491218561161e-08
1920,7.04217537617069e-08,6.057785428836837e-08
1921,6.739745078698789e-08,8.86011450873525e-08
1922,5.459672369756419e-08,4.8694374199520496e-08
1923,7.006525715169687e-08,3.927900982247934e-08
1924,3.867487285980076e-08,3.609654797287476e-08
1925,5.27912540349007e-08,7.588742434450069e-08
1926,3.901148493135054e-08,4.681377996362812e-08
1927,6.801026863900717e-08,7.135503765631768e-08
1928,1.0626218438503088e-07,6.398582774735928e-08
1929,6.01581959802644e-08,1.1697426760548524e-07
1930,9.348206830850359e-08,6.617270109643414e-08
1931,7.185374428786417e-08,6.50105320687544e-08
1932,7.342889585260082e-08,5.9181499034721696e-08
1933,7.341223895451776e-08,7.570636961773403e-08
1934,7.7880272897346e-08,5.751158305145054e-08
1935,6.582556189016486e-08,5.8644593181611526e-08
1936,1.0790995830234351e-07,5.334874586537808e-08
1937,3.147779614742774e-08,5.540091929656654e-08
1938,7.779128574636474e-08,4.019216603978748e-08
1939,4.129393449403551e-08,8.564667997035258e-08
1940,2.02862628917444e-08,2.028626333583361e-08
1941,1.0330259003765718e-07,8.264207540520374e-08
1942,6.675265851185941e-08,1.0923162108156248e-07
1943,4.0645293575281016e-08,6.096794002985462e-08
1944,5.7837349132228155e-08,2.8918675454292497e-08
1945,7.189063611079405e-08,2.6142049414090707e-08
1946,1.238978297735116e-07,5.707652928066409e-08
1947,6.198852764427443e-08,5.483600662437027e-08
1948,7.284165093324191e-08,2.739715680988297e-07
1949,4.613993886959378e-08,1.3056620895568471e-07
1950,1.0635361658017928e-07,1.1060775628735087e-07
1951,5.330700991734716e-08,1.0874629818857784e-07
1952,3.2688891704601986e-08,1.486817318152589e-07
1953,7.649417432809003e-08,6.033343513678346e-08
1954,5.374894862519852e-08,5.179444229064245e-08
1955,6.100644922568677e-08,4.411235599022234e-08
1956,8.28508484040924e-08,4.883839443969862e-08
1957,4.770920514207688e-08,5.831124960664624e-08
1958,5.2115132875840686e-08,2.729840264947825e-08
1959,5.8905684330312624e-08,2.0151944668533872e-08
1960,4.083291726963978e-08,2.422291700554524e-08
1961,4.655266566677696e-08,4.794229901960989e-08
1962,4.5027890527293835e-08,1.585489073363533e-08
1963,6.724695289506144e-08,5.560805904636368e-08
1964,2.5552667426431697e-08,2.981144531233326e-08
1965,5.6909250478742734e-08,3.556828187534222e-08
1966,4.7636043665200134e-08,2.8249281136538684e-08
1967,9.909974391097975e-08,4.0921784849601295e-08
1968,1.0914140513573756e-07,2.919420383218352e-08
1969,5.6317797758609345e-08,3.406318194176805e-08
1970,7.128024118174814e-08,3.5870054704290055e-08
1971,6.320229040124303e-08,1.747055144996068e-08
1972,1.9699764414182752e-07,3.5911028817281476e-08
1973,6.009392056194329e-08,4.024638888822096e-08
1974,3.206575832637171e-08,1.9689501584707614e-08
1975,4.169380662943922e-08,2.227477224892027e-08
1976,5.5421210287676104e-08,9.712995741040231e-09
1977,5.230335708983347e-08,5.876782005476144e-09
1978,7.12870956709466e-08,1.4257419245211622e-08
1979,5.091216703778656e-08,1.3459538594773335e-08
1980,4.832377969998802e-08,1.5349907178663358e-08
1981,6.768338045581856e-08,1.2651099057237047e-08
1982,6.021277043632978e-08,8.690503427999374e-09
1983,5.999550367619122e-08,1.5788289231544184e-08
1984,5.972978722734723e-08,1.3917620222958504e-08
1985,5.594469065783869e-08,9.624893104742682e-09
1986,4.6756987059914934e-08,7.79283104712647e-09
1987,6.355249421163833e-08,7.94406213033838e-09
1988,6.296381349635283e-08,1.499138491123375e-08
1989,5.707646888453155e-08,7.134558721588746e-09
1990,5.775569966726124e-08,1.253189690908485e-08
1991,9.319729549206457e-08,1.9342835166913375e-08
1992,5.234446837087958e-08,1.2672871640972971e-08
1993,8.69655588653373e-08,7.754890507527534e-09
1994,6.22441331254997e-08,1.1077346151466827e-08
1995,8.892819269856744e-08,7.591431205877797e-09
1996,5.2313302134621154e-08,1.1209993600047596e-08
1997,4.986690405051064e-08,2.2536004173900892e-08
1998,3.671459680720801e-08,9.536258560594035e-09
1999,6.261175472532798e-08,9.597422412355172e-09
2000,6.847948741395271e-08,7.95245647111642e-09
2001,6.440381200567558e-08,6.133696300869573e-09
2002,3.943099197156741e-08,1.0953053353190967e-08
2003,7.417122760422501e-08,8.750537738855257e-09
2004,5.197653624167131e-08,1.2333415400078707e-08
2005,5.854874474131577e-08,1.1259373988714572e-08
2006,6.7533397873909e-08,2.2236605001779708e-08
2007,4.673540981992019e-08,5.59227145147112e-09
2008,6.897052448606722e-08,1.4901038708492464e-08
2009,5.531103197675691e-08,1.811913130644882e-08
2010,5.3378861386566e-08,1.5116138118997924e-08
2011,4.053410118665113e-08,1.3766299156170447e-08
2012,4.4255286657524096e-08,1.80425401286044e-08
2013,3.709536461338203e-08,3.904775169871755e-09
2014,6.886115722082309e-08,8.661780626084692e-09
2015,4.8764659379973985e-08,1.2856136932803963e-08
2016,3.438424314716748e-08,1.0978102121805833e-08
2017,4.075290205296511e-08,8.30151736241902e-09
2018,3.1752039775234664e-08,7.744400343234759e-09
2019,2.90812607328661e-08,8.673358087296634e-09
