year,autres_ADJ ombres_NOUN,autres_ADJ nombres_NOUN
1852,2.6042181744401205e-08,2.5391128133378515e-07
1853,2.388772735173461e-08,1.779635709908689e-07
1854,2.8056588163849483e-08,2.1302224695318728e-07
1855,1.8043586180738203e-08,1.56023958197693e-07
1856,1.3978410762227611e-08,1.7447128186631744e-07
1857,3.3194261117586166e-08,1.1617991901857749e-07
1858,1.2723557318849998e-08,1.0178845855079999e-07
1859,2.953460587207246e-08,1.1202781280417184e-07
1860,1.968189086709593e-08,1.2449940811620763e-07
1861,9.431927239234028e-09,1.8297939163858246e-07
1862,1.2650361647104091e-08,1.1566044832989064e-07
1863,1.748117206545885e-08,1.3385583486069663e-07
1864,2.3973639073915365e-08,1.2082713851668814e-07
1865,2.5887643639865843e-08,1.1955384593420604e-07
1866,2.0922136301226857e-08,6.665889884516218e-08
1867,2.2808213984149006e-08,7.570385918143074e-08
1868,1.8277534152844055e-08,1.0917121784359551e-07
1869,1.7580668254524312e-08,1.4992403407632082e-07
1870,1.548193218070537e-08,9.289158953151855e-08
1871,2.6552942955504477e-08,5.2043770182308435e-08
1872,2.116568698085075e-08,8.405801565913862e-08
1873,1.1373408881354408e-08,1.4785430835217994e-07
1874,1.1351757200905865e-08,1.171023384927139e-07
1875,6.8658326801696035e-09,1.1156978274584617e-07
1876,4.0508297605157395e-08,1.1064206972832835e-07
1877,1.36065949618569e-08,1.3915835950228939e-07
1878,1.7513356931342372e-08,8.515115013096874e-08
1879,2.016077260691418e-08,1.5700966571330355e-07
1880,2.0537108014195837e-08,1.2899870682758774e-07
1881,1.743126887276958e-08,8.367008774712303e-08
1882,1.7304001564966143e-08,6.322616030729478e-08
1883,1.9589950994713945e-08,1.2449098107936152e-07
1884,2.178559910248623e-08,1.1486952899986136e-07
1885,1.6114089673724408e-08,1.0248560755599101e-07
1886,2.0651084398082276e-08,1.1874373484488387e-07
1887,1.3710741875172516e-08,1.214379921066211e-07
1888,2.282621380800265e-08,6.594239465584906e-08
1889,6.265136853755848e-09,9.02179664308278e-08
1890,1.4419650362640368e-08,8.127439343752485e-08
1891,2.2309769587280925e-08,1.0135009631540015e-07
1892,1.56712811616444e-08,8.149066133000815e-08
1893,1.970693297437265e-08,1.1516238629383224e-07
1894,1.071261657159539e-08,1.4934647651898558e-07
1895,1.3842813118003505e-08,1.1555739831692335e-07
1896,1.8280790214930676e-08,2.1819006690293463e-07
1897,4.078699333831537e-08,1.0138481343346939e-07
1898,2.319925584970406e-08,1.165621128507155e-07
1899,2.1004797901014172e-08,9.396883626777708e-08
1900,3.218453115128028e-08,1.105694309444516e-07
1901,1.5648469187112823e-08,1.0674491335294078e-07
1902,1.0802624572647801e-08,8.494791359225928e-08
1903,2.4841012802312434e-08,1.06924360920857e-07
1904,1.6123875568041512e-08,1.1716682735141148e-07
1905,1.7030505006232488e-08,1.0682771289793891e-07
1906,2.8807432883581896e-08,1.6718600193144084e-07
1907,2.2114226894132116e-08,1.0439971731557307e-07
1908,3.634427869769752e-08,1.3850117852598487e-07
1909,1.1552065082298668e-08,9.901770425813083e-08
1910,4.11499598840237e-08,1.0207327960642942e-07
1911,1.649316061502759e-08,1.1917637721126084e-07
1912,3.021464323182954e-08,1.4273814485932235e-07
1913,2.4393752018347925e-08,8.007514651353631e-08
1914,2.2768928631400343e-08,7.567320636781005e-08
1915,2.591767689352764e-08,1.6846489359068073e-07
1916,3.5159878564172686e-08,1.2965205087311915e-07
1917,4.386569685266295e-08,1.008911070243812e-07
1918,3.790504266021344e-08,6.202643021424592e-08
1919,4.6960026089948315e-08,5.4326307008523145e-08
1920,2.953170330499688e-08,1.0979736231320203e-07
1921,4.316465895826127e-08,7.497020249047637e-08
1922,4.648099505288883e-08,1.1952255363212316e-07
1923,4.2463792482294593e-08,8.492758496458919e-08
1924,3.2229060309418855e-08,9.410885581928596e-08
1925,3.2994532217500705e-08,7.258797296572084e-08
1926,4.458455227229763e-08,1.0700293273657735e-07
1927,4.9056588125040435e-08,4.9056588125040435e-08
1928,5.255979118601317e-08,8.912311955100449e-08
1929,2.6736975300423182e-08,6.907051641746875e-08
1930,2.8359729342675166e-08,1.039856769580183e-07
1931,3.9918749195066994e-08,7.071321306284517e-08
1932,3.507051549167528e-08,8.110057336807586e-08
1933,4.817677989876756e-08,1.7779525762762205e-07
1934,4.553000465534751e-08,8.506921744810825e-08
1935,4.4282650435434334e-08,5.505410882733486e-08
1936,4.364897421282876e-08,1.0306007425242569e-07
1937,4.91053593343338e-08,9.065605155456069e-08
1938,2.852347158466273e-08,9.464606876008475e-08
1939,4.5882153187903896e-08,1.2847002039961808e-07
1940,2.5357829391836617e-08,1.4200384157447843e-07
1941,3.246652768851277e-08,1.0035108743977617e-07
1942,6.675265740163638e-08,6.068423630267716e-08
1943,2.322588166236983e-08,4.935499831049128e-08
1944,6.105053529381621e-08,8.996921252446555e-08
1945,6.317661416233022e-08,8.278315277721049e-08
1946,6.40370814153357e-08,1.3921103914071864e-07
1947,4.172304812755101e-08,8.821444197337769e-08
1948,4.566192757238241e-08,7.392883816237372e-08
1949,5.203014352694879e-08,7.559096104614582e-08
1950,2.552486688678357e-08,9.678178969352302e-08
1951,5.3307010583480974e-08,9.275419188270462e-08
1952,5.2724018928529404e-08,1.4024588779193436e-07
1953,3.44762476345295e-08,1.1958948675783176e-07
1954,5.2771696346098906e-08,1.1824768364476768e-07
1955,6.288357212724804e-08,1.0324168897568597e-07
1956,5.145473380707699e-08,8.546718532898012e-08
1957,5.0359714287573354e-08,1.1397198562690392e-07
1958,5.128790869779465e-08,8.520410688106494e-08
1959,3.332821663093455e-08,1.2246181313457782e-07
1960,4.567749911643659e-08,1.1973041580404242e-07
1961,4.7247482370949e-08,8.198828282957038e-08
1962,2.7904608401740916e-08,1.0527647731350953e-07
1963,5.6254663149957196e-08,1.1380253539527985e-07
1964,7.057403367261017e-08,1.1133661814710649e-07
1965,3.775710055720083e-08,1.1327129811888881e-07
1966,4.04352465954716e-08,1.0524242100018455e-07
1967,4.535908648684028e-08,6.853166212295037e-08
1968,4.042274154292258e-08,8.713346488775642e-08
1969,3.315483354526805e-08,1.0854801502091505e-07
1970,4.138852605084509e-08,7.909807209216524e-08
1971,4.367637995716933e-08,6.577148781161668e-08
1972,2.7189778595282377e-08,8.977757204320369e-08
1973,2.260413506371961e-08,7.939013357827207e-08
1974,1.9689501584707614e-08,5.62557183059198e-08
1975,1.8847884586392638e-08,8.110301763508687e-08
1976,2.7996280793640693e-08,5.1993094274394025e-08
1977,3.467301112891619e-08,5.876781727920388e-08
1978,2.7920778578049976e-08,7.188115347389612e-08
1979,2.5163485517509798e-08,4.506019379846293e-08
1980,2.5583178242527538e-08,5.571447658780926e-08
1981,4.933928604566873e-08,3.985096341807548e-08
1982,3.6624264398987805e-08,5.524676893742253e-08
1983,3.157658079455672e-08,6.883694680936969e-08
1984,3.421414973558967e-08,5.625038212997424e-08
1985,3.549179083961462e-08,4.992913105184016e-08
1986,2.937297871596911e-08,6.65387887011093e-08
1987,3.299841111470414e-08,6.233032934233051e-08
1988,2.15875938236465e-08,4.737277592425926e-08
1989,3.677041826577465e-08,5.049072271390287e-08
1990,2.6153525567451652e-08,6.919786699199904e-08
1991,2.7548886116779414e-08,5.5683919697457895e-08
1992,3.1406681699763794e-08,6.391535123384529e-08
1993,4.09901339537555e-08,6.702440913386454e-08
1994,2.9012095836833396e-08,6.329911883540262e-08
1995,2.7112253775385398e-08,5.585124185358836e-08
1996,3.896807454495388e-08,3.896807143632941e-08
1997,2.8289877107567918e-08,5.178485906753849e-08
1998,3.433052953027982e-08,5.531029856342684e-08
1999,3.97607493596297e-08,5.484241327735617e-08
2000,3.7111464568084784e-08,6.096883709005851e-08
2001,2.3220422917802352e-08,5.783199696907104e-08
2002,3.5926017716292336e-08,5.345090059449831e-08
2003,4.3752692135967663e-08,8.12549956208386e-08
2004,3.259545522382723e-08,6.166708033106261e-08
2005,2.8373621674404603e-08,1.3015836941576708e-07
2006,4.2414266765433695e-08,5.723866891571561e-08
2007,3.315417984595115e-08,7.230007526004556e-08
2008,2.8950590591492187e-08,5.704969296971285e-08
2009,2.765551676553457e-08,6.246332162618273e-08
2010,4.109699958121382e-08,6.046455069963486e-08
2011,5.315320961152281e-08,6.00363634362111e-08
2012,6.808505187416714e-08,6.025527454767143e-08
2013,7.80955033974351e-08,6.359205428907444e-08
2014,7.016042258278787e-08,6.193172907842381e-08
2015,7.203869789584871e-08,6.782720873843573e-08
2016,6.607574709605046e-08,7.021842662879862e-08
2017,4.779661522125167e-08,7.34558511794603e-08
2018,8.983504418136334e-08,6.995774981533032e-08
2019,6.173390287855796e-08,7.1172557625232e-08
