year,quelques_DET oies_NOUN,quelques_DET noix_NOUN
1888,1.141310668195672e-08,1.9655905347804037e-08
1889,3.7590820456401275e-09,1.0024218788373673e-08
1890,7.209825181320184e-09,1.7041405009354804e-08
1891,1.0836173736095134e-08,1.9760081571007504e-08
1892,8.149066088591894e-09,1.191017329205124e-08
1893,3.0792082772457263e-09,2.2170299429635776e-08
1894,6.301539290376468e-09,1.9534771134033235e-08
1895,3.0093072478365457e-09,1.1435367763823479e-08
1896,6.486731818355906e-09,1.7691087705884456e-08
1897,8.157398867503218e-09,1.9228154846118173e-08
1898,7.355861253444118e-09,1.1882544947994234e-08
1899,6.080336234504102e-09,1.2160672469008205e-08
1900,4.6719478286050276e-09,2.2840633606691085e-08
1901,7.265360535413379e-09,1.5648469187112823e-08
1902,3.928227076954727e-09,9.329538919189417e-09
1903,3.2401321625741275e-09,1.78207268941577e-08
1904,1.0211787859759625e-08,1.827372475560196e-08
1905,5.160758931310738e-09,9.289366442732927e-09
1906,7.716276506641861e-09,2.2634411234179197e-08
1907,1.131425531042396e-08,1.337139243773322e-08
1908,5.893666887857307e-09,1.276961114626829e-08
1909,8.251475669407426e-09,2.53045246978445e-08
1910,1.0688301688155377e-08,2.3514262537105424e-08
1911,3.7242618988742038e-09,2.3941684190731394e-08
1912,6.772247651554153e-09,1.6670147928721235e-08
1913,1.1136278676993072e-08,7.42418571064718e-09
1914,2.678697486047099e-09,8.705767051697677e-09
1915,2.3561523843085297e-09,1.0602685840410686e-08
1916,0.0,1.8678685265172135e-08
1917,2.1932848870420685e-09,2.412613364644045e-08
1918,3.44591288836682e-09,2.2972753477290553e-08
1919,7.366278753639932e-09,1.289098744416961e-08
1920,5.300562211374427e-09,1.1358347595802343e-08
1921,1.5145494858259667e-09,1.6660044899197146e-08
1922,1.180469710870824e-08,2.5084979871081714e-08
1923,3.1847844361720945e-09,1.6985516992917837e-08
1924,2.578324886925998e-09,3.867487263775615e-08
1925,3.299453377181294e-09,2.4195991876752032e-08
1926,7.802297030679028e-09,7.802297141701331e-09
1927,1.3379070296082318e-08,1.2264147031260109e-08
1928,0.0,1.3711249469139375e-08
1929,4.4561625500705304e-09,1.4482528065684619e-08
1930,3.1510810627466412e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,1.596749932275543e-08
1932,8.767629400274757e-09,1.3151444377967891e-08
1933,1.3764794637438627e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,8.38710612072191e-09
1935,1.196828414151696e-08,2.0346083040578833e-08
1936,2.424942913137329e-09,2.5461900587941955e-08
1937,5.0364472592434595e-09,1.2591118259130951e-08
1938,6.482607117774819e-09,1.5558256905023882e-08
1939,3.058810094103137e-09,2.141167065872196e-08
1940,1.5214697501875207e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,2.6563522936839945e-08
1942,1.2136847082899749e-08,2.1239483061208375e-08
1943,1.4516176261025748e-08,2.322588166236983e-08
1944,1.6065930807940276e-08,2.5705489292704442e-08
1945,8.714016175304096e-09,4.574858536443571e-08
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,5.960435700558264e-09,4.7683483828109274e-09
1948,4.348755133776194e-09,2.0656587551570738e-08
1949,1.0798709482173763e-08,5.890204768377316e-09
1950,2.1270722960764488e-09,2.339779503479633e-08
1951,6.396841278899501e-09,1.9190523947720806e-08
1952,6.326882129314981e-09,3.163441131270872e-08
1953,9.696444758233724e-09,3.016671712430252e-08
1954,5.863521668203475e-09,1.2704297169818801e-08
1955,4.6928039232341234e-09,2.62797024142003e-08
1956,4.36057079333807e-09,1.5698055300106262e-08
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,6.617794590102477e-09,1.2408365002158916e-08
1959,1.3176271185244559e-08,1.2401196514133517e-08
1960,6.920833239831836e-09,1.038125013730351e-08
1961,9.032606829162404e-09,1.1811870759270704e-08
1962,2.5367825617905737e-09,1.7123282347597524e-08
1963,8.405868778815773e-09,1.6811738556832267e-08
1964,1.2776333657704697e-08,1.520992043424485e-08
1965,6.0192477668863376e-09,1.805774313412556e-08
1966,7.200797069728537e-09,2.2710207048248776e-08
1967,4.930335695263466e-09,3.1554146351364665e-08
1968,7.635406917838594e-09,2.0211372131484495e-08
1969,7.720988265402795e-09,1.635032773061873e-08
1970,4.59872487312829e-09,2.713247759800197e-08
1971,7.193756479395574e-09,1.3873672988218289e-08
1972,2.5650733759263744e-09,2.0520587895589415e-08
1973,2.7566018356850464e-09,2.0950174928202614e-08
1974,4.500457340128605e-09,1.6314157136321228e-08
1975,1.7134440533084216e-09,2.056132863970106e-08
1976,6.856232359631065e-09,1.656922776760439e-08
1977,2.3507127355770763e-09,2.2331770654915317e-08
1978,2.3762365408686037e-09,2.019801137453925e-08
1979,5.851973350345929e-09,2.867466974976196e-08
1980,4.548120602354544e-09,2.0466542238750662e-08
1981,5.69299452024552e-09,1.771153890217647e-08
1982,9.932003885992913e-09,1.8001757084995518e-08
1983,2.526126308133314e-09,2.147207456282274e-08
1984,5.219107646059484e-09,3.2474446243213606e-08
1985,7.820225467192188e-09,3.910112700289403e-08
1986,4.795588426365072e-09,2.8773530280634674e-08
1987,3.055408426266837e-09,2.199894133525504e-08
1988,1.7989661427186832e-09,2.4585871116755698e-08
1989,6.036934285802431e-09,2.6342986125804657e-08
1990,9.262707045820662e-09,2.2339468941368068e-08
1991,6.447611611282156e-09,2.1101273894874595e-08
1992,6.611932834577061e-09,2.4794748088030616e-08
1993,7.75489034099408e-09,2.6588196533339215e-08
1994,4.2199412852994556e-09,2.6902124916627912e-08
1995,4.337960546330066e-09,3.0907969517102174e-08
1996,3.2028553142993132e-09,2.9893316044748985e-08
1997,2.876936688878118e-09,1.774110913732585e-08
1998,5.2449422582867555e-09,2.2887019612838344e-08
1999,7.769341975327748e-09,2.285100544896501e-08
2000,5.743440834038438e-09,3.180982777184482e-08
2001,4.381211921034023e-09,2.1467938537966802e-08
2002,5.695587723675288e-09,2.190610659535963e-08
2003,5.000307723435071e-09,2.5001536840818517e-08
2004,3.9643121285681815e-09,2.378587282692024e-08
2005,5.404499625605297e-09,2.657212350154481e-08
2006,2.4707338397433887e-09,3.2531329408058696e-08
2007,5.991719120856942e-09,3.395307568432315e-08
2008,5.960415716543821e-09,2.2564430324223395e-08
2009,6.675469732542183e-09,2.813233557219519e-08
2010,9.919965127114239e-09,4.7237930900223546e-08
2011,1.56782850591064e-08,5.582999018649559e-08
2012,1.3957436206801788e-08,5.617016884951198e-08
2013,1.3666712872506537e-08,5.606141417757726e-08
2014,1.2776126934177512e-08,6.214827652506472e-08
2015,1.0639561565106703e-08,5.807427472248605e-08
2016,1.5120782848043746e-08,7.02184255185756e-08
2017,7.798395401659164e-09,7.748082619940533e-08
2018,1.3165480483579017e-08,6.995774715079506e-08
2019,9.693753133532823e-09,7.627453069147805e-08
