year,plusieurs_DET airs_NOUN,plusieurs_DET nerfs_NOUN
1838,6.249040174211018e-08,7.890202624594167e-08
1839,8.040196608494199e-08,4.614373638744951e-08
1840,6.624476167615967e-08,4.458781999172601e-08
1841,6.741575875324202e-08,8.28250774631556e-08
1842,4.494537408916699e-08,5.567859906463468e-08
1843,4.961805233349992e-08,5.729703833612376e-08
1844,6.421616793872431e-08,3.512679169759281e-08
1845,3.5713458523822794e-08,7.310098415480581e-08
1846,4.156696142842975e-08,5.21050615986951e-08
1847,2.9662729161827883e-08,2.1572893693644346e-08
1848,4.505324158188273e-08,3.942158599556933e-08
1849,5.195237151589538e-08,2.0110596521405455e-08
1850,2.2403686905647646e-08,3.4623880651452055e-08
1851,2.3217978650791338e-08,2.9667418965928505e-08
1852,3.841221940525941e-08,5.599068986228417e-08
1853,5.076142151061447e-08,3.822036376277538e-08
1854,4.0006614743237634e-08,4.5202280862799427e-08
1855,4.086341576226005e-08,3.131092896069276e-08
1856,5.539592551340178e-08,3.934663683757833e-08
1857,7.908045018822918e-08,2.538384707984065e-08
1858,3.083015964744362e-08,7.046893735207505e-08
1859,3.05530396538245e-08,2.0877911621752787e-08
1860,7.00309170653668e-08,3.7990627532735743e-08
1861,8.630213921279051e-08,2.2165028923382124e-08
1862,8.674533980013166e-08,2.4397126097142063e-08
1863,6.992469181454908e-08,1.6981710260211003e-08
1864,4.650886165080692e-08,2.445311331200628e-08
1865,6.730787305286867e-08,3.577201823645737e-08
1866,3.60055367742973e-08,4.2330832172865485e-08
1867,5.5322049163919473e-08,2.8631587767335986e-08
1868,5.433861449688493e-08,2.9639243948054173e-08
1869,4.737013536981749e-08,6.836926536024635e-08
1870,4.529898367522378e-08,4.816600940316107e-08
1871,1.1683294554032386e-08,9.240424159173699e-08
1872,2.9027227954614432e-08,4.535504416480762e-08
1873,7.961385639632113e-08,8.739566403903609e-08
1874,3.106796664376077e-08,1.0814042639140098e-07
1875,6.40811045893308e-08,3.318485752856759e-08
1876,2.8416269337583344e-08,5.9250946371491864e-08
1877,4.391219254884504e-08,5.751878795479115e-08
1878,1.1293095963926802e-07,8.696287945308967e-08
1879,5.9260456652943105e-08,2.077170613290491e-08
1880,8.407378393471276e-08,4.8775631089625904e-08
1881,9.064259814950404e-08,3.765154232837631e-08
1882,3.860123354293421e-08,4.991538915533056e-08
1883,8.973460996486438e-08,6.003372021723408e-08
1884,4.027034972153842e-08,4.7532218161450146e-08
1885,5.4787904435471546e-08,9.990735350129398e-08
1886,3.420335914494643e-08,9.292987662723462e-08
1887,3.7867763591492576e-08,6.920660355902442e-08
1888,3.931181136174189e-08,3.8043688865840863e-08
1889,3.9470360035931407e-08,5.826577265111155e-08
1890,3.21164943528629e-08,7.930807832678965e-08
1891,3.505821177807178e-08,4.2069852268511454e-08
1892,3.3223115813996174e-08,5.0148098784674744e-08
1893,3.941386639283451e-08,6.404753355448989e-08
1894,3.150769734006076e-08,3.969969597505951e-08
1895,2.407445731655855e-08,3.1898657715245804e-08
1896,3.1843957581934035e-08,4.363801409112966e-08
1897,2.0976168801922768e-08,5.943247893824832e-08
1898,2.037007762467624e-08,4.979352230538581e-08
1899,3.427098604902312e-08,4.145683618617113e-08
1900,3.737558218475101e-08,4.5681266103159146e-08
1901,1.1177477665658131e-08,7.26536059092453e-08
1902,2.2587305914534284e-08,3.2898900326205904e-08
1903,2.6461079549733313e-08,2.9701211046173626e-08
1904,3.6009986992269205e-08,3.869730313965647e-08
1905,2.0126960098565405e-08,2.5287719918054563e-08
1906,2.572092172581364e-08,3.0865106914745866e-08
1907,1.954280415272791e-08,3.188563013623025e-08
1908,2.8486056846688257e-08,3.094175138329547e-08
1909,3.355599975662926e-08,3.630649175745404e-08
1910,2.9392828393426385e-08,3.099607326362275e-08
1911,2.3409645777405785e-08,3.351835864418007e-08
1912,2.3442395913342295e-08,3.7507832728600476e-08
1913,2.9696742065432602e-08,4.030272182653505e-08
1914,3.750176436057018e-08,3.281404303834279e-08
1915,2.3561524287174507e-08,4.947920118070215e-08
1916,2.5271162940043723e-08,4.2851102222130066e-08
1917,1.9739564316445524e-08,3.289927352767563e-08
1918,6.89182577673364e-09,4.709414191950145e-08
1919,2.5781975665495338e-08,2.4861190439651182e-08
1920,3.104614920701465e-08,3.7103935479620986e-08
1921,2.4232791995260072e-08,4.695103328344885e-08
1922,3.172512152982421e-08,2.6560567079059183e-08
1923,3.0786250437842e-08,6.369568872344189e-09
1924,2.3204923871311678e-08,2.3204924204378585e-08
1925,3.739380360912037e-08,1.7597084678300234e-08
1926,3.343841403768977e-08,2.1177662290483568e-08
1927,6.132073648856817e-08,3.1217830098739796e-08
1928,3.427812300671462e-08,1.7139061725401916e-08
1929,1.782465064437133e-08,3.119313873867213e-08
1930,4.201441383688831e-08,4.306477363602568e-08
1931,2.737285687004487e-08,2.2810713318222042e-08
1932,3.1782656950696264e-08,1.9727165678773417e-08
1933,2.4088391503696016e-08,2.638252394326912e-08
1934,2.036868629318178e-08,1.4377896206951846e-08
1935,1.4361940969820353e-08,3.4708023122220766e-08
1936,4.607391712596609e-08,2.5461901032031165e-08
1937,2.0145788925951535e-08,1.510934133364117e-08
1938,2.5930428471099276e-08,1.6854778905894818e-08
1939,4.588215141154706e-09,1.5294050470515685e-08
1940,1.77504799747652e-08,5.0715658339584024e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,4.2478965012193726e-08
1943,3.774205836748479e-08,2.322588166236983e-08
1944,3.534504777746861e-08,9.639558484764166e-09
1945,1.5249528306782167e-08,1.5249527862692958e-08
1946,2.7842207650508044e-08,2.5057987684817817e-08
1947,1.549713202209091e-08,1.4305045148432782e-08
1948,3.261566261514304e-08,6.305695077202245e-08
1949,1.1780409536754632e-08,4.123143582113187e-08
1950,3.6160230587611863e-08,2.9779012589159493e-08
1951,2.985192459892261e-08,2.3455083209000804e-08
1952,1.3708245316657042e-08,2.741649041126948e-08
1953,1.4005975268460702e-08,1.723812337317554e-08
1954,1.759056522665503e-08,1.172704333640695e-08
1955,1.2201289756319511e-08,2.5341140297285847e-08
1956,2.1802854632824165e-08,7.849027428008526e-09
1957,2.4738105286470358e-08,9.718541527092839e-09
1958,1.9853384713997002e-08,8.272243445794913e-09
1959,2.0151945223645384e-08,8.525822714489095e-09
1960,2.5607082898559952e-08,1.6610000264094538e-08
1961,1.598076654341085e-08,1.2506686519753174e-08
1962,3.424656330741627e-08,9.51293499529271e-09
1963,5.172842765244212e-08,2.00447656251157e-08
1964,2.068549243006146e-08,1.1559539991878864e-08
1965,2.7360216536820303e-08,1.4227312661319047e-08
1966,2.215629990587331e-08,1.4401594028434772e-08
1967,3.204718207472368e-08,1.429797347185513e-08
1968,3.27873351801955e-08,1.2126823045743862e-08
1969,2.8613074021244245e-08,1.4079449495163487e-08
1970,2.8052221878738237e-08,1.3336302728816918e-08
1971,4.110717910510431e-08,9.249115584530898e-09
1972,9.952484647524074e-08,7.69522046084603e-09
1973,2.2604135341275366e-08,1.4334330278309437e-08
1974,2.531507237168995e-08,5.06301445213353e-09
1975,1.8276735680444745e-08,4.569184142155791e-09
1976,1.5426522226302808e-08,6.8562320265641574e-09
1977,1.704266811008992e-08,5.876781727920388e-09
1978,2.07920705097564e-08,7.72276909088987e-09
1979,1.0533551697555765e-08,4.681578680276743e-09
1980,2.4446148327861295e-08,8.527726136353664e-09
1981,2.0874313833019187e-08,6.3255494731073725e-09
1982,2.7933760748943826e-08,5.586751949948621e-09
1983,2.0840542402922324e-08,9.47297440490047e-09
1984,3.363424899704981e-08,4.059305780401701e-09
1985,1.864822973818292e-08,5.414002135495366e-09
1986,1.678455929798872e-08,9.591176741707841e-09
1987,2.1998941002188133e-08,4.277571630240118e-09
1988,1.2592763165564236e-08,5.396898483667201e-09
1989,3.347754684579485e-08,1.6464366536794728e-09
1990,1.9070278800548124e-08,3.814055737905164e-09
1991,4.8064014990245596e-08,5.861465202094962e-09
1992,1.0468894195980738e-08,9.917899890243831e-09
1993,3.046564067687996e-08,5.539207315052863e-09
1994,1.9517228444509982e-08,3.6924485691258724e-09
1995,3.307695128906829e-08,5.964695848348356e-09
1996,2.935950593752068e-08,6.939519847648512e-09
1997,2.3015492622846523e-08,5.274384040632185e-09
1998,2.288702038999446e-08,2.3840645013706308e-09
1999,3.793266811769058e-08,3.656160929565999e-09
2000,1.5463110347724296e-08,8.83606254831193e-09
2001,2.3658543346627425e-08,6.133696661692056e-09
2002,2.1029863794819192e-08,1.8401129953105055e-08
2003,4.125253760811631e-08,1.2917461433836763e-08
2004,2.378587282692024e-08,1.8059643919210444e-08
2005,1.8014998715010222e-08,1.9366122927522156e-08
2006,2.3060183040879423e-08,1.4000825832027886e-08
2007,2.1969636831986605e-08,1.7975157362570826e-08
2008,2.8099102378220664e-08,2.2990174292081278e-08
2009,2.145686650578682e-08,2.8132335794239793e-08
2010,1.9367552228644058e-08,1.8895172759769707e-08
2011,1.3383901875663184e-08,4.359328087399916e-08
2012,8.170206539093172e-09,4.357443295077701e-08
2013,1.3387799813191492e-08,1.2272150518022329e-08
2014,1.4725027419615344e-08,1.277612682315521e-08
2015,1.2856137154848568e-08,1.9727520950141297e-08
2016,1.6570720351438695e-08,1.532791626956964e-08
2017,9.810883938587978e-09,1.4590545660553289e-08
2018,8.776986804015507e-09,1.497250734505684e-08
2019,1.607122351865442e-08,9.438654635651744e-09
