year,ces_DET oeufs_NOUN,ces_DET noeuds_NOUN
1893,9.976634818276153e-08,3.0792082772457263e-09
1894,1.575384822594117e-08,6.301539290376468e-09
1895,1.083350587016696e-08,1.8055843487019274e-09
1896,1.0024949259612725e-08,4.1279202278587945e-09
1897,2.097616846885586e-08,3.4960281336537946e-09
1898,1.9238406756549864e-08,7.921696965063063e-09
1899,1.1607914629507832e-08,1.1055156790007459e-09
1900,1.557315965072803e-08,1.4015843263770478e-08
1901,2.235495610847238e-08,5.029864968975062e-09
1902,2.0623193042190735e-08,3.928227076954727e-09
1903,2.2140903555012414e-08,5.400220270956879e-09
1904,2.2573424907079698e-08,7.524475265086039e-09
1905,3.0448477628119974e-08,2.0643036169332163e-09
1906,9.773950315761226e-09,3.6009290549365858e-09
1907,2.7257069490360664e-08,2.057137349353866e-09
1908,2.0136694756089923e-08,1.964555629285769e-09
1909,3.575639284658649e-08,3.300590023513905e-09
1910,2.2979848468551722e-08,1.6032452032632705e-09
1911,5.7460039837309296e-08,3.7242617878519013e-09
1912,1.82329742415277e-08,4.688478938419394e-09
1913,3.234823831022027e-08,4.772690687104841e-09
1914,4.3528834758888024e-08,4.68772043404897e-09
1915,2.1205370792642952e-08,4.712304768617059e-09
1916,2.6369908034951095e-08,1.0987462051303964e-09
1917,2.6319419199616334e-08,8.773139548168274e-09
1918,1.2635013924011673e-08,5.743188147278033e-09
1919,1.381177239245801e-08,1.841569663429965e-08
1920,2.953170463726451e-08,1.3630017114962811e-08
1921,1.817459427400081e-08,6.058197998815018e-09
1922,2.5084981203349344e-08,7.377935595798135e-09
1923,4.777176787484905e-08,3.1847844361720945e-09
1924,2.836157397823058e-08,6.445812328337297e-09
1925,4.3992711695750586e-08,4.399271169575059e-09
1926,3.9011484376239025e-08,1.0031524499964917e-08
1927,6.02058146670359e-08,2.2298449753321847e-09
1928,2.2852082448565625e-08,9.140832757381645e-09
1929,1.0694789942533589e-07,5.570203187588163e-09
1930,7.247486522032887e-08,6.30216201447098e-09
1931,6.044838940510999e-08,3.4216069977333063e-09
1932,2.9590748518160126e-08,4.383814644626227e-09
1933,4.932384722877714e-08,4.588264879146209e-09
1934,5.751158482780738e-08,5.990790086229936e-09
1935,4.667630548738089e-08,2.752705352548901e-08
1936,5.45612155455899e-08,9.699771208460106e-09
1937,4.9105360555579125e-08,1.3850230295986421e-08
1938,4.019216603978748e-08,6.482607339819424e-09
1939,6.576441702321745e-08,7.647025235257843e-09
1940,4.817987697691706e-08,1.2678914806940611e-08
1941,5.6078550692006957e-08,1.4757512989405086e-08
1942,3.944475457373642e-08,9.102635312174812e-09
1943,1.7419411246777372e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.201853981948943e-08,4.1763312808029696e-09
1947,2.3841741469965427e-08,1.3112958274774655e-08
1948,6.305694988384403e-08,1.4133454184772631e-08
1949,4.123143415579733e-08,8.83530737461058e-09
1950,2.658840281277719e-08,8.50828896226119e-09
1951,3.411648574758175e-08,6.396840945832594e-09
1952,4.007025555807786e-08,1.1599284199803606e-08
1953,4.955960619668076e-08,5.386913692895234e-09
1954,3.615838295445428e-08,8.795282724349818e-09
1955,5.255940527248981e-08,1.407841176970237e-08
1956,2.3547082506070183e-08,1.1337484062678982e-08
1957,4.417518850718949e-08,5.3010225653515874e-09
1958,4.053399216275011e-08,1.2408365557270429e-08
1959,4.185403779111141e-08,2.0927020116801032e-08
1960,2.6991250623442653e-08,1.1765417085030094e-08
1961,4.168895617606694e-08,9.03260710671816e-09
1962,2.2196847582200974e-08,1.5854890955679934e-08
1963,4.138274078968607e-08,1.4871922249248826e-08
1964,4.1370985692790185e-08,1.8251904654320583e-08
1965,2.462419568249885e-08,1.0396882466068291e-08
1966,4.154306143533404e-08,1.2739872046196865e-08
1967,2.5144711202074177e-08,2.1200442734681246e-08
1968,2.4253645314331607e-08,1.527081389118834e-08
1969,1.5441976364272136e-08,1.4079449384141185e-08
1970,3.173120166621857e-08,1.8854773409238135e-08
1971,2.8261185391897925e-08,1.3359833683779243e-08
1972,2.9241836674298582e-08,1.9494557745858287e-08
1973,2.4809417631388442e-08,2.6463378155483497e-08
1974,3.937900050487997e-08,1.518904385600095e-08
1975,4.1693803520814754e-08,1.599214405345606e-08
1976,3.1995751326174826e-08,1.9997344169464526e-08
1977,3.584837049430689e-08,8.815172425347129e-09
1978,3.2673252658987906e-08,2.9108897070528883e-08
1979,2.574868185334367e-08,2.1067104949423765e-08
1980,3.752199351225727e-08,2.103505747363954e-08
1981,3.289285732677172e-08,3.226030353964404e-08
1982,2.9796010991844923e-08,3.1658262233946743e-08
1983,3.220811262139023e-08,2.2103606056589342e-08
1984,4.1752861612565084e-08,3.073474497128359e-08
1985,2.8874678204005022e-08,2.9476234120195954e-08
1986,2.8174081290188724e-08,3.2370221614286265e-08
1987,2.0776776743502978e-08,3.055408515084679e-08
1988,3.7778288497491985e-08,3.058242503684028e-08
1989,2.8538236107600312e-08,2.1403676830900054e-08
1990,2.0160008162850573e-08,3.5416230836915474e-08
1991,3.458264430378222e-08,2.3445860641846394e-08
1992,2.8651709449434293e-08,1.5978838308061682e-08
1993,1.99411469559152e-08,3.046564112096917e-08
1994,3.4287023831236496e-08,2.0572213710323695e-08
1995,1.8978578264494672e-08,2.331653803366862e-08
1996,2.6690460508405067e-08,2.455522429833934e-08
1997,1.8700088588730068e-08,2.0618046603360085e-08
1998,1.3827574751879013e-08,1.859570353257567e-08
1999,2.193696624352981e-08,1.919484549084416e-08
2000,9.277865808954289e-09,1.943933791714869e-08
2001,1.0953029372373635e-08,1.3143634958190376e-08
2002,7.009954394732176e-09,2.409671884251452e-08
2003,5.416999848684156e-09,1.0000615446870142e-08
2004,7.48814499296202e-09,1.2773894497719596e-08
2005,7.205999352777326e-09,1.1259374321781479e-08
2006,7.41220168576362e-09,1.4000825387938676e-08
2007,7.988959105365012e-09,1.0385646481703148e-08
2008,6.3861593790903726e-09,9.36636732062901e-09
2009,7.1522885392028e-09,9.536384792951935e-09
2010,1.8895172648747405e-09,6.613310177261411e-09
2011,5.35356059483405e-09,4.5887662558641296e-09
2012,3.744677901096338e-09,4.7659536595023866e-09
2013,2.5102125378317908e-09,8.08846234434668e-09
2014,6.063246571486047e-09,1.429193796642636e-08
2015,5.763096111444099e-09,7.314698985405599e-09
2016,2.2784741315895474e-09,2.278474076078396e-09
2017,3.0187335409159743e-09,4.528100339129537e-09
2018,6.453666490102705e-09,8.260693684647435e-09
2019,7.397864654201669e-09,7.14276571223138e-09
