year,mes_DET aînés_NOUN,mes_DET nénés_NOUN
2005,7.431186821449387e-08,0.0
2006,6.259192897317689e-08,2.4707338397433887e-09
2007,8.308517407407123e-08,7.988958938831558e-10
2008,8.727751144022022e-08,8.514879357157668e-10
2009,8.868838152764624e-08,0.0
2010,8.92796863105616e-08,9.447586046817946e-10
2011,8.221540026553953e-08,1.1471915639660324e-09
2012,1.2527650028459902e-07,1.0212758416727752e-09
2013,9.70615494644278e-08,1.6734750252211938e-09
2014,1.102211593106972e-07,3.897801192920269e-09
2015,8.77763839390866e-08,2.881548111233201e-09
2016,9.445310844569121e-08,4.556948152156792e-09
2017,9.20713754126723e-08,7.043711836018929e-09
2018,9.396538924733022e-08,5.162933192082164e-09
2019,8.647848570575434e-08,3.826481798085979e-09
