year,deviez_VERB être_VERB,deviez_VERB etre_VERB,deviez_VERB naître_VERB
1994,3.639699386326356e-08,0.0,0.0
1995,3.416144167545099e-08,0.0,0.0
1996,3.4163790019192675e-08,0.0,0.0
1997,3.5002731380018304e-08,0.0,0.0
1998,3.814503202193009e-08,0.0,4.768129224785866e-10
1999,3.701862993921168e-08,0.0,0.0
2000,3.092621980727017e-08,0.0,4.4180314962005696e-10
2001,3.1982846593336944e-08,4.3812117822561447e-10,0.0
2002,3.023042793870445e-08,0.0,4.38122149670761e-10
2003,3.4168767371056674e-08,0.0,0.0
2004,3.4357370282123156e-08,0.0,0.0
2005,3.602999498752979e-08,0.0,0.0
2006,4.323784352777693e-08,4.1178899179428186e-10,4.1178899179428186e-10
2007,5.991719120856942e-08,0.0,1.1983438685803094e-09
2008,7.109924382575628e-08,0.0,4.257439678578834e-10
2009,8.91651978918162e-08,0.0,1.907277002999308e-09
2010,9.636537612323082e-08,0.0,9.447586046817946e-10
2011,1.1663114207749459e-07,0.0,3.82397197240536e-10
2012,1.375318134932968e-07,0.0,6.808505426114664e-10
2013,1.8073529872708605e-07,0.0,2.789125042035323e-10
2014,1.777830505034217e-07,0.0,0.0
2015,1.631399442203474e-07,0.0,2.2165753954528356e-10
2016,1.8890621333866875e-07,0.0,2.0713400439298368e-10
2017,1.4540233905790956e-07,0.0,0.0
2018,1.794119413034423e-07,0.0,0.0
2019,1.6402850633312482e-07,0.0,0.0
