year,ses_DET ombres_NOUN,ses_DET nombres_NOUN
1997,1.9515220150978507e-07,2.205651472575454e-08
1998,2.2267163557465608e-07,2.288702027897216e-08
1999,2.1479946088476254e-07,2.0108885057101844e-08
2000,2.3150485528589115e-07,1.6346716424919805e-08
2001,2.050407128528775e-07,3.2420968798518857e-08
2002,2.1818483353364115e-07,1.6648641576466616e-08
2003,2.3501445900464546e-07,2.291807565946158e-08
2004,1.986560893563194e-07,1.585724868080618e-08
2005,2.0266873890228965e-07,2.026687362377544e-08
2006,2.071298623729234e-07,1.4824403926638752e-08
2007,2.0052286520133578e-07,1.837460533726798e-08
2008,2.175551695182687e-07,1.6178270501043812e-08
2009,2.1933685978581252e-07,1.525821580194986e-08
2010,2.220182704348872e-07,1.4171378959204617e-08
2011,2.045825051588679e-07,2.1796640797822064e-08
2012,2.437444956981949e-07,1.1234033758800166e-08
2013,2.3261303283561574e-07,1.3945625099154313e-08
2014,2.7544463732098734e-07,2.9450054686575022e-08
2015,2.469265032445378e-07,1.6845972269918796e-08
2016,2.9495883024921454e-07,1.5949318754593378e-08
2017,2.3093311618538337e-07,1.3584301072899763e-08
2018,2.6950512488355116e-07,1.0584013332426423e-08
2019,2.3265008808337484e-07,2.6530272811964295e-08
