year,leurs_DET airs_NOUN,leurs_DET nerfs_NOUN
1879,1.1118971743329098e-07,1.9122187522313538e-07
1880,8.086486347202992e-08,1.7328184376275146e-07
1881,1.0737661404469634e-07,2.224229938008193e-07
1882,1.118104702158007e-07,2.1696554863837036e-07
1883,1.1438003311159406e-07,1.744137607673224e-07
1884,1.181703774832954e-07,2.2049667158796638e-07
1885,8.572695131547903e-08,3.390404350600562e-07
1886,9.873799999837729e-08,2.0392945287994735e-07
1887,9.989254978748363e-08,2.2981815117617543e-07
1888,7.735549889531512e-08,1.8324375883338462e-07
1889,8.833842990441099e-08,2.4308730939281986e-07
1890,8.061895417910137e-08,1.7893474613117633e-07
1891,8.732681422429778e-08,2.3520871650362096e-07
1892,1.0029619978979554e-07,1.3163875967059369e-07
1893,9.9766346517427e-08,2.0507526743429594e-07
1894,9.830401559440816e-08,1.7455263678911592e-07
1895,9.328852534906673e-08,1.9079007351763266e-07
1896,1.0083919566028499e-07,1.9519165483927736e-07
1897,9.905413378419325e-08,1.6606134067842504e-07
1898,9.73237049839426e-08,2.1331998567575283e-07
1899,8.954677177541726e-08,2.1281176820764358e-07
1900,5.5544270072260815e-08,2.1439049113780584e-07
1901,6.482937253693422e-08,2.1516644865826606e-07
1902,7.46363142400952e-08,2.0377678211502825e-07
1903,9.342380824506336e-08,1.501261177594415e-07
1904,7.954445280233813e-08,2.1391007987148214e-07
1905,5.728442398211797e-08,1.8320694872286936e-07
1906,1.0751345680404256e-07,1.9445017906960516e-07
1907,7.611408170404843e-08,1.9388519145735472e-07
1908,8.74227243929937e-08,2.2494162399411266e-07
1909,9.131632561221181e-08,2.1838905084337057e-07
1910,1.1115833142838483e-07,1.7956346631819997e-07
1911,8.086969005560718e-08,1.7929660689475213e-07
1912,8.439262089154909e-08,1.9639518367142728e-07
1913,1.198475674257793e-07,2.0204390294153995e-07
1914,1.0112083170810138e-07,1.9152686547840858e-07
1915,6.832842192050492e-08,2.309029372149496e-07
1916,9.998590799753515e-08,3.065501950061389e-07
1917,6.68951898319392e-08,3.487322874917709e-07
1918,8.155327257952649e-08,3.2736171728942054e-07
1919,1.2798909510003398e-07,2.4400797826729104e-07
1920,1.0979736009275598e-07,2.5215530463640334e-07
1921,8.405749696294151e-08,2.8322075351638887e-07
1922,1.2690049133734504e-07,3.3717163994140265e-07
1923,9.554353530560888e-08,2.144421480387848e-07
1924,1.0055467192238154e-07,1.8048274608162274e-07
1925,8.908524051776112e-08,1.847693908985093e-07
1926,1.0811754602713108e-07,1.9059896594342263e-07
1927,1.0703256236865855e-07,2.0626065921902637e-07
1928,9.940655920637198e-08,2.1480956835517873e-07
1929,1.2254447256943024e-07,2.1389579729635955e-07
1930,9.348207452575252e-08,1.7856125467119455e-07
1931,1.1633463614657558e-07,1.881883875398671e-07
1932,8.110057425625428e-08,1.6439305072779575e-07
1933,5.7353312543639845e-08,1.6747166853292583e-07
1934,7.308763727564838e-08,1.9170527743028742e-07
1935,8.138433482685059e-08,2.07051314760065e-07
1936,8.123559069872499e-08,1.7217094239185826e-07
1937,6.547381470323188e-08,1.8131209733596165e-07
1938,7.649476430060531e-08,2.0096081954079636e-07
1939,6.117620365841958e-08,1.6211693765200152e-07
1940,6.085878911932241e-08,2.0539842182643042e-07
1941,1.6233264865661567e-07,2.0660517918713595e-07
1942,7.58552971547033e-08,2.0632640485018783e-07
1943,9.580676185727555e-08,2.3516204805673624e-07
1944,1.0603514510876266e-07,2.3456259157228487e-07
1945,9.149717072887142e-08,2.0695787839031254e-07
1946,9.744773166175946e-08,2.29698223996877e-07
1947,7.390940259810463e-08,2.3722532738190694e-07
1948,7.610321417494958e-08,2.152633742369403e-07
1949,5.006674186347482e-08,1.7670615592990657e-07
1950,6.70027759941405e-08,1.595304288670718e-07
1951,8.742349344448286e-08,1.3006910393187354e-07
1952,5.588746121443222e-08,1.370824476154553e-07
1953,4.201792791480585e-08,1.1097042174057492e-07
1954,4.788542540268281e-08,1.6124684520946175e-07
1955,7.414630021074231e-08,1.2952138250810208e-07
1956,4.534993758298356e-08,1.9186510846758154e-07
1957,6.714628852932947e-08,1.0160293095751172e-07
1958,6.038737820901474e-08,1.3070144699867114e-07
1959,9.998464456373313e-08,1.1161076907129086e-07
1960,8.304999910002664e-08,1.2249874870029487e-07
1961,7.087122311233429e-08,1.2089797207792685e-07
1962,6.468795565872654e-08,1.509385567644017e-07
1963,6.595373935880389e-08,1.622979430848659e-07
1964,8.517555327713922e-08,1.496656147903508e-07
1965,6.730613089089843e-08,1.362538819549286e-07
1966,9.637989828448212e-08,1.390307784454592e-07
1967,8.677390361810922e-08,1.3065389081745593e-07
1968,1.0420084683993025e-07,1.4103045131719227e-07
1969,6.358461177025099e-08,1.226274675136807e-07
1970,8.921526339911168e-08,1.3382290120489415e-07
1971,9.40326732035146e-08,1.3976441470830991e-07
1972,8.259536166121961e-08,1.0208992140547934e-07
1973,6.615844849733321e-08,8.655729777373722e-08
1974,5.5130603415776136e-08,9.507215859017037e-08
1975,6.682431896720686e-08,8.567220222133187e-08
1976,4.97076848571254e-08,8.627425662766086e-08
1977,4.583889934295371e-08,6.758298942699525e-08
1978,6.178215161689593e-08,7.72276869120958e-08
1979,6.96384847564957e-08,1.0709111553097728e-07
1980,5.742002096020826e-08,9.494201802517921e-08
1981,6.768338045581856e-08,9.108791076961609e-08
1982,5.959202153960064e-08,8.255978167781564e-08
1983,7.830991677337806e-08,8.020451414125773e-08
1984,7.19077029032178e-08,8.060622125327654e-08
1985,6.015558084992989e-08,7.098358612012134e-08
1986,6.234264771087794e-08,9.411342127840783e-08
1987,4.277571941102565e-08,7.944062052622769e-08
1988,5.336932984434384e-08,6.236415805993545e-08
1989,7.134558510646372e-08,7.463845974609029e-08
1990,7.192219286800139e-08,6.919786588177601e-08
1991,6.271768021592905e-08,7.2096022707413e-08
1992,6.942529445774781e-08,5.4548447536717504e-08
1993,5.705383482323967e-08,6.037736233199809e-08
1994,6.435410382366058e-08,7.64864365176976e-08
1995,6.235818617028599e-08,8.187900757405941e-08
1996,7.313186389801274e-08,5.925282398067111e-08
1997,6.13746503619339e-08,5.753873311142854e-08
1998,5.1018981039874234e-08,5.483348464174753e-08
1999,6.763897908435013e-08,5.758453558435406e-08
2000,7.554833558742757e-08,6.494506488152751e-08
2001,7.97380550476845e-08,6.659441814660383e-08
2002,5.8270244962521645e-08,7.798574319650697e-08
2003,7.167107307637366e-08,8.792207317753764e-08
2004,6.386947482006633e-08,7.840528715163941e-08
2005,8.737274237446968e-08,7.701412130245444e-08
2006,1.037708292628281e-07,8.194601086586317e-08
2007,6.950394615401478e-08,7.589510686578649e-08
2008,8.174284071849058e-08,9.66438831184746e-08
2009,7.390698275600016e-08,8.916519877999463e-08
2010,8.644541260593996e-08,8.64454099414047e-08
2011,8.871615253536191e-08,1.0745361112007856e-07
2012,1.1472331484796428e-07,1.5625520255468928e-07
2013,1.2160585427523074e-07,1.5451752855000223e-07
2014,1.3663958675635968e-07,1.9424043173899008e-07
2015,1.3365950124466508e-07,1.6070172037530028e-07
2016,1.2863022025300097e-07,1.710926840203797e-07
2017,1.0716504039720576e-07,1.5672257935861467e-07
2018,1.20038200268624e-07,1.8922151578948387e-07
2019,1.2168211460661382e-07,1.8826289149842523e-07
