year,quels_PRON ont_VERB,quels_DET noms_NOUN
1855,7.594227042773127e-07,1.5814672593705836e-07
1856,7.046154451018083e-07,1.8586109717944055e-07
1857,6.921980002516648e-07,1.8012768521202815e-07
1858,6.278586255348273e-07,1.3946976906709097e-07
1859,6.528166238695121e-07,1.5734815406176494e-07
1860,6.078500405237719e-07,1.3914639396261919e-07
1861,5.876090938272682e-07,1.9099653769671932e-07
1862,6.749871488409553e-07,1.4231656919605484e-07
1863,5.943598750945966e-07,1.5733055391820017e-07
1864,6.376988039846765e-07,1.5870549319174643e-07
1865,5.784711518685981e-07,1.6662229285202557e-07
1866,6.544249373519051e-07,1.3234466678113677e-07
1867,8.497273142893391e-07,1.4801074854631224e-07
1868,7.992715893578861e-07,1.7487154480022582e-07
1869,6.109282537636318e-07,2.0120098298548328e-07
1870,6.920997179804544e-07,1.4277781090754615e-07
1871,5.491148442615668e-07,8.709365140191494e-08
1872,6.289233027700902e-07,1.4815980975413368e-07
1873,7.033555249336132e-07,1.0774808245628265e-07
1874,5.257656141566258e-07,1.4518300162080777e-07
1875,7.500921839209695e-07,1.2072421995412697e-07
1876,6.281809277197681e-07,1.4087214239566492e-07
1877,6.630122584283527e-07,1.150375759095823e-07
1878,5.634469744109083e-07,1.346716764771827e-07
1879,7.19067571708365e-07,1.044694606378016e-07
1880,5.904418571844872e-07,1.2578978925148476e-07
1881,6.289201763820529e-07,1.1644087472006959e-07
1882,5.923292718534867e-07,1.0182739629271964e-07
1883,5.965456040257777e-07,1.061648919886693e-07
1884,5.670857774475735e-07,1.432568268455725e-07
1885,6.013778062197161e-07,9.21725913372029e-08
1886,5.491897709930527e-07,7.486018027691443e-08
1887,6.829255028151238e-07,1.253553527647e-07
1888,6.004562038697259e-07,1.1539918887137901e-07
1889,5.958145123940994e-07,1.0149521401103812e-07
1890,5.728533665205759e-07,1.29121412228983e-07
1891,5.908902096507518e-07,6.82041534361133e-08
1892,6.50671566404526e-07,7.459529882680727e-08
1893,6.546396917883612e-07,6.835842292218786e-08
1894,6.339348743722439e-07,1.0901662683693303e-07
1895,6.807053125612583e-07,8.967735709575209e-08
1896,6.887729995241898e-07,1.1676117495085236e-07
1897,6.700720831531726e-07,8.681803009835676e-08
1898,6.314724174671937e-07,1.1090375906519512e-07
1899,6.284856652882809e-07,1.0004916717321066e-07
1900,7.111742661436438e-07,8.617148239409289e-08
1901,6.158790313293139e-07,1.0003843087247333e-07
1902,5.033041077240341e-07,8.249276817196005e-08
1903,5.443422139705945e-07,7.506306332061286e-08
1904,6.073326659361555e-07,8.008191443309443e-08
1905,5.692317301964067e-07,9.4957968599374e-08
1906,5.48884500517488e-07,6.68744011278477e-08
1907,5.847413007131763e-07,8.074264101765039e-08
1908,4.940857465385307e-07,8.202019685654705e-08
1909,4.730845972744646e-07,8.306485099751626e-08
1910,5.07159882090491e-07,9.726354122108205e-08
1911,5.623635388474213e-07,7.18250490194805e-08
1912,5.073976154790216e-07,8.178791510715655e-08
1913,4.884053481646333e-07,8.219634217709881e-08
1914,4.38636710953233e-07,1.0781757531219682e-07
1915,5.31312366547354e-07,8.482148317057181e-08
1916,5.241019493951171e-07,1.0547963213980438e-07
1917,4.244006177600568e-07,1.206306663448231e-07
1918,4.502659365357431e-07,9.648555732155728e-08
1919,4.2816494527642135e-07,1.3443458968254163e-07
1920,3.8466938434567055e-07,7.647954269884849e-08
1921,4.369475163912284e-07,9.844571380313027e-08
1922,4.6112096185879636e-07,6.19746582941616e-08
1923,4.426850210847988e-07,7.855801698042342e-08
1924,4.512068585427187e-07,1.3020540379216072e-07
1925,3.6843896822347233e-07,9.348451435187144e-08
1926,3.611348731169528e-07,9.028372005559504e-08
1927,3.868780922289261e-07,1.0480271228630045e-07
1928,4.0448185956165617e-07,7.769707721649866e-08
1929,3.8880019559428547e-07,6.907051997018243e-08
1930,4.4220169570508006e-07,1.0083459400789252e-07
1931,3.9120372008483173e-07,1.1063195870519849e-07
1932,3.8029590854193884e-07,8.548438756861287e-08
1933,4.393263708379891e-07,5.96474425407223e-08
1934,4.409221432410959e-07,8.98618495170922e-08
1935,3.123722223108416e-07,6.941604624444153e-08
1936,3.2130493821114214e-07,6.789840156784521e-08
1937,3.7143797726457706e-07,7.302848636925319e-08
1938,4.1877642331655807e-07,7.260520185070618e-08
1939,3.991747092868536e-07,7.952906244668156e-08
1940,4.107968365474335e-07,7.860927198066747e-08
1941,3.276167888088821e-07,8.854507527189526e-08
1942,2.791474855712295e-07,8.192371581117186e-08
1943,3.570979387745865e-07,7.548411673496958e-08
1944,3.438109104081377e-07,8.675602458652065e-08
1945,3.2459710297416677e-07,4.357008087652048e-08
1946,3.1183272852786104e-07,6.264496832386612e-08
1947,3.826599481726589e-07,8.821444730244821e-08
1948,3.5333636105860933e-07,8.04519704189488e-08
1949,3.3279658140372703e-07,7.559096282250266e-08
1950,4.200967822498569e-07,5.8494487475968526e-08
1951,3.976702984687108e-07,5.437314953837813e-08
1952,3.3743371830041724e-07,6.432330579286827e-08
1953,4.223340255293806e-07,4.0940544288048386e-08
1954,3.6940187442269234e-07,6.254423112750374e-08
1955,3.4163612383508735e-07,6.006789021739678e-08
1956,3.505899002220758e-07,6.453644729731423e-08
1957,3.383819375812891e-07,5.566073912888214e-08
1958,3.449525465271108e-07,4.218844207315442e-08
1959,3.5033380640925316e-07,5.658045942880108e-08
1960,3.4327332798511634e-07,5.882708187243679e-08
1961,3.00160486688128e-07,6.670232810535026e-08
1962,3.0124292749178494e-07,6.21511748732928e-08
1963,3.2071624644913754e-07,4.7202187047901134e-08
1964,4.0701746684135287e-07,5.77976990712159e-08
1965,3.748349683974084e-07,7.223097497899289e-08
1966,3.4951560934359804e-07,3.268054182825608e-08
1967,3.806218984436782e-07,5.66988580530392e-08
1968,3.328139186464796e-07,7.00660880426085e-08
1969,4.2102094255369593e-07,5.5409445920417966e-08
1970,3.996291866315005e-07,3.678980009524935e-08
1971,3.530079126790042e-07,5.498085453581325e-08
1972,3.8373498512100923e-07,6.617889525273313e-08
1973,3.010209184139967e-07,6.285052389642942e-08
1974,3.335964038342354e-07,3.8816445169231883e-08
1975,3.3240814900636906e-07,5.5401358167728176e-08
1976,3.9766148063336004e-07,4.1137393047563364e-08
1977,3.4849315966312133e-07,4.995264646368014e-08
1978,3.409899420603324e-07,4.3366318536186554e-08
1979,3.3122169895705156e-07,5.383815615545018e-08
1980,3.547534106473904e-07,5.628299071247511e-08
1981,3.352541142476184e-07,7.780425992365281e-08
1982,3.2216937029261317e-07,7.449002659143389e-08
1983,3.4671086268645013e-07,7.578379346284692e-08
1984,3.3576259284018306e-07,5.567048244614625e-08
1985,3.1220746166127356e-07,4.992913105184016e-08
1986,3.4468291687517194e-07,8.991728073226568e-08
1987,3.3059518500522245e-07,8.005170037961307e-08
1988,3.5679495624663105e-07,7.915450872530982e-08
1989,3.698994390788357e-07,7.628489839817121e-08
1990,3.007655209330551e-07,6.538381036591545e-08
1991,3.70444610098275e-07,5.9200799817915595e-08
1992,3.2012775363909896e-07,4.958949517686051e-08
1993,3.4952398664245266e-07,6.536264685053084e-08
1994,3.2071554301182914e-07,5.27492662882878e-08
1995,3.1070642592112563e-07,4.2837360325620466e-08
1996,3.288264878165137e-07,6.245567973905963e-08
1997,3.025578507731552e-07,7.384137390431533e-08
1998,3.194646609472329e-07,5.864799046406688e-08
1999,3.3316766234747774e-07,5.255731316822221e-08
2000,3.5432613287866843e-07,5.56671979623502e-08
2001,3.1895221752620273e-07,4.775520956457058e-08
2002,3.0230427228161716e-07,4.644094797612297e-08
2003,3.5793867425581993e-07,5.000307456981545e-08
2004,3.4049035946281947e-07,4.5809828819187715e-08
2005,3.368804755154997e-07,4.3235995228485535e-08
2006,3.2490150658759376e-07,4.776752149382446e-08
2007,2.816108093384173e-07,4.9531545087688755e-08
2008,2.87802919274327e-07,5.83269237353079e-08
2009,2.7464788843190036e-07,4.339055159618965e-08
2010,2.6217051640742284e-07,5.337886044287643e-08
2011,2.581181064442717e-07,4.894684124678861e-08
2012,2.556593869940116e-07,6.468080115951125e-08
2013,2.529736349288214e-07,7.028595128133475e-08
2014,2.0181948912068037e-07,6.32309991033253e-08
2015,1.9949178664546707e-07,7.9575059430681e-08
2016,2.0630547226119234e-07,8.347500468630642e-08
2017,2.1231759461670663e-07,6.037467059627488e-08
2018,2.2949238598357624e-07,6.969960253400131e-08
2019,1.994872391719582e-07,5.3570740732311606e-08
