year,des_DET ombres_NOUN,des_DET nombres_NOUN
1885,1.122829765165534e-06,2.158643489735823e-06
1886,1.1145131573186973e-06,2.0321957627800202e-06
1887,1.0700907324689979e-06,1.9880574910757787e-06
1888,1.2275430343322569e-06,1.8799922614221032e-06
1889,1.1308571821189162e-06,1.7335633284432106e-06
1890,1.1529165995227686e-06,2.0757743044441668e-06
1891,1.0944535411283596e-06,2.3629234604527483e-06
1892,1.1233174497249365e-06,2.1024591525531378e-06
1893,1.152239754276252e-06,2.1449764080472278e-06
1894,1.1475102823510497e-06,2.1343313942878694e-06
1895,1.1946949207697344e-06,1.992763259295316e-06
1896,1.4082105117552146e-06,2.6229985525816346e-06
1897,1.2037989911561908e-06,2.0504206013072235e-06
1898,1.1684502929654172e-06,2.3544414702314498e-06
1899,1.3172219652801687e-06,1.772694446344758e-06
1900,1.189789351485615e-06,2.072787573581536e-06
1901,1.1719585195635318e-06,2.2550562075451808e-06
1902,9.177320450248772e-07,2.0313843194230685e-06
1903,1.222069897721667e-06,2.2567520936433993e-06
1904,1.0609510390224841e-06,2.6582896879290274e-06
1905,1.0801469088050908e-06,1.9533473061272844e-06
1906,1.3781269814217012e-06,2.6981248533175517e-06
1907,1.3062821828668802e-06,2.161022694124881e-06
1908,1.313796573754189e-06,2.185077082828002e-06
1909,1.2778784679312594e-06,2.1382322845653334e-06
1910,1.5578199068499998e-06,2.315085987802945e-06
1911,1.3918098602516693e-06,2.7532936162089072e-06
1912,1.3732034744862176e-06,2.3510118261071966e-06
1913,1.3724137346571297e-06,1.965287953709094e-06
1914,1.3366700599704018e-06,2.2112647748429026e-06
1915,1.3064865385103985e-06,2.1040439772690434e-06
1916,1.349260386973583e-06,2.156838883493606e-06
1917,1.7546279309499369e-06,2.1614822012239188e-06
1918,1.6597813896623848e-06,1.6195790131234844e-06
1919,1.444711401177301e-06,2.0634787940565502e-06
1920,1.4568973369932792e-06,2.2951433358286977e-06
1921,1.6660044366290094e-06,1.7500619247101667e-06
1922,1.6312615542801723e-06,2.256172578540827e-06
1923,1.6263633000335176e-06,1.828066242381965e-06
1924,1.6269230513898947e-06,2.476481146373999e-06
1925,1.6695234066332887e-06,1.85979183697782e-06
1926,1.7053592387128447e-06,1.9706373457495374e-06
1927,1.8630354929882742e-06,1.7214403396081934e-06
1928,1.6407795442319184e-06,2.137812245450732e-06
1929,1.692227712624117e-06,1.7078243530477266e-06
1930,1.485209580209812e-06,2.062907729083463e-06
1931,1.7028197305535286e-06,1.6492145427093874e-06
1932,1.4806334007744226e-06,1.7195513137835405e-06
1933,1.463656531086599e-06,2.3446033701191027e-06
1934,1.363503827178647e-06,2.240555579291481e-06
1935,1.5247594049583313e-06,1.9855382582534276e-06
1936,1.5119518508299734e-06,2.0345271600774595e-06
1937,1.460569734490491e-06,1.7262422602470906e-06
1938,1.3937605984892798e-06,2.1690803055918195e-06
1939,1.4621112072177311e-06,2.153402317794928e-06
1940,1.0827793062162527e-06,2.5028176553476555e-06
1941,1.4580422487142641e-06,1.9096221244296885e-06
1942,1.4382163442405727e-06,1.905484992903439e-06
1943,1.7129088263345693e-06,1.8812963773484626e-06
1944,1.953617214667247e-06,1.9054194080325715e-06
1945,1.7733023440769102e-06,2.0978994736964296e-06
1946,1.8292330850044891e-06,1.865428028935412e-06
1947,1.587860026575072e-06,2.0110509968418455e-06
1948,1.7047120621782597e-06,1.975422049937947e-06
1949,1.4391734524110689e-06,1.6845986223756881e-06
1950,1.4453456103069584e-06,2.2993651107583446e-06
1951,1.4371570102866826e-06,1.8476209220352757e-06
1952,1.5384868987666778e-06,1.9940224635917048e-06
1953,1.3909010760926321e-06,2.272200116060219e-06
1954,1.4756529154169584e-06,1.8147599289974892e-06
1955,1.3900084709916882e-06,2.1671368148901138e-06
1956,1.5645728552726723e-06,1.829695538191345e-06
1957,1.2846144841205387e-06,2.04442761564394e-06
1958,1.3516846166794494e-06,2.144992684804947e-06
1959,1.3199523323237372e-06,1.8524286904408882e-06
1960,1.4492225233198042e-06,1.9149946073326873e-06
1961,1.4688408924712348e-06,1.9795305234993066e-06
1962,1.4586500327595786e-06,1.8683403784081065e-06
1963,1.5253419292093895e-06,1.8098482783557301e-06
1964,1.6250279486484942e-06,1.808763826716131e-06
1965,1.4670548722506283e-06,1.705088699566204e-06
1966,1.5321080866215198e-06,1.6661536665907306e-06
1967,1.4924125650850328e-06,1.5076965818039412e-06
1968,1.5710972292026781e-06,1.5459453148736202e-06
1969,1.2644253857274634e-06,1.5955194800909567e-06
1970,1.243495262315264e-06,1.2706277665586185e-06
1971,1.4202531133378216e-06,1.3421494067245021e-06
1972,1.219435908694777e-06,1.3015182327436037e-06
1973,1.2377142653008377e-06,1.4648582791210174e-06
1974,1.0936110967918466e-06,1.3467618096285605e-06
1975,1.0212126753117445e-06,1.2685197416928418e-06
1976,1.0821419849094127e-06,1.2021260786809762e-06
1977,1.0936690912899394e-06,9.637922468996862e-07
1978,1.2546529077894775e-06,1.1554450551898299e-06
1979,1.1674687172558151e-06,1.0410660706838826e-06
1980,1.172278039973662e-06,9.4714611176272e-07
1981,1.230951951924908e-06,9.766648769726771e-07
1982,1.2675719816002129e-06,1.149629378360828e-06
1983,1.2693785649275924e-06,9.491920103243956e-07
1984,1.3662464368735527e-06,9.956897804030973e-07
1985,1.2476267414740505e-06,1.058136694709333e-06
1986,1.2534469604474907e-06,1.0166647883558255e-06
1987,1.2857158964152404e-06,1.0455607508674802e-06
1988,1.168128626716225e-06,9.798368827418358e-07
1989,1.1278091278654756e-06,8.786483434164438e-07
1990,1.1758188378507839e-06,1.106076171097925e-06
1991,1.274282482199851e-06,9.126301492301536e-07
1992,1.2970409031254349e-06,1.0028098529346607e-06
1993,1.2213952658157723e-06,8.414055834293777e-07
1994,1.2469926815583676e-06,1.1246143696297395e-06
1995,1.2064952699120113e-06,8.6650763186924e-07
1996,1.1946650104732726e-06,7.88436228305045e-07
1997,1.2390007242402135e-06,9.359634205452494e-07
1998,1.2330382190839373e-06,8.463429335137107e-07
1999,1.205162007522631e-06,7.417436584944426e-07
2000,1.1880087242843729e-06,8.774210584761022e-07
2001,1.1505062005312539e-06,8.57841275347937e-07
2002,1.2617918159207875e-06,9.261902125246024e-07
2003,1.3038301744927594e-06,1.0246463624241642e-06
2004,1.2130795212783596e-06,1.0069352764929818e-06
2005,1.2079056830316404e-06,1.324102375299674e-06
2006,1.4231427485356107e-06,9.808814009915068e-07
2007,1.4264285965737145e-06,9.622700867240042e-07
2008,1.4773315513139096e-06,9.460031193953e-07
2009,1.6011589849540542e-06,9.679430714726323e-07
2010,1.9745455119846156e-06,1.0784419037790371e-06
2011,2.248113105451921e-06,1.0225300535182669e-06
2012,2.8524233925963927e-06,9.436588523925593e-07
2013,3.01504414323972e-06,1.006595200081506e-06
2014,3.0792631093845557e-06,9.127351638937853e-07
2015,2.93962230557554e-06,9.336215711641671e-07
2016,2.9439956392707245e-06,1.0306988329489286e-06
2017,2.5888155334996554e-06,1.0653613866651312e-06
2018,3.107827865278523e-06,1.1007374149940574e-06
2019,2.858381691339673e-06,1.0563640824301501e-06
