year,aux_ADP oeufs_NOUN,aux_ADP noeuds_NOUN
1931,3.649714130915527e-08,3.4216069089154644e-08
1932,4.6030052880396966e-08,4.27421921189719e-08
1933,5.391211344019098e-08,1.9500125958415992e-08
1934,6.949316322391041e-08,5.152079296522061e-08
1935,3.4708023122220766e-08,1.1848601388919633e-07
1936,7.517323252770325e-08,3.394919900756577e-08
1937,6.29555889641864e-08,1.5109342110797286e-08
1938,3.630259959308546e-08,2.463390735840676e-08
1939,6.72938211820906e-08,1.2235240376412548e-08
1940,1.2678914629304927e-07,3.550096039361961e-08
1941,8.854507527189526e-08,3.246652724442356e-08
1942,1.0923162463427616e-07,6.068423630267716e-08
1943,4.645176421291808e-08,9.00002916637277e-08
1944,1.1888788264968753e-07,9.318240046241044e-08
1945,4.1391577276783664e-08,5.664110602765504e-08
1946,4.315542145860718e-08,2.5057987684817817e-08
1947,4.1723048349595615e-08,5.364391952866754e-08
1948,5.979538308942267e-08,8.914948068650119e-08
1949,6.479225422850732e-08,4.123143426681963e-08
1950,4.4668517329427004e-08,5.424034199563721e-08
1951,4.904244754744269e-08,2.7719645245838365e-08
1952,4.217921489857446e-08,4.8506098693223976e-08
1953,5.063698715890297e-08,3.555363037310855e-08
1954,6.547599129547166e-08,4.49536656788041e-08
1955,9.10403965548312e-08,5.255940394022218e-08
1956,3.488456634670456e-08,5.581530726495032e-08
1957,3.8874164776103726e-08,4.594219477072059e-08
1958,5.707847910985109e-08,3.8052320405768114e-08
1959,5.1154935065689244e-08,4.5729413589157275e-08
1960,4.706166573109627e-08,4.014083287984249e-08
1961,4.029932254567825e-08,4.0994138916783385e-08
1962,4.566208766654256e-08,5.0735652568079104e-08
1963,5.3668242627757934e-08,5.948769099539675e-08
1964,5.293052529609099e-08,4.319617374903828e-08
1965,7.496699661047046e-08,3.2832258967108174e-08
1966,7.699313608888758e-08,4.874385695075034e-08
1967,5.4726723708320435e-08,4.289391813960819e-08
1968,4.760900745859331e-08,3.503304435437116e-08
1969,7.221394821010918e-08,4.7688456683570024e-08
1970,5.4724827003305165e-08,5.4724827003305165e-08
1971,4.521789676026344e-08,4.4704059565248144e-08
1972,5.0788452887751134e-08,7.130904433605423e-08
1973,5.1824113778131675e-08,7.167164917110114e-08
1974,5.738083264095195e-08,9.225937214196733e-08
1975,7.59626854751616e-08,6.111283523679845e-08
1976,8.113208344040501e-08,8.227478787148357e-08
1977,9.931761013604046e-08,6.46445979524124e-08
1978,1.0039599462885462e-07,7.247521105480104e-08
1979,7.549045388799414e-08,6.788288831049982e-08
1980,8.300319986886961e-08,8.016062313931371e-08
1981,7.021359871295374e-08,5.9460166568214845e-08
1982,5.4005270366808134e-08,8.566352960315271e-08
1983,8.399370632350411e-08,1.124126285390048e-07
1984,1.1076105943530479e-07,1.0844146053345938e-07
1985,9.324114802478078e-08,1.4016249849646556e-07
1986,1.1809136524210118e-07,7.852776123806748e-08
1987,1.0816145917802444e-07,9.838415027108027e-08
1988,1.6850316275629496e-07,1.535117772899497e-07
1989,1.4049593144438433e-07,9.055401373192495e-08
1990,1.0624869695163852e-07,8.990274086295713e-08
1991,1.3246910790520872e-07,6.447611866633451e-08
1992,1.1791280640771618e-07,6.667032537155393e-08
1993,1.002596525800925e-07,5.705383721021917e-08
1994,1.2290578732532254e-07,5.2749264289886355e-08
1995,1.4044148127778655e-07,8.6216968675501e-08
1996,1.6601466601429138e-07,7.046281669254029e-08
1997,1.1555695667020416e-07,4.363354122460805e-08
1998,1.0013071694014997e-07,3.242328006081152e-08
1999,9.597422359619578e-08,2.9706307413945865e-08
2000,7.510653243780752e-08,2.9159007763901457e-08
2001,4.731708569405413e-08,2.2344179839706158e-08
2002,4.906968231743747e-08,2.8039817578928705e-08
2003,5.6670153458782124e-08,1.4584229823810801e-08
2004,5.065510055857203e-08,1.7178685141061578e-08
2005,5.0892369651833747e-08,1.3511249008502091e-08
2006,4.77675232701813e-08,2.9237018139838256e-08
2007,3.2355285395357924e-08,1.917350189728495e-08
2008,4.129716399403627e-08,1.660401513503551e-08
2009,3.242370882894363e-08,8.105927484791664e-09
2010,2.3618965450111773e-08,1.842279218067233e-08
2011,5.8506770511668194e-08,9.942326961720482e-09
2012,3.029784986785522e-08,6.808505315092361e-09
2013,2.6496688509958233e-08,9.761937536101328e-09
2014,3.226513423104649e-08,5.197068442264197e-09
2015,1.9949178850509064e-08,3.103205470367243e-09
2016,3.894119321445899e-08,4.971216327476213e-09
2017,1.5093667926624477e-08,3.2702947017071438e-09
2018,3.7173120415179284e-08,3.614053334377587e-09
2019,2.678537114331192e-08,3.316284080678855e-09
