year,plusieurs_DET ombres_NOUN,plusieurs_DET nombres_NOUN
1841,3.2102742686390684e-09,5.778493772368165e-08
1842,2.0124795163667386e-09,9.056157690423561e-08
1843,7.678984614845064e-09,1.2227305579148862e-07
1844,4.9397050894128824e-09,9.714753379519436e-08
1845,5.022205318283568e-09,1.0379223813750116e-07
1846,2.9272506640865004e-09,5.913046186023507e-08
1847,6.47186837454683e-09,7.820174374728595e-08
1848,3.218088684420195e-09,1.279190290359722e-07
1849,1.6758829879393033e-09,1.2988092934484996e-07
1850,2.7155984128057753e-09,1.3170651680383116e-07
1851,0.0,1.3479326810283965e-07
1852,2.6042181744401205e-09,2.1029062224897643e-07
1853,1.0749477752369785e-08,9.913406984196627e-08
1854,5.7152309551611324e-09,8.624803160550698e-08
1855,8.491099379170919e-09,6.527533003009012e-08
1856,4.659470143053568e-09,8.231730674879145e-08
1857,2.0014186974393056e-08,1.0153538587687194e-07
1858,6.851146261421803e-09,3.8170671956549995e-08
1859,1.0693564478359008e-08,3.768208145515928e-08
1860,5.034902272882391e-09,5.0349024671714204e-08
1861,5.187560159214399e-09,1.377061393803558e-07
1862,5.873382280530137e-09,5.873382147303374e-08
1863,6.493007020935693e-09,1.0538649802827038e-07
1864,3.3563096746291876e-09,4.89062237374327e-08
1865,2.3534221238463715e-09,1.0919878612458689e-07
1866,2.919367858567057e-09,7.7363248252027e-08
1867,1.1161466417775046e-08,7.085104591908475e-08
1868,9.87974813071446e-10,1.0571330610886776e-07
1869,1.1720445947105418e-08,1.0206554890146435e-07
1870,6.880858549607183e-09,8.887775670984865e-08
1871,2.1242354542039266e-09,8.603153789366047e-08
1872,3.628403577593531e-09,8.16390828273228e-08
1873,1.0774807712721213e-08,5.986004597557937e-08
1874,8.364453130127458e-09,6.63181611848529e-08
1875,1.1443054281912168e-09,8.86836726277096e-08
1876,1.2092029377797076e-08,3.869449471949338e-08
1877,1.2369631985365004e-09,5.3807898581226254e-08
1878,3.6234530931267273e-09,7.548860903039412e-08
1879,4.276527687530063e-09,3.9710614241350584e-08
1880,5.134277003548959e-09,9.241698650797048e-08
1881,1.3945015142624584e-09,8.436734333372442e-08
1882,7.320923423037584e-09,5.923292789589141e-08
1883,6.319338829996468e-09,1.1501197150209919e-07
1884,0.0,1.723042917234352e-07
1885,3.2228177904158883e-09,9.152802959988549e-08
1886,1.9360391623202133e-09,1.1293561641423366e-07
1887,2.6115699047757346e-09,1.0707436359780331e-07
1888,1.268122939990235e-09,7.291706793921549e-08
1889,3.132568426877924e-09,1.566284160148257e-07
1890,3.932631831293776e-09,1.350203682193296e-07
1891,5.099376032546843e-09,1.9186402633319943e-07
1892,3.761107425503951e-09,7.271474267156464e-08
1893,1.847525021858587e-09,1.8167328641460756e-07
1894,4.411077725308132e-09,1.0208493650409878e-07
1895,5.416753268150387e-09,1.2338160226832429e-07
1896,5.897029087265082e-09,1.8752551944611895e-07
1897,4.07869948926276e-09,1.0837687369757987e-07
1898,1.2448380992680086e-08,8.204614798668075e-08
1899,2.2110313580014918e-09,3.758753308602536e-08
1900,4.15284251431558e-09,1.1576048830619357e-07
1901,2.794369458047896e-09,1.5983793177909433e-07
1902,3.928227076954727e-09,9.182230797932789e-08
1903,1.6200660812870638e-09,1.301453049773471e-07
1904,1.6123875568041512e-09,5.8045952044949445e-08
1905,2.0643036169332163e-09,7.225062859106401e-08
1906,1.5432553013283723e-09,1.4197949660399445e-07
1907,7.71426478252124e-09,8.639976867286236e-08
1908,9.822778146428846e-09,1.114885319619674e-07
1909,2.2003934230241384e-09,6.436150429278698e-08
1910,6.412980813053082e-09,6.893954163089688e-08
1911,5.3203743632934675e-09,2.0057811134233106e-07
1912,6.251305584292766e-09,8.647639110348493e-08
1913,1.27271754801761e-08,5.037840367094759e-08
1914,9.375441145653696e-09,1.2991683373542173e-07
1915,0.0,1.0013647511186718e-07
1916,1.7579939282086343e-08,9.55909200683891e-08
1917,1.4256352209862655e-08,1.1185753123754694e-07
1918,9.189101035644853e-09,8.499918635607173e-08
1919,7.366278698128781e-09,4.880159565345821e-08
1920,0.0,1.590168614562515e-07
1921,3.0290989716519334e-09,6.436835026102372e-08
1922,5.1645547283207804e-09,9.665095634936449e-08
1923,8.492758496458919e-09,5.944930947521243e-08
1924,0.0,6.574728672603669e-08
1925,2.1996355847875293e-09,3.629398648286042e-08
1926,1.1146138456652466e-09,6.241837269271855e-08
1927,6.689535148041159e-09,3.1217830098739796e-08
1928,2.2852082448565625e-09,3.5420729460611255e-08
1929,2.2280812750352652e-09,1.893869061575515e-08
1930,4.201441416995522e-09,2.7309368988426286e-08
1931,9.124285327288817e-09,2.9653927313688655e-08
1932,4.383814644626227e-09,6.466126312165699e-08
1933,1.3764794637438627e-08,4.244145057619164e-08
1934,7.188948103475923e-09,5.032263672433146e-08
1935,3.590485242455088e-09,3.590485420090772e-08
1936,6.0623572828433225e-09,2.7886843056990074e-08
1937,1.0072894518486919e-08,7.554670844456268e-08
1938,5.186085783037697e-09,3.759912203804561e-08
1939,7.647025235257843e-09,3.6705722017416065e-08
1940,7.607348528892999e-09,3.803674530900025e-08
1941,0.0,5.312704587367989e-08
1942,0.0,4.8547388331598995e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,6.4263723231761105e-09,3.534504600111177e-08
1945,2.178504043826024e-09,3.485606470121638e-08
1946,5.568441707737293e-09,3.201854070766785e-08
1947,9.536696765621855e-09,6.437270627657199e-08
1948,2.174377566888097e-09,4.348755111571734e-08
1949,2.945102384188658e-09,2.748762362170254e-08
1950,4.2541445921528975e-09,4.041437340340792e-08
1951,6.396840945832594e-09,2.7719645245838365e-08
1952,8.435843024123812e-09,3.268889159357968e-08
1953,3.232148326759443e-09,5.386913670690774e-08
1954,4.886268056836229e-09,2.5408594339637602e-08
1955,2.815682353940474e-09,3.754243271814062e-08
1956,4.36057079333807e-09,4.273359266449006e-08
1957,4.4175189062301e-09,2.9155623693100097e-08
1958,1.1581140713090576e-08,4.7979010986409776e-08
1959,9.300897385600138e-09,4.8054638157601914e-08
1960,4.152499955001332e-09,4.982999968206059e-08
1961,8.33779090214648e-09,1.1117054510290103e-07
1962,3.805173787174709e-09,3.932012831997511e-08
1963,1.939815863494232e-09,7.82392477471916e-08
1964,1.2167936658258327e-09,5.41473177406715e-08
1965,6.019247711375186e-09,4.1040326692609597e-08
1966,3.323444963676536e-09,3.046491192648659e-08
1967,9.367637221480152e-09,4.338695447358987e-08
1968,6.737123747768692e-09,4.491415991902947e-08
1969,7.266812374062681e-09,3.451736046988785e-08
1970,4.138852510715552e-09,3.770954681847627e-08
1971,4.1107179882260425e-09,3.494110278889906e-08
1972,1.5390440033513642e-09,2.411168970040123e-08
1973,3.859242703185828e-09,2.3155456219114967e-08
1974,2.250228725575454e-09,1.8564387360697765e-08
1975,4.569184142155791e-09,2.513051322594606e-08
1976,1.7140580621521906e-09,1.7711933031350213e-08
1977,2.3507127355770763e-09,1.7042667055378047e-08
1978,5.940591241149207e-09,2.198018778098998e-08
1979,1.2289144035726451e-08,2.5748682186410576e-08
1980,3.4110904101325445e-09,2.1603572486483813e-08
1981,5.0604397339171214e-09,2.0874313833019187e-08
1982,5.586752171993226e-09,2.483000871578156e-08
1983,6.946847541655643e-09,1.1367568553133367e-08
1984,2.319603453759811e-09,1.159801704675445e-08
1985,3.0077789148208467e-09,1.3234227935754461e-08
1986,6.593933843390687e-09,1.3187867742292525e-08
1987,6.721898426764739e-09,1.7721369260925712e-08
1988,4.797243047249822e-09,2.6984492862425213e-08
1989,4.390497854167563e-09,1.1525056464734007e-08
1990,4.903785877363731e-09,2.6153525178873593e-08
1991,2.930732601047481e-09,1.1136783939491579e-08
1992,6.0609386398624565e-09,2.5896738198305513e-08
1993,3.323524400133948e-09,1.661762283333701e-08
1994,8.439882459576609e-09,2.795711040448623e-08
1995,2.7112254108452305e-09,2.0605312456289937e-08
1996,3.2028553142993132e-09,1.494665791135219e-08
1997,6.233362936924891e-09,1.965906681888896e-08
1998,4.291316413329582e-09,1.525801340829247e-08
1999,7.312321886887574e-09,1.1882523326400829e-08
2000,6.627047133278552e-09,8.836062881378837e-09
2001,3.5049695090716426e-09,1.445799924226776e-08
2002,3.9430991805033955e-09,7.448076377869484e-09
2003,3.3335384452826133e-09,2.2918075881506184e-08
2004,7.047665923076707e-09,9.690540814233373e-09
2005,6.3052495447024626e-09,2.477062288619436e-08
2006,4.11788997345397e-09,1.3177248070483927e-08
2007,4.393927444112933e-09,2.03718453772872e-08
2008,5.5346716099080595e-09,2.000996635054264e-08
2009,6.675469510497578e-09,1.9072770696126895e-08
2010,6.613310454817167e-09,3.6845584028277756e-08
2011,1.873746224845263e-08,2.791499476018089e-08
2012,1.6340413022675193e-08,2.4170193957395725e-08
2013,2.063952525555024e-08,2.6775599626382984e-08
2014,1.5807750219920536e-08,1.9272461293518006e-08
2015,1.5072712689079282e-08,1.9505863771418497e-08
2016,1.8849195093650906e-08,3.314144025878818e-08
2017,1.8615523900145092e-08,2.0628013075452145e-08
2018,1.8328413509127728e-08,1.858655984676716e-08
2019,2.0152803592576873e-08,2.040790292312522e-08
