year,les_DET airs_NOUN,les_DET nerfs_NOUN
1892,3.7648685022872996e-06,5.325728125171736e-06
1893,3.584814301405004e-06,6.61290761172495e-06
1894,3.7456348422892916e-06,6.04884746735479e-06
1895,3.4932039127966164e-06,5.847084196375363e-06
1896,3.2740304334311077e-06,5.6145613598346245e-06
1897,3.1312759176671534e-06,6.810262618728302e-06
1898,3.361628749587453e-06,5.957115831733972e-06
1899,3.362978596044286e-06,6.55515515290972e-06
1900,3.5008463044050586e-06,6.007605691138451e-06
1901,3.4393098715668202e-06,5.7100143635580025e-06
1902,3.139144510555525e-06,5.1494147044195415e-06
1903,3.284413992332702e-06,4.862358423451951e-06
1904,2.8754244212336744e-06,5.320341585957067e-06
1905,2.86680175776155e-06,4.77060552839248e-06
1906,2.9651078818915266e-06,4.510935184498521e-06
1907,3.1772486011050205e-06,4.362674133062683e-06
1908,3.5833495246606617e-06,4.21200721234527e-06
1909,3.83418556992865e-06,4.8936750545180985e-06
1910,4.158283601896073e-06,4.365102199699322e-06
1911,3.5673109337608366e-06,4.154148228963095e-06
1912,3.4496786867066476e-06,3.968016244471073e-06
1913,3.7995920649791515e-06,4.177165095597957e-06
1914,3.5224870913452833e-06,4.270513500159723e-06
1915,3.3504486083302254e-06,4.236362002529859e-06
1916,3.2621775183372392e-06,4.9190865638593095e-06
1917,3.5257055444049e-06,4.7188522671604005e-06
1918,3.842192910497033e-06,5.002316726177014e-06
1919,3.598427042561525e-06,3.4722795447805765e-06
1920,3.47338261974528e-06,4.438084999947023e-06
1921,3.3978916675891924e-06,5.30168057366609e-06
1922,3.2521939488106e-06,4.424547768167031e-06
1923,3.3121758917786792e-06,4.438527923866786e-06
1924,3.4781603801548044e-06,3.9487045455643965e-06
1925,3.682189920084511e-06,4.216701341874796e-06
1926,3.2412969517281454e-06,5.245372904028045e-06
1927,3.245539367924266e-06,4.789706878227662e-06
1928,3.1455890976417322e-06,3.842577740442721e-06
1929,3.111515525233699e-06,4.333617965812664e-06
1930,3.3779589330151794e-06,4.314880499123319e-06
1931,2.9756575230521776e-06,3.7432381816415727e-06
1932,2.972226369024611e-06,3.982695545801107e-06
1933,2.59695791271497e-06,4.355410567313811e-06
1934,2.801293334186994e-06,4.954383427957509e-06
1935,2.5468508866310913e-06,4.874682247191231e-06
1936,3.1948622023492135e-06,4.751675447778325e-06
1937,2.445195036671066e-06,4.954604889917391e-06
1938,2.598229063011104e-06,5.436314495455008e-06
1939,2.720811654199906e-06,4.323627933899843e-06
1940,2.842612751408069e-06,3.702243162706509e-06
1941,3.3233918941277807e-06,3.9225469095072185e-06
1942,3.5469934971388284e-06,3.2435723937851435e-06
1943,3.6464634760591252e-06,3.971625773147025e-06
1944,3.6148344975117652e-06,3.846183773248413e-06
1945,3.5596755836309057e-06,4.0934091884992085e-06
1946,3.1893250564962727e-06,3.587468484056444e-06
1947,2.9229974742861486e-06,3.4677813971484284e-06
1948,3.0191232767151632e-06,5.642509790959593e-06
1949,2.5946352124606165e-06,4.220331959459145e-06
1950,2.7098902108946277e-06,3.3512024231185933e-06
1951,2.9883909462569136e-06,3.916998934982985e-06
1952,2.2639694776671604e-06,3.6632648061640793e-06
1953,2.347617026998705e-06,3.08346929500658e-06
1954,2.7832183491227624e-06,3.1819377568353957e-06
1955,2.5031416512888427e-06,3.1845366947891307e-06
1956,2.667797218691703e-06,3.2774049998351984e-06
1957,2.60545267138923e-06,2.74858027182745e-06
1958,2.5495054600810363e-06,2.8729500911595096e-06
1959,2.1237049807609765e-06,2.504266518599252e-06
1960,2.7551836652150996e-06,2.6451424162132753e-06
1961,2.3227696104299866e-06,2.456869083289348e-06
1962,2.598933818376281e-06,2.39599116014233e-06
1963,2.8651081862562933e-06,2.6562546509012464e-06
1964,2.677554412855443e-06,2.656869014572294e-06
1965,2.7135862268323763e-06,2.4979877082387247e-06
1966,2.6227519995813964e-06,2.729102135390349e-06
1967,3.0997019209166865e-06,2.780216249220757e-06
1968,3.874295273931239e-06,2.7541362896954524e-06
1969,2.6033354814103404e-06,2.2831415975588243e-06
1970,2.76521328146373e-06,2.3182172839142368e-06
1971,3.0943429010221735e-06,2.122672086102284e-06
1972,3.6531776146375705e-06,2.0510326947942303e-06
1973,2.7147015728701263e-06,2.2885308084141798e-06
1974,2.1073391138770603e-06,2.064584805339109e-06
1975,2.064700005632858e-06,1.7522820741078249e-06
1976,2.120289774865114e-06,1.7849057769581123e-06
1977,2.1050632454944207e-06,1.4968163384310174e-06
1978,2.7017809429707995e-06,1.6580191015691526e-06
1979,2.590083479248051e-06,1.7087762245182603e-06
1980,2.4861163652190044e-06,1.8141315223374477e-06
1981,2.3834669704569933e-06,1.7673585830380034e-06
1982,2.230976434702825e-06,1.9280502385754517e-06
1983,2.3897155401186865e-06,1.7891290013949401e-06
1984,2.6808815292156396e-06,1.7385427213412186e-06
1985,2.4356993861829324e-06,1.5538186843855328e-06
1986,2.50089924236363e-06,1.714422793952508e-06
1987,2.3923847791706976e-06,1.9053527324786046e-06
1988,2.2888845663260327e-06,1.8919127455774287e-06
1989,2.4295917810945866e-06,1.5948483351735376e-06
1990,2.481860441605477e-06,1.8574451132735703e-06
1991,2.812917117012148e-06,1.8082620272252825e-06
1992,2.4552311685965833e-06,1.67722697597128e-06
1993,2.629461711478598e-06,1.7260170892541282e-06
1994,2.501897675699638e-06,1.7038013453429812e-06
1995,2.6591697732669672e-06,1.9032802072160848e-06
1996,2.4144190717834135e-06,1.8859479524735434e-06
1997,2.427655047654298e-06,1.619715320089199e-06
1998,2.6777814383649456e-06,1.6769510011727107e-06
1999,2.632435851523951e-06,1.5876879047027614e-06
2000,2.6777688617585227e-06,1.7150798186094107e-06
2001,2.6076973185240604e-06,1.5956373644598898e-06
2002,2.7203005288356508e-06,1.9163462781079943e-06
2003,2.9714327283159037e-06,2.0397088178469858e-06
2004,2.8291974274452514e-06,2.1724431036318492e-06
2005,2.84321721011338e-06,2.0879382702787552e-06
2006,3.0950060931900225e-06,2.767633873190789e-06
2007,3.3805279358034568e-06,2.576838639356538e-06
2008,3.5519819263640784e-06,2.7051771382957668e-06
2009,3.661018190825871e-06,3.113629702511389e-06
2010,4.531534784746327e-06,3.656215739056279e-06
2011,4.854914891438966e-06,4.238872776340941e-06
2012,6.316590933863608e-06,5.216336262492405e-06
2013,7.086329823380311e-06,4.938703796142363e-06
2014,6.7843399875755495e-06,5.295163219898313e-06
2015,7.366123313090611e-06,5.471394786127348e-06
2016,8.214520626381727e-06,5.273217425383336e-06
2017,7.32973659722802e-06,5.201529432952157e-06
2018,8.429521308528365e-06,5.449992642070356e-06
2019,8.10168209142148e-06,5.306564929696833e-06
