year,aux_ADP os_NOUN,aux_ADP noces_NOUN
1861,6.050581191630044e-07,6.234503837632133e-07
1862,5.254418056210852e-07,7.441123526241711e-07
1863,4.220454741243884e-07,6.887581953662902e-07
1864,5.298174414747336e-07,6.463293016345517e-07
1865,5.318734110915102e-07,6.650770973948283e-07
1866,4.996984444005648e-07,7.400597086260063e-07
1867,9.142696626440738e-07,5.73117032942605e-07
1868,8.111273359645566e-07,6.451475256241679e-07
1869,8.175011316780001e-07,5.537910494624043e-07
1870,7.0127418894117e-07,8.021934196911218e-07
1871,7.817186542524723e-07,3.324428583528771e-07
1872,5.636120476992801e-07,4.837871570018137e-07
1873,6.267346748245473e-07,4.49548928749266e-07
1874,7.910382464615395e-07,4.2479470341305614e-07
1875,6.179249112392426e-07,4.371246848933197e-07
1876,6.021830927238625e-07,5.501873694413462e-07
1877,6.778558372388943e-07,4.904558945639792e-07
1878,5.272124212751805e-07,6.280652176116064e-07
1879,5.901608233216393e-07,5.278457280155635e-07
1880,3.780111512696749e-07,5.21770893158191e-07
1881,4.246257105933182e-07,4.420569670315899e-07
1882,5.038126573708723e-07,4.971572771239607e-07
1883,4.303469722799491e-07,3.917990190061005e-07
1884,4.1326623545501207e-07,4.403331850255654e-07
1885,5.182291147320939e-07,3.912500838865185e-07
1886,3.736555527211749e-07,5.395095898919067e-07
1887,4.54413140005272e-07,3.6823134319519113e-07
1888,4.387705416775134e-07,4.3179584885422173e-07
1889,4.128725095142727e-07,3.890649935556212e-07
1890,3.2444214070892485e-07,3.6573476336343447e-07
1891,3.805409392043657e-07,3.8564030102605784e-07
1892,3.372459786987747e-07,3.698422350595365e-07
1893,3.849010283829557e-07,3.658099405612347e-07
1894,3.446942002938158e-07,3.4973543527883066e-07
1895,2.979214173137734e-07,4.213030155852948e-07
1896,3.6620551213673025e-07,3.449761933893569e-07
1897,4.0320858829545614e-07,3.3153998924007055e-07
1898,2.783910701964487e-07,4.272057967380505e-07
1899,2.924088846611994e-07,3.4492088474280536e-07
1900,2.393075533291267e-07,2.9640913901118893e-07
1901,2.989975200762274e-07,2.682594715253117e-07
1902,2.474783116213075e-07,3.0198245148937986e-07
1903,3.007922657616291e-07,3.4399403858742517e-07
1904,3.5203794368499075e-07,3.934225674129266e-07
1905,2.5958618721233506e-07,2.688755431634604e-07
1906,2.7109851430395793e-07,2.772715479437693e-07
1907,2.4119935915223323e-07,2.8902779281025914e-07
1908,2.4998971070999687e-07,3.1973143510555246e-07
1909,3.075049903600302e-07,3.7791755858052056e-07
1910,2.645354584274173e-07,3.340094316683917e-07
1911,2.6974296929438424e-07,4.075406661030456e-07
1912,2.1775380787403265e-07,3.4382180835734744e-07
1913,2.2643766328656056e-07,3.505276104931454e-07
1914,2.2233189156395383e-07,2.8795997852881783e-07
1915,3.145463551845751e-07,1.9791679495284598e-07
1916,2.636990927840088e-07,2.5820535842768777e-07
1917,2.478412000073149e-07,3.1692967539243e-07
1918,2.618893688577373e-07,2.883080369997515e-07
1919,1.8784010080707958e-07,3.4805666082604603e-07
1920,2.4003975340747274e-07,3.831549246768873e-07
1921,2.4838612944222405e-07,2.9155076219922194e-07
1922,3.0249535143411777e-07,3.85128224422715e-07
1923,2.4735157921895734e-07,3.3971033452928623e-07
1924,2.39784213817984e-07,3.6096548150510444e-07
1925,2.1666410532361624e-07,3.4864224218722484e-07
1926,2.2961044976455014e-07,3.1655032906030556e-07
1927,2.5977695372603193e-07,3.6792441537869536e-07
1928,2.2395040844003233e-07,3.5420728039525784e-07
1929,1.927290327330411e-07,3.509228072573478e-07
1930,1.91165582918984e-07,3.518707316629843e-07
1931,1.8590731087897439e-07,3.0794461913785653e-07
1932,2.038473780885397e-07,3.5399304643135565e-07
1933,2.133543119953174e-07,3.4182573216412493e-07
1934,2.1686659579245315e-07,3.25898986019979e-07
1935,2.1901959712522512e-07,3.111753805740136e-07
1936,1.964203732995884e-07,3.3706705160341244e-07
1937,1.9768054926316836e-07,2.568588000073646e-07
1938,2.437460295823257e-07,2.6578690004441796e-07
1939,1.636463338172689e-07,3.899982736754737e-07
1940,1.749690170527174e-07,3.0682974205831215e-07
1941,2.7448973582977487e-07,4.220648595065768e-07
1942,2.0025797198286455e-07,3.8231068977268023e-07
1943,2.438717672248458e-07,4.819370538200474e-07
1944,1.767252371109862e-07,3.8558234827235083e-07
1945,1.808158316407571e-07,3.5945316234631264e-07
1946,2.0881655871107796e-07,3.92575142171836e-07
1947,1.84773497835522e-07,3.075584737999293e-07
1948,2.848434519364673e-07,2.9788972355504484e-07
1949,1.855414524243315e-07,2.876383495831192e-07
1950,2.3610502353221818e-07,2.541851422677155e-07
1951,2.270878525223452e-07,3.1557750546085117e-07
1952,2.8049177558386873e-07,2.46748417254139e-07
1953,2.003931882654797e-07,2.445658848770904e-07
1954,2.404043755177554e-07,3.684246081547826e-07
1955,2.402715608695871e-07,3.566531088239344e-07
1956,2.066910553821799e-07,2.720996228333661e-07
1957,1.8200177009930485e-07,3.1364384334153783e-07
1958,1.7206266988978314e-07,3.02764103565778e-07
1959,1.7129153206951742e-07,2.937533487568089e-07
1960,1.9655166738630214e-07,2.872145739019061e-07
1961,1.924640145034573e-07,2.5916634260880755e-07
1962,1.5347534088050452e-07,2.5367824996180843e-07
1963,1.3643372653859842e-07,3.3106193608745116e-07
1964,1.7765187010354566e-07,2.975060411358754e-07
1965,1.1600732108263401e-07,3.244921860101613e-07
1966,1.9608324919317965e-07,3.273593041086542e-07
1967,1.7157567810954788e-07,3.086390147899465e-07
1968,1.6752980513956572e-07,2.7577294581249134e-07
1969,2.0619580709535512e-07,2.752305192643689e-07
1970,1.673935940971205e-07,2.9615789909342993e-07
1971,1.5261041141911846e-07,2.7901497468008074e-07
1972,1.5185234758519073e-07,3.4115476488238983e-07
1973,1.295602913842231e-07,2.729035912807376e-07
1974,1.6257902757388365e-07,2.1264660432507299e-07
1975,1.296506013659382e-07,2.672972687634001e-07
1976,1.4455223151799146e-07,2.8910447369412395e-07
1977,1.292892051196759e-07,3.1088174878846075e-07
1978,1.4970289896609756e-07,3.5821766530830246e-07
1979,1.1820986145494317e-07,2.955246447555737e-07
1980,1.5975273015556013e-07,3.16662889687791e-07
1981,1.480178610790972e-07,2.644079746261241e-07
1982,1.3408204324605322e-07,2.501623379558282e-07
1983,1.0672884087625789e-07,3.132396697580475e-07
1984,1.368565989423587e-07,2.9632933440382203e-07
1985,1.215142759747323e-07,2.6468455516237555e-07
1986,1.810334566698657e-07,3.069176557346509e-07
1987,1.0632821556555427e-07,2.5848755846880067e-07
1988,1.2952556005529914e-07,2.6984491530157584e-07
1989,1.212874991551871e-07,2.486119310418644e-07
1990,1.2695356588210416e-07,2.6534929720156697e-07
1991,1.365721402635245e-07,2.801780407679644e-07
1992,1.4821749516613636e-07,2.5841637718571064e-07
1993,1.3404881826772908e-07,2.9191623429625224e-07
1994,1.566653224926995e-07,2.953959041818166e-07
1995,1.2742759736283915e-07,3.1450215232098344e-07
1996,1.564061022918395e-07,3.0960936125978833e-07
1997,1.5247763940351433e-07,2.7330898433319817e-07
1998,1.292163034349869e-07,3.0229939884662826e-07
1999,1.68183404980482e-07,2.8380949856909865e-07
2000,1.65234382620838e-07,2.7038351912977987e-07
2001,1.476468440841927e-07,2.68568279615522e-07
2002,1.634195569977237e-07,3.1632420061100675e-07
2003,1.7834429399954388e-07,3.179362062510904e-07
2004,1.6429871152467967e-07,2.911567014152183e-07
2005,2.0356948482458392e-07,2.828354679351719e-07
2006,1.7665747975570412e-07,2.9607628260208685e-07
2007,1.5658359586723236e-07,2.7162460725094206e-07
2008,1.720005684546777e-07,2.3415918093405708e-07
2009,1.630721868650653e-07,2.8704518761912823e-07
2010,1.9036886556023092e-07,2.361896491720472e-07
2011,2.7188440299141803e-07,2.3479188637764992e-07
2012,2.542976744734915e-07,2.6587215007367604e-07
2013,2.6719817469711415e-07,2.54368209162692e-07
2014,2.559556264714047e-07,2.8280715280715185e-07
2015,2.7153049586559064e-07,2.857165792846672e-07
2016,2.638887224293285e-07,3.2540751604415163e-07
2017,2.4954863420134643e-07,3.408653412861895e-07
2018,2.488533823452599e-07,2.48337102881635e-07
2019,2.2448692504895007e-07,2.474458140611091e-07
