year,ces_DET ombres_NOUN,ces_DET nombres_NOUN
1857,4.778997482191016e-07,1.7207319729095616e-06
1858,4.1351561197444653e-07,1.9491511125124816e-06
1859,5.020882942741167e-07,1.7695302290121617e-06
1860,4.989130595323132e-07,1.6313083506247494e-06
1861,3.4426536493770143e-07,1.9929663039874868e-06
1862,5.159540386323602e-07,1.5397297374875052e-06
1863,5.164437911209241e-07,1.72364360651045e-06
1864,4.420739088129011e-07,2.026731522164482e-06
1865,4.4856227099376866e-07,1.8963875731969893e-06
1866,4.422842104223612e-07,1.6567411762480333e-06
1867,4.212240476419993e-07,1.5587230848268518e-06
1868,4.900354979575638e-07,1.8554167127149412e-06
1869,4.1265736694384714e-07,2.133609541488113e-06
1870,4.4553559463977876e-07,1.943269126059022e-06
1871,2.952687232493645e-07,1.92137096632905e-06
1872,3.223231971327678e-07,1.662413552594444e-06
1873,3.992664918683886e-07,1.959817836905131e-06
1874,3.2143398476236484e-07,1.997909294004785e-06
1875,3.530182185462749e-07,1.8017088336819143e-06
1876,3.379722208762814e-07,1.5544304403647402e-06
1877,2.8883091607312394e-07,2.155408424187044e-06
1878,3.8831339432832124e-07,1.7416731736830116e-06
1879,3.3173635705097126e-07,2.2158523051984957e-06
1880,3.439965468032824e-07,1.6038198396017833e-06
1881,2.8168929283589605e-07,1.7570719137438573e-06
1882,3.2811049166525663e-07,1.8295654058420041e-06
1883,3.090156690532808e-07,2.3406831246575166e-06
1884,3.010373923473253e-07,2.0980193085051724e-06
1885,2.990775009870106e-07,1.989767781651608e-06
1886,2.4135954290738226e-07,1.77534792555889e-06
1887,2.74214841056164e-07,1.965859155461658e-06
1888,2.8659579198730967e-07,1.9269127733423375e-06
1889,3.264136116953864e-07,1.6677794008046476e-06
1890,2.451340526121726e-07,1.957139772912342e-06
1891,2.4923200747650753e-07,1.9492364344841917e-06
1892,2.7268028857108106e-07,2.158875702207297e-06
1893,2.5988518537189975e-07,1.780398207529288e-06
1894,2.6718526280333776e-07,1.8173639375618222e-06
1895,3.47274067280523e-07,1.8669742587462679e-06
1896,2.771603551110502e-07,2.1376729648636683e-06
1897,2.5404470527234935e-07,1.7037310158229957e-06
1898,2.6311350476149187e-07,1.880271327081573e-06
1899,3.2391608506543434e-07,1.8528443206378142e-06
1900,3.099058738520455e-07,1.762881652211945e-06
1901,2.950854192662611e-07,2.095777063004789e-06
1902,2.1261529536964474e-07,1.7161441405733058e-06
1903,2.4192986236570846e-07,1.6816286176890571e-06
1904,2.617442511620993e-07,1.7268670546854992e-06
1905,3.0293655745028403e-07,1.5167470621690882e-06
1906,3.760398774588225e-07,2.156956611543137e-06
1907,2.3142794880470774e-07,1.565481511534017e-06
1908,2.5883020637884613e-07,1.5765559169267362e-06
1909,3.2675841299401043e-07,1.4605111289256456e-06
1910,3.484386139618323e-07,1.3723778806706832e-06
1911,2.942167038888499e-07,1.6434636052053975e-06
1912,3.365286018741642e-07,1.5013551717402152e-06
1913,3.754516813003761e-07,1.3824894153913192e-06
1914,3.7166928490428575e-07,1.498061607208001e-06
1915,2.532863758730741e-07,1.3029523131535825e-06
1916,2.988589571373268e-07,1.2800393562883983e-06
1917,2.939001717550127e-07,1.2611387774086324e-06
1918,3.721585839500108e-07,1.0946516511012305e-06
1919,4.29085725173195e-07,1.278970160001336e-06
1920,3.4377932944806844e-07,1.401620124852343e-06
1921,3.975692262070396e-07,1.3093279846998485e-06
1922,3.740613203073728e-07,1.3914786620716768e-06
1923,3.832357271527087e-07,1.2728521312510566e-06
1924,3.661221333883802e-07,1.3097890416702285e-06
1925,4.333282019874929e-07,1.291186038088199e-06
1926,4.235532653495966e-07,1.3698604277578852e-06
1927,4.2813022949061974e-07,9.287304152394427e-07
1928,3.61062909348675e-07,1.1757396691791655e-06
1929,3.8768614674111745e-07,1.0249173953980062e-06
1930,4.054390907448635e-07,1.3150511790627206e-06
1931,3.4672284243697504e-07,1.0093740456795786e-06
1932,3.7481614478807046e-07,1.0433478792037931e-06
1933,3.8312013073138473e-07,1.34780276539459e-06
1934,3.42673196485066e-07,1.3455314444854594e-06
1935,3.6622948762499163e-07,1.032862911642951e-06
1936,3.491917861531135e-07,1.1676100371005305e-06
1937,2.7700459304114133e-07,1.0022530148035003e-06
1938,3.3190947856809316e-07,1.1539040940533596e-06
1939,3.63998387875597e-07,1.101171648087984e-06
1940,2.840076902543842e-07,1.3515723082946351e-06
1941,3.6893783317282214e-07,1.059589436636088e-06
1942,2.7914748335078343e-07,1.0528714824431518e-06
1943,3.5129146347401274e-07,9.987129203636869e-07
1944,3.887955166703705e-07,8.900525472199661e-07
1945,4.945204068462772e-07,1.0587529715166966e-06
1946,4.6078856286158043e-07,9.744773166175946e-07
1947,4.1127006067398497e-07,1.0871834490444598e-06
1948,4.261780013337102e-07,1.1252403737671557e-06
1949,3.4457699538137376e-07,9.277072763325123e-07
1950,4.2541446454436027e-07,1.139047242304514e-06
1951,3.4542941940163274e-07,1.0224284210380574e-06
1952,3.3321580428236075e-07,1.137784366278538e-06
1953,2.855064238360683e-07,1.0450612677459503e-06
1954,3.3715249347920917e-07,9.283909037094418e-07
1955,3.2380346270954874e-07,8.728615483732938e-07
1956,3.6105526390883824e-07,8.032171336935789e-07
1957,2.9862426620397287e-07,8.516976350847472e-07
1958,2.9366464798785685e-07,8.247426706020633e-07
1959,2.3794795933618218e-07,7.518225544345114e-07
1960,3.079770754532696e-07,8.457258076077778e-07
1961,3.689472627410595e-07,7.823627612424389e-07
1962,3.469050016136066e-07,7.261540133640665e-07
1963,3.407610096317626e-07,8.231285590909465e-07
1964,3.224503170584647e-07,7.410273354935271e-07
1965,3.551356031472608e-07,7.195736912990469e-07
1966,2.9578658988782536e-07,7.328195863465226e-07
1967,3.5991451285966036e-07,5.896681187778086e-07
1968,3.6649953827350146e-07,6.548484208224181e-07
1969,3.011185325529908e-07,8.088870657729785e-07
1970,2.8190183809506664e-07,5.380508127927897e-07
1971,2.877502547349309e-07,5.2360270075269e-07
1972,2.9293138537056507e-07,5.909929257086333e-07
1973,2.409270090097948e-07,5.678599848124577e-07
1974,2.0758359214889666e-07,5.333042025768009e-07
1975,1.7134440977173426e-07,5.425906124401081e-07
1976,2.456816581286603e-07,4.2394368904297153e-07
1977,2.25668416620195e-07,4.201898988753783e-07
1978,2.4950484434071996e-07,4.966334259393079e-07
1979,2.2530096865924776e-07,4.687430674721327e-07
1980,2.1262463190119263e-07,4.872174201864254e-07
1981,2.7832419313700285e-07,3.384168962838885e-07
1982,2.4581708668591773e-07,3.3955036116140036e-07
1983,2.5134958292483134e-07,3.6818293125406854e-07
1984,2.812519239725475e-07,3.914330690690804e-07
1985,2.785203474520159e-07,3.1762145624725235e-07
1986,2.439755599770166e-07,3.962354782061084e-07
1987,2.5054348773423385e-07,3.532052161858701e-07
1988,2.2427111701084357e-07,3.597932405341453e-07
1989,2.2775706920441507e-07,3.012979021832507e-07
1990,2.391957794056765e-07,3.1929094035376693e-07
1991,2.461815373777654e-07,2.555598754838684e-07
1992,2.5511041790160505e-07,3.1792376375960885e-07
1993,2.5591138330671725e-07,2.891466301946366e-07
1994,2.3789918457417514e-07,3.5974999690324694e-07
1995,2.5105947337733525e-07,3.828250356718854e-07
1996,2.647693748691893e-07,3.005346016493604e-07
1997,2.2344208261415588e-07,3.2509382918988194e-07
1998,2.5032677886116517e-07,2.9848488125594486e-07
1999,1.9743268853122942e-07,2.4953299160301867e-07
2000,2.421081262138358e-07,3.225162998887754e-07
2001,2.230036828532178e-07,2.72511371690598e-07
2002,2.3308098873187078e-07,2.580539515406599e-07
2003,2.3584783548358246e-07,3.7627313886900993e-07
2004,2.2993010662109015e-07,3.6647864476435643e-07
2005,2.2924085918418768e-07,4.0758933295137467e-07
2006,2.3471972132593777e-07,2.960762799375516e-07
2007,2.680295694279522e-07,2.5604614251051316e-07
2008,2.469314958619684e-07,2.7588208340034726e-07
2009,2.622505848037804e-07,2.73694254815382e-07
2010,2.947646962070394e-07,2.607533780007998e-07
2011,2.9062186124306777e-07,2.707372104282513e-07
2012,3.557443979396169e-07,2.696168159843637e-07
2013,3.5951822452418014e-07,3.0903506598178865e-07
2014,4.402349984555798e-07,2.557390743618271e-07
2015,4.3023728268920536e-07,2.885981231770529e-07
2016,4.0618979735285166e-07,3.328643565225775e-07
2017,3.318091259529865e-07,3.008671072279867e-07
2018,4.138091218575113e-07,3.157133754427832e-07
2019,4.3851479158973916e-07,2.721903875624321e-07
