year,deux_DET ombres_NOUN,deux_DET nombres_NOUN
1951,1.2900296297857494e-07,4.925567651525853e-07
1952,1.2337420507435581e-07,6.200344708773287e-07
1953,1.0773827519017232e-07,5.45155661058061e-07
1954,1.1531592392088896e-07,5.23807955232769e-07
1955,1.2107434521624327e-07,5.180855486841551e-07
1956,1.4128249681277794e-07,3.65415820269277e-07
1957,9.365139685968416e-08,5.000631277951584e-07
1958,1.2077475197713738e-07,5.302507775084564e-07
1959,1.371882394352042e-07,4.5419381677902493e-07
1960,1.1142541644915127e-07,5.21830837207915e-07
1961,1.215927909470338e-07,7.003744695310843e-07
1962,1.2430234797022877e-07,6.09461991984972e-07
1963,1.4160655936734656e-07,5.800049862614287e-07
1964,1.1742058703134717e-07,5.785853911532968e-07
1965,1.07252047243378e-07,4.580100405604526e-07
1966,1.4733938868971563e-07,4.902081105484513e-07
1967,1.0797434768505809e-07,3.9048257960416777e-07
1968,1.1857338044762855e-07,3.6290640537117724e-07
1969,9.855614635512211e-08,4.6008006293618564e-07
1970,7.863819817544027e-08,3.375464281418772e-07
1971,9.300499748121638e-08,3.7869989899519396e-07
1972,9.849881799084415e-08,3.447458762906308e-07
1973,7.001768764780536e-08,3.434725890372192e-07
1974,8.269590345832967e-08,3.4934799275632145e-07
1975,7.253579781263397e-08,3.0613532686629696e-07
1976,7.713261229724822e-08,2.468243556208449e-07
1977,9.814225876425553e-08,2.09801116035635e-07
1978,8.554451191855605e-08,3.041582652407726e-07
1979,8.60240101374643e-08,2.229601849812468e-07
1980,1.0460676946877356e-07,2.14330183379019e-07
1981,1.0943200479118786e-07,1.8913392763053594e-07
1982,7.076552499540867e-08,2.166418271443149e-07
1983,9.788739419036574e-08,1.8693335146480194e-07
1984,1.0380225035078183e-07,4.80737805119702e-07
1985,8.060847989099784e-08,2.0332586014859544e-07
1986,8.272390061847545e-08,2.5596451913578733e-07
1987,7.821845393607418e-08,2.6520946061481254e-07
1988,7.375761068573183e-08,1.9968524567204327e-07
1989,9.05540158413487e-08,2.2336656879673455e-07
1990,9.099247044730419e-08,2.473687414905612e-07
1991,8.381895533204897e-08,1.8170541649098482e-07
1992,8.705712062351267e-08,2.170918014243739e-07
1993,8.696555298115527e-08,2.1104380287795266e-07
1994,7.965139214860528e-08,4.6683101029287855e-07
1995,7.97100305760523e-08,2.510594814264522e-07
1996,9.39504198882446e-08,1.788260899360239e-07
1997,7.480035435492027e-08,2.080984260466323e-07
1998,8.391907613258809e-08,3.056370871945546e-07
1999,7.769341969776633e-08,1.6589830131863437e-07
2000,6.317784873033361e-08,2.438753403666283e-07
2001,8.587174971097511e-08,1.8576337490472383e-07
2002,8.280508545510656e-08,1.9277374541104564e-07
2003,1.0000615091598775e-07,3.0668551609380756e-07
2004,9.514348775496728e-08,2.612041072325155e-07
2005,7.656374023667922e-08,4.868553582504376e-07
2006,9.388789123931929e-08,2.3513151248266695e-07
2007,8.747909951978272e-08,2.492555082334036e-07
2008,1.1154492085552192e-07,2.8993165068769144e-07
2009,9.679430590381344e-08,2.6463468660864464e-07
2010,1.4879947940471538e-07,3.396407128875012e-07
2011,1.6634277955063226e-07,3.9578110122562293e-07
2012,2.1548919448832748e-07,2.9651040911460314e-07
2013,2.507423495501371e-07,4.0637550569044834e-07
2014,2.6158577881574274e-07,2.8085825309887014e-07
2015,2.6798396746130493e-07,4.0097848597042685e-07
2016,2.3986117270169416e-07,4.4782371233509366e-07
2017,1.914380263201565e-07,4.3922574910482126e-07
2018,2.6640735839578156e-07,4.977067771250177e-07
2019,2.464254151846035e-07,4.306067200587904e-07
