year,quelques_DET ombres_NOUN,quelques_DET nombres_NOUN
1842,5.0311988797346885e-08,6.439934452373564e-08
1843,5.079943576902224e-08,8.91943585656918e-08
1844,5.3239042951958027e-08,3.402907822191992e-08
1845,8.984167276793187e-08,5.245414280707905e-08
1846,7.025401771443285e-08,8.606117063436614e-08
1847,8.521293626273518e-08,7.874106344729626e-08
1848,6.194820856286753e-08,5.953464210506354e-08
1849,8.798385664476882e-08,8.128032291665477e-08
1850,6.042206646128534e-08,6.042206734946376e-08
1851,3.740674348051698e-08,9.545169632474426e-08
1852,8.203287338304222e-08,4.817803755940986e-08
1853,6.987159983928848e-08,7.046879679784013e-08
1854,8.728716061057185e-08,6.286753856388216e-08
1855,7.376642585654736e-08,6.102978034050466e-08
1856,1.1648675535269604e-07,6.26439886630692e-08
1857,1.0641690018076133e-07,7.224633691294002e-08
1858,8.759679914760454e-08,7.34051397444091e-08
1859,8.758538339037614e-08,6.61982533234351e-08
1860,6.728460233418332e-08,9.245911156141595e-08
1861,9.101809883560463e-08,5.0460810918639964e-08
1862,9.532951183999216e-08,5.511943279579157e-08
1863,1.1687412815319931e-07,4.7948359505056715e-08
1864,8.582562838199692e-08,5.609831599251436e-08
1865,1.0260920424443043e-07,1.1390563159352496e-07
1866,7.103795063301277e-08,6.179328382316385e-08
1867,8.880645196995829e-08,6.648351735805136e-08
1868,8.249589655839884e-08,5.335063946176888e-08
1869,8.448487953671702e-08,1.1085588580428407e-07
1870,8.715754340471449e-08,4.9886224928741285e-08
1871,3.9298356568906456e-08,1.6675248293296363e-07
1872,1.0582844023332427e-07,4.475031145645403e-08
1873,9.398026712403862e-08,8.500126247312778e-08
1874,1.1710233760453548e-07,7.766991938495948e-08
1875,7.781276900598044e-08,5.4354506673348624e-08
1876,7.617978914353785e-08,6.16693522914602e-08
1877,8.225805014916432e-08,6.926994122746777e-08
1878,1.008527803492143e-07,9.541760404019328e-08
1879,7.881029651102267e-08,6.598071200514255e-08
1880,1.1808837196980448e-07,8.471556789402257e-08
1881,7.042232375020774e-08,3.69542902944886e-08
1882,9.716862403585935e-08,1.018273945163628e-07
1883,5.181857787306399e-08,1.1058843174538424e-07
1884,9.506443632290029e-08,1.1288901902162252e-07
1885,6.767917337668905e-08,6.639004590525133e-08
1886,5.614513554075273e-08,4.711028567250253e-08
1887,1.0772725911323278e-07,7.377684596576728e-08
1888,9.764546948787256e-08,6.277208619565045e-08
1889,9.021796554264938e-08,5.45066898283153e-08
1890,1.0618106216497836e-07,8.651790306402063e-08
1891,7.457837369884146e-08,7.967775239592356e-08
1892,1.0593785670920397e-07,1.2098229040802266e-07
1893,9.052872274040169e-08,1.0284555518325078e-07
1894,9.011201296260651e-08,8.128985351518736e-08
1895,6.379731321004556e-08,7.282523273310915e-08
1896,8.137899865090503e-08,6.781583294923621e-08
1897,8.798337614024376e-08,8.914871407750269e-08
1898,9.449452609278097e-08,8.544115726039081e-08
1899,9.728537619935196e-08,1.0999881006057421e-07
1900,6.436906163642675e-08,1.1835600854936956e-07
1901,7.544797503422629e-08,1.02832796944341e-07
1902,3.9282272545904107e-08,5.352209342390779e-08
1903,7.506305887972076e-08,8.640352699984533e-08
1904,9.298101488752764e-08,6.772028093848803e-08
1905,8.721682737133918e-08,9.805442080512705e-08
1906,6.738881674905883e-08,6.533114182971644e-08
1907,8.691405350980119e-08,5.70855602788356e-08
1908,7.072400109997545e-08,4.6658197083715436e-08
1909,1.2047153941097122e-07,5.44597359986021e-08
1910,8.443758214848884e-08,8.443757837373056e-08
1911,7.448524041997473e-08,8.565802067650452e-08
1912,1.1564914981221364e-07,8.12669744831851e-08
1913,8.855992761347409e-08,7.371155730240275e-08
1914,1.1317496806384497e-07,5.89313456922369e-08
1915,9.660224575824827e-08,9.778032561413852e-08
1916,1.1756584150646177e-07,7.801098078630275e-08
1917,1.1734074156777297e-07,5.04455535121906e-08
1918,8.9593738650251e-08,8.385054517390245e-08
1919,9.392005217989663e-08,6.44549373873815e-08
1920,1.1434069691063087e-07,7.345064823027769e-08
1921,1.3706672330471292e-07,5.755287935116371e-08
1922,8.410846569217867e-08,5.902348421127357e-08
1923,7.961961046021315e-08,5.732612029518691e-08
1924,8.379555882509493e-08,7.090393605579948e-08
1925,9.018505942037791e-08,5.829034233073571e-08
1926,1.0477370171457778e-07,4.681378129589575e-08
1927,8.584903188335602e-08,5.0171513166219484e-08
1928,7.769707854876629e-08,3.999114595032438e-08
1929,8.689516839410771e-08,4.4561625056616094e-08
1930,1.260432407335088e-07,3.676261250973312e-08
1931,1.0378874559791029e-07,6.386999817920014e-08
1932,1.2713062247371454e-07,6.575722011348262e-08
1933,1.1585368575595112e-07,7.226516851588372e-08
1934,9.225816910429785e-08,6.709684896577528e-08
1935,1.4242258661312235e-07,5.146362358487977e-08
1936,1.1275984412861817e-07,4.7286388138445545e-08
1937,7.806493318440744e-08,4.280980325788164e-08
1938,9.33495463151246e-08,3.7599123259290934e-08
1939,9.176430282309411e-08,5.352917487044806e-08
1940,4.057252667166722e-08,2.2822046030768206e-08
1941,6.788455708672814e-08,5.312704676185831e-08
1942,9.406056511451766e-08,2.730790660265825e-08
1943,1.3064558235242885e-07,3.193558839598154e-08
1944,1.285274464635222e-07,3.855823393905666e-08
1945,1.1546071654322532e-07,2.832055301382752e-08
1946,7.795818035560842e-08,4.037120238109537e-08
1947,1.2516914527083145e-07,4.52993091926146e-08
1948,7.392883460966004e-08,4.566193023691767e-08
1949,1.0602368938350537e-07,5.399354641166809e-08
1950,8.508289450759321e-08,2.2334258886758107e-08
1951,8.955577435187934e-08,2.2388944476148254e-08
1952,9.595771466308634e-08,2.4253048236388963e-08
1953,8.403585383121026e-08,1.6160741300730308e-08
1954,1.0261162763924858e-07,3.22493685089853e-08
1955,8.447046795367896e-08,1.9709777365761738e-08
1956,8.285084573955714e-08,2.7907652411229833e-08
1957,9.630191133425114e-08,4.7709204420431917e-08
1958,1.1415695766459066e-07,1.8198935358704205e-08
1959,8.060778000640312e-08,3.1778065512355624e-08
1960,7.405291801987346e-08,3.806458181987438e-08
1961,7.990383021905245e-08,2.7097821542199085e-08
1962,1.0083710844099869e-07,3.297817485758969e-08
1963,9.828400671096915e-08,3.23302644655854e-08
1964,1.009938737084326e-07,1.8860301320700046e-08
1965,7.715580885303552e-08,2.2435377999840966e-08
1966,9.471817641326652e-08,1.9386761529460728e-08
1967,9.466243966471666e-08,2.5144711424118782e-08
1968,7.455750150597851e-08,2.6948495823742036e-08
1969,7.584735861598801e-08,9.08351560635623e-09
1970,6.530189589071256e-08,1.2876429700270364e-08
1971,7.758980213878885e-08,1.6956711368365518e-08
1972,7.541315749648447e-08,2.103360258187692e-08
1973,8.104409632281317e-08,1.764225188161106e-08
1974,6.638174543383002e-08,1.518904385600095e-08
1975,7.824727887850713e-08,1.1422960355389478e-08
1976,6.913367256444758e-08,1.9997343780886467e-08
1977,8.580101695798703e-08,8.22749424145286e-09
1978,8.019798336533768e-08,6.534650598410963e-09
1979,7.022368109232957e-08,1.5800327934911707e-08
1980,8.527725903206829e-08,6.822180709242787e-09
1981,8.602747314512271e-08,1.2651099279281652e-08
1982,7.324852724366337e-08,1.1173503788874939e-08
1983,7.010000935281369e-08,8.209910973278056e-09
1984,5.972978822654795e-08,1.3917620833581168e-08
1985,7.338980800852823e-08,1.0828004493035337e-08
1986,6.474044145221569e-08,1.3787316177626963e-08
1987,8.066278489593515e-08,1.588812414965446e-08
1988,6.236416094651531e-08,1.1993107618124554e-08
1989,6.969915133936411e-08,1.7013178421620978e-08
1990,6.538381081000466e-08,7.62811153132148e-09
1991,8.381895089115687e-08,9.96449056600568e-09
1992,8.595512568376762e-08,6.611932834577061e-09
1993,7.03479363650672e-08,5.539207592608619e-09
1994,8.809127560738261e-08,1.0549853213248639e-08
1995,6.073144742657632e-08,1.4098372247417501e-08
1996,6.138805996869223e-08,9.07475650180345e-09
1997,6.6649034735633e-08,8.151320729510303e-09
1998,5.0065358081496925e-08,1.3827574862901315e-08
1999,4.524498997682258e-08,7.3123217758652714e-09
2000,7.024669912425452e-08,1.1045078740501424e-08
2001,6.046072176246753e-08,7.009938934876558e-09
2002,5.126029289925782e-08,1.708676378164853e-08
2003,6.917092054692375e-08,1.8334461060476315e-08
2004,6.783378481145519e-08,1.5416769416631837e-08
2005,5.944949332814531e-08,2.1167622765716487e-08
2006,5.5179726565768306e-08,1.9354083002909306e-08
2007,7.269952728705675e-08,1.4380126422963713e-08
2008,4.981204559939556e-08,1.404955063399882e-08
2009,5.149647730462448e-08,1.1443662240040453e-08
2010,6.471596414314718e-08,1.1337103533737292e-08
2011,6.92138932834041e-08,1.1471915639660324e-08
2012,6.16169728573368e-08,1.429786167239655e-08
2013,9.706155346123069e-08,1.4782363111365271e-08
2014,9.679540013962651e-08,1.0177592435489657e-08
2015,8.688975672299648e-08,9.974589376682275e-09
2016,8.306073340236253e-08,1.387797801677415e-08
2017,6.993399637167386e-08,1.0062445099379147e-08
2018,7.408809654663173e-08,9.551426871645674e-09
2019,7.040726224261107e-08,9.693753688644335e-09
