year,nos_DET aînés_NOUN
1975,1.325063383461611e-07
1976,1.548365755610348e-07
1977,1.4574419093804636e-07
1978,1.538613121354615e-07
1979,1.462993282075331e-07
1980,1.1654558695894934e-07
1981,1.3916209518072264e-07
1982,1.6201580432806395e-07
1983,1.7872345114966492e-07
1984,1.5715312962072403e-07
1985,1.4798272296445703e-07
1986,1.5046158630127593e-07
1987,1.784358580891876e-07
1988,1.6070764186082442e-07
1989,1.8988903249805844e-07
1990,1.7054278167449866e-07
1991,2.6083520054953624e-07
1992,1.9450103039275746e-07
1993,1.8390167966231274e-07
1994,2.020296943072708e-07
1995,2.803407070928188e-07
1996,1.9484036251071757e-07
1997,1.7597263379798278e-07
1998,1.907251707677915e-07
1999,2.3947854543848734e-07
2000,2.2090157703047453e-07
2001,2.444716216132292e-07
2002,2.536727254920379e-07
2003,1.991789124744514e-07
2004,2.788232773554e-07
2005,2.197829829242437e-07
2006,2.388376127981928e-07
2007,2.7841521443860984e-07
2008,2.541691515034472e-07
2009,2.884756362675489e-07
2010,3.136598429875903e-07
2011,2.8718030797847405e-07
2012,2.0187218208178592e-07
2013,2.546471087327973e-07
2014,2.568218038234704e-07
2015,1.9483697144551115e-07
2016,2.0879107154314624e-07
2017,2.1458164134458002e-07
2018,2.1090583679495012e-07
2019,2.1734416044694171e-07
