year,petits_ADJ nombres_NOUN
1906,4.4754404626701216e-08
1907,3.9085609415678846e-08
1908,3.094175227147389e-08
1909,3.135560788791736e-08
1910,3.473697773870299e-08
1911,3.458243114096149e-08
1912,3.750783150735515e-08
1913,3.075734156254839e-08
1914,3.214437072074361e-08
1915,2.709575319670421e-08
1916,2.8567400889301098e-08
1917,3.070598708632133e-08
1918,2.986458014220261e-08
1919,5.524709134618888e-09
1920,1.1358347151713133e-08
1921,3.4077363153528495e-08
1922,1.623145884366295e-08
1923,2.1231896241147297e-08
1924,4.2542360745301266e-08
1925,3.739380360912037e-08
1926,4.904300965336006e-08
1927,4.1252132376712325e-08
1928,2.742249805010033e-08
1929,4.0105462062456354e-08
1930,5.04172987803031e-08
1931,5.2464642408267537e-08
1932,4.383814555808385e-08
1933,5.850037609889114e-08
1934,6.589868917217245e-08
1935,6.223507398317452e-08
1936,4.4861444337129797e-08
1937,6.799204044227736e-08
1938,5.4453899167583586e-08
1939,9.482311469355409e-08
1940,8.621661606866837e-08
1941,7.67390702094417e-08
1942,3.6410540360520827e-08
1943,4.935499831049128e-08
1944,8.354284375400312e-08
1945,5.010559434026618e-08
1946,3.897909195416105e-08
1947,6.675687558299614e-08
1948,6.414413888933268e-08
1949,9.227987618487532e-08
1950,9.252764243683487e-08
1951,8.209279656057333e-08
1952,7.803154744578933e-08
1953,1.045061281956805e-07
1954,1.3095198880819225e-07
1955,3.923184124232648e-07
1956,1.0814215301024888e-07
1957,1.4224410449514835e-07
1958,1.1994752924238128e-07
1959,1.0773539571573565e-07
1960,7.543708591128961e-08
1961,8.337791257417848e-08
1962,1.2113136449443118e-07
1963,9.117135135738863e-08
1964,1.3506409857200197e-07
1965,9.19303317914455e-08
1966,1.107814924239392e-07
1967,7.494109866001963e-08
1968,4.9854715911124003e-08
1969,1.0173537390301135e-07
1970,7.265985857429769e-08
1971,1.443889630081685e-07
1972,1.0106388970143598e-07
1973,7.608220897736828e-08
1974,6.863197654638498e-08
1975,8.110301763508687e-08
1976,8.056073141915476e-08
1977,6.405691976851813e-08
1978,1.1287123413694644e-07
1979,7.783124544857856e-08
1980,5.798853663918635e-08
1981,8.539491602732596e-08
1982,7.945602931158646e-08
1983,7.894144715692164e-08
1984,8.698512488081178e-08
1985,1.8467763140961324e-07
1986,5.454981888419752e-08
1987,7.821845571243102e-08
1988,6.476278002764957e-08
1989,5.5430035672543454e-08
1990,7.083246345018779e-08
1991,7.912978361446221e-08
1992,1.1074988037762523e-07
1993,6.370088811991081e-08
1994,9.705865267051195e-08
1995,4.609083248396928e-08
1996,7.153043668495229e-08
1997,6.089516091378755e-08
1998,5.4833485307881347e-08
1999,6.032665567090589e-08
2000,4.1971297548570874e-08
2001,5.476514886026962e-08
2002,5.914649037208619e-08
2003,8.292176545410257e-08
2004,7.752432651386698e-08
2005,1.2790648895588674e-07
2006,6.135655894468073e-08
2007,4.7134857794617346e-08
2008,4.768332573235057e-08
2009,4.6251468432956244e-08
2010,4.818268806161541e-08
2011,6.156594878348187e-08
2012,3.574465523570325e-08
2013,4.6020563360116284e-08
2014,3.096586453921191e-08
2015,3.324863229181574e-08
2016,2.796309139796449e-08
2017,3.2954506679061524e-08
2018,4.1561612817986315e-08
2019,3.21424451499297e-08
