year,certains_DET airs_NOUN,certains_DET nerfs_NOUN
1861,8.488734426492783e-08,7.734180362817256e-08
1862,5.2408641426637814e-08,2.8011514996428843e-08
1863,4.395266284262789e-08,2.3974179308439147e-08
1864,2.8768367688059016e-08,5.9454627887589595e-08
1865,4.7539127800977354e-08,7.813361579955824e-08
1866,5.741423336758089e-08,1.0558380125758049e-07
1867,5.774845668327089e-08,7.279217584255093e-08
1868,7.311013483501938e-08,1.1164115421014031e-07
1869,6.78809173315642e-08,1.1915786624072666e-07
1870,4.759260452402714e-08,9.919904186972417e-08
1871,3.611200227737754e-08,1.380753076318797e-07
1872,4.5959778094406545e-08,1.1852785331001314e-07
1873,3.890902922076833e-08,1.5803052466623058e-07
1874,6.691562060012757e-08,1.6848397876856325e-07
1875,8.639505710839046e-08,9.26887414598454e-08
1876,3.506688606158548e-08,1.0036384501255213e-07
1877,5.442638051356141e-08,1.1812998423899046e-07
1878,8.273551527215872e-08,2.5182998575346005e-07
1879,3.54340856656421e-08,1.4723474350830656e-07
1880,4.171599954361227e-08,7.958129422114268e-08
1881,3.834879180875106e-08,8.088108760517798e-08
1882,4.3260003357303844e-08,8.186123778841647e-08
1883,4.486730742492284e-08,9.479008644674991e-08
1884,9.572460513140868e-08,1.1288902079797936e-07
1885,5.220965038077452e-08,7.670306700902074e-08
1886,5.227305832633533e-08,8.002295404097026e-08
1887,3.395040937270721e-08,1.1360328988629931e-07
1888,4.56524276160053e-08,6.404020691519463e-08
1889,6.578393474399036e-08,7.204907576108255e-08
1890,2.4251230357208442e-08,9.63494830585887e-08
1891,2.549687994068961e-08,5.673056024946277e-08
1892,3.886477561998447e-08,7.522214628963297e-08
1893,3.6334658393144537e-08,6.959010834250989e-08
1894,4.7891699495039575e-08,1.0712616660413232e-07
1895,7.643640276278063e-08,6.620476256102847e-08
1896,4.8355637716213096e-08,1.0142889861342042e-07
1897,3.379493884736462e-08,7.691262027265111e-08
1898,3.5647635066027306e-08,8.204614654339082e-08
1899,4.0351322283527224e-08,7.130576129554811e-08
1900,3.218453115128028e-08,5.606337438734954e-08
1901,4.079779380994353e-08,6.81826120008111e-08
1902,2.553347622225033e-08,6.481574460481809e-08
1903,3.1321277793594504e-08,6.534266594471205e-08
1904,2.956043942958786e-08,7.846952954082553e-08
1905,5.522012180847469e-08,4.799506081454297e-08
1906,3.96102199928805e-08,4.5783240976149386e-08
1907,5.502842537197239e-08,4.2685599055403145e-08
1908,4.9605030305599485e-08,4.1746805790054964e-08
1909,3.355600064480768e-08,3.850688479190012e-08
1910,5.6647995627656655e-08,3.473697940403753e-08
1911,3.245428181752885e-08,4.043484236326833e-08
1912,3.4903122170248935e-08,5.053138474320207e-08
1913,4.45451151520615e-08,3.871182407966245e-08
1914,4.218948390644073e-08,4.48681847231569e-08
1915,1.5314990053916233e-08,6.479419267790831e-08
1916,1.8678685265172135e-08,1.153683548693607e-07
1917,3.180263163926611e-08,5.3735478733329956e-08
1918,4.020231791912465e-08,5.054005747240353e-08
1919,4.235610151503977e-08,2.6702760114183377e-08
1920,5.149117443536966e-08,4.0890050012620804e-08
1921,5.906743028027961e-08,7.118382683302116e-08
1922,3.6889677090812256e-08,4.352982063693389e-08
1923,3.715581753382935e-08,5.4141335414925607e-08
1924,4.640984829773487e-08,5.543398617913198e-08
1925,4.289289479153524e-08,6.158979504178319e-08
1926,4.346993875969929e-08,8.136681339809826e-08
1927,5.0171512722130274e-08,4.236705486437842e-08
1928,3.085031063942978e-08,3.427812300671462e-08
1929,3.230717737778832e-08,7.129860346566375e-08
1930,7.562594328547334e-08,5.0417296337812445e-08
1931,3.763767875142321e-08,3.763767697506637e-08
1932,4.822196164600001e-08,6.685317210930464e-08
1933,3.900024991843054e-08,8.258876871281018e-08
1934,6.47005329312833e-08,5.032263494797462e-08
1935,4.308582113310422e-08,5.266044844631779e-08
1936,6.062357416070085e-08,7.153581638164042e-08
1937,2.5182236296217297e-08,4.658713548266746e-08
1938,4.6674770715071645e-08,6.48260716218374e-08
1939,6.576441879957429e-08,5.6587986740908036e-08
1940,3.296517903095264e-08,3.0429394115571995e-08
1941,6.198155411141215e-08,4.7224042010185485e-08
1942,3.034211815133858e-08,1.517105907566929e-08
1943,3.4838823381733164e-08,1.4516175816936538e-08
1944,4.177142187700156e-08,4.177142010064472e-08
1945,4.35700817646989e-08,4.1391575500426825e-08
1946,7.378185173934071e-08,2.9234319853799207e-08
1947,2.7418003423207438e-08,3.3378440233988727e-08
1948,4.566192846056083e-08,6.631851334759631e-08
1949,4.0249735766551e-08,5.3993543858155135e-08
1950,3.6160229699433444e-08,4.147791021757996e-08
1951,7.462981543859826e-08,3.1984205062229876e-08
1952,3.479785237736621e-08,4.5342655297098133e-08
1953,3.986316254867006e-08,4.632745786992132e-08
1954,7.03622600184417e-08,3.909014378855602e-08
1955,4.411235776657918e-08,4.223523353275027e-08
1956,5.1454737137746065e-08,3.488456590261535e-08
1957,4.594219671361088e-08,2.120408987282829e-08
1958,3.8052319517589694e-08,2.3162280982091943e-08
1959,5.348016118844612e-08,3.642851409413339e-08
1960,3.4604168197560625e-08,1.9378333604436193e-08
1961,3.335116538494276e-08,1.80652133252579e-08
1962,3.9320128486508565e-08,2.79046077356071e-08
1963,4.267595066220764e-08,2.392439713005956e-08
1964,2.433587364958356e-08,2.433587364958356e-08
1965,3.228505507379964e-08,2.134096988015699e-08
1966,4.2096966801352664e-08,1.82789473557321e-08
1967,3.9935716511507735e-08,1.774920732611207e-08
1968,7.231179299793666e-08,1.931308885039229e-08
1969,2.725054604191257e-08,1.0900218283538265e-08
1970,4.000890863053996e-08,1.701528198894131e-08
1971,4.624557869981061e-08,1.6956711590410123e-08
1972,4.771036610229373e-08,1.539044092169206e-08
1973,4.520827223686297e-08,1.4885650545526374e-08
1974,2.1377172254588572e-08,1.8001828694380606e-08
1975,3.25554365687708e-08,1.3707552870556583e-08
1976,2.456816594609279e-08,3.9994687561772935e-09
1977,1.9393379790955123e-08,5.289103655048422e-09
1978,3.38613705963553e-08,1.1881182371276111e-08
1979,2.984506419778654e-08,1.5215131043966323e-08
1980,3.354238775621354e-08,8.527725858797908e-09
1981,3.858585184701724e-08,1.2018544159886346e-08
1982,2.110550711975634e-08,1.1173503899897241e-08
1983,2.77873914988902e-08,9.47297440490047e-09
1984,4.291266186839948e-08,5.799008384599347e-09
1985,3.849957153079231e-08,9.624893104742682e-09
1986,3.596691411367203e-08,1.3187867686781374e-08
1987,3.91092271900817e-08,7.332980445085013e-09
1988,3.1182079085478875e-08,1.3792074149421296e-08
1989,3.677041826577465e-08,7.683371272548811e-09
1990,2.6153524790295535e-08,1.3076762006569709e-08
1991,6.09592376576984e-08,8.20605094986604e-09
1992,3.967159711848467e-08,9.91789939064347e-09
1993,3.54509293032379e-08,7.754890063438324e-09
1994,2.3209677513236215e-08,9.494867891923775e-09
1995,3.470368570290816e-08,1.3556126887692699e-08
1996,4.4839973512011966e-08,1.0676184380997711e-08
1997,3.212579313682795e-08,6.712852163026639e-09
1998,4.4343601235397045e-08,4.7681290027412615e-09
1999,3.244842838867612e-08,8.683382013430219e-09
2000,3.2251629811241855e-08,3.0926219363180962e-09
2001,4.2935875743665974e-08,8.762423314712109e-09
2002,3.724038233343663e-08,1.1391176002462089e-08
2003,3.625222833036901e-08,9.16723019717125e-09
2004,4.228599514988218e-08,1.3654852915045979e-08
2005,3.0175122844866564e-08,1.3060874270998113e-08
2006,5.229720256849646e-08,2.5530917380223173e-08
2007,3.674921078555826e-08,1.8374606058912946e-08
2008,4.129716479894796e-08,2.086145434176956e-08
2009,3.623826394516527e-08,2.0026408975581944e-08
2010,2.881513760932819e-08,1.7005654662227698e-08
2011,2.5620612076338034e-08,2.715020008814406e-08
2012,3.23403994695326e-08,2.2468067184533425e-08
2013,2.6775599737405287e-08,1.561910023539781e-08
2014,2.8367331372791682e-08,1.5807750108898233e-08
2015,4.167161793411367e-08,1.9284205898806306e-08
2016,3.3762842743811916e-08,2.0091997621207724e-08
2017,2.414986899346161e-08,1.5093667871113325e-08
2018,4.233605266357188e-08,1.523065362718512e-08
2019,2.8826161957429264e-08,1.7091617898756795e-08
