year,les_DET ombres_NOUN,les_DET nombres_NOUN
1867,3.5978744747922065e-06,6.25527403030901e-06
1868,3.2400633287466007e-06,7.230987719708537e-06
1869,3.395022574181894e-06,8.788869365616847e-06
1870,3.4719665897853247e-06,6.774778711360341e-06
1871,2.451367812739136e-06,6.85172147996127e-06
1872,3.2093229833662917e-06,6.4730718776218055e-06
1873,3.124095648843195e-06,6.661225953052963e-06
1874,2.892905840212734e-06,7.742495863993781e-06
1875,2.7388950556428426e-06,6.615801986242786e-06
1876,3.5804500271297e-06,6.858599256531761e-06
1877,3.3620660104816125e-06,8.018614110483213e-06
1878,3.616810154483119e-06,5.865766929957772e-06
1879,3.2953699786730795e-06,7.634212920493155e-06
1880,2.92717973593426e-06,6.597546025943757e-06
1881,2.768782678685966e-06,6.423771253594168e-06
1882,3.126034322065152e-06,6.654053962051876e-06
1883,3.2070645090698235e-06,7.431542456970419e-06
1884,2.900785652570903e-06,6.95884880030917e-06
1885,2.6175726617339024e-06,7.3402899971597435e-06
1886,2.649147027966592e-06,7.193030839403036e-06
1887,2.710809425821026e-06,6.707817327367138e-06
1888,3.0174984715358733e-06,6.346955238711871e-06
1889,2.3914026741067573e-06,5.982579253327458e-06
1890,2.569975031008198e-06,6.313840337668353e-06
1891,2.2532868868552214e-06,8.184498653918126e-06
1892,2.3713783079415407e-06,7.495887260233758e-06
1893,2.7004655649420783e-06,7.462153355675127e-06
1894,2.735498199513131e-06,7.064025332681467e-06
1895,2.507354906811088e-06,6.802840033515167e-06
1896,2.4289861642046162e-06,8.936357303923614e-06
1897,2.8166333976287206e-06,6.455416006190262e-06
1898,2.6430175381619847e-06,7.789857100704012e-06
1899,2.492937824172259e-06,6.690581074053625e-06
1900,2.781366340798286e-06,7.098765131274831e-06
1901,2.6663872674248523e-06,7.715254241702496e-06
1902,2.19980712756751e-06,6.404483208655165e-06
1903,2.5278432147501917e-06,7.405861936149449e-06
1904,2.556709119971856e-06,8.318307401111724e-06
1905,2.704753740090382e-06,6.357023139003104e-06
1906,2.8653108472553868e-06,8.055792839911646e-06
1907,2.6624499085414755e-06,6.96495285623655e-06
1908,2.7557804713751466e-06,7.204025536111658e-06
1909,2.730688137830839e-06,7.394972392660293e-06
1910,3.095866418334481e-06,6.825549164091171e-06
1911,2.964512475500669e-06,7.715074644920605e-06
1912,2.9313412142073503e-06,7.026467407911241e-06
1913,2.993537705719973e-06,6.280330822505675e-06
1914,2.8119626875877657e-06,7.3650787086876335e-06
1915,2.2265639501029e-06,6.374570062916973e-06
1916,2.331539448618969e-06,6.207916001699232e-06
1917,2.6878706336219693e-06,6.528312489706423e-06
1918,3.0048359889178755e-06,5.1585318203706265e-06
1919,3.263261476149637e-06,5.66190595208127e-06
1920,3.168221766713941e-06,7.03005997593209e-06
1921,3.3282225757602646e-06,5.146439178815854e-06
1922,3.474269760772586e-06,6.7013789930570056e-06
1923,3.4937084905095617e-06,6.804822724859605e-06
1924,3.523281037587367e-06,6.967922978162733e-06
1925,3.568908724105313e-06,6.177676539209642e-06
1926,3.597973460500725e-06,5.9074536267189615e-06
1927,3.907803289848744e-06,5.197768679465753e-06
1928,3.1467316716771165e-06,6.471709639299661e-06
1929,3.5838687324485363e-06,5.6147646674276075e-06
1930,3.2382609020942255e-06,6.725457318168537e-06
1931,3.179813433007439e-06,5.812169710850412e-06
1932,3.5070517725444006e-06,5.844721059133917e-06
1933,2.931901292413386e-06,7.507548495766514e-06
1934,2.629956810551448e-06,7.452542803321194e-06
1935,2.9860868693276643e-06,6.0260309169279935e-06
1936,2.8735572499272166e-06,7.003235360514282e-06
1937,2.795228269292238e-06,5.5640151543912e-06
1938,2.806968822710587e-06,7.601505373600048e-06
1939,2.6871647804682652e-06,7.712789482638982e-06
1940,2.1148428928086105e-06,7.5617047059495235e-06
1941,2.7744123372031027e-06,6.865195089744702e-06
1942,3.459001362671188e-06,6.760223712376501e-06
1943,3.5361405252842815e-06,5.687437834467346e-06
1944,3.3642058809846276e-06,5.954033831301331e-06
1945,3.6947429720157743e-06,6.328554363221883e-06
1946,3.7183269228080462e-06,6.787930303175926e-06
1947,3.6203686164526516e-06,6.530253145342613e-06
1948,3.5377123026592017e-06,6.183929755820827e-06
1949,2.9313586651369405e-06,5.31591016184052e-06
1950,3.117224565585275e-06,6.565208849451665e-06
1951,2.7559722894920924e-06,5.870167811394822e-06
1952,2.9219651622724996e-06,7.1367233118735385e-06
1953,2.872302289347317e-06,6.635600229287775e-06
1954,3.231777782275458e-06,5.8811123153645894e-06
1955,2.8748117841814746e-06,6.5511542857166205e-06
1956,3.1195523320093344e-06,5.744615847902423e-06
1957,2.9729901172004247e-06,5.8593968716991185e-06
1958,2.8332434141020713e-06,5.700402745389965e-06
1959,2.660831768253047e-06,5.2216786059489095e-06
1960,2.993952463725691e-06,5.964374096834035e-06
1961,3.1106909830214136e-06,5.933727848628223e-06
1962,2.9857931167498464e-06,5.456619092569781e-06
1963,3.0843074085851185e-06,5.77741872120896e-06
1964,3.342532167494028e-06,5.546145331436492e-06
1965,3.205522943972028e-06,5.327581476421983e-06
1966,2.859270423982707e-06,5.322496818394029e-06
1967,3.153442577286114e-06,4.556123194277006e-06
1968,3.43099250699197e-06,4.6957751109744095e-06
1969,2.684633074068188e-06,5.471455779115786e-06
1970,2.6939330979303122e-06,3.7401429580086187e-06
1971,2.9669108130292443e-06,4.138465428127347e-06
1972,2.997031813833928e-06,4.312401443939962e-06
1973,2.6000269954806754e-06,4.598563272395495e-06
1974,2.2896077567224893e-06,4.472329386828733e-06
1975,2.289161216140201e-06,4.163668926082664e-06
1976,2.4019665900709697e-06,3.6280896011930963e-06
1977,2.3089876179938074e-06,3.452609298904008e-06
1978,2.628711555985319e-06,3.797226014512489e-06
1979,2.693663404329527e-06,4.132663505629353e-06
1980,2.6549652929475087e-06,3.5992688509622894e-06
1981,2.6542006850149846e-06,3.6378234753442484e-06
1982,2.5221081614290597e-06,3.820717580538258e-06
1983,2.7932643718031613e-06,3.7121426998965035e-06
1984,2.846733387684708e-06,3.061296546036374e-06
1985,2.9704825976750726e-06,3.1798240129887745e-06
1986,2.845582216082221e-06,3.371298703314096e-06
1987,2.641706160488866e-06,3.2876194850928186e-06
1988,2.6162963813192164e-06,3.206957025270185e-06
1989,2.5349636558757993e-06,2.7588789137666936e-06
1990,2.6534930626098685e-06,3.3906954826079527e-06
1991,2.7507856970032663e-06,3.0127931864853963e-06
1992,2.7847258650126605e-06,3.1103634725582197e-06
1993,2.716981278183539e-06,3.059858102005819e-06
1994,2.953431312846533e-06,3.5568830512033855e-06
1995,2.9026380161667475e-06,2.8809480454583536e-06
1996,2.9060574533446015e-06,2.625807596245977e-06
1997,2.7920671641368244e-06,3.121476368050935e-06
1998,2.8208251876549184e-06,2.630576901196946e-06
1999,2.789650864087889e-06,2.472478925596988e-06
2000,2.9485943286999827e-06,2.983054827154774e-06
2001,2.7356287262136902e-06,2.6225934206536294e-06
2002,3.0287383765426057e-06,2.7198623797630717e-06
2003,3.006851585496406e-06,3.1835291807169597e-06
2004,2.7604826584592956e-06,2.937555258597513e-06
2005,2.8400645675219494e-06,3.908353875203829e-06
2006,3.3457855224128252e-06,2.695570636035427e-06
2007,3.3154178993299865e-06,2.762582056448082e-06
2008,3.256089883052482e-06,2.716246534362199e-06
2009,3.52035649342497e-06,2.8990610942969397e-06
2010,4.205120468725454e-06,2.7294075408690333e-06
2011,4.745166947373036e-06,2.8507710041481005e-06
2012,5.643570204938442e-06,2.4806790435150106e-06
2013,5.9079247591853346e-06,3.051023810485276e-06
2014,5.615215926013661e-06,2.5065027315918087e-06
2015,5.447677253300753e-06,2.6304101226060084e-06
2016,5.880741383634813e-06,2.89386918694845e-06
2017,5.312468175588947e-06,2.9276684472279157e-06
2018,6.2910343388011825e-06,2.8804005509641684e-06
2019,5.4795215618241855e-06,2.8446063957687784e-06
