year,quelques_DET airs_NOUN,quelques_DET nerfs_NOUN
1913,1.2727175668914015e-07,9.545381873810044e-09
1914,8.370929860390675e-08,1.8081207919795617e-08
1915,3.887651434109074e-08,1.4136913861761968e-08
1916,1.2086207812345151e-08,6.592477230782379e-09
1917,4.934891073560266e-08,6.57985488317081e-09
1918,3.79050408838566e-08,1.9526838812566893e-08
1919,5.7088659133341935e-08,1.8415696745321952e-09
1920,5.3762844842708546e-08,1.590168707821249e-08
1921,1.1207665906454167e-07,1.060184651180407e-08
1922,1.1804696997685937e-07,9.591316185719734e-09
1923,6.900366411599634e-08,1.0615948120573648e-08
1924,7.09039369439779e-08,7.734974438733389e-09
1925,6.708888511397504e-08,1.0998178368026856e-08
1926,6.79914426982009e-08,8.916910432255065e-09
1927,1.0814748030441024e-07,1.5608915049369898e-08
1928,8.798051664982154e-08,1.4853853258500749e-08
1929,8.800921280638363e-08,1.5596568925246856e-08
1930,1.0503603853351251e-07,1.05036033204442e-08
1931,7.299428173013212e-08,5.7026783295555106e-09
1932,9.425201463741928e-08,4.38381475564853e-09
1933,9.520649668637304e-08,4.588264879146209e-09
1934,9.585264137967897e-08,2.156684431042777e-08
1935,9.574627135577884e-08,1.555876849579363e-08
1936,7.153581371710516e-08,1.2124714565686645e-08
1937,4.910535889024459e-08,2.1404900518717795e-08
1938,5.963998495062128e-08,6.4826072287971215e-09
1939,3.211750687626136e-08,1.3764645423464117e-08
1940,7.100191878883777e-08,2.028626333583361e-08
1941,1.1215709783130023e-07,1.1806010391524069e-08
1942,6.371844740726829e-08,1.517105907566929e-08
1943,6.677441199975931e-08,8.709705845433291e-09
1944,8.675602458652065e-08,1.927911696952833e-08
1945,7.842614380138002e-08,2.6142048970001497e-08
1946,8.909507087651036e-08,8.352662561605939e-09
1947,7.152522862874378e-08,5.960435478513659e-09
1948,9.45854274903013e-08,1.9569398546082084e-08
1949,6.282885278707795e-08,1.570721330779179e-08
1950,4.147791021757996e-08,4.2541445921528975e-09
1951,5.970384997500133e-08,1.2793681891665187e-08
1952,5.799642188719645e-08,1.898064760919027e-08
1953,6.464296520292123e-08,1.1851210235391818e-08
1954,5.277169434769746e-08,4.886268278880834e-09
1955,7.883910368988722e-08,4.6928039232341234e-09
1956,7.936238799466366e-08,6.976913269340912e-09
1957,8.39328593293942e-08,6.184526224473075e-09
1958,5.4596806187134916e-08,8.272243612328367e-09
1959,4.2629114460623896e-08,5.425523585955716e-09
1960,9.550750013076481e-08,1.2457499920515147e-08
1961,6.114380157740129e-08,4.16889545107324e-09
1962,6.278537156845232e-08,7.610347907416326e-09
1963,8.729172185084622e-08,1.0992290633282664e-08
1964,4.623815813564747e-08,3.041984220075733e-09
1965,8.59110838580257e-08,8.20806533852192e-09
1966,7.366969256850098e-08,8.862519385033352e-09
1967,7.642020039000386e-08,8.874604162656397e-09
1968,1.3833560785769805e-07,1.122853987567396e-08
1969,6.994306778196346e-08,4.087582022860303e-09
1970,7.909806853945156e-08,3.6789800095249348e-09
1971,9.300499703712717e-08,1.0276794970565106e-09
1972,1.769900617176745e-07,3.5911027485013847e-09
1973,7.167164683963279e-08,6.064524049609332e-09
1974,5.569315963960264e-08,6.1881286761433785e-09
1975,5.140332159925265e-08,7.4249242310031605e-09
1976,6.284879372486785e-08,2.285410749536254e-09
1977,4.936496633689558e-08,5.876781727920388e-09
1978,7.36633321007929e-08,2.3762365408686037e-09
1979,4.915657725312883e-08,1.7555920051037788e-09
1980,5.855705387247667e-08,3.411090521154847e-09
1981,6.768337890150633e-08,3.795329828193417e-09
1982,6.642027328140898e-08,1.8622506869903077e-09
1983,6.94684785251809e-08,6.946847541655643e-09
1984,6.958810372381663e-08,1.7397025486864948e-09
1985,5.5343134963692364e-08,1.8046674155058895e-09
1986,4.975422962516518e-08,1.1988970927134801e-09
1987,6.966331089763855e-08,1.2221633705067347e-09
1988,5.396898550280582e-08,4.7972429917386705e-09
1989,6.366221461107102e-08,1.6464366536794728e-09
1990,5.993515972413377e-08,3.814055737905164e-09
1991,8.968041687040795e-08,5.275318681885466e-09
1992,7.052728356882199e-08,5.509944167592096e-10
1993,6.813224939783424e-08,3.877445031719162e-09
1994,4.74743404588196e-08,2.1099706426497278e-09
1995,7.64565588617927e-08,5.422450821690461e-10
1996,6.352329640080256e-08,4.804283193493575e-09
1997,7.096443965792787e-08,1.438468344439059e-09
1998,6.627699811190269e-08,1.9072516899143466e-09
1999,6.581089673218798e-08,3.1991407856146736e-09
2000,7.731555307088911e-08,3.5344251969604557e-09
2001,6.265132834748499e-08,8.762423564512289e-10
2002,5.783212309040664e-08,1.752488598683044e-09
2003,6.917091743829928e-08,3.7502307925763034e-09
2004,7.532193269099707e-08,3.0833539332864035e-09
2005,5.5846496316291905e-08,3.1526248278623825e-09
2006,6.794518636610292e-08,1.6471559116659762e-09
2007,6.151498088691199e-08,3.5950314392074745e-09
2008,1.0217855006544596e-07,5.5346713878634546e-09
2009,8.582746335861202e-08,4.291373478793048e-09
2010,8.502827131273705e-08,5.196172492283324e-09
2011,8.718655908346307e-08,4.971163369837939e-09
2012,8.612759350157262e-08,3.063827413996023e-09
2013,7.921115185993699e-08,6.414987652192394e-09
2014,8.553508390463094e-08,8.228691908418462e-09
2015,1.0839053654621011e-07,7.75801378694041e-09
2016,9.279603063738762e-08,6.628287974042024e-09
2017,6.968243160265786e-08,5.03122282724533e-09
2018,8.751172275722752e-08,6.9699601645822895e-09
2019,7.806022295220316e-08,6.887667047816848e-09
