year,leurs_DET ombres_NOUN,leurs_DET nombres_NOUN
1922,2.803615384294744e-07,5.1645549947743064e-08
1923,3.3971033985835675e-07,4.564857558619906e-08
1924,3.0553149876766383e-07,7.219309905437399e-08
1925,3.585406140871328e-07,7.808706037337743e-08
1926,3.5444719159727356e-07,5.238685218955652e-08
1927,3.1440813685890134e-07,4.45968998397106e-08
1928,2.6394155128173225e-07,5.1417184954161144e-08
1929,3.11931390939435e-07,5.23599084090165e-08
1930,2.8779874661211124e-07,3.9913694793725085e-08
1931,2.703069519327528e-07,5.360517718600022e-08
1932,2.728924499706409e-07,4.712600820688806e-08
1933,2.4432510059568813e-07,9.29123671333798e-08
1934,2.887560874853534e-07,7.7880272897346e-08
1935,2.2620057560374107e-07,9.574627579667094e-08
1936,2.4734418069272124e-07,5.577368566989094e-08
1937,2.644134760032557e-07,5.162358340804474e-08
1938,2.4504255691226717e-07,6.482606929036905e-08
1939,2.5082242416374356e-07,3.976453033516236e-08
1940,1.8004059132437078e-07,1.191817946555318e-07
1941,2.951502686698859e-07,4.7224040233828646e-08
1942,2.821816833531443e-07,7.282108316353231e-08
1943,3.3096881768557296e-07,5.8064704155924574e-08
1944,2.956131357478853e-07,7.069009200222354e-08
1945,3.4856063990673647e-07,4.1391577720872874e-08
1946,3.6194870745021035e-07,3.480275978517966e-08
1947,3.3616855965590275e-07,6.794896290074348e-08
1948,3.413772802218773e-07,8.153915742603601e-08
1949,2.4051671054792223e-07,7.853606343033448e-08
1950,3.2969620988865245e-07,3.6160227701032e-08
1951,2.1322803434031812e-07,4.051332702648125e-08
1952,2.509663268313034e-07,5.694194049610246e-08
1953,2.73655210492052e-07,5.92560516210483e-08
1954,3.0588037525092204e-07,8.893007841237477e-08
1955,2.581042117810739e-07,6.569925714572378e-08
1956,2.625063713068698e-07,5.494319066379205e-08
1957,2.2440996261252621e-07,9.276789825207743e-08
1958,2.456856265098395e-07,5.790570345443058e-08
1959,2.456987022725343e-07,4.960478650062328e-08
1960,2.7683333492234397e-07,7.820541825243055e-08
1961,2.431855694595697e-07,6.600751545349226e-08
1962,2.7650929901312793e-07,6.405375874152242e-08
1963,2.7610046515746944e-07,6.272071595425643e-08
1964,2.397083544991574e-07,7.300762239204062e-08
1965,2.3420345662827913e-07,6.402290697593571e-08
1966,2.4205756510298215e-07,5.20673029136276e-08
1967,2.455307193116596e-07,5.916402745498317e-08
1968,2.70383246459005e-07,6.243067857125695e-08
1969,2.1982108222573515e-07,5.0867688727862514e-08
1970,2.1062160016072085e-07,4.782674178915869e-08
1971,2.4253235864080125e-07,3.6482621590394615e-08
1972,2.0623189911361806e-07,6.002271724092623e-08
1973,2.436836075148108e-07,7.167164689514394e-08
1974,1.6032879468497185e-07,5.62557161409849e-08
1975,1.7819818598496795e-07,5.0832172249215546e-08
1976,1.714058077695313e-07,4.8564979149290366e-08
1977,1.90407732247877e-07,4.172515277733879e-08
1978,1.8059397888237072e-07,3.92079047006888e-08
1979,1.9311512478026316e-07,4.4474998017740575e-08
1980,1.8647293664741937e-07,3.922753866181239e-08
1981,2.220267916186458e-07,3.7320741941293534e-08
1982,2.0608907558283818e-07,4.7797767743773534e-08
1983,2.311405662425159e-07,4.1681084694822346e-08
1984,2.331201365279867e-07,7.19077073441099e-08
1985,2.297943222373533e-07,5.414002368642201e-08
1986,2.2599210502960432e-07,4.675698511702464e-08
1987,2.0837884839863818e-07,5.744167747012696e-08
1988,1.9368869086378027e-07,5.037105255123464e-08
1989,2.1019507556729877e-07,3.89656680255257e-08
1990,1.8198494800003573e-07,3.2691906515225355e-08
1991,2.2683870781747828e-07,2.637659390902769e-08
1992,1.978070010011379e-07,3.085568750504919e-08
1993,1.8833305759358154e-07,2.7142116665324068e-08
1994,2.1310704134691605e-07,3.428702266550232e-08
1995,2.185247716113281e-07,3.361919576061467e-08
1996,2.0978701886775752e-07,3.8434264437725574e-08
1997,2.5125247571367026e-07,4.075660431368533e-08
1998,2.5271085490885525e-07,2.4794272079908808e-08
1999,2.2622496231861078e-07,2.9706307108634533e-08
2000,2.1913436221154825e-07,3.711146490115169e-08
2001,2.0504070530336094e-07,4.7317086471210246e-08
2002,2.260710250112652e-07,2.7601695595791398e-08
2003,2.137631458509759e-07,3.833569017785976e-08
2004,1.9292985786734107e-07,3.7000245090013095e-08
2005,2.013176008119899e-07,4.683899623714183e-08
2006,2.639567426854228e-07,2.8001651775078074e-08
2007,2.157018972326341e-07,3.155638853002962e-08
2008,2.4437703860513693e-07,3.4059517595164124e-08
2009,2.8466108048519345e-07,2.7655516099400757e-08
2010,2.909856426924762e-07,4.20417572977172e-08
2011,3.189192590014045e-07,3.135657039576856e-08
2012,4.061273486399841e-07,2.6553171994514457e-08
2013,4.239470108302612e-07,2.900690082574542e-08
2014,4.05587893936854e-07,1.8839372575851776e-08
2015,4.3444878627951766e-07,3.5243547080732185e-08
2016,4.364313426208355e-07,3.3348574568492495e-08
2017,3.9042288690893656e-07,3.1948264395120773e-08
2018,4.507240802809065e-07,3.175203966421236e-08
2019,3.78311494131367e-07,3.086695155030128e-08
