year,ses_DET oeufs_NOUN,ses_DET noeuds_NOUN
1945,7.406913615781718e-08,8.714016175304096e-09
1946,5.0115975369635635e-08,2.7842208538686464e-09
1947,4.8875572700168846e-08,5.960435700558264e-09
1948,1.5111924422939182e-07,3.2615663503321457e-09
1949,7.362756315743013e-08,5.890205101444224e-09
1950,4.1477910883713776e-08,7.444753258312176e-09
1951,6.610068936652169e-08,6.396840945832594e-09
1952,1.02284600345115e-07,1.1599284199803606e-08
1953,6.24881977273617e-08,5.386913581872932e-09
1954,4.1044653453781166e-08,2.9317608341017376e-09
1955,7.790054246115119e-08,5.631364707880948e-09
1956,3.924513802822105e-08,5.232684952005684e-09
1957,6.272876690305296e-08,4.417518795207798e-09
1958,7.693186110380168e-08,4.9633461784992505e-09
1959,3.100299217351221e-08,6.975672928177801e-09
1960,4.083291771372899e-08,8.997083078554624e-09
1961,3.265634873628187e-08,7.64297514166401e-09
1962,3.868593267952747e-08,1.3318108227355907e-08
1963,3.620989685870768e-08,7.759263453976928e-09
1964,4.441296730384181e-08,7.30076216148845e-09
1965,2.3529786674636455e-08,6.0192477668863376e-09
1966,2.880318916709257e-08,7.754704434148607e-09
1967,3.056808001167255e-08,6.409436092980059e-09
1968,3.2338192984537883e-08,1.0330256650092906e-08
1969,2.7704722072030563e-08,5.450109252791435e-09
1970,3.081145827366072e-08,7.817832603507213e-09
1971,4.419021948365298e-08,2.0553589274996398e-08
1972,5.797065866230966e-08,7.182205497002769e-09
1973,4.686223320504723e-08,8.269805285010534e-09
1974,4.2191788784951e-08,3.3753431161187564e-09
1975,5.9399392515757654e-08,4.569184142155791e-09
1976,6.970503108050252e-08,1.1427053969725876e-08
1977,6.81706687766237e-08,8.815172591880582e-09
1978,5.287126392250485e-08,7.72276909088987e-09
1979,5.500854882711792e-08,1.287434159280565e-08
1980,7.78865623107805e-08,9.664756106531058e-09
1981,5.503227940018007e-08,1.4548763971333756e-08
1982,5.648826939541607e-08,1.0552753892945077e-08
1983,7.01000100189475e-08,1.7682885711245433e-08
1984,6.842829797237826e-08,9.858314165001048e-09
1985,4.7522909385477874e-08,2.346067662362117e-08
1986,6.414099584794997e-08,1.2588419195935785e-08
1987,8.310711008263638e-08,1.0388388649307245e-08
1988,1.0613900491840411e-07,1.679035044332977e-08
1989,6.530865059861668e-08,1.5366742545097622e-08
1990,6.810813402147176e-08,2.3974063845244586e-08
1991,8.909426851833047e-08,1.9342835777536038e-08
1992,8.871009926636475e-08,1.652983172562017e-08
1993,6.480872372094382e-08,1.1632335983335906e-08
1994,6.962903131846332e-08,9.494868002946077e-09
1995,9.868860217920883e-08,1.1929391419140956e-08
1996,7.526710232852452e-08,2.3487604750016544e-08
1997,6.712852496093547e-08,1.3905194329311144e-08
1998,5.531029856342684e-08,1.6211639364271946e-08
1999,5.484241394348999e-08,1.5995704316651427e-08
2000,4.108769169341997e-08,8.836062659334232e-09
2001,3.417345140199757e-08,7.88618120806106e-09
2002,3.154479494282825e-08,1.0514931148009055e-08
2003,2.6668306674082487e-08,1.1667384391955693e-08
2004,3.171449841632423e-08,3.0833537945085254e-09
2005,3.87322452999328e-08,5.854874363109275e-09
2006,3.829637512664519e-08,6.1768350434476815e-09
2007,2.1170741604237264e-08,4.393927444112933e-09
2008,4.12971665753048e-08,9.366367403895737e-09
2009,3.099325018851573e-08,7.629107789952627e-09
2010,1.5588516699693855e-08,1.8895172093635892e-09
2011,2.1414243683848255e-08,3.441574775164824e-09
2012,1.838296517786553e-08,3.744677901096338e-09
2013,2.370756352343406e-08,7.809549951165451e-09
2014,2.2953719730489652e-08,8.661780542817965e-09
2015,1.1969507343612129e-08,7.979671423630208e-09
2016,1.5120782237421082e-08,2.899876033746196e-09
2017,2.4652991342799524e-08,2.0124890642847504e-09
2018,1.7037679655995674e-08,6.969960275604592e-09
2019,1.68365186237196e-08,8.163161147045628e-09
