year,plusieurs_DET oeufs_NOUN,plusieurs_DET noeuds_NOUN
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,5.734048791339319e-10,0.0
1871,6.37270636261178e-09,0.0
1872,6.047339295989218e-10,0.0
1873,2.9930022904522957e-09,5.986004469882289e-10
1874,1.1949218281515073e-09,4.182226565063729e-09
1875,0.0,0.0
1876,0.0,0.0
1877,2.4739263970730008e-09,6.184815992682502e-10
1878,1.2078177347163432e-09,1.2078177347163432e-09
1879,6.10932526790009e-10,6.10932526790009e-10
1880,1.9253538763308597e-09,0.0
1881,0.0,0.0
1882,3.3276925659464496e-09,1.3310770263785798e-09
1883,1.8958017378167824e-09,1.8958017378167824e-09
1884,1.9805090900604227e-09,3.300848483434038e-09
1885,1.933690763067375e-09,0.0
1886,0.0,6.453463874400711e-10
1887,0.0,2.6115698492645834e-09
1888,0.0,0.0
1889,0.0,6.265136742733546e-10
1890,3.9326319978272295e-09,6.554386478008212e-10
1891,0.0,1.2748440081367107e-09
1892,7.522214851007902e-09,0.0
1893,3.079208221734575e-09,6.158416554491453e-10
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,6.018614495673091e-10,0.0
1896,1.179405795248556e-09,1.179405795248556e-09
1897,0.0,0.0
1898,5.6583548957434e-10,0.0
1899,5.527578395003729e-10,5.527578395003729e-10
1900,2.07642125715779e-09,1.038210628578895e-09
1901,1.676621730339889e-09,2.794369402536745e-09
1902,1.4730852093691738e-09,4.419255628107521e-09
1903,5.400220270956879e-10,0.0
1904,2.6873125946735854e-09,1.0749250378694342e-09
1905,1.5482277682110634e-09,5.160759042333041e-10
1906,1.5432553013283723e-09,1.0288369045596824e-09
1907,5.142843373384665e-10,0.0
1908,9.822778146428846e-10,4.911389073214423e-10
1909,1.1001967115120692e-09,5.500983557560346e-10
1910,3.740905363258662e-09,5.344150677544235e-10
1911,3.1922244847493175e-09,1.0640748282497725e-09
1912,0.0,1.0418842455450772e-09
1913,5.30298971401777e-10,0.0
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,8.789969641043172e-09,2.197492410260793e-09
1917,0.0,2.1932848870420685e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,0.0
1920,3.028892692213958e-09,1.514446346106979e-09
1921,2.2718242842501013e-09,0.0
1922,7.377935595798135e-09,0.0
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,0.0
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,0.0,0.0
1929,5.570202965543558e-09,3.342121912552898e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,0.0
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-09,4.787313656606784e-09
1936,6.0623572828433225e-09,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,7.779128452511941e-09,0.0
1939,1.6823456405745674e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,0.0
1949,0.0,2.945102384188658e-09
1950,0.0,6.381216888229346e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,1.1599284199803606e-08,2.1089607837865287e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,8.72114158667614e-10,6.104799332717903e-09
1957,8.835037590415595e-09,7.068030161150318e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,2.325224457422337e-09,2.325224457422337e-09
1960,1.3841666701708277e-09,2.076250060767393e-09
1961,2.08444772553662e-09,0.0
1962,2.5367825617905737e-09,1.9025869768540815e-09
1963,4.526237162849611e-09,3.2330267352165265e-09
1964,3.041984220075733e-09,3.041984220075733e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,4.431259803538978e-09,3.8773522170743036e-09
1967,1.9721342336964653e-09,1.4791006197611978e-09
1968,7.635406973349745e-09,1.7965663401398047e-09
1969,1.3625273131978588e-09,4.087581828571274e-09
1970,1.3796175313274261e-09,6.898087434592526e-09
1971,3.083038491169532e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,5.513203671370093e-09
1974,1.1251143350321513e-09,4.500457340128605e-09
1975,2.8557400888473694e-09,4.569184142155791e-09
1976,1.142705374768127e-09,1.0284348483935446e-08
1977,1.7630346071939584e-09,9.402850942308305e-09
1978,2.970295565063452e-09,7.72276909088987e-09
1979,1.1703946700691858e-09,7.022368020415115e-09
1980,3.411090521154847e-09,1.7055452161685025e-08
1981,0.0,5.69299452024552e-09
1982,1.8622506869903077e-09,1.8622506203769262e-08
1983,1.89459470334441e-09,3.78918940668882e-09
1984,4.639206796497319e-09,1.0438215625185876e-08
1985,5.414002135495366e-09,9.02333674446254e-09
1986,2.3977941854269602e-09,2.038125046510686e-08
1987,1.8332451112712533e-09,1.1610551631235921e-08
1988,7.195864348830128e-09,9.594486094499644e-09
1989,2.1952488715726304e-09,1.3171493229435782e-08
1990,4.90378582185258e-09,8.717841559757744e-09
1991,1.7584396161396398e-09,6.4476117778156095e-09
1992,1.65298330578878e-09,7.713921945651236e-09
1993,3.877445031719162e-09,4.4313659408601325e-09
1994,2.637463358823311e-09,5.802419433820205e-09
1995,0.0,8.675921314704738e-09
1996,1.6014276571496566e-09,6.939520069693117e-09
1997,3.3564262480467733e-09,5.274384040632185e-09
1998,1.43043876743576e-09,3.337690568372409e-09
1999,1.3710603763428253e-09,5.941261704833778e-09
2000,1.3254094488601709e-09,5.743440834038438e-09
2001,4.3812117822561447e-10,3.943090742808408e-09
2002,1.3143663935011318e-09,3.9430991805033955e-09
2003,8.333845835650777e-10,2.9168460979889232e-09
2004,0.0,3.9643119897903034e-09
2005,0.0,3.602999676388663e-09
2006,3.294311934354255e-09,2.0589450144825605e-09
2007,3.994479469415779e-10,1.997239706952314e-09
2008,1.2772318758180745e-09,3.405951742863067e-09
2009,0.0,9.53638501499654e-10
2010,0.0,9.447586046817946e-10
2011,0.0,3.82397197240536e-10
2012,0.0,1.3617010852229328e-09
2013,0.0,1.1156500168141292e-09
2014,0.0,8.661780737106994e-10
2015,1.329945265027277e-09,2.2165753954528356e-10
2016,4.1426800878596737e-10,6.214020409345267e-10
2017,2.515611330355938e-10,5.031222660711876e-10
2018,0.0,2.0651733656507076e-09
2019,0.0,1.53059265262101e-09
