year,aux_ADP ombres_NOUN,aux_ADP nombres_NOUN
1873,1.729955332319122e-07,5.040215961815697e-07
1874,2.174757676165484e-07,5.646005547532695e-07
1875,1.6191921803354603e-07,4.85757676471632e-07
1876,2.067736999400438e-07,5.65907001925936e-07
1877,1.669900342449182e-07,6.395099994005449e-07
1878,2.113681067394957e-07,4.4870429638521614e-07
1879,1.5273312836683317e-07,6.872990825357306e-07
1880,1.6943114111711566e-07,5.480840965521594e-07
1881,1.4154190808302047e-07,4.804057780471993e-07
1882,2.1230678393102664e-07,5.317652913561233e-07
1883,1.4850446561354147e-07,5.763237309608371e-07
1884,1.439169912131888e-07,5.961332085746562e-07
1885,1.72743040094403e-07,6.62611362223231e-07
1886,2.1296431063078103e-07,5.420909481301805e-07
1887,1.4690079963575187e-07,6.124131397555743e-07
1888,1.9085250357875339e-07,4.210168214058285e-07
1889,1.6602612395999472e-07,4.460777458525911e-07
1890,1.697586154425501e-07,4.765038958964851e-07
1891,1.5489354554532042e-07,6.049135023999952e-07
1892,1.8805536505794862e-07,7.014465559507244e-07
1893,1.9275843587962527e-07,6.133782912698393e-07
1894,1.5690833166104312e-07,5.230277828616181e-07
1895,1.420393045403756e-07,5.212120299802336e-07
1896,2.176003745524291e-07,7.760489965091821e-07
1897,2.1034435848665822e-07,6.758987972643737e-07
1898,1.8106735699685572e-07,6.512766246302704e-07
1899,2.0894246155478413e-07,4.5602520337695296e-07
1900,1.583271163063671e-07,6.779515144827997e-07
1901,1.671032958672214e-07,6.756785326800241e-07
1902,1.6105731326376826e-07,5.283465700500756e-07
1903,1.6416669401664308e-07,5.119408879039611e-07
1904,1.8703695126021103e-07,6.385054929225475e-07
1905,1.6617643971983398e-07,5.485886935829853e-07
1906,1.8313296279437452e-07,7.37161625075089e-07
1907,1.9028520448216568e-07,5.219986078941474e-07
1908,1.6944292191567456e-07,6.964349452687202e-07
1909,1.9088412361867313e-07,5.330452994556367e-07
1910,1.97199161000583e-07,4.5211514621001925e-07
1911,2.0164218161866643e-07,6.123750395659044e-07
1912,1.7191089973778162e-07,5.287562618860875e-07
1913,2.3492244838330123e-07,4.406784364086036e-07
1914,1.821514357125409e-07,6.602989257586955e-07
1915,1.1545146660907335e-07,6.396953464715693e-07
1916,1.3514578744988626e-07,4.702633897846198e-07
1917,2.072654275986352e-07,5.439346386637567e-07
1918,2.0790340471421587e-07,3.7445586720252777e-07
1919,2.394040541364717e-07,6.252129214345814e-07
1920,2.460975307982949e-07,5.853334918981545e-07
1921,3.1275445799838764e-07,4.036274457441813e-07
1922,2.486364345521963e-07,6.123686606684942e-07
1923,2.6433710775819463e-07,7.123301308809005e-07
1924,2.307600817097466e-07,6.690753080462741e-07
1925,2.595569865704306e-07,5.829034535054234e-07
1926,2.9871650930601845e-07,5.417023167808566e-07
1927,2.798455494001928e-07,4.091765570812811e-07
1928,2.2966342150265717e-07,4.227635321818468e-07
1929,2.350625711855514e-07,4.834936260245115e-07
1930,2.3212963440322198e-07,5.27280915818551e-07
1931,2.2240445218812965e-07,5.622840735242107e-07
1932,2.356300321526561e-07,4.833155391459343e-07
1933,2.1564845087418405e-07,5.609154083430212e-07
1934,2.3364080803389697e-07,5.535490164021439e-07
1935,2.7048322870371067e-07,4.691567276893238e-07
1936,1.9035801512856665e-07,5.237876687935739e-07
1937,1.976805552583727e-07,4.822398276260742e-07
1938,2.2948428934910226e-07,5.93806843696143e-07
1939,2.63057676974654e-07,5.704680967610898e-07
1940,1.4961119432221892e-07,5.883016376273531e-07
1941,2.272657031454628e-07,5.607855033673559e-07
1942,2.0025797686784585e-07,5.49192321841474e-07
1943,2.293555789734114e-07,3.3387203846046987e-07
1944,2.699076304679693e-07,5.237493496679235e-07
1945,2.744915033048301e-07,4.4877183036362567e-07
1946,2.951274238327528e-07,5.763337105335609e-07
1947,2.0980733106412686e-07,5.948514574249941e-07
1948,2.8266907126095475e-07,5.218506275994628e-07
1949,1.963401680127319e-07,4.898687153698233e-07
1950,2.573757478252503e-07,6.391852007681109e-07
1951,2.2922013176440714e-07,5.511944651814815e-07
1952,2.0984159210257758e-07,5.894545216378333e-07
1953,2.413337369944202e-07,6.281141491371045e-07
1954,2.364953779476764e-07,5.218534191442359e-07
1955,1.9522064320653953e-07,5.312254174327791e-07
1956,2.058189463305382e-07,4.5785992863756064e-07
1957,1.8023477132977916e-07,5.566073824070372e-07
1958,2.506489763520747e-07,4.955074031087747e-07
1959,1.650909315920046e-07,5.123244246618697e-07
1960,2.0970124658958866e-07,5.21830847866056e-07
1961,2.2650998898754438e-07,5.190274787736371e-07
1962,2.1562652197104626e-07,4.5979182683453246e-07
1963,2.444168195614438e-07,5.256901323136276e-07
1964,2.3240758917353332e-07,5.688510387180656e-07
1965,2.6156366050855695e-07,5.406378615901986e-07
1966,1.9774496751168158e-07,4.492189615845632e-07
1967,2.0953926416211743e-07,3.707612319381326e-07
1968,2.456804475414742e-07,3.970411643905436e-07
1969,1.816703170121059e-07,4.600800691534346e-07
1970,1.834891238949865e-07,3.545616863442902e-07
1971,2.1016045437249886e-07,3.843521279023321e-07
1972,1.9597160560991256e-07,3.8527403667387716e-07
1973,2.0509117826250645e-07,3.991559620608598e-07
1974,1.8508131160999142e-07,3.4822289096680947e-07
1975,1.4906962819694058e-07,3.558252181790067e-07
1976,1.7083445325027924e-07,3.3024186008034917e-07
1977,1.5220865456910815e-07,3.208722829661781e-07
1978,1.948513916882888e-07,3.255443969951699e-07
1979,1.7087762405054718e-07,2.6860556667784863e-07
1980,1.5975273637280907e-07,2.8994269118953753e-07
1981,1.7458516743396046e-07,2.9287293146218474e-07
1982,2.0050232851787086e-07,3.5879362059176856e-07
1983,1.6230361765678936e-07,2.822946383318481e-07
1984,2.0006579326548035e-07,3.0154844576912865e-07
1985,1.6302162464398862e-07,2.9957479596998127e-07
1986,2.1400312499864071e-07,3.5667187425758584e-07
1987,1.9310180610077055e-07,3.1654031573680186e-07
1988,1.697024736291297e-07,2.842366617628045e-07
1989,2.0196289263196832e-07,2.5739294073900965e-07
1990,1.694530407103656e-07,2.980412014963463e-07
1991,1.8991146877311849e-07,2.907286775766238e-07
1992,2.0772489417453244e-07,2.7549719794350835e-07
1993,1.8556344238973566e-07,2.5591137919889206e-07
1994,2.0994208549396376e-07,2.927584281664508e-07
1995,2.342498701679574e-07,2.624466226563982e-07
1996,2.311393902942882e-07,2.540931784977829e-07
1997,2.9584497829304723e-07,2.795423528212382e-07
1998,2.0645998910495678e-07,2.6272393327531063e-07
1999,1.7366764515358568e-07,2.33994293274975e-07
2000,2.1515812897998643e-07,2.7391795809350583e-07
2001,1.984688879907992e-07,2.7075887754079986e-07
2002,2.2125168452902244e-07,2.2344230232729245e-07
2003,2.1167968045077146e-07,3.1168584646579234e-07
2004,1.9821560437449648e-07,2.598826727151504e-07
2005,1.9951610319424162e-07,3.211173522643662e-07
2006,2.0630628605466939e-07,2.6272136821603453e-07
2007,2.0371845721456339e-07,2.5804337600021654e-07
2008,2.2266409516191743e-07,2.5927806790448926e-07
2009,2.1599912702896518e-07,2.226745845490541e-07
2010,2.2390779497172275e-07,2.446924818322316e-07
2011,2.592653012278845e-07,2.286735290013553e-07
2012,2.859572196811655e-07,1.9880836221730647e-07
2013,2.917424741788466e-07,2.3149738437311385e-07
2014,2.9233510856485623e-07,2.1762724600193906e-07
2015,2.828350220696052e-07,2.0436825143299586e-07
2016,3.2561466412062146e-07,2.2018344614238572e-07
2017,2.719375893356357e-07,2.1910974068450884e-07
2018,3.059037907426898e-07,2.1968281405104761e-07
2019,2.410683404008296e-07,2.1810944650368924e-07
