year,leurs_DET oies_NOUN,leurs_DET noix_NOUN
1942,6.068423541449874e-09,3.034211770724937e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.2528993842408909e-08,1.2528993842408909e-08
1947,7.152522574216391e-09,5.960435478513659e-09
1948,3.2615663503321457e-09,8.697510045507784e-09
1949,1.9634016634739737e-09,1.570721330779179e-08
1950,5.317680518146517e-09,6.381216888229346e-09
1951,4.264560704569931e-09,8.529121409139861e-09
1952,1.0544804140977249e-08,1.370824520563474e-08
1953,9.69644453618912e-09,7.54167928107563e-09
1954,9.772536113672459e-10,9.772536557761669e-09
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,6.976913269340912e-09,9.593255967388359e-09
1957,3.534015080575159e-09,1.501956425897788e-08
1958,1.6544486891589827e-09,4.9633461784992505e-09
1959,5.425523585955716e-09,6.200598257066758e-09
1960,4.844583401109048e-09,4.152500121534786e-09
1961,3.47407969059077e-09,1.320150300188061e-08
1962,3.805173953708163e-09,6.976151933901775e-09
1963,4.526237162849611e-09,1.6165133231993423e-08
1964,3.6503808864551957e-09,4.867174663303331e-09
1965,6.5664522708175355e-09,1.3132904541635071e-08
1966,4.431259803538978e-09,5.539074976468328e-09
1967,3.451234853457663e-09,1.1339771677221222e-08
1968,7.186265360559219e-09,3.5931326802796093e-09
1969,6.358460868938209e-09,4.087581995104728e-09
1970,7.817832603507213e-09,5.058597457585634e-09
1971,1.541519245584766e-09,4.1107179882260425e-09
1972,2.565073486948677e-09,4.6171320100540925e-09
1973,1.6539611902288698e-09,5.513203671370093e-09
1974,6.1881286761433785e-09,6.188128787165681e-09
1975,5.140332159925265e-09,5.711480177694739e-10
1976,8.570290255249802e-09,6.2848797277581525e-09
1977,1.057820764316375e-08,2.938390863960194e-09
1978,2.3762365408686037e-09,1.0693064211864112e-08
1979,5.266775904289034e-09,7.0223681314374176e-09
1980,7.390696055153967e-09,7.390696055153967e-09
1981,5.69299452024552e-09,1.0120879245789638e-08
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,1.2630632095778083e-09,1.0736036948344463e-08
1984,5.799008384599347e-09,6.378909400694965e-09
1985,4.210890747202711e-09,6.015557829641693e-09
1986,5.395036861699509e-09,1.1389522269755759e-08
1987,4.277571630240118e-09,8.555143260480236e-09
1988,2.99827696004229e-09,5.99655392008458e-09
1989,1.0976244357863152e-09,6.585746725740194e-09
1990,4.358920779878872e-09,1.3621627881210685e-08
1991,2.9307325455363298e-09,8.20605094986604e-09
1992,3.30596661157756e-09,1.65298330578878e-09
1993,6.647049133334804e-09,6.093128224193833e-09
1994,1.0549853213248639e-09,8.967375286772494e-09
1995,3.795715741716776e-09,3.795715741716776e-09
1996,1.067618438099771e-09,6.4057104065540216e-09
1997,1.917957792585412e-09,8.630809844589749e-09
1998,2.86087753487152e-09,4.291316191284977e-09
1999,5.0272213059088244e-09,4.113180906983871e-09
2000,3.092622158362701e-09,5.7434409450607404e-09
2001,4.8193329327261836e-09,3.066848330846028e-09
2002,4.381221607729913e-09,6.133709984368352e-09
2003,3.333538334260311e-09,8.750538516011375e-09
2004,1.7619165015858584e-09,9.250061522303454e-09
2005,4.5037495954858286e-10,6.7556245042510454e-09
2006,4.117890028965121e-09,8.64756888319107e-09
2007,1.997239706952314e-09,5.59227145147112e-09
2008,2.1287198670449925e-09,2.554463751636149e-09
2009,1.430457752249481e-09,4.768192729542875e-09
2010,7.558068837454357e-09,8.97520635589899e-09
2011,2.6767803529281764e-09,1.0707121411712706e-08
2012,2.382976926895708e-09,1.2936160587173617e-08
2013,5.020424964641279e-09,9.483025031897796e-09
2014,8.445236510112863e-09,8.012146904268214e-09
2015,9.309617077235544e-09,1.8619234154471087e-08
2016,8.285359953674742e-09,9.528164174321674e-09
2017,4.024978128569501e-09,1.207493452448638e-08
2018,4.130346731301415e-09,1.0842160336199669e-08
2019,5.612172948588068e-09,1.7601815116563557e-08
