year,mes_DET airs_NOUN,mes_DET nerfs_NOUN
1844,4.390849017710252e-09,7.40955745648364e-08
1845,1.0602432709561072e-08,8.593551203972538e-08
1846,9.367202125076801e-09,8.547571739292437e-08
1847,6.47186837454683e-09,5.231426936092021e-08
1848,1.528592186161859e-08,9.97607472186246e-08
1849,6.703531951757213e-09,5.865590568809864e-08
1850,2.1045888587423178e-08,1.0251383741888276e-07
1851,5.804494884742439e-09,8.771236381655001e-08
1852,1.3021090872200602e-08,1.0416872564533719e-07
1853,2.20961471342207e-08,1.0212003687115612e-07
1854,3.013485283531736e-08,1.0755025403597074e-07
1855,2.812676669350367e-08,2.0060221928019928e-07
1856,2.8992259260007813e-08,8.283502994643754e-08
1857,1.6597130780837688e-08,1.7768692828212806e-07
1858,7.829881809584549e-08,1.2136316751565346e-07
1859,3.360834455179429e-08,1.675324998728911e-07
1860,1.876645361331697e-08,1.6477861830566098e-07
1861,1.7920661843362495e-08,1.5043923973223627e-07
1862,2.5300723294208183e-08,1.4096117162409882e-07
1863,1.9479021062807078e-08,9.989241345209621e-08
1864,8.151037178549814e-09,1.6781547174105071e-07
1865,1.3179164537469035e-08,1.539138132500284e-07
1866,3.503241252644784e-08,1.7224270010274267e-07
1867,1.5043715606566366e-08,1.242319722649654e-07
1868,1.2349684830326169e-08,1.5214812210118112e-07
1869,1.6115613732381462e-08,2.158515517436399e-07
1870,1.490852596930381e-08,1.6858103357719756e-07
1871,1.5931766128574054e-08,8.81557733478644e-08
1872,1.8746751706544273e-08,1.6267342672904306e-07
1873,3.112722185560912e-08,1.3767810713716244e-07
1874,2.3898437007119355e-08,1.2845409536055286e-07
1875,2.7463329999033448e-08,1.2244068425815158e-07
1876,4.353130833578689e-08,1.1306047476011827e-07
1877,8.040260901509555e-09,1.502910240702704e-07
1878,2.355244521634603e-08,1.195739560699849e-07
1879,2.077170613290491e-08,1.46012872015433e-07
1880,2.6954953824542827e-08,1.289987134889259e-07
1881,2.9284532132578533e-08,1.5757867188881391e-07
1882,2.6621540527571597e-08,1.0914831705122197e-07
1883,1.895801765572358e-08,1.428170595119127e-07
1884,2.3105939384038265e-08,1.227915626955678e-07
1885,2.6427105892512515e-08,1.5018330845606442e-07
1886,1.677900662855336e-08,1.4649362789498355e-07
1887,2.154545164501087e-08,1.8085122022171163e-07
1888,1.9021844543942734e-08,1.1983761538658655e-07
1889,1.3156787381785051e-08,1.7730337287247266e-07
1890,1.2453334363726754e-08,1.4026387162857645e-07
1891,2.6771723837804018e-08,1.7465362533997109e-07
1892,1.6298132621272998e-08,1.303850574174703e-07
1893,1.23168328869383e-08,1.6935645597015991e-07
1894,1.827446460822557e-08,2.14882483362544e-07
1895,2.7083764564395096e-08,1.871789088170317e-07
1896,9.435246361988447e-09,2.5062372976947245e-07
1897,9.322741689743452e-09,1.9927360028759722e-07
1898,1.5277558773618694e-08,2.467042712339662e-07
1899,1.9346524382513053e-08,1.7632974902426213e-07
1900,1.9206896184620348e-08,2.0037464665279003e-07
1901,6.147612641171918e-09,2.2802054999715438e-07
1902,7.365425880312415e-09,1.7529713858266405e-07
1903,1.0800440541913758e-08,2.1006856698591037e-07
1904,1.2361637935498493e-08,1.9886113378220216e-07
1905,9.28936660926638e-09,1.863033958215965e-07
1906,9.259531807970234e-09,2.0319528992729374e-07
1907,1.7485666858885196e-08,2.468564783697502e-07
1908,1.7680999775393502e-08,2.401669316753896e-07
1909,1.9803540807217246e-08,2.3599218934577948e-07
1910,1.6566866878342523e-08,2.4155560751637495e-07
1911,2.2877608141236294e-08,3.202865261897614e-07
1912,1.2502610502451716e-08,2.2504699437320141e-07
1913,3.712092677687906e-08,2.333315407554437e-07
1914,1.1384464038144415e-08,2.0425067859264345e-07
1915,2.1205371680821372e-08,2.1558793683595923e-07
1916,1.2086208478478966e-08,2.3183545039273667e-07
1917,1.864292187292449e-08,3.224128661827308e-07
1918,1.8378202071289707e-08,2.124979605611088e-07
1919,1.2890987832747669e-08,3.3792802867083083e-07
1920,1.2872794385998532e-08,2.635136659989712e-07
1921,3.634918854800162e-08,2.445997466793415e-07
1922,2.87739485571592e-08,3.8512823152814235e-07
1923,2.7601466001669905e-08,3.662502194856643e-07
1924,1.675911143195208e-08,4.228452965548968e-07
1925,2.859526304632709e-08,3.5304152490311935e-07
1926,3.343841470382358e-08,4.034902048033473e-07
1927,3.4562596340492746e-08,4.939106545975847e-07
1928,2.5137291359556002e-08,3.347830208610958e-07
1929,2.4508894691521732e-08,4.2333543959216513e-07
1930,2.6259009189288918e-08,3.2456136267455804e-07
1931,1.8248570654577634e-08,2.81712317473648e-07
1932,2.082311922890767e-08,2.783722248267395e-07
1933,1.261772819560747e-08,3.1429615887645923e-07
1934,1.1981580172459871e-09,2.120739726052534e-07
1935,1.196828414151696e-08,2.5851494100948e-07
1936,1.8187071404440758e-08,2.3764440904017192e-07
1937,1.510934133364117e-08,2.3797213088982971e-07
1938,1.5558256905023882e-08,2.9431037873450805e-07
1939,6.117620188206274e-09,2.416460009868615e-07
1940,2.028626333583361e-08,1.6989746143281081e-07
1941,5.9030051957620344e-09,2.5087772570486777e-07
1942,6.37184480734021e-08,1.8205270180260413e-07
1943,1.1612940831184915e-08,2.787105763957243e-07
1944,1.927911696952833e-08,2.2170984159686213e-07
1945,1.3071024262956144e-08,3.463821371951781e-07
1946,9.744772988540262e-09,3.354986048975661e-07
1947,2.3841741692010032e-08,3.3259228970905497e-07
1948,2.2830963786191205e-08,2.9354096042766287e-07
1949,1.2762110479513922e-08,2.424801035516566e-07
1950,2.3397795700930146e-08,2.40359163683479e-07
1951,1.2793681780642885e-08,3.134452164488266e-07
1952,1.7926166329118587e-08,2.783828367824981e-07
1953,2.693456835345387e-08,2.7796474455499265e-07
1954,2.14995790059902e-08,3.7721988732641876e-07
1955,1.595553333899602e-08,2.6842838352081344e-07
1956,2.0058624983221307e-08,3.2617069578577684e-07
1957,1.9437083054185678e-08,2.3236149182537247e-07
1958,2.7298403371123214e-08,2.3989506203747624e-07
1959,2.1702094343822864e-08,2.728263339690784e-07
1960,3.114374991231017e-08,2.7544916036958966e-07
1961,1.9454845512356655e-08,3.349012871467494e-07
1962,3.044139235131027e-08,2.9680355240202516e-07
1963,2.0044765847160306e-08,2.838597339405169e-07
1964,2.068549243006146e-08,2.9507245002946547e-07
1965,2.2435377389218303e-08,2.730549688578776e-07
1966,1.2185964348709888e-08,2.741842060061117e-07
1967,1.5284040699725665e-08,2.825082372481802e-07
1968,2.290622133638287e-08,3.346104868739985e-07
1969,1.7712854627482955e-08,2.4934250220098875e-07
1970,2.299362514279757e-08,2.175196893716702e-07
1971,2.9288864888954436e-08,2.8209802138690065e-07
1972,2.3598675014113724e-08,2.159791865352645e-07
1973,1.5436970424165253e-08,2.2769531859978542e-07
1974,1.1813700295792984e-08,2.2727309101355786e-07
1975,1.4278700888326057e-08,2.130382075193893e-07
1976,1.8854638628162945e-08,1.9597397660220395e-07
1977,1.410427652448476e-08,1.8335559914817168e-07
1978,2.1386128423728223e-08,1.8772269250177942e-07
1979,2.6919078188747392e-08,2.557312299700243e-07
1980,1.762396628635088e-08,2.023913605597727e-07
1981,1.771153890217647e-08,1.9925480287952269e-07
1982,1.7381006189864934e-08,2.1664182980885016e-07
1983,1.3893695083311286e-08,1.8061804496483091e-07
1984,9.278413259927731e-09,1.9890599745053805e-07
1985,2.045289804186723e-08,2.700985604064954e-07
1986,1.8582905048081244e-08,2.2838989721662983e-07
1987,1.8332450224534114e-08,2.700981056591445e-07
1988,1.2592763276586538e-08,1.7869730406516737e-07
1989,1.481792966107065e-08,2.0196289973739567e-07
1990,1.7435683119515488e-08,2.075936009759971e-07
1991,1.4653663449326615e-08,1.940144986889436e-07
1992,2.4794748032519465e-08,1.570334102751758e-07
1993,1.2186256725943423e-08,2.12705558055859e-07
1994,1.4242301560329906e-08,1.8198497109267464e-07
1995,1.3013881861034804e-08,2.0279965617930884e-07
1996,1.4946657245218375e-08,2.1726035370761565e-07
1997,1.2466725429760572e-08,2.0090608288114709e-07
1998,1.5734826774860267e-08,1.9501648118591675e-07
1999,1.919484465817689e-08,1.9240546933474434e-07
2000,2.2973763780242962e-08,2.1913436754061877e-07
2001,1.3581756164171566e-08,2.129268938944051e-07
2002,1.6648641576466616e-08,2.414053064114796e-07
2003,2.333476845084448e-08,2.158466010371285e-07
2004,1.805964444656638e-08,2.3565632645272672e-07
2005,1.7114248795913056e-08,2.112258528086386e-07
2006,1.4824404093172205e-08,2.8372260274522887e-07
2007,2.5964116190380082e-08,2.3527484138696764e-07
2008,2.256442965808958e-08,2.85674207844977e-07
2009,2.8132335794239793e-08,2.818001689774974e-07
2010,3.5900827866086615e-08,4.119147440917459e-07
2011,3.862211614413802e-08,4.74554923357573e-07
2012,3.7106354211502435e-08,6.229782485434043e-07
2013,3.988448804559397e-08,7.748189219114465e-07
2014,5.954974247046607e-08,7.973169005026648e-07
2015,4.832134492538387e-08,8.717791288859189e-07
2016,5.054069562859809e-08,9.457738343598976e-07
2017,4.578412787781261e-08,1.015803853476882e-06
2018,4.904786887749424e-08,1.1965097712618444e-06
2019,4.336679171323965e-08,1.1890153359672695e-06
