year,aux_ADP airs_NOUN,aux_ADP nerfs_NOUN
1982,9.497478570263951e-08,1.4835930528533936e-07
1983,7.767838539063376e-08,1.3072704518890532e-07
1984,1.3627670258919977e-07,1.1308066660831173e-07
1985,9.083492735761922e-08,9.62489252742671e-08
1986,1.1689246526280783e-07,1.1329577631613574e-07
1987,1.1549443801328607e-07,1.3627121120407537e-07
1988,8.215278701761974e-08,1.391200470379772e-07
1989,1.1909225272610513e-07,1.1415293954541994e-07
1990,1.0951788154134334e-07,1.1115248099713426e-07
1991,1.2250461961516024e-07,1.2777994129464787e-07
1992,1.1405584365853372e-07,1.03035958431974e-07
1993,1.3903410955862228e-07,1.190929594940826e-07
1994,1.0497104285800418e-07,1.060260217400355e-07
1995,1.3664575782001975e-07,1.203784023573462e-07
1996,1.1797184074069378e-07,1.1316755177404048e-07
1997,1.2179031649850458e-07,9.973380343808458e-08
1998,1.2397135984443253e-07,1.1586553938514044e-07
1999,1.2385245440338366e-07,1.0968482655471234e-07
2000,1.3784258490190382e-07,9.984751159208827e-08
2001,1.2355017253717904e-07,9.419605362381844e-08
2002,1.58162092089853e-07,1.2793167059044208e-07
2003,1.7001045560238737e-07,1.237576157109288e-07
2004,1.5064385938678981e-07,1.277389429787945e-07
2005,1.5582973145189527e-07,1.1034186542246971e-07
2006,1.7583389411157668e-07,1.9559976749405905e-07
2007,1.9652838578743115e-07,1.1863603788242472e-07
2008,2.494859703272567e-07,1.2346575317678798e-07
2009,2.3364142820447853e-07,1.416153168065648e-07
2010,2.5225053845723266e-07,1.2281861927476712e-07
2011,3.6518933521634267e-07,1.8125626866094535e-07
2012,3.5744652374103403e-07,1.807658236430143e-07
2013,3.2521199094803777e-07,1.5898012861725874e-07
2014,3.5123521820168424e-07,1.946735181945769e-07
2015,3.5598200205655406e-07,1.9084714608652575e-07
2016,3.657986657190637e-07,1.9139181972605002e-07
2017,3.569652507473542e-07,1.4011955329351622e-07
2018,4.2852346959776355e-07,1.8018637604200194e-07
2019,5.130036373479641e-07,1.7703854382489226e-07
