year,deux_DET oeufs_NOUN,deux_DET noeuds_NOUN
1986,2.517683933556114e-08,2.158014755782034e-08
1987,2.3221103706561053e-08,2.322110398411681e-08
1988,3.4180356101032316e-08,4.1975876940991697e-08
1989,2.7989423445617945e-08,1.8110803523541108e-08
1990,2.3974065010978762e-08,3.105731138930423e-08
1991,2.520429964736337e-08,1.992898113201136e-08
1992,2.148878253116493e-08,1.983579878128694e-08
1993,3.268132542366686e-08,2.7142116665324068e-08
1994,3.0594573541264936e-08,2.0572214154412904e-08
1995,2.8738989577004048e-08,3.741491028108612e-08
1996,3.4163788686925045e-08,1.921713232988509e-08
1997,2.5892430755014573e-08,1.4864173003559245e-08
1998,2.3363833201450745e-08,9.53625878263864e-09
1999,1.2796562837147363e-08,1.371060315280559e-08
2000,2.164835433138279e-08,7.068850393920911e-09
2001,1.664860427297299e-08,1.1829271423513532e-08
2002,1.79630080254789e-08,2.146798444568887e-08
2003,1.5417615628621206e-08,9.167230363704704e-09
2004,1.0571499231559756e-08,1.3214373595360485e-08
2005,2.657212228029948e-08,1.035862429166201e-08
2006,1.5647981743693862e-08,8.64756888319107e-09
2007,7.589511158423434e-09,1.0385647009059085e-08
2008,1.3198063253394565e-08,1.3623807304519175e-08
2009,1.0966842323156811e-08,1.0966842323156811e-08
2010,7.085689646135762e-09,8.97520635589899e-09
2011,7.265546830836911e-09,4.9711634531046656e-09
2012,8.510632198976964e-09,7.148930669664821e-09
2013,1.1993238013818797e-08,2.5102124823206395e-09
2014,9.961047819917468e-09,4.114345752981308e-09
2015,7.536356275150702e-09,1.10828768384863e-09
2016,4.97121616094276e-09,8.285360175719347e-10
2017,3.5218559180094644e-09,1.257805665177969e-09
2018,2.0393587263356494e-08,2.5814666515522333e-09
2019,1.938750648911025e-08,4.591778068885333e-09
