year,pouvions_VERB être_VERB,pouvions_VERB etre_VERB,pouvions_VERB naître_VERB
1965,7.058935835857483e-08,0.0,0.0
1966,5.649856404943421e-08,0.0,0.0
1967,7.839233262529888e-08,0.0,0.0
1968,7.77014932396014e-08,0.0,0.0
1969,8.720174804466296e-08,0.0,0.0
1970,7.863819462272659e-08,9.197450023812337e-10,0.0
1971,6.011924824633752e-08,0.0,5.138397485282553e-10
1972,6.361381821307077e-08,0.0,2.0520587451500205e-09
1973,5.513203760187935e-08,0.0,0.0
1974,4.725480096112733e-08,0.0,0.0
1975,5.3687912782152125e-08,5.711480177694739e-10,1.1422960355389478e-09
1976,7.141908753283133e-08,0.0,0.0
1977,5.406639402849578e-08,1.1753563677885381e-09,0.0
1978,5.8217796805593025e-08,0.0,5.940591352171509e-10
1979,6.378650851956991e-08,0.0,0.0
1980,6.935884044878549e-08,2.2740602734216964e-09,0.0
1981,6.388805218193738e-08,0.0,0.0
1982,6.083352133146036e-08,0.0,0.0
1983,7.010000757645685e-08,1.2630632095778083e-09,0.0
1984,6.494889248642721e-08,0.0,0.0
1985,6.135869057288801e-08,0.0,0.0
1986,7.013547786982599e-08,0.0,5.994485463567401e-10
1987,4.888653393209097e-08,0.0,0.0
1988,5.5168296597685185e-08,0.0,5.996553809062277e-10
1989,5.927171997655023e-08,0.0,0.0
1990,4.849299273246288e-08,0.0,0.0
1991,5.9200797153380336e-08,0.0,5.861465202094962e-10
1992,7.548623415232214e-08,0.0,0.0
1993,5.096070765375771e-08,0.0,5.539207426075166e-10
1994,5.960666982218754e-08,0.0,0.0
1995,5.856247042856921e-08,0.0,0.0
1996,6.352329506853494e-08,0.0,5.338092190498855e-10
1997,6.664903651198983e-08,0.0,0.0
1998,6.723062284663683e-08,0.0,4.768129224785866e-10
1999,6.124069784618769e-08,0.0,9.140402323914998e-10
2000,5.87598201207129e-08,0.0,0.0
2001,5.3888904005816585e-08,0.0,0.0
2002,7.404264579236042e-08,4.38122149670761e-10,0.0
2003,6.87542254240725e-08,0.0,4.1669229178253886e-10
2004,6.695282905866407e-08,0.0,0.0
2005,6.800662077921515e-08,0.0,0.0
2006,6.259192986135531e-08,0.0,0.0
2007,7.66940075891398e-08,0.0,3.994479469415779e-10
2008,7.918837496845299e-08,0.0,0.0
2009,6.961560927720711e-08,0.0,0.0
2010,8.502827597567375e-08,0.0,0.0
2011,9.827608238310859e-08,3.82397197240536e-10,0.0
2012,1.1880842265554747e-07,0.0,2.0425516833455504e-09
2013,1.5340187076162692e-07,0.0,0.0
2014,1.418366650796088e-07,0.0,0.0
2015,1.454073412787693e-07,0.0,0.0
2016,1.6301446237321215e-07,0.0,0.0
2017,1.5294916977381945e-07,0.0,0.0
2018,1.4456213648372795e-07,0.0,0.0
2019,1.3290646450059285e-07,0.0,0.0
