year,des_DET oies_NOUN,des_DET noix_NOUN
1846,1.8266044810033577e-07,4.7421462046060014e-07
1847,2.3244794267185398e-07,2.950093378473184e-07
1848,2.260707319123867e-07,4.5857764824353e-07
1849,1.9188860278518405e-07,3.2428335217105086e-07
1850,1.8058729089887038e-07,3.693213823652286e-07
1851,2.4636856132964624e-07,4.301775695658705e-07
1852,1.5950836518285882e-07,3.6393949987001406e-07
1853,2.573902571079145e-07,4.108689060089432e-07
1854,1.8860262152031737e-07,4.1201618294905984e-07
1855,2.2819829226250476e-07,5.513907872511936e-07
1856,1.8948512314764798e-07,3.5670833442580374e-07
1857,1.6694761151292425e-07,3.4365824075344165e-07
1858,1.942789422115787e-07,3.2053576815016527e-07
1859,2.2762014584287726e-07,3.9311579058676216e-07
1860,2.1970482655397916e-07,3.675478772446894e-07
1861,2.5371885348235423e-07,3.857658472661285e-07
1862,2.4442305335270476e-07,3.754446713521986e-07
1863,2.3075147836948418e-07,4.025664379625482e-07
1864,2.1672170014142011e-07,3.9940085194700714e-07
1865,2.1557346707723468e-07,3.661924934394989e-07
1866,1.761351877682671e-07,2.97775522017929e-07
1867,2.4167001555497336e-07,3.5959332755908235e-07
1868,2.4402978426874e-07,3.803703059190866e-07
1869,2.1389813420480408e-07,3.77496033543423e-07
1870,2.2534811972008129e-07,3.7959402598986003e-07
1871,2.2729319937297987e-07,3.037656834958824e-07
1872,2.2737995664101618e-07,2.9087703223851236e-07
1873,2.789478137366075e-07,4.136329119219795e-07
1874,2.168783148626119e-07,3.124720659997138e-07
1875,2.2428386659001376e-07,3.4043087282498163e-07
1876,2.4788660191177314e-07,3.591332826680116e-07
1877,2.5172201389978e-07,4.0015760260914135e-07
1878,2.451869884900759e-07,3.1101306241509974e-07
1879,2.107717258503783e-07,3.916077386811878e-07
1880,2.2205747929326947e-07,3.8635433807776565e-07
1881,2.175422397776572e-07,3.890659360239468e-07
1882,2.549012436681153e-07,4.219514266878832e-07
1883,2.6414836507004935e-07,4.872210466189131e-07
1884,2.983967073433291e-07,4.5485692723445936e-07
1885,1.946581920653223e-07,4.305684737637705e-07
1886,2.110282685263698e-07,3.9237059773489236e-07
1887,2.5136359083077764e-07,4.380908333878608e-07
1888,2.390411708574902e-07,3.5697659406253024e-07
1889,2.1802676442028712e-07,3.6463094499339377e-07
1890,2.3005895988248426e-07,3.572140592211781e-07
1891,2.2692223011766544e-07,4.423708732659293e-07
1892,2.0811460554881478e-07,3.7485705028927896e-07
1893,2.1492873392148226e-07,3.6765746369571417e-07
1894,2.0290956026514095e-07,3.509957398062369e-07
1895,1.7273423869035298e-07,3.478759271757781e-07
1896,1.8929463729833174e-07,3.791789495721787e-07
1897,2.1442305975227782e-07,3.286266583302222e-07
1898,1.8559404235674037e-07,3.745830854384735e-07
1899,2.2884174910586808e-07,4.007494336377704e-07
1900,2.2944454647344514e-07,4.059403573286602e-07
1901,1.5201369540918108e-07,3.4147195693279286e-07
1902,1.5663804786569813e-07,4.3996143062052795e-07
1903,1.8900771436847208e-07,4.00156315194522e-07
1904,1.795124813241955e-07,2.633566351661898e-07
1905,2.1417150541935825e-07,2.9261505130051546e-07
1906,2.1142598782830646e-07,4.295393960518368e-07
1907,2.0571374115263552e-07,3.867418092440289e-07
1908,2.3329098497448797e-07,4.719844843847909e-07
1909,2.06286882686868e-07,3.6966609950894735e-07
1910,2.3353938516379458e-07,4.6333785785890313e-07
1911,1.5961122912244718e-07,4.905384978215466e-07
1912,1.963951848926726e-07,3.7612020298283255e-07
1913,2.0310450832283777e-07,3.5370941620094243e-07
1914,2.05590032109626e-07,3.047018486412867e-07
1915,2.2265640298169131e-07,3.7580629408395794e-07
1916,2.0326804528458808e-07,3.08747683863686e-07
1917,2.006855638336802e-07,3.2899272373043686e-07
1918,1.780388352301543e-07,3.0783488380592416e-07
1919,1.556126307811212e-07,3.3700725654561836e-07
1920,2.0672191913817528e-07,4.0587161898031354e-07
1921,1.8098865894877747e-07,3.92268321824929e-07
1922,1.9403969986342418e-07,4.862059386212536e-07
1923,1.7940952901085438e-07,3.588190589098872e-07
1924,1.753260949755031e-07,4.408935541100334e-07
1925,2.144644692947395e-07,5.367110702536593e-07
1926,1.905989606143521e-07,4.1352174529052377e-07
1927,1.97341287533348e-07,4.3816454953216066e-07
1928,1.999557204257485e-07,3.679185236471483e-07
1929,1.7267630436634818e-07,4.133090776292647e-07
1930,1.2709360419638216e-07,4.4955422906500786e-07
1931,1.6081552534075172e-07,3.980469553965804e-07
1932,1.3699420930990414e-07,3.6933637126423946e-07
1933,1.9156006159093408e-07,3.2576679753759663e-07
1934,1.833181748622792e-07,3.53456606205782e-07
1935,1.555876947278989e-07,3.3630878171209133e-07
1936,1.4549657834095342e-07,3.9284074926371204e-07
1937,1.4353875066319688e-07,4.104704504070966e-07
1938,1.8669909152002617e-07,5.224981656226646e-07
1939,1.6058752638770102e-07,3.685866065694654e-07
1940,1.5721854085271048e-07,3.093655260855144e-07
1941,3.099077856560939e-07,5.666885138921884e-07
1942,1.9115534288793867e-07,4.6423439448162185e-07
1943,2.5548469428926524e-07,6.445182096914692e-07
1944,1.8636479559575037e-07,4.0807463896896934e-07
1945,1.655663024457965e-07,4.3352229095461325e-07
1946,1.8654280431462666e-07,3.758698179368025e-07
1947,1.5497132821451487e-07,3.8742830188454036e-07
1948,1.5764236893645034e-07,3.957367038509574e-07
1949,1.4431001538195432e-07,3.5635739781270104e-07
1950,1.8611882524055545e-07,3.211879189279898e-07
1951,1.7271470653668075e-07,4.339190500246559e-07
1952,1.4868173003890206e-07,3.5219646221662515e-07
1953,2.090122475095768e-07,4.147923440278589e-07
1954,1.6515585476994943e-07,3.283572169721083e-07
1955,1.4735403697230254e-07,3.1066360905995793e-07
1956,1.447709490065563e-07,3.8373022004378754e-07
1957,1.6433170024754418e-07,3.869746643125893e-07
1958,1.5055483104653433e-07,3.7473263825305025e-07
1959,1.8601795304107327e-07,3.2243109560070593e-07
1960,1.6333167007775984e-07,3.529624921227992e-07
1961,1.8412622465602269e-07,3.5296648048799284e-07
1962,1.3888884398127743e-07,3.602231113397636e-07
1963,1.5065903680167025e-07,3.1231038533086064e-07
1964,1.8981980876020543e-07,3.863319952834843e-07
1965,1.4665075670494687e-07,3.343418599754955e-07
1966,1.5287846633071922e-07,3.3068276739101066e-07
1967,1.0846737996672573e-07,3.791428140331732e-07
1968,1.4642015400134767e-07,3.449407385280878e-07
1969,1.8348700825399078e-07,3.256440348486933e-07
1970,1.292241685324491e-07,3.6099991262972253e-07
1971,1.8755150177351965e-07,2.9031945247837143e-07
1972,1.2671462146229828e-07,2.939574015314861e-07
1973,1.2735500609650785e-07,2.6904435190822085e-07
1974,1.3895161798949118e-07,3.3022104695135113e-07
1975,1.1537190047761214e-07,3.352638753284509e-07
1976,1.3826734579502897e-07,3.113872106830229e-07
1977,1.53384004442092e-07,3.696495638472186e-07
1978,1.5207913484083235e-07,3.7188103152452356e-07
1979,1.3576577662099965e-07,3.4117004488187774e-07
1980,1.3928618591840802e-07,3.223480353753416e-07
1981,1.448550888683009e-07,3.010961644456245e-07
1982,1.4463480058068967e-07,3.4886163557956706e-07
1983,1.0925496984892646e-07,3.599730118430955e-07
1984,1.6121243034961097e-07,4.3782514147494567e-07
1985,1.3354538586085596e-07,3.837926074723441e-07
1986,1.1569356783702744e-07,3.2130442495503786e-07
1987,1.3504905882477658e-07,3.6481577492253336e-07
1988,1.3132452536535055e-07,2.8183802625036947e-07
1989,1.388494883514113e-07,2.9800503753563135e-07
1990,1.482033047395248e-07,2.9041308646782227e-07
1991,1.6587946483070937e-07,3.2238058267353153e-07
1992,1.6089037568889353e-07,3.2398472349370877e-07
1993,1.5952916765371583e-07,3.445387157796631e-07
1994,1.5455535029573753e-07,3.929820300285769e-07
1995,1.6538474323368746e-07,4.0776830090294425e-07
1996,1.4306086804083407e-07,3.7153122622868295e-07
1997,1.246672529653381e-07,3.4187598574320077e-07
1998,1.5162651001432437e-07,3.3758353534807384e-07
1999,1.3710602941863215e-07,3.42765101302156e-07
2000,1.3828438072405191e-07,3.5520974384084525e-07
2001,1.5903799188698997e-07,3.7108864980872625e-07
2002,1.8313505278921838e-07,4.048248580801328e-07
2003,1.6501014521441704e-07,3.6252228152733323e-07
2004,1.4932242076159952e-07,3.4533564408079087e-07
2005,1.5132599084921594e-07,3.386819686923559e-07
2006,1.6512738998386567e-07,4.2537802613651365e-07
2007,1.4340181364591587e-07,3.9785016481275193e-07
2008,1.8008970226190968e-07,3.9423890552114926e-07
2009,1.8738996199196833e-07,4.792033525546913e-07
2010,1.9603741474583103e-07,5.271753273916602e-07
2011,2.661484601595987e-07,6.676655326387504e-07
2012,2.6042533352033104e-07,7.669781316721469e-07
2013,2.8058596573954375e-07,7.215466286680794e-07
2014,2.6743247116822744e-07,6.673902230858175e-07
2015,3.189651867074872e-07,7.141805689059311e-07
2016,2.730026037733868e-07,7.941517452536573e-07
2017,2.098019905583115e-07,6.938056245076041e-07
2018,2.689888269902241e-07,7.421716823330371e-07
2019,2.9361868286725823e-07,7.035624438600507e-07
