year,tels_ADJ nombres_NOUN
1950,1.914365022059883e-08
1951,2.6653504292539765e-08
1952,2.8470971358274255e-08
1953,3.3398865895151175e-08
1954,2.052232517257835e-08
1955,1.6894095011821264e-08
1956,1.3953826538681824e-08
1957,2.5621609722747962e-08
1958,1.8198935691771112e-08
1959,3.022791617013354e-08
1960,3.5296249478733444e-08
1961,2.848745239703021e-08
1962,1.9025868880362395e-08
1963,1.4871922360271128e-08
1964,1.5818317322668918e-08
1965,1.5321720781003023e-08
1966,1.8278946356531378e-08
1967,9.860671390526932e-09
1968,8.084548142051062e-09
1969,1.9529558414888015e-08
1970,2.851209579546321e-08
1971,8.221435976452085e-09
1972,1.6416469961200164e-08
1973,7.1671650836435674e-09
1974,1.1813700240281833e-08
1975,1.7134439644905797e-08
1976,1.0284348483935446e-08
1977,1.23412418062685e-08
1978,1.128712323605896e-08
1979,1.1118749476679568e-08
1980,8.527726080842513e-09
1981,6.958104314946922e-09
1982,6.828252629986764e-09
1983,1.8314416649900522e-08
1984,7.538710988796993e-09
1985,6.617113967877231e-09
1986,9.591176741707841e-09
1987,5.49973533381376e-09
1988,1.2592763276586538e-08
1989,7.683371272548811e-09
1990,1.5801088437683575e-08
1991,1.2309077312977479e-08
1992,1.4876849085965205e-08
1993,9.416652346772025e-09
1994,1.793475057354499e-08
1995,1.0844901865425527e-08
1996,8.007138063703678e-09
1997,9.58978851883785e-09
1998,1.2873949017944142e-08
1999,8.683382013430219e-09
2000,1.3254094710646314e-08
2001,1.5772362971233633e-08
2002,8.762443215459825e-09
2003,1.3334153337041244e-08
2004,8.369103632333008e-09
2005,1.261049931144953e-08
2006,1.4412615101377924e-08
2007,1.1983438241713884e-08
2008,9.79211112195344e-09
2009,1.3827758493789588e-08
2010,1.2281861749841028e-08
2011,6.118355155848576e-09
2012,1.1574459612972987e-08
2013,6.136075203500013e-09
2014,7.145969149746634e-09
2015,7.75801378694041e-09
2016,6.628288140575478e-09
2017,6.5405894034142875e-09
2018,1.0325866384164328e-08
2019,6.12237061048404e-09
