year,trois_DET ombres_NOUN,trois_DET nombres_NOUN
1853,8.360704129017904e-09,2.997909898105888e-07
1854,9.352196350675968e-09,8.9884996334888e-08
1855,1.0613874223963649e-08,9.711694914926738e-08
1856,1.0872097000458325e-08,9.526028410533627e-08
1857,3.7587619461376676e-08,9.470127459998423e-08
1858,6.361778659424999e-09,4.551118854001501e-08
1859,1.323965115318515e-08,6.772590666059841e-08
1860,1.0985241327698958e-08,8.513562121947871e-08
1861,1.5091083938045813e-08,9.47908702642053e-08
1862,7.680576730173527e-09,7.36431791104053e-08
1863,6.493007020935693e-09,8.640694232342483e-08
1864,1.4863656971897399e-08,6.376988037626319e-08
1865,1.2237795277147967e-08,5.365802657752994e-08
1866,1.5083399418358567e-08,3.600553544202967e-08
1867,1.067618526917613e-08,6.939520780235853e-08
1868,1.0373735426227881e-08,6.372437733048741e-08
1869,1.1720446280172325e-08,8.741499502029626e-08
1870,1.9495765446464475e-08,6.364794247204486e-08
1871,1.2745412947268164e-08,1.1895718898813357e-07
1872,1.0885210954825197e-08,9.978109627439835e-08
1873,9.577606707722452e-09,4.42964314117944e-08
1874,1.7923827311250307e-08,6.094101223652615e-08
1875,1.4303817463812152e-08,7.895707437866051e-08
1876,7.255217759905008e-09,7.617978470264575e-08
1877,2.2265337573657007e-08,7.792868284006715e-08
1878,9.662541822219595e-09,8.937851159185328e-08
1879,1.4662380642960215e-08,1.3868168946551407e-07
1880,1.0268553785053314e-08,1.2322265030562107e-07
1881,6.9725074602899895e-09,1.066793648973885e-07
1882,1.6638462829732248e-08,7.387477207743132e-08
1883,2.5277356430208897e-08,9.668588885070051e-08
1884,1.650424241717019e-08,1.6240174627313309e-07
1885,7.734762663691441e-09,9.346171664370573e-08
1886,1.0325542088018835e-08,1.142263091891138e-07
1887,3.264462256069578e-09,9.00991629082526e-08
1888,6.974676169946292e-09,7.925768485961271e-08
1889,1.6915869149869422e-08,7.643466604090321e-08
1890,1.1142456735058204e-08,6.685474274181757e-08
1891,7.649063604731055e-09,1.3449604452375752e-07
1892,6.268512375839919e-09,1.4605633302799959e-07
1893,1.2316832997960603e-08,1.5272873143956645e-07
1894,5.671385361338821e-09,1.380037173426274e-07
1895,1.9259566386153892e-08,1.6551189574443015e-07
1896,1.769108703975064e-08,1.9342255708210132e-07
1897,1.5149455578900017e-08,8.273933438385228e-08
1898,6.7900258748920805e-09,1.6296061655651783e-07
1899,8.291367592505594e-09,7.572782578790793e-08
1900,2.0245107479333058e-08,1.2977632701804964e-07
1901,8.941982265753268e-09,8.383108263121386e-08
1902,2.3078334798753986e-08,7.414528369054096e-08
1903,1.2420506623200822e-08,5.238213662828173e-08
1904,5.912087708281888e-09,1.0319280541182252e-07
1905,7.2250627702885595e-09,1.073437858600812e-07
1906,2.211999294843281e-08,1.1420089379710063e-07
1907,2.0571373382516356e-08,1.1828539570046814e-07
1908,3.437972351250096e-09,1.5421761112577315e-07
1909,2.4204328319399337e-08,9.241652065838935e-08
1910,1.656686676732022e-08,6.519864070853032e-08
1911,1.4897047595496815e-08,1.4737435682921074e-07
1912,1.0939784800267915e-08,1.1929574394997644e-07
1913,1.272717498057574e-08,7.159036308213018e-08
1914,1.2723813114234872e-08,1.868391450443596e-07
1915,2.9451904026700504e-08,2.0027295710711712e-07
1916,2.197492365851872e-08,1.5712070933204814e-07
1917,1.0966424435210342e-08,2.1494192026239034e-07
1918,1.8378202071289707e-08,9.074237539152818e-08
1919,4.603924352863942e-09,2.85443292113996e-07
1920,1.0601124422748853e-08,1.1434070090743376e-07
1921,1.8931868572824584e-08,1.0298936503616574e-07
1922,1.8444838878473035e-08,1.401807736556293e-07
1923,3.290944006195673e-08,1.486232745762095e-07
1924,2.707241097965607e-08,1.1344629402554318e-07
1925,8.798542339150117e-09,8.358615266601532e-08
1926,1.44899797716036e-08,2.2403737887088937e-07
1927,1.783875902550136e-08,8.027441822378023e-08
1928,1.599645738092903e-08,9.140832779586106e-08
1929,2.6736974856333973e-08,1.1808830779891366e-07
1930,2.4158288924880367e-08,1.4915117019231872e-07
1931,2.0529641986399838e-08,1.0606981959426776e-07
1932,2.52069338735339e-08,8.438843224212178e-08
1933,2.7529590163055673e-08,1.6173633321514558e-07
1934,2.036868629318178e-08,1.2460843734629634e-07
1935,3.590485242455088e-09,8.736847068036013e-08
1936,1.6974600836050513e-08,9.942266077089812e-08
1937,1.3850230184964119e-08,1.1709739644594208e-07
1938,1.5558256905023882e-08,1.8540256974119984e-07
1939,2.5999884911698246e-08,1.4682288451695058e-07
1940,1.2678914806940611e-08,1.4961119632062037e-07
1941,2.3612021671226557e-08,8.854507882460894e-08
1942,1.2136847082899749e-08,9.102635334379272e-08
1943,2.0322646676618206e-08,8.709705667797607e-08
1944,1.6065930807940276e-08,8.675602991559117e-08
1945,2.3963545370264683e-08,1.1763922014296213e-07
1946,2.3665877257883494e-08,9.744773166175946e-08
1947,1.4305045592521992e-08,1.6212384923441903e-07
1948,1.4133454406817236e-08,9.567261272103167e-08
1949,1.2762110923603132e-08,8.148116925621451e-08
1950,1.3825970146541522e-08,1.3081494087963108e-07
1951,1.4925962243950153e-08,8.20927950062611e-08
1952,2.5307529849527555e-08,1.3286452604788224e-07
1953,1.2928592862948562e-08,1.1420256784688831e-07
1954,2.2476832617357445e-08,7.13395114093629e-08
1955,1.9709776921672528e-08,8.822471686542599e-08
1956,1.657016834855085e-08,9.942101497628641e-08
1957,1.6786571688243157e-08,9.011738344444353e-08
1958,1.2408365446248126e-08,1.381464613814387e-07
1959,2.712761659751095e-08,8.680837793040297e-08
1960,1.7994166601198458e-08,8.858667044364665e-08
1961,2.6403004838027044e-08,8.40727285011944e-08
1962,2.6636217065334478e-08,1.033738925571015e-07
1963,1.4225316813387678e-08,7.759263676021533e-08
1964,1.277633332463779e-08,1.1316181403042691e-07
1965,2.3529787007703362e-08,9.302473813477263e-08
1966,1.6617224485315774e-08,9.139473045038926e-08
1967,2.46516771440497e-08,7.444806593426279e-08
1968,2.0660513272430236e-08,7.321007799987456e-08
1969,2.4525491859606063e-08,6.585548817383824e-08
1970,1.7015282960386457e-08,7.357960218890014e-08
1971,1.3359833683779243e-08,6.782685002537647e-08
1972,1.539044047760285e-08,5.899668797937352e-08
1973,1.1026407398251337e-08,6.615844716506558e-08
1974,1.406392913239074e-08,5.400548852563247e-08
1975,1.1422959911300268e-08,4.7976434380814226e-08
1976,1.199840626853188e-08,4.5136861248629145e-08
1977,8.815173146992095e-09,4.172515277733879e-08
1978,1.1881182704343018e-08,7.96039228978529e-08
1979,2.0481907281322265e-08,5.3252956933036444e-08
1980,1.3644361640530178e-08,2.9562782888348238e-08
1981,1.960920337218397e-08,3.921840552312261e-08
1982,1.80017563078394e-08,3.5382763829971964e-08
1983,1.0736036948344463e-08,3.3471176719146456e-08
1984,2.0296530678365343e-08,7.480720809471819e-08
1985,1.6242006406486098e-08,3.789801472642296e-08
1986,7.193382389747427e-09,3.8364705301496826e-08
1987,1.2832715334809564e-08,4.888653393209097e-08
1988,1.1993107618124554e-08,5.8766228994144853e-08
1989,1.7561990528491833e-08,6.91503367900026e-08
1990,1.5256222507531447e-08,4.9582724148677926e-08
1991,1.2309076646843664e-08,2.4618153127153874e-08
1992,1.5427843669257868e-08,4.903850436832613e-08
1993,1.2186256281854213e-08,4.486758098387611e-08
1994,1.6879764919153217e-08,1.0549852857977271e-07
1995,1.4640616774475035e-08,3.578817486804553e-08
1996,1.6014275683318147e-08,4.5373784285374086e-08
1997,1.9659067485022774e-08,4.938741327009666e-08
1998,1.3350761385311216e-08,4.5297226969331916e-08
1999,9.597422079288265e-09,2.376504681933511e-08
2000,2.076474814316498e-08,3.88786766114535e-08
2001,1.840108998507617e-08,3.329720960065785e-08
2002,2.4534839937473407e-08,5.520339180220546e-08
2003,7.083768793769707e-09,5.625345811388627e-08
2004,1.3214374039449694e-08,4.2285996398883086e-08
2005,1.8915748967174295e-08,1.0899073943360094e-07
2006,1.8942294122137326e-08,4.570857825569874e-08
2007,2.6763012250796692e-08,4.353982707705484e-08
2008,2.469315035780184e-08,6.002990038389555e-08
2009,1.9549589280742907e-08,5.9125586426844734e-08
2010,2.5036102357933743e-08,6.424358273138253e-08
2011,2.9062186879258434e-08,7.303786631052134e-08
2012,3.574465307076835e-08,5.378719120097131e-08
2013,4.239470069444806e-08,6.777573546834503e-08
2014,4.395853531180549e-08,5.240377354276404e-08
2015,4.300156249137377e-08,7.425527859261649e-08
2016,3.831979178414713e-08,8.243933713458773e-08
2017,2.8677970220769566e-08,6.968243160265786e-08
2018,4.595010621999407e-08,8.647913407600072e-08
2019,4.387698920860217e-08,7.652963374127353e-08
