year,avais_VERB ôté_VERB,avais_VERB noté_VERB
1889,1.2530273485467092e-09,8.14467782106476e-09
1890,6.554386478008212e-10,1.0487018364813139e-08
1891,8.286486163910922e-09,8.92390783491237e-09
1892,2.5074049503359674e-09,7.522214851007902e-09
1893,3.079208221734575e-09,5.542574843531156e-09
1894,3.780923574225881e-09,6.9316934414587195e-09
1895,5.416753268150387e-09,1.444467478961542e-08
1896,1.7691086373616827e-09,8.255840455717589e-09
1897,2.330685422435863e-09,1.1070755867592652e-08
1898,5.6583548957434e-10,1.6975064687230201e-09
1899,1.1055156790007459e-09,7.185851913504848e-09
1900,1.5573159428683425e-09,8.30568502863116e-09
1901,0.0,1.7325090695408107e-08
1902,0.0,3.437198747846537e-09
1903,2.7001101354784396e-09,8.640352433531007e-09
1904,6.449550227216605e-09,1.5048950530172078e-08
1905,1.5482277682110634e-09,1.0837593933388234e-08
1906,1.5432553013283723e-09,3.600929110447737e-09
1907,2.5714217422034835e-09,6.685696440911215e-09
1908,1.4734167219643268e-09,9.822778146428846e-09
1909,7.701377313651392e-09,6.60118004702781e-09
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,3.7242617878519013e-09,1.3300935464144459e-08
1912,3.646594803896619e-09,7.814131564032323e-09
1913,4.242391771214216e-09,7.954484182448596e-09
1914,2.0090231700464756e-09,1.2723813114234872e-08
1915,8.246533234057551e-09,4.712304768617059e-09
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,2.1932848870420685e-09,7.676496771580332e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,9.207848372660976e-10,8.287063479883727e-09
1920,4.543339038320937e-09,4.543339038320937e-09
1921,5.300923255902035e-09,9.844571380313027e-09
1922,5.902348387820666e-09,9.591316185719734e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,7.734974438733389e-09,6.445812328337297e-09
1925,7.698724324711748e-09,7.698724324711748e-09
1926,7.802296586589819e-09,1.89484357093761e-08
1927,7.804457524684949e-09,6.689535148041159e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,5.570202965543558e-09,7.798284684668033e-09
1930,8.402882833991043e-09,1.470504518152893e-08
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,3.287861094491973e-09,1.2055489939655217e-08
1933,0.0,1.0323596200123575e-08
1934,0.0,1.677421224144382e-08
1935,4.787313656606784e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.6854778905894818e-08
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,8.714016175304096e-09
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,7.610321262063735e-09,9.784699273041042e-09
1949,8.835307596655184e-09,7.853606653895895e-09
1950,7.444753258312176e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,1.3859822622919182e-08
1952,3.1634410646574906e-09,1.7926167217297007e-08
1953,3.232148326759443e-09,5.386913581872932e-09
1954,6.840775057526116e-09,1.5636057781875934e-08
1955,9.385607846468247e-10,1.0324168187025862e-08
1956,4.360570571293465e-09,1.4825940475304833e-08
1957,8.835037701437898e-10,1.0602045463770082e-08
1958,2.4816730892496253e-09,9.926692356998501e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,7.612916519406099e-09,8.997083078554624e-09
1961,6.25334317660986e-09,7.64297514166401e-09
1962,3.170978146727066e-09,1.0781326054143392e-08
1963,6.466053470433053e-09,7.1126584622049904e-09
1964,3.041984220075733e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,5.47204326295514e-09
1966,4.431259803538978e-09,4.431259803538978e-09
1967,3.944268467392931e-09,8.381570104631919e-09
1968,3.1439910674890825e-09,7.186265360559219e-09
1969,5.904285060864822e-09,9.083515273289322e-09
1970,2.2993624781975086e-09,9.657322941336588e-09
1971,2.0553589941130213e-09,5.652237344833111e-09
1972,2.565073486948677e-09,5.643161493651405e-09
1973,2.7566018356850464e-09,4.410563025913916e-09
1974,5.625571564138454e-09,8.438357568252286e-09
1975,2.2845920710778955e-09,1.1422960355389478e-08
1976,5.713526873840635e-10,5.713526984862938e-09
1977,2.938390863960194e-09,8.815172591880582e-09
1978,4.158414057542359e-09,5.346532105932056e-09
1979,3.5111840102075575e-09,8.192762912528906e-09
1980,3.97960553399912e-09,1.0233271119375331e-08
1981,3.1627747087981106e-09,1.2651098835192442e-08
1982,1.2415004579935385e-09,9.932003663948308e-09
1983,3.78918940668882e-09,1.326216381158929e-08
1984,1.739702604197646e-09,8.69851302098823e-09
1985,3.0077789148208467e-09,1.0828004270990732e-08
1986,2.3977941854269602e-09,7.1933827783254856e-09
1987,3.6664902225425067e-09,8.555143260480236e-09
1988,2.99827696004229e-09,1.6190695006912392e-08
1989,2.7440609784434855e-09,1.2073869015694072e-08
1990,0.0,9.80757164370516e-09
1991,1.7584396161396398e-09,1.875668864670388e-08
1992,3.856960972825618e-09,1.3774860363469088e-08
1993,2.2156829704300662e-09,9.970573700002205e-09
1994,5.274926606624319e-10,1.002236071911966e-08
1995,4.337960657352369e-09,6.506940763983948e-09
1996,4.270473752399084e-09,1.2811421257197253e-08
1997,9.58978896292706e-10,7.192341833217597e-09
1998,4.291316191284977e-09,1.9072516010965046e-08
1999,5.484241505371301e-09,1.416762351880152e-08
2000,5.3016377954406835e-09,1.1045078629479121e-08
2001,4.381211837767296e-09,1.445799924226776e-08
2002,2.1906108038649563e-09,8.762443215459825e-09
2003,3.333538334260311e-09,1.1667384391955693e-08
2004,3.523833003171717e-09,1.3214373595360485e-08
2005,5.404499514582994e-09,1.0358624180639708e-08
2006,3.706100981659688e-09,1.8530505130343045e-08
2007,5.192823504529542e-09,1.5977917655618512e-08
2008,4.257439734089985e-09,1.575252639440805e-08
2009,3.337734755248789e-09,1.0013204487790972e-08
2010,7.085689368580006e-09,2.267420740054149e-08
2011,4.206369030868018e-09,2.141424282342541e-08
2012,8.170206733382201e-09,2.246806829475645e-08
2013,1.0040849929282558e-08,2.4823213706781644e-08
2014,1.1260315346817151e-08,2.4469530401916018e-08
2015,1.0196246513771712e-08,1.884089151360513e-08
2016,9.735297901158901e-09,2.2577607339258066e-08
2017,1.3081178806828575e-08,2.389830733307008e-08
2018,1.523065407127433e-08,2.323320025254816e-08
2019,1.3010037491767434e-08,2.8571061960747102e-08
