year,les_DET oeufs_NOUN,les_DET noeuds_NOUN
1901,1.6095568655671855e-07,3.2973560104565536e-08
1902,2.1605248967659918e-07,3.928227143568108e-08
1903,2.65150816858295e-07,4.590187230313347e-08
1904,2.1874724076553775e-07,4.2997003291134206e-08
1905,2.4720036384540123e-07,3.767354073147544e-08
1906,2.3097389312276562e-07,4.166789446813368e-08
1907,3.0497060254930375e-07,5.657127566394138e-08
1908,2.603036168835615e-07,5.5007557175912325e-08
1909,4.692339121703526e-07,3.850688345963249e-08
1910,2.6987960999314e-07,2.51175079624133e-08
1911,3.89983427995233e-07,4.0434842585312936e-08
1912,4.282144366873908e-07,4.115442697738558e-08
1913,2.837099453145697e-07,3.1287640034349806e-08
1914,4.151981181643727e-07,6.027069332503743e-08
1915,3.2750518208501944e-07,5.654765855567234e-08
1916,2.3293419881831312e-07,2.8567401777479517e-08
1917,3.0705989151336155e-07,4.0575771187434384e-08
1918,2.83713492699178e-07,4.709414458403671e-08
1919,2.9649270938403305e-07,7.734592744057522e-08
1920,3.7936880126210326e-07,5.4520068459851245e-08
1921,2.726189037294269e-07,6.815472985977067e-08
1922,2.847883099899029e-07,2.877394900124841e-08
1923,4.554241823662153e-07,6.581887967982425e-08
1924,3.699896127251634e-07,6.445812372746218e-08
1925,5.290123736845231e-07,3.95934391939079e-08
1926,4.6813781517940356e-07,9.251294574852409e-08
1927,4.2701530234001694e-07,5.128643598695248e-08
1928,5.633038279162506e-07,4.798937380812163e-08
1929,8.789780379103718e-07,5.570203320814926e-08
1930,5.840003525214854e-07,7.667630619323518e-08
1931,7.481913923967909e-07,7.071320862195307e-08
1932,6.257895375227918e-07,7.014103475810884e-08
1933,7.387106162326518e-07,7.570636739728798e-08
1934,8.950240175664703e-07,5.751158305145054e-08
1935,8.114496772293478e-07,2.740737023998463e-07
1936,7.638570274082213e-07,9.214783425193218e-08
1937,6.408879105190834e-07,8.687871733137342e-08
1938,5.28980734770812e-07,8.816345831164085e-08
1939,1.049171872935517e-06,9.635251618789198e-08
1940,8.063789493917284e-07,1.496111980969772e-07
1941,1.0005593633621856e-06,1.5938113806512888e-07
1942,6.614581877784076e-07,9.406056733496371e-08
1943,3.629043916486552e-07,1.0451646748066423e-07
1944,3.566636674889878e-07,1.2210107236398926e-07
1945,7.014783127701207e-07,1.1546071743140374e-07
1946,6.180970544278352e-07,6.960552045853774e-08
1947,3.8504414412443566e-07,9.655905630623351e-08
1948,1.057834707829386e-06,2.0874025352668468e-07
1949,5.566243777010982e-07,1.295845066806578e-07
1950,4.626382323902334e-07,1.010359333974975e-07
1951,7.633563519071629e-07,9.382033550053848e-08
1952,7.497355831720398e-07,1.381369258979248e-07
1953,6.011795739002679e-07,1.185121032420966e-07
1954,5.511710292616101e-07,1.2704296814547433e-07
1955,8.034080436480906e-07,1.210743416635296e-07
1956,5.764674670949432e-07,1.2994501119578672e-07
1957,7.72182288777401e-07,1.104379725447302e-07
1958,6.501983400575284e-07,1.273925462896841e-07
1959,4.828715949312112e-07,2.0927018518079876e-07
1960,5.22522918933177e-07,1.0035208219960623e-07
1961,6.982899829477418e-07,1.6745063824430417e-07
1962,5.898019761474416e-07,1.230339528035529e-07
1963,6.737627499253662e-07,1.5001243003354148e-07
1964,8.268112994258559e-07,1.4844883100550987e-07
1965,5.554124030138219e-07,1.154601161346136e-07
1966,8.103666230274698e-07,1.0801195671206187e-07
1967,4.595072743418527e-07,1.5431950828315166e-07
1968,5.124705322046008e-07,1.491150118937412e-07
1969,4.777929254462521e-07,1.5805316611050557e-07
1970,6.718737441957501e-07,1.830292486459939e-07
1971,5.662513892223942e-07,1.7110863836933277e-07
1972,5.740634398954114e-07,1.790421322311886e-07
1973,5.204464335606396e-07,2.6739038005985094e-07
1974,6.328768321073319e-07,1.7383016270855478e-07
1975,7.544865474606866e-07,1.7020210663076796e-07
1976,6.833378223269904e-07,2.7024982429679767e-07
1977,7.73384478236494e-07,1.8511863153491959e-07
1978,6.986135150377493e-07,2.310890074852523e-07
1979,6.419614724251232e-07,2.1242663361675795e-07
1980,6.111537174113835e-07,2.5981138129793635e-07
1981,6.717733417316296e-07,2.2645467367965466e-07
1982,6.362689918271158e-07,2.836828443264494e-07
1983,6.062703232778688e-07,2.121946156563581e-07
1984,7.82866140802696e-07,2.4993726199795674e-07
1985,6.677269133170682e-07,3.6755058374637883e-07
1986,6.695840271686571e-07,2.583623182061956e-07
1987,7.125212542757886e-07,2.615429561814153e-07
1988,9.246686110131463e-07,3.244135733382336e-07
1989,6.519889432787807e-07,2.760525603662245e-07
1990,5.889991832597197e-07,2.953168696251396e-07
1991,7.238909756068779e-07,2.59076761821575e-07
1992,5.835030778555961e-07,2.402335717022197e-07
1993,6.00450086096771e-07,2.464947286284769e-07
1994,6.646407415544786e-07,2.410641393169044e-07
1995,5.975540732228168e-07,2.776294785178379e-07
1996,6.448415177384703e-07,2.5462700392608895e-07
1997,5.341512370193868e-07,2.1529076832393912e-07
1998,4.1673448558654513e-07,1.9597011302607825e-07
1999,3.482493194650882e-07,2.2256879184112677e-07
2000,3.4107201796196307e-07,1.7230323479111576e-07
2001,3.4085828362617754e-07,1.6254295154283227e-07
2002,2.812744225866304e-07,2.212516871935577e-07
2003,2.537656054180104e-07,1.304246861622005e-07
2004,2.6076363504601296e-07,1.0351259227547871e-07
2005,2.1122585680544148e-07,1.4997485564549606e-07
2006,1.8818757102634365e-07,1.556562416737961e-07
2007,1.7855323841686754e-07,1.1064707994279388e-07
2008,2.0435710545996244e-07,1.2900042012375934e-07
2009,9.679430590381344e-08,8.630428460776329e-08
2010,1.610813472052719e-07,5.5268378318373834e-08
2011,4.672893813839618e-07,4.627006044977122e-08
2012,1.0689353249770939e-07,5.5148892119660786e-08
2013,1.2021129158767963e-07,6.470769875477345e-08
2014,1.6305802340299547e-07,8.640126303305351e-08
2015,9.863760744299732e-08,4.3223219892141174e-08
2016,5.136923367787816e-07,2.6513152340257307e-08
2017,1.3383052352433644e-07,2.490455308645778e-08
2018,1.6314870038280915e-07,5.963188076663073e-08
2019,1.8596700579465164e-07,8.035611465118109e-08
