year,aux_ADP oies_NOUN,aux_ADP noix_NOUN
1838,3.9135405138779333e-08,9.152634561360173e-08
1839,5.5931800524433584e-08,3.285993277479804e-08
1840,4.7772664935052944e-08,3.503328716014664e-08
1841,6.099521199232072e-08,2.7608358710295988e-08
1842,3.7566284305512454e-08,3.6895456467789245e-08
1843,8.978505050549757e-08,4.1939068218255215e-08
1844,6.641159000508878e-08,3.1284800083852815e-08
1845,4.2409731282333496e-08,2.9575209004040204e-08
1846,2.4588905134237393e-08,2.868705673009231e-08
1847,7.496580600729885e-08,2.8584084432736745e-08
1848,5.309846429213394e-08,3.218088728829116e-08
1849,4.860060620615059e-08,2.4300303547164503e-08
1850,4.955967192188382e-08,4.955967014552698e-08
1851,5.4175285590929434e-08,3.353708066811123e-08
1852,4.948014531436229e-08,5.989701890030119e-08
1853,3.642878354526147e-08,2.6276499642818862e-08
1854,5.403491076805267e-08,3.2732686783276677e-08
1855,6.580602018857462e-08,3.6087172361476405e-08
1856,5.694908100650764e-08,3.6758044941187507e-08
1857,4.735063718896981e-08,3.465871351027161e-08
1858,3.229826228690058e-08,2.5447115525878417e-08
1859,5.295860283638376e-08,6.517981887554924e-08
1860,4.485640303641958e-08,3.4786598823721704e-08
1861,5.5648373908923077e-08,2.829578199525784e-08
1862,7.906476362506965e-08,4.472806569566501e-08
1863,6.742738156706451e-08,3.895804084885768e-08
1864,6.856460832427302e-08,2.8768367799081318e-08
1865,5.412871001420072e-08,3.388928071501596e-08
1866,9.341976481280767e-08,1.946245237194333e-08
1867,8.346835578265654e-08,2.91168689159349e-08
1868,7.409811075831385e-08,2.1241458592058393e-08
1869,5.86022301796163e-08,4.6393430874758224e-08
1870,4.243196194408938e-08,2.752343419842873e-08
1871,7.11618906024114e-08,3.39877661570398e-08
1872,5.98686610286947e-08,3.3865098503227387e-08
1873,6.524745010949573e-08,7.063485263358871e-08
1874,6.512323835750067e-08,2.1508592240593316e-08
1875,6.522541085018929e-08,2.9751940466837823e-08
1876,5.8041743855596906e-08,3.3857682879556705e-08
1877,6.494056759009936e-08,3.401648740464225e-08
1878,5.495570576385944e-08,3.804625853254251e-08
1879,4.581993984231758e-08,1.8938907775378766e-08
1880,7.63723715380138e-08,3.786529445548581e-08
1881,6.484431835929172e-08,4.2532295463360015e-08
1882,1.0914831349850829e-07,8.984769905850953e-08
1883,1.0679683093428594e-07,4.107570217293244e-08
1884,5.2813575734944607e-08,3.300848483434038e-08
1885,4.318575907991118e-08,5.220965004770761e-08
1886,5.162771010702727e-08,4.3238207458884403e-08
1887,6.137189068056159e-08,5.680164349985972e-08
1888,7.03808211710566e-08,1.255441686165426e-07
1889,1.1089291618304742e-07,1.7229125948148294e-07
1890,8.520702365899524e-08,4.784702056781498e-08
1891,5.290602622665119e-08,7.202868523847883e-08
1892,4.638699024894777e-08,2.4447197599641868e-08
1893,5.665743257887712e-08,2.7712874883789596e-08
1894,5.1042468918183204e-08,4.474092762940529e-08
1895,5.5973115919982774e-08,3.611168852835078e-08
1896,6.309820932415278e-08,4.717623269812066e-08
1897,5.477110853746581e-08,3.2629595025923663e-08
1898,5.545187775624072e-08,6.1110231874828e-08
1899,9.0652287454418e-08,7.35167926535496e-08
1900,5.6582480922884315e-08,3.6856477869662285e-08
1901,5.812288650375308e-08,3.241468649051171e-08
1902,4.713872386874485e-08,3.388095715095574e-08
1903,5.2922157323109786e-08,4.1581696752501784e-08
1904,6.449550227216605e-08,3.117282698639201e-08
1905,6.812202002492995e-08,2.9416326263742576e-08
1906,1.358064730672126e-07,6.378788669492153e-08
1907,7.199980761596336e-08,3.4971334272881904e-08
1908,6.139236319313568e-08,3.290630745667045e-08
1909,7.86640649286241e-08,1.925344239595006e-08
1910,7.749018304803457e-08,3.42025642252608e-08
1911,6.969690247160543e-08,3.9902805393232654e-08
1912,7.866225892882994e-08,6.199211161073137e-08
1913,6.522677464815274e-08,5.780258760523793e-08
1914,8.036092502550218e-08,3.0135347550697134e-08
1915,5.301342831387501e-08,2.7095752752615e-08
1916,4.394984820521586e-08,4.614734017138744e-08
1917,4.276905407607501e-08,4.605898418219567e-08
1918,4.020231791912465e-08,4.364823169566989e-08
1919,7.090043319113448e-08,3.867296349824301e-08
1920,5.5277291188815525e-08,4.619061400035207e-08
1921,4.316465940235048e-08,4.8465584934209716e-08
1922,7.894391068630213e-08,4.279202681090055e-08
1923,6.157249865523795e-08,4.777176476622458e-08
1924,6.059063462071634e-08,7.606058538556226e-08
1925,5.719052609265418e-08,8.028670062110166e-08
1926,5.5730692949396143e-08,3.566764128493105e-08
1927,1.427100768669476e-07,7.135504020983063e-08
1928,4.227635308495792e-08,4.113374862946273e-08
1929,5.124586888172189e-08,8.132496875923323e-08
1930,6.197126012352783e-08,7.877702934422359e-08
1931,6.957267473239881e-08,9.80860637156411e-08
1932,6.794912410512666e-08,7.23329396379313e-08
1933,5.964744431707913e-08,7.570637095000166e-08
1934,5.511526701695857e-08,6.829500520666443e-08
1935,5.146362269670135e-08,3.8298507476497434e-08
1936,5.698615801463802e-08,8.002311435717502e-08
1937,4.0291578073947676e-08,8.436049103721643e-08
1938,3.5006079368571363e-08,3.5006079368571363e-08
1939,9.788192567583565e-08,4.5882151411547056e-08
1940,1.369322788491445e-07,4.057252667166722e-08
1941,1.26914614373419e-07,8.264207096431164e-08
1942,7.282108072104165e-08,5.765002519808604e-08
1943,1.1612941008820599e-07,9.870999884142861e-08
1944,9.318239690969676e-08,7.711646787811333e-08
1945,7.624764108982163e-08,6.971212940243277e-08
1946,5.150808579656996e-08,7.65660743695662e-08
1947,4.7683483828109274e-08,3.9338874380234756e-08
1948,5.3272248834446145e-08,8.045196686623513e-08
1949,3.141442572740516e-08,6.282885323116716e-08
1950,4.147791021757996e-08,6.912984962248458e-08
1951,6.823297127311889e-08,4.157946631444531e-08
1952,4.2179213899373735e-08,5.2724020815908546e-08
1953,4.417269394707546e-08,3.5553630262086244e-08
1954,4.3976413399704484e-08,1.9545072671434127e-08
1955,4.22352348650179e-08,4.1296674524460286e-08
1956,4.7966278060584955e-08,2.5291311489539225e-08
1957,7.42143149157215e-08,4.859270746893074e-08
1958,4.6324563740540725e-08,1.7371711458213923e-08
1959,8.138285423342495e-08,2.015194500160078e-08
1960,7.958958292419993e-08,2.9759582964583586e-08
1961,4.794229990778831e-08,4.4468220383730994e-08
1962,4.693047800374828e-08,4.5662084613429244e-08
1963,7.435961180135564e-08,6.336732383260824e-08
1964,4.137098486012292e-08,5.232212879624498e-08
1965,4.541796094770234e-08,3.6662691660360736e-08
1966,7.200797114137458e-08,5.982200579346397e-08
1967,4.240088635754091e-08,3.796358377661235e-08
1968,4.4914157726339e-08,3.593132635870688e-08
1969,6.994307166774405e-08,5.132186314815712e-08
1970,5.610444731019015e-08,4.552737709051513e-08
1971,6.474380676024794e-08,3.185806485284104e-08
1972,4.873639625202486e-08,3.898911699051766e-08
1973,6.781240774467179e-08,4.079770909992675e-08
1974,5.85059468649618e-08,5.3442930358915675e-08
1975,5.711480133285818e-08,3.5982324675387645e-08
1976,6.627691084837295e-08,3.7137924069341466e-08
1977,6.053085321866547e-08,6.523227941146459e-08
1978,6.178215161689593e-08,7.54455118379127e-08
1979,6.261611462665684e-08,5.7934536834558514e-08
1980,1.205251900504578e-07,9.664756217553361e-08
1981,5.692994659023398e-08,9.867856887169069e-08
1982,7.697303061604543e-08,8.131828277413433e-08
1983,1.0483424506269046e-07,9.536126910347775e-08
1984,8.466552109398506e-08,9.684344082216967e-08
1985,6.376491445969634e-08,8.96318130827467e-08
1986,5.2751471690815066e-08,7.49310660186353e-08
1987,6.844115035820053e-08,7.577413185799742e-08
1988,7.315795608198172e-08,1.3012522059874243e-07
1989,8.780995386370449e-08,9.604213857539179e-08
1990,5.557624138674555e-08,1.0842815090228441e-07
1991,8.088821967788817e-08,1.0257564220239601e-07
1992,4.407955345175907e-08,9.697501873739967e-08
1993,7.644106259085959e-08,1.024753342737661e-07
1994,9.653115773389231e-08,1.1974083546917313e-07
1995,4.771756589860843e-08,1.4694842098705863e-07
1996,6.512472250363999e-08,1.3505372953304118e-07
1997,5.7538734665740776e-08,1.1076206440918668e-07
1998,5.292623317387779e-08,1.0013071249925787e-07
1999,5.712751499631352e-08,9.506018275318162e-08
2000,6.185244161294179e-08,9.940570566691065e-08
2001,4.6002722159377285e-08,9.989162563783793e-08
2002,7.448076466687326e-08,8.368132964342578e-08
2003,7.292115178358927e-08,1.1334030536325201e-07
2004,5.770276489958093e-08,9.690540825335603e-08
2005,8.241861693125685e-08,1.3150948730000778e-07
2006,5.517972495594492e-08,2.1371849356910388e-07
2007,4.993099303463033e-08,2.432637926652603e-07
2008,7.748540298280204e-08,4.151003683006138e-07
2009,1.7785358430444376e-07,4.443955283761625e-07
2010,4.818268850570462e-08,4.709621790333074e-07
2011,7.342026364653975e-08,1.0076166141459453e-06
2012,6.638292626703901e-08,1.1356587283906094e-06
2013,5.912944922581431e-08,6.905873521922956e-07
2014,4.763979455368883e-08,6.463853836624622e-07
2015,5.984753714827207e-08,7.966371855516741e-07
2016,7.456823958307268e-08,7.384327016524139e-07
2017,4.4023198086939885e-08,7.848707630486729e-07
2018,5.1887479757262156e-08,7.610163947902038e-07
2019,5.0509558091604845e-08,7.979489624609926e-07
