year,deux_DET oies_NOUN,deux_DET noix_NOUN
1893,1.8475249941030114e-08,2.6481190573690583e-08
1894,2.3315695596437536e-08,1.260307835870833e-08
1895,4.032471756509892e-08,1.9259565942064683e-08
1896,2.5357223876198987e-08,1.1204354777305525e-08
1897,4.4283022804236793e-08,1.1653426668090106e-08
1898,1.867257115595322e-08,1.5277558773618694e-08
1899,8.291367592505594e-09,1.7688250864011934e-08
1900,2.3359739032002835e-08,1.5054054558483188e-08
1901,2.0678334156087885e-08,2.6825947685438223e-08
1902,1.8659078282468045e-08,3.682712873542826e-08
1903,1.8360748255119574e-08,2.0520837251680746e-08
1904,3.815983884436491e-08,2.0961039126632386e-08
1905,7.741138396966107e-09,1.2901898049921812e-08
1906,3.3951617239846854e-08,2.8293013931701694e-08
1907,2.1085658274966335e-08,1.491424583832668e-08
1908,2.4065805792616857e-08,2.1118973236866623e-08
1909,3.960708327976903e-08,2.5854622220933265e-08
1910,1.2825962070195374e-08,4.3287619710952185e-08
1911,2.128149700908466e-08,2.606983307007482e-08
1912,2.9693701220079305e-08,3.438217888174222e-08
1913,1.8560464554173706e-08,1.590896836489719e-08
1914,3.683208982252495e-08,1.2723813114234872e-08
1915,2.4739600035239562e-08,2.238344753990873e-08
1916,1.8678685265172135e-08,2.0876177231343718e-08
1917,3.728584163642523e-08,2.0836205649743533e-08
1918,1.722956533001252e-08,5.743188147278033e-09
1919,1.0128633542993981e-08,8.287063535394878e-09
1920,8.329454903588385e-09,1.0601124866838063e-08
1921,8.330022005509363e-09,1.8174593885422752e-08
1922,1.7707045385506603e-08,1.1066902949607993e-08
1923,1.0615948120573648e-08,2.441668067731939e-08
1924,2.1915761205804074e-08,3.867487219366694e-09
1925,2.3096173862313663e-08,2.749544458779951e-08
1926,3.343841470382358e-08,1.8948435376309192e-08
1927,2.2298449531277242e-08,5.0171512278041064e-08
1928,2.5137290915466792e-08,9.14083297942625e-09
1929,1.1140406153131721e-08,3.119313873867213e-08
1930,1.575540586884472e-08,1.7856126022230967e-08
1931,9.124285327288817e-09,2.623232031595535e-08
1932,1.5343351700281005e-08,8.767629289252454e-09
1933,1.7205993074753678e-08,1.605892663292252e-08
1934,2.3963160344919743e-08,7.188948103475923e-09
1935,2.752705441366743e-08,2.5133395809007197e-08
1936,1.333718646634452e-08,3.152425653851765e-08
1937,2.0145789370040745e-08,2.895957251780601e-08
1938,6.4826072287971215e-09,2.5930429359277696e-08
1939,1.5294050470515685e-08,3.5176316970364496e-08
1940,2.0286263113789005e-08,1.2678914806940611e-08
1941,2.6563524713196784e-08,3.541803028639379e-08
1942,2.1239482617119165e-08,1.8205270846394228e-08
1943,2.0322646676618206e-08,5.225823351828751e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.089252066321933e-08,1.089252021913012e-08
1946,1.1136883415474585e-08,1.9489545977080525e-08
1947,3.5762612871081956e-09,1.9073393753288315e-08
1948,5.435944139264848e-09,1.522064252412747e-08
1949,1.079870937115146e-08,6.8719057111366055e-09
1950,1.4889506294579746e-08,1.9143649998554224e-08
1951,1.4925962910083967e-08,1.4925962799061665e-08
1952,8.43584291310151e-09,3.374337254058446e-08
1953,1.4005975490505307e-08,1.939289007157896e-08
1954,1.9545072449389522e-08,2.345408711690311e-08
1955,2.9095383879962355e-08,5.631364707880948e-09
1956,1.2209597999301991e-08,1.744228228517386e-08
1957,1.7670074847764283e-08,1.2369053170591116e-08
1958,1.9026159758794847e-08,1.5717262158432277e-08
1959,1.860179499324488e-08,3.100299128533379e-09
1960,2.2838750723952472e-08,1.2457499920515147e-08
1961,1.5980766210343944e-08,1.8065214379969774e-08
1962,1.3318108227355907e-08,1.2683913030997473e-08
1963,1.9398159301076134e-08,1.357871226570495e-08
1964,1.64267148772268e-08,2.981144531233326e-08
1965,1.8604947471523303e-08,2.681301225493371e-08
1966,1.9386760863326913e-08,1.7725038436999796e-08
1967,1.0353704338328384e-08,1.3311906132962292e-08
1968,1.706738025908372e-08,1.1677681044375277e-08
1969,3.451735930415367e-08,1.6804504454626112e-08
1970,1.1036939917552502e-08,2.207388016817191e-08
1971,1.592903242642052e-08,1.6956711812454728e-08
1972,1.6929484925043425e-08,2.1546616491008308e-08
1973,1.6539610570021068e-08,1.4334330278309437e-08
1974,2.137717214356627e-08,1.912694452821384e-08
1975,1.599214494163448e-08,1.7134439644905797e-08
1976,2.1140049488721502e-08,7.427584713948221e-09
1977,2.4094805706198485e-08,9.990529126202574e-09
1978,2.198018778098998e-08,1.663365545301332e-08
1979,1.755592016206009e-08,1.2874340926671834e-08
1980,1.5349906457018392e-08,1.9898027447950994e-08
1981,1.644642921849737e-08,1.644642921849737e-08
1982,1.738100685599875e-08,1.8001756529884005e-08
1983,8.841442022955448e-09,2.2103606056589342e-08
1984,1.1018116474748041e-08,2.8415142239168745e-08
1985,1.0828004493035337e-08,3.128090142467954e-08
1986,1.9781802029772422e-08,1.138952232526691e-08
1987,1.1610552075325131e-08,3.116516467116526e-08
1988,1.2592763276586538e-08,1.499138491123375e-08
1989,5.488122178931576e-09,1.2622680900520322e-08
1990,2.0160008995517842e-08,1.9070279189126182e-08
1991,1.6412102732399347e-08,2.0515127652220855e-08
1992,1.4325855057784054e-08,1.983579878128694e-08
1993,2.437251223064152e-08,2.7142116110212555e-08
1994,1.582477948680605e-08,2.2154692302933654e-08
1995,1.3013882305124014e-08,1.6809597269684673e-08
1996,1.3345230476247139e-08,1.4412848692302305e-08
1997,8.630809844589749e-09,2.061804638131548e-08
1998,1.4304387785379902e-08,9.059445638115449e-09
1999,1.7823783837744855e-08,1.7366764470949647e-08
2000,8.836062770356534e-09,1.678851901942835e-08
2001,1.0076786682855499e-08,1.0514908055370142e-08
2002,1.3143664601145133e-08,1.840113106332808e-08
2003,2.0001230061073016e-08,1.7917768158071112e-08
2004,1.673820693159911e-08,1.7178685363106183e-08
2005,1.666387328125296e-08,2.612174831995162e-08
2006,1.0706514064207084e-08,1.3177247903950473e-08
2007,1.5179021789490932e-08,1.6377365963382573e-08
2008,1.362380658287421e-08,1.2772319285536682e-08
2009,1.668867311011013e-08,2.241050434115266e-08
2010,1.7478034408657805e-08,1.653327574846486e-08
2011,2.5620612964516454e-08,2.5238214962364225e-08
2012,2.7574446503919603e-08,1.9744666235332886e-08
2013,2.5102124379117186e-08,2.0360612973391312e-08
2014,2.252062950014455e-08,2.9016965719108612e-08
2015,1.662431570181866e-08,2.593393128025312e-08
2016,2.1334802369210593e-08,2.3820410671726577e-08
2017,2.037645163710522e-08,2.062801240931833e-08
2018,2.297505452553139e-08,3.071945342547622e-08
2019,2.1683395745597522e-08,2.6275173370393645e-08
