year,des_DET oeufs_NOUN,des_DET noeuds_NOUN
1839,1.22350813480665e-07,2.0974425751774106e-08
1840,8.216898089719038e-08,2.802663096046487e-08
1841,8.218302083307094e-08,1.7977535460289573e-08
1842,1.2276124916610343e-07,2.3478927246856074e-08
1843,9.687334251440305e-08,2.539971788451112e-08
1844,1.2459034215428488e-07,1.152597861597826e-08
1845,1.0323421739677485e-07,2.622707206967334e-08
1846,8.840296894518929e-08,1.2879902699935997e-08
1847,1.5047094237274905e-07,2.1033571329098777e-08
1848,1.0619692353275312e-07,1.528592186161859e-08
1849,1.4245005330870697e-07,1.92726548053912e-08
1850,8.7578046148451e-08,2.2403686017469226e-08
1851,1.1866967120077732e-07,2.0638204034639784e-08
1852,8.789236183304183e-08,1.4974254725075298e-08
1853,8.599581535762013e-08,3.523439673358553e-08
1854,6.234797461646124e-08,1.4547860527347467e-08
1855,1.2948926197964283e-07,1.3798036491152743e-08
1856,7.248064709530766e-08,1.1389816201301528e-08
1857,8.103304849349513e-08,5.857811125054013e-09
1858,5.62772732859429e-08,8.31924928945682e-09
1859,7.129042822739962e-08,1.3239650931140545e-08
1860,2.0643099157835465e-07,2.7005385566658546e-08
1861,8.630213615967719e-08,1.603427640661792e-08
1862,7.138418592345097e-08,1.5812952752769505e-08
1863,6.642845851168033e-08,9.489779628779615e-09
1864,5.609831521535824e-08,1.4384183399940298e-08
1865,5.6011446758486017e-08,1.553258677233771e-08
1866,5.4494866008614196e-08,1.459683868221262e-08
1867,5.192508290008391e-08,2.3778776281346836e-08
1868,6.71822905085051e-08,1.8771521892446685e-08
1869,5.762552635069085e-08,1.8069020057964735e-08
1870,7.11022067889644e-08,1.7202147262196377e-08
1871,8.2845185600533e-08,1.805600113868877e-08
1872,7.256807366129436e-08,1.0885210732780592e-08
1873,6.764184790064576e-08,2.095101558907686e-08
1874,8.961914049754327e-08,2.3300975371398636e-08
1875,1.069925540941874e-07,1.2587359599081083e-08
1876,5.441413342133217e-08,1.5719638923883394e-08
1877,9.091679553652199e-08,1.4843558715504912e-08
1878,9.783323362544394e-08,1.811726657585666e-08
1879,6.292605003732632e-08,1.710611108318716e-08
1880,7.637237398050445e-08,1.8611753915820373e-08
1881,7.809208546483148e-08,1.9523021921319383e-08
1882,1.0515508397368478e-07,2.5290463057103807e-08
1883,1.0553296309057103e-07,1.7694148368718743e-08
1884,7.2618664859192e-08,1.3203393933736152e-08
1885,6.123353768483497e-08,9.668453648803421e-09
1886,5.4209097932744754e-08,2.2587123282846733e-08
1887,9.336362533085563e-08,2.0892558405538608e-08
1888,7.608737284670042e-08,2.2192152115962926e-08
1889,1.2342319644087496e-07,2.3181006780781388e-08
1890,6.161123400350021e-08,1.8352281472289178e-08
1891,1.0581205045490094e-07,1.9122660788184476e-08
1892,1.1346007089407806e-07,1.7551835318485587e-08
1893,1.98301009834978e-07,2.2170299429635776e-08
1894,5.797416324782034e-08,2.8987081401865566e-08
1895,7.162151538508965e-08,1.625025936036195e-08
1896,5.661147717272996e-08,1.592197840238896e-08
1897,7.225125120413622e-08,1.7480140002135158e-08
1898,9.958704505486082e-08,1.1316709347397591e-08
1899,7.904436927219649e-08,1.0502398950507086e-08
1900,7.111742805765431e-08,1.7130474816440255e-08
1901,7.265360607577875e-08,1.9001712259214543e-08
1902,8.93671647794747e-08,1.620393641488249e-08
1903,1.0206416622970949e-07,1.9980815890718873e-08
1904,1.0265534200470938e-07,4.245953899584265e-08
1905,1.2282606465241486e-07,1.7030505006232488e-08
1906,9.310974258269766e-08,2.2634412566446827e-08
1907,1.2239967145388775e-07,4.062846120644892e-08
1908,1.051037288313239e-07,2.1118972570732808e-08
1909,1.4907665457641883e-07,2.640472018811124e-08
1910,1.239842983835615e-07,1.336037680488289e-08
1911,1.4684232008121967e-07,1.968538376750928e-08
1912,1.406543785331671e-07,1.6670147484632025e-08
1913,1.3416564526025354e-07,1.749986605625864e-08
1914,1.6072185371474035e-07,2.075990607197653e-08
1915,1.5314990431392062e-07,1.4136914638918086e-08
1916,1.1866459281861808e-07,2.8567400889301098e-08
1917,1.2721051811936945e-07,2.4126133979507358e-08
1918,1.1601240057501627e-07,1.722956355365568e-08
1919,1.0312789866517846e-07,4.051453178499642e-08
1920,1.5901686989394648e-07,5.073395392685143e-08
1921,1.325230757909246e-07,2.120369302360814e-08
1922,1.3722959768536214e-07,2.5822775029382683e-08
1923,2.0170301073818564e-07,1.5923921736771263e-08
1924,1.5469948821955626e-07,1.0313299547703991e-08
1925,2.2546265077139083e-07,3.8493624288094e-08
1926,1.9728665245910548e-07,3.678225657388623e-08
1927,2.2855911030461584e-07,2.3413372574054847e-08
1928,2.1937998884169474e-07,2.6279895593006586e-08
1929,3.4758069178408846e-07,3.342121956961819e-08
1930,2.436835986330266e-07,3.361153133596417e-08
1931,2.1328017130173293e-07,2.6232321204133768e-08
1932,2.597410153626356e-07,2.9590749517360848e-08
1933,2.420309617168215e-07,2.7529589274877253e-08
1934,3.534566275220641e-07,3.834105655187159e-08
1935,2.800578497996753e-07,1.2447014796634903e-07
1936,2.7038113259436614e-07,3.3949199451654977e-08
1937,2.543405779320551e-07,2.1404900962807005e-08
1938,2.2040864200434385e-07,3.500607925754906e-08
1939,2.8446933519887807e-07,3.8235125288110794e-08
1940,3.397949084327223e-07,6.846613587185857e-08
1941,3.3056830028854733e-07,4.7224042010185485e-08
1942,3.5500276407418596e-07,4.8547388331598995e-08
1943,2.6709764822108184e-07,6.967764676346633e-08
1944,1.7351205983118234e-07,5.462416474699694e-08
1945,2.8974104004930723e-07,4.7927088075994106e-08
1946,2.3805088389394768e-07,4.872386583087973e-08
1947,1.6570010585859052e-07,6.318061451793255e-08
1948,3.544235420704922e-07,5.979538242328886e-08
1949,1.9830356334793464e-07,4.417653876043204e-08
1950,2.137707655336385e-07,4.679559140186029e-08
1951,2.686673101770509e-07,3.198420650551981e-08
1952,2.478028950925193e-07,5.377849932042267e-08
1953,2.370241971583198e-07,4.8482224457302436e-08
1954,2.169503021676178e-07,5.961246940522358e-08
1955,2.768754194804046e-07,6.757637560639296e-08
1956,2.4593618852541965e-07,3.662879288768295e-08
1957,3.0480878887573226e-07,5.654424201084751e-08
1958,2.4485840555144023e-07,5.7905705119765116e-08
1959,2.1004526296053427e-07,7.28570292984898e-08
1960,2.6437583566796263e-07,5.121416690734293e-08
1961,2.3137370730452744e-07,7.156603948343943e-08
1962,2.2894462370359747e-07,4.94672605100277e-08
1963,2.4312360658029775e-07,7.112658706454056e-08
1964,2.5978543449767244e-07,5.779770062552814e-08
1965,1.991823834757156e-07,4.4323552828018364e-08
1966,3.245897830517208e-07,4.542041442956446e-08
1967,2.1989296644653322e-07,6.409436259513512e-08
1968,2.371467519024506e-07,6.018497111792698e-08
1969,2.17096025600938e-07,4.496340133552934e-08
1970,2.8190184342413716e-07,8.41566651921255e-08
1971,2.435600441330621e-07,6.78268468057297e-08
1972,2.575333692966808e-07,8.054330746798399e-08
1973,2.5195340136452415e-07,9.923766475239404e-08
1974,3.3697175583213834e-07,6.581919120840496e-08
1975,4.146534551274783e-07,1.0680468109924846e-07
1976,3.051023210742798e-07,9.084507701651034e-08
1977,3.32038164352344e-07,7.463512724514842e-08
1978,2.875246191136327e-07,8.019798636293984e-08
1979,2.879171013825399e-07,9.129078226699505e-08
1980,2.8994268230775333e-07,1.1427153023824133e-07
1981,2.966682748906102e-07,1.1196222349241225e-07
1982,2.8802810647654553e-07,1.1856329562576207e-07
1983,3.0187210953158683e-07,8.967748621468985e-08
1984,3.6185814122902116e-07,1.3221739525448584e-07
1985,3.495039306855574e-07,1.6242006362077177e-07
1986,3.3808899102538703e-07,1.4686489646642542e-07
1987,3.92314434272123e-07,1.4849284957207942e-07
1988,4.791246492885648e-07,1.6250660861416577e-07
1989,3.5453269475738125e-07,1.1634818841699257e-07
1990,3.105731178898452e-07,1.3512654029046445e-07
1991,3.258974621278554e-07,1.1488472151377493e-07
1992,3.239847123914785e-07,1.2066777799191186e-07
1993,3.5063184355976773e-07,1.2629392820429075e-07
1994,3.544750608597269e-07,1.3292814982079904e-07
1995,3.486635747895761e-07,1.2146290373493684e-07
1996,3.11210770931325e-07,1.4306086604243262e-07
1997,3.0927069716302213e-07,1.0980308617902779e-07
1998,2.746442513412717e-07,9.631621300520976e-08
1999,2.929499086923304e-07,1.1471204947044455e-07
2000,2.182507536918621e-07,8.17335854552681e-08
2001,1.9584016727747233e-07,7.57949605301178e-08
2002,1.7262013241037266e-07,1.0076809564552036e-07
2003,1.6542684377895966e-07,5.5003382293250525e-08
2004,1.960132123279834e-07,5.90242024145482e-08
2005,1.481733629127291e-07,6.395324647634482e-08
2006,1.5359729266251065e-07,7.618096231620797e-08
2007,1.0944873732321447e-07,4.753430432602457e-08
2008,1.3325786696327668e-07,7.067350180078869e-08
2009,1.0823797014225534e-07,4.4344190541778516e-08
2010,8.408351298561101e-08,3.542844906334608e-08
2011,1.0057046381795054e-07,2.7914995426314704e-08
2012,1.0451056176030704e-07,2.7574447614142628e-08
2013,1.1491195317514524e-07,3.8211012631794716e-08
2014,1.2862743994923598e-07,5.954974202637686e-08
2015,8.821969810224317e-08,2.4825644318049456e-08
2016,7.27040379011612e-08,1.822779305271638e-08
2017,7.320428646595545e-08,2.0376451914660976e-08
2018,1.1797302801319631e-07,3.97545862895754e-08
2019,1.0459049748501315e-07,5.0764656589485924e-08
