year,nos_DET oies_NOUN,nos_DET voies_NOUN
1844,6.037417454862748e-09,2.963822995916132e-07
1845,5.5802281129224696e-09,3.9787025629678396e-07
1846,3.5127007969038004e-09,2.775033662860693e-07
1847,2.3730184928183462e-08,3.4246969971007957e-07
1848,2.011305477722658e-08,1.8664914391841592e-07
1849,2.011059585527164e-08,2.1702684849245202e-07
1850,5.431196825611551e-09,2.742754361406696e-07
1851,1.2898877521649865e-08,2.3153484640658917e-07
1852,1.6276363812295358e-08,2.825576772558236e-07
1853,1.5527023222716707e-08,2.699313270682069e-07
1854,8.832629738719788e-09,2.7173326166973766e-07
1855,9.021793090369101e-09,3.396439822722641e-07
1856,8.28350277259915e-09,3.489425415281744e-07
1857,3.417056471111124e-09,2.3187168407545755e-07
1858,9.29798454896158e-09,4.130262634127746e-07
1859,1.171199848215565e-08,2.999289971938879e-07
1860,1.830873536112776e-09,3.7761768556521247e-07
1861,1.1789909493131745e-08,3.584132501899262e-07
1862,3.162590467287174e-09,3.926130194287225e-07
1863,3.496234635136375e-09,3.810895581324303e-07
1864,7.192092144059359e-09,3.61522495495592e-07
1865,1.0355057922240007e-08,4.786860769989687e-07
1866,2.919367858567057e-09,4.4763638840095155e-07
1867,5.82337378318698e-09,4.348119144736984e-07
1868,1.2843672791973404e-08,4.30263027872968e-07
1869,1.0255390092694938e-08,3.4184633168621303e-07
1870,4.587239033071455e-09,3.8934190271788793e-07
1871,0.0,5.459285290498883e-07
1872,5.442605477412599e-09,3.6646876733215095e-07
1873,1.1373408437265198e-08,3.6933648805970165e-07
1874,5.974609251779839e-09,4.2837946745422073e-07
1875,2.8607636259891933e-09,6.09914797777833e-07
1876,1.209202959984168e-09,4.685661467718205e-07
1877,1.2988113695655557e-08,5.597258567746621e-07
1878,4.831270938865373e-09,4.867505500882885e-07
1879,6.720257905712401e-09,4.514791496212922e-07
1880,1.7328185109022343e-08,4.184435713483481e-07
1881,2.091752326904839e-09,4.336899809276318e-07
1882,3.9932310791357395e-09,3.9599540468948646e-07
1883,6.319338829996468e-09,4.1707637521426477e-07
1884,8.582206056928499e-09,3.961018251175119e-07
1885,3.86738152613475e-09,3.248600251026801e-07
1886,1.0970888419947755e-08,3.4074288746133163e-07
1887,1.1752063988623718e-08,3.21875985420661e-07
1888,8.87686035788704e-09,3.087879409946481e-07
1889,8.14467782106476e-09,3.57739319944983e-07
1890,9.176141124722648e-09,3.9850671029739715e-07
1891,7.649064048820264e-09,3.3783367570094924e-07
1892,7.522214851007902e-09,3.917820228238611e-07
1893,6.158416665513755e-09,3.578039988738624e-07
1894,3.150769645188234e-09,2.8798033557819736e-07
1895,1.083350631425617e-08,2.979214155374166e-07
1896,2.9485144326102386e-09,3.5618055793662506e-07
1897,6.992056267307589e-09,4.171926910601087e-07
1898,5.658354784721098e-09,3.96650675860144e-07
1899,4.4220627160029835e-09,3.532122718752362e-07
1900,4.671947717582725e-09,4.111314213517403e-07
1901,3.912117296778206e-09,2.839079482619411e-07
1902,6.8743973291596205e-09,3.4273781057692077e-07
1903,2.214090244478939e-08,3.5479448090569576e-07
1904,3.7622376325430196e-09,3.3268929833241145e-07
1905,1.9094808956232612e-08,4.6085579086252437e-07
1906,8.745113411201544e-09,3.2511244985045096e-07
1907,1.1314255032868203e-08,3.0959917651784963e-07
1908,1.964555629285769e-09,4.5577689711251423e-07
1909,5.500983391026892e-09,3.4546177740679695e-07
1910,4.275320542035388e-09,3.329405995344814e-07
1911,2.128149656499545e-09,3.830669328408476e-07
1912,1.0418842455450772e-09,3.7768303950969084e-07
1913,3.71209285532359e-09,3.7492138105221784e-07
1914,6.696743715117748e-10,4.5805728277059643e-07
1915,4.712304768617059e-09,3.852309111707086e-07
1916,0.0,5.405831267069061e-07
1917,7.676497215669542e-09,6.85401541744568e-07
1918,0.0,7.902626641964616e-07
1919,5.524709134618888e-09,6.703313584210946e-07
1920,9.086678076641874e-09,5.005245178324458e-07
1921,4.543648568500203e-09,3.430454453834386e-07
1922,3.6889677978990676e-09,2.6929464169711537e-07
1923,6.369568872344189e-09,2.356740491649134e-07
1924,3.867487219366694e-09,1.8821771852195468e-07
1925,5.499088961968823e-09,2.2876209548883253e-07
1926,1.1146138456652466e-09,1.8056744011119008e-07
1927,7.804457635707251e-09,2.5531725311722653e-07
1928,9.14083297942625e-09,1.8053144668073173e-07
1929,3.342121912552898e-09,1.7824649756192912e-07
1930,4.201441416995522e-09,1.7120873074816245e-07
1931,0.0,1.9617212920763905e-07
1932,2.1919073223131136e-09,2.3015026595629706e-07
1933,2.2941324395731044e-09,1.9041299648137056e-07
1934,2.3963160344919743e-09,2.480187166753467e-07
1935,1.196828414151696e-09,1.0891138479962592e-07
1936,0.0,1.5155892718610176e-07
1937,5.036447148221157e-09,1.5109341777730378e-07
1938,0.0,1.3354171224388978e-07
1939,3.058810094103137e-09,1.4376407619920428e-07
1940,0.0,9.128818589942966e-08
1941,5.9030051957620344e-09,1.2986610897769424e-07
1942,3.034211770724937e-09,1.2440267971314256e-07
1943,5.806470415592457e-09,1.6548440884278648e-07
1944,0.0,2.570548929270444e-07
1945,4.357008087652048e-09,2.330999304689385e-07
1946,0.0,2.227376629804212e-07
1947,1.1920870957027319e-09,1.5139506714945128e-07
1948,1.4133454406817236e-08,1.8047334204851495e-07
1949,2.945102384188658e-09,1.0406028838616521e-07
1950,1.0635361480382244e-09,2.0738955441856888e-07
1951,4.264560815592233e-09,1.7378085104269303e-07
1952,2.1089607837865287e-09,1.5817205856194505e-07
1953,6.464296431474281e-09,1.9823842878352593e-07
1954,4.886268056836229e-09,1.5636057870693776e-07
1955,1.8771215692936494e-09,1.351527463278046e-07
1956,3.488456634670456e-09,1.3256135478201259e-07
1957,1.7670075402875796e-09,1.2192352089046565e-07
1958,8.272243445794913e-10,1.1498418556188383e-07
1959,3.8753740216890264e-09,1.1083569040337693e-07
1960,6.228750015768725e-09,1.467216694805984e-07
1961,4.86371165564492e-09,1.1603426175454956e-07
1962,2.5367825617905737e-09,9.956871327432282e-08
1963,2.5864212993553792e-09,9.957721847086987e-08
1964,1.2167936658258327e-09,1.0403585681828531e-07
1965,1.6416130677043839e-09,1.5048119994531817e-07
1966,1.6617224263271169e-09,9.527208488790961e-08
1967,1.9721342336964653e-09,9.663457678499299e-08
1968,1.1228539820162808e-08,9.387059218823879e-08
1969,4.995933444718048e-09,1.3988613556392693e-07
1970,2.7592350626548523e-09,1.1496812168942938e-07
1971,6.166076982339064e-09,8.786660021797843e-08
1972,4.104117490300041e-09,9.388169086577136e-08
1973,2.205281512956958e-09,8.655729732964801e-08
1974,2.2502286700643026e-09,7.650777655854313e-08
1975,2.2845920710778955e-09,6.853776213233687e-08
1976,3.4281161798155324e-09,7.484719954931052e-08
1977,7.052138428775834e-09,5.465407060256666e-08
1978,2.3762365408686037e-09,5.8217795917414605e-08
1979,2.9259866751729646e-09,8.251282679339056e-08
1980,2.8425752862659692e-09,8.300320297749408e-08
1981,5.692994575756671e-09,6.135783214844537e-08
1982,2.483000915987077e-09,7.945602797931883e-08
1983,1.89459470334441e-09,7.641532695501496e-08
1984,1.739702604197646e-09,8.060621548011682e-08
1985,2.4062232206745193e-09,5.0530686190874974e-08
1986,2.3977942409381114e-09,7.133437579520674e-08
1987,2.4443267410134695e-09,5.805276048764796e-08
1988,4.797243047249822e-09,6.35634687107256e-08
1989,5.488122178931576e-10,6.64062800304066e-08
1990,3.8140557934163155e-09,4.849299406473051e-08
1991,5.861465035561508e-09,6.037309185913387e-08
1992,1.65298330578878e-09,6.446634603918255e-08
1993,2.2156829704300662e-09,7.644106192472577e-08
1994,1.5824779264761446e-09,5.485923848524976e-08
1995,3.795715575183323e-09,4.2295114965895664e-08
1996,2.6690460952494277e-09,5.071187425542689e-08
1997,1.438468344439059e-09,7.288239922687012e-08
1998,5.2449422582867555e-09,7.152194037018944e-08
1999,3.1991408688814005e-09,5.347135445532558e-08
2000,2.6508188977203417e-09,5.3899984031602344e-08
2001,6.1336963841363e-09,6.571817356970655e-08
2002,4.819343757400674e-09,6.046085831989956e-08
2003,4.583615376141381e-09,5.9586996670191184e-08
2004,6.607187019724847e-09,5.8143244441311026e-08
2005,5.854874363109275e-09,4.68389949048742e-08
2006,1.2353669753828456e-09,6.423908072150653e-08
2007,1.1983438685803094e-09,5.2327681077102284e-08
2008,8.514879357157668e-10,4.470311831816787e-08
2009,5.245011536203492e-09,6.341695968359318e-08
2010,2.3618964561933353e-09,5.951979353824299e-08
2011,5.353560705856353e-09,6.768430482750887e-08
2012,7.489356135259584e-09,5.548931802934476e-08
2013,9.761937924679387e-09,5.7734889535865364e-08
2014,6.71287994635783e-09,5.478576170503402e-08
2015,5.098123256885856e-09,6.561063248256005e-08
2016,4.55694829093467e-09,9.590304150819406e-08
2017,3.018733624182701e-09,1.0691347895885883e-07
2018,4.388493513030056e-09,6.427852206059015e-08
2019,6.377469385920875e-09,6.6835875944804e-08
