year,tels_ADJ yeux_NOUN
1907,1.6457098794830927e-08
1908,3.3397444809679655e-08
1909,2.0903737407707013e-08
1910,3.046165986120286e-08
1911,1.8621308939259507e-08
1912,2.7088990606216612e-08
1913,1.6969567084856862e-08
1914,1.0045115850232378e-08
1915,3.534228465440492e-09
1916,1.9777431248257926e-08
1917,2.9609346086090227e-08
1918,1.722956355365568e-08
1919,1.9336480860943084e-08
1920,1.2872794385998532e-08
1921,2.574734203619755e-08
1922,3.9840852394945614e-08
1923,2.441668023323018e-08
1924,2.836157442231979e-08
1925,2.4195990988573612e-08
1926,1.671920735191179e-08
1927,2.3413372574054847e-08
1928,1.4853853258500749e-08
1929,2.6736975300423182e-08
1930,2.10072066408884e-08
1931,1.1405356659111021e-08
1932,2.4110979879310435e-08
1933,1.7205993074753678e-08
1934,2.2765002327673756e-08
1935,1.0771455727365264e-08
1936,2.424942913137329e-08
1937,1.1332006444320086e-08
1938,1.2965214679638848e-08
1939,1.988226472349197e-08
1940,2.2822046474857416e-08
1941,1.1806010391524069e-08
1942,1.2136847082899749e-08
1943,1.1612940831184915e-08
1944,2.5705489292704442e-08
1945,2.3963544037997053e-08
1946,2.7842208538686464e-08
1947,2.26496545963073e-08
1948,1.7395020535104777e-08
1949,3.043272656100271e-08
1950,6.381216888229346e-09
1951,2.1322803078760444e-08
1952,1.8980646387944944e-08
1953,9.69644453618912e-09
1954,3.322662323057557e-08
1955,1.8771215692936494e-08
1956,1.4825940475304833e-08
1957,1.6786572132332367e-08
1958,1.6544486669545222e-08
1959,1.007597205671118e-08
1960,1.9378333604436193e-08
1961,2.709782087606527e-08
1962,1.6489087428794846e-08
1963,2.2631185814248056e-08
1964,1.6426714211092985e-08
1965,1.7510538796727815e-08
1966,1.6617224929404983e-08
1967,1.9721342781053863e-08
1968,1.6169096284102125e-08
1969,1.544197658631674e-08
1970,1.5175793066646293e-08
1971,1.284599360218408e-08
1972,1.898154344814884e-08
1973,8.269805285010534e-09
1974,1.0688586016271984e-08
1975,9.138368284311582e-09
1976,1.199840671262109e-08
1977,9.990529292736028e-09
1978,1.0099005187669263e-08
1979,8.777959692451986e-09
1980,7.390696055153967e-09
1981,1.4548763971333756e-08
1982,1.3035754697909852e-08
1983,1.515675762675528e-08
1984,1.2177918229383522e-08
1985,1.2031115659283387e-08
1986,1.2588419195935785e-08
1987,7.944062296871834e-09
1988,1.2592763276586538e-08
1989,1.0427432250992297e-08
1990,1.6345952147389653e-08
1991,8.20605094986604e-09
1992,1.322386644631024e-08
1993,1.4401939196773128e-08
1994,1.2659823411809157e-08
1995,1.1929391696696712e-08
1996,2.3487604750016544e-08
1997,1.7741109914481967e-08
1998,1.6688451509594415e-08
1999,1.2339542720951613e-08
2000,1.4579503826439577e-08
2001,9.638665865452367e-09
2002,8.762443215459825e-09
2003,1.7084383685528337e-08
2004,7.928623979580607e-09
2005,9.007498746882447e-09
2006,1.6471560115860484e-08
2007,1.757570977645173e-08
2008,1.6178271167177627e-08
2009,1.43045770784056e-08
2010,1.2281861749841028e-08
2011,2.600300952337875e-08
2012,3.43829533733242e-08
2013,3.3190588055731496e-08
2014,3.291476602385046e-08
2015,4.0563328695952805e-08
2016,3.50056481579486e-08
2017,3.8740413543791874e-08
2018,3.5624239558273985e-08
2019,3.3162841361900064e-08
